,Tenth_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_2_Scoring_Average_AVG,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Casey Wittenberg,65.67,197,3
1,2,2,Zach Johnson,66.0,132,2
2,3,3,Ernie Els,67.0,67,1
3,4,4,Ben Crane,67.33,202,3
4,5,5,Chris Stroud,67.67,203,3
5,T6,T6,Matt Jones,68.0,340,5
6,T6,T6,Kevin Na,68.0,476,7
7,T6,T6,Ian Poulter,68.0,68,1
8,T6,T6,Rory Sabbatini,68.0,204,3
9,T10,T10,Troy Matteson,68.2,341,5
10,T10,T10,Tag Ridings,68.2,341,5
11,12,12,Steve Marino,68.22,614,9
12,13,13,Mike Weir,68.25,273,4
13,T14,T14,Chris Riley,68.5,137,2
14,T14,T14,Bubba Watson,68.5,274,4
15,T16,T16,Bryce Molder,68.6,343,5
16,T16,T16,Ryan Moore,68.6,343,5
17,18,18,Harrison Frazar,68.67,206,3
18,19,19,Jerry Kelly,68.86,482,7
19,T20,T20,Cameron Beckman,69.0,690,10
20,T20,T20,Steve Flesch,69.0,414,6
21,T20,T20,Lucas Glover,69.0,276,4
22,T20,T20,Scott McCarron,69.0,552,8
23,T20,T20,Geoff Ogilvy,69.0,69,1
24,T20,T20,John Rollins,69.0,414,6
25,26,26,Ryuji Imada,69.14,484,7
26,27,27,David Toms,69.2,346,5
27,T28,T28,Chad Campbell,69.25,277,4
28,T28,T28,Glen Day,69.25,277,4
29,T28,T28,Justin Leonard,69.25,277,4
30,T31,T31,Daniel Chopra,69.29,485,7
31,T31,T31,Charley Hoffman,69.29,485,7
32,T33,T33,Jeff Overton,69.33,416,6
33,T33,T33,Patrick Sheehan,69.33,208,3
34,T35,T35,Greg Chalmers,69.4,347,5
35,T35,T35,John Merrick,69.4,347,5
36,T35,T35,Charles Warren,69.4,347,5
37,T38,T38,Stephen Ames,69.5,417,6
38,T38,T38,Brendon de Jonge,69.5,278,4
39,T38,T38,Scott Sterling,69.5,139,2
40,41,41,Vaughn Taylor,69.57,487,7
41,42,42,Tim Petrovic,69.6,348,5
42,T43,T43,Kris Blanks,69.63,557,8
43,T43,T43,John Senden,69.63,557,8
44,T45,T45,Fred Couples,69.67,209,3
45,T45,T45,Bob Heintz,69.67,418,6
46,47,47,Jason Bohn,69.71,488,7
47,T48,T48,Rich Beem,69.75,558,8
48,T48,T48,Freddie Jacobson,69.75,558,8
49,T48,T48,Sean O'Hair,69.75,558,8
