,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Joe Durant,62,20.71,135,652
1,2,2,Dustin Johnson,85,20.24,183,904
2,3,3,Anthony Kim,76,20.1,164,816
3,4,4,Jonathan Byrd,89,19.83,186,938
4,5,5,Hunter Mahan,94,19.8,200,1010
5,6,6,Fred Couples,54,19.07,111,582
6,7,7,Justin Leonard,95,19.06,191,1002
7,T8,T8,Jason Dufner,90,18.8,182,968
8,T8,T8,Marc Leishman,91,18.8,188,1000
9,10,10,Harrison Frazar,93,18.79,192,1022
10,11,11,Tim Clark,81,18.74,160,854
11,12,12,Jim Furyk,86,18.71,168,898
12,13,13,Brandt Snedeker,81,18.52,163,880
13,14,14,Ted Purdy,101,18.51,204,1102
14,15,15,Charlie Wi,92,18.45,183,992
15,16,16,Ben Crane,93,18.41,185,1005
16,17,17,Andres Romero,58,18.33,114,622
17,18,18,David Toms,98,18.31,197,1076
18,19,19,Sean O'Hair,80,18.26,153,838
19,20,20,John Merrick,91,18.22,180,988
20,T21,T21,Charley Hoffman,97,18.21,189,1038
21,T21,T21,Zach Johnson,94,18.21,185,1016
22,23,23,Woody Austin,84,18.18,164,902
23,24,24,Stephen Ames,77,18.16,146,804
24,25,25,Vaughn Taylor,88,18.12,175,966
25,26,26,Kevin Streelman,97,18.11,193,1066
26,T27,T27,Jason Bohn,88,18.08,171,946
27,T27,T27,Nick O'Hern,90,18.08,179,990
28,29,29,Troy Matteson,95,18.07,185,1024
29,30,30,John Rollins,92,18.06,177,980
30,31,31,Michael Allen,73,18.03,141,782
31,32,32,Bo Van Pelt,100,17.94,193,1076
32,T33,T33,Jason Day,61,17.89,117,654
33,T33,T33,Chris Riley,77,17.89,151,844
34,T33,T33,Matt Weibring,65,17.89,127,710
35,36,36,Steve Stricker,81,17.84,152,852
36,37,37,Ian Poulter,59,17.82,108,606
37,38,38,Bob Heintz,59,17.81,114,640
38,39,39,Rich Beem,77,17.8,147,826
39,40,40,Glen Day,79,17.76,151,850
40,41,41,Michael Letzig,96,17.75,183,1031
41,42,42,Brian Davis,103,17.67,199,1126
42,43,43,Daniel Chopra,89,17.6,169,960
43,44,44,Bill Haas,91,17.52,172,982
44,45,45,Joe Ogilvie,85,17.47,159,910
45,46,46,Tiger Woods,64,17.46,118,676
46,47,47,Lucas Glover,93,17.42,178,1022
47,48,48,Chad Campbell,90,17.41,171,982
48,T49,T49,Greg Chalmers,85,17.39,161,926
49,T49,T49,Martin Laird,72,17.39,136,782
50,51,51,James Nitties,86,17.37,165,950
51,52,52,Scott Verplank,88,17.35,170,980
52,T53,T53,Justin Rose,71,17.32,133,768
53,T53,T53,Rory Sabbatini,81,17.32,150,866
54,T55,T55,Kenny Perry,92,17.27,172,996
55,T55,T55,Heath Slocum,95,17.27,180,1042
56,T57,T57,Webb Simpson,94,17.26,175,1014
57,T57,T57,Y.E. Yang,83,17.26,155,898
58,59,59,D.A. Points,99,17.23,184,1068
59,T60,T60,Jerry Kelly,90,17.22,170,987
60,T60,T60,Nicholas Thompson,96,17.22,176,1022
61,62,62,Cliff Kresge,78,17.2,146,849
62,63,63,Ryan Moore,89,17.19,165,960
63,64,64,Brendon de Jonge,90,17.15,165,962
64,65,65,Scott Piercy,85,17.11,155,906
65,66,66,Chris Stroud,88,17.03,164,963
66,67,67,Matt Kuchar,82,17.01,149,876
67,68,68,Ángel Cabrera,55,17.0,102,600
68,T69,T69,Rod Pampling,72,16.97,130,766
69,T69,T69,Tag Ridings,50,16.97,93,548
70,71,71,Tim Herron,87,16.95,161,950
71,72,72,Paul Goydos,79,16.9,147,870
72,73,73,Greg Owen,97,16.89,179,1060
73,74,74,D.J. Trahan,96,16.86,175,1038
74,T75,T75,Bob Estes,78,16.84,142,843
75,T75,T75,Scott McCarron,91,16.84,165,980
76,T75,T75,Corey Pavin,73,16.84,132,784
77,78,78,Ryan Palmer,78,16.83,141,838
78,79,79,Richard Johnson,85,16.81,156,928
79,80,80,Bryce Molder,69,16.8,130,774
80,81,81,Geoff Ogilvy,78,16.79,132,786
81,82,82,Colt Knost,71,16.67,127,762
82,83,83,Dean Wilson,81,16.63,144,866
