,Round_1_Scoring_Average_RANK THIS WEEK,Round_1_Scoring_Average_RANK LAST WEEK,Round_1_Scoring_Average_PLAYER NAME,Round_1_Scoring_Average_AVG,Round_1_Scoring_Average_TOTAL STROKES,Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,69.0,1104,16
1,2,2,Jim Furyk,69.09,1520,22
2,3,3,Steve Stricker,69.33,1456,21
3,T4,T4,Jonathan Byrd,69.48,1737,25
4,T4,T4,David Toms,69.48,1876,27
5,T6,T6,Sergio Garcia,69.5,1112,16
6,T6,T6,Scott Verplank,69.5,1668,24
7,8,8,Retief Goosen,69.58,1322,19
8,9,9,Mike Weir,69.61,1601,23
9,10,10,Jason Day,69.65,1184,17
10,11,11,Camilo Villegas,69.7,1394,20
11,12,12,Steve Marino,69.72,2022,29
12,13,13,Briny Baird,69.79,1954,28
13,14,14,Kenny Perry,69.83,1606,23
14,T15,T15,Steve Elkington,69.87,1607,23
15,T15,T15,Lee Janzen,69.87,1607,23
16,17,17,Jerry Kelly,69.88,1817,26
17,18,18,Sean O'Hair,69.91,1538,22
18,19,19,Greg Chalmers,69.92,1818,26
19,20,20,Greg Owen,70.0,2100,30
20,T21,T21,John Senden,70.03,2031,29
21,T21,T21,Bo Van Pelt,70.03,2101,30
22,23,23,Robert Garrigus,70.08,1752,25
23,24,24,Mark Calcavecchia,70.09,1612,23
24,T25,T25,Brian Gay,70.11,1893,27
25,T25,T25,Padraig Harrington,70.11,1332,19
26,27,27,Justin Leonard,70.12,1753,25
27,28,28,Patrick Sheehan,70.13,1052,15
28,T29,T29,Tim Clark,70.14,1473,21
29,T29,T29,Mark Wilson,70.14,1964,28
30,31,31,Richard Johnson,70.15,1824,26
31,32,32,Vaughn Taylor,70.18,1965,28
32,T33,T33,Kevin Na,70.19,1825,26
33,T33,T33,Kevin Sutherland,70.19,1825,26
34,35,35,Nathan Green,70.2,2106,30
35,36,36,Michael Letzig,70.21,1966,28
36,37,37,Boo Weekley,70.24,1475,21
37,38,38,Bob Heintz,70.25,1405,20
38,39,39,Geoff Ogilvy,70.26,1335,19
39,40,40,Lucas Glover,70.27,1827,26
40,T41,T41,Michael Allen,70.32,1547,22
41,T41,T41,Rocco Mediate,70.32,1547,22
42,43,43,Pat Perez,70.33,1477,21
43,44,44,Spencer Levin,70.36,1759,25
44,T45,T45,Johnson Wagner,70.38,1830,26
45,T45,T45,Nick Watney,70.38,1689,24
46,T47,T47,Paul Goydos,70.4,1760,25
47,T47,T47,Zach Johnson,70.4,1760,25
48,49,49,Ryan Moore,70.41,1901,27
49,50,50,Tag Ridings,70.44,1127,16
50,51,51,D.A. Points,70.45,2043,29
51,T52,T52,J.J. Henry,70.46,1973,28
52,T52,T52,Matt Kuchar,70.46,1691,24
53,T52,T52,Scott McCarron,70.46,1832,26
54,T55,T55,Rod Pampling,70.5,1551,22
55,T55,T55,Ian Poulter,70.5,1128,16
56,T55,T55,Kevin Stadler,70.5,1410,20
57,58,58,Jeff Klauk,70.52,2045,29
58,59,59,Heath Slocum,70.53,2116,30
59,T60,T60,Woody Austin,70.54,1693,24
60,T60,T60,Chad Campbell,70.54,1834,26
61,T60,T60,Jason Dufner,70.54,1834,26
62,T60,T60,Hunter Mahan,70.54,1693,24
63,T60,T60,George McNeill,70.54,1834,26
64,T65,T65,Stewart Cink,70.57,1482,21
65,T65,T65,John Merrick,70.57,1976,28
66,T65,T65,Charlie Wi,70.57,1976,28
67,T68,T68,Chris DiMarco,70.59,2047,29
68,T68,T68,Charley Hoffman,70.59,1906,27
69,T68,T68,Nick O'Hern,70.59,1906,27
70,T68,T68,Jay Williamson,70.59,1553,22
71,T68,T68,Dean Wilson,70.59,2047,29
72,73,73,Luke Donald,70.6,1412,20
73,74,74,Charles Howell III,70.62,2048,29
74,75,75,Ben Crane,70.63,1907,27
75,76,76,Jeff Overton,70.64,1978,28
76,77,77,Aron Price,70.7,1909,27
77,T78,T78,Dustin Johnson,70.71,1697,24
78,T78,T78,Anthony Kim,70.71,1485,21
79,T78,T78,Phil Mickelson,70.71,1202,17
80,T81,T81,Tommy Armour III,70.72,1273,18
81,T81,T81,Kevin Streelman,70.72,2051,29
82,83,83,Stephen Ames,70.73,1556,22
83,84,84,Steve Lowery,70.74,1910,27
84,T85,T85,Marc Leishman,70.75,1981,28
85,T85,T85,Joe Ogilvie,70.75,1981,28
86,T85,T85,Chris Stroud,70.75,1981,28
87,T85,T85,Kirk Triplett,70.75,1415,20
88,89,89,Tom Pernice Jr.,70.77,1840,26
89,90,90,Bob Estes,70.78,1628,23
90,91,91,Cliff Kresge,70.79,1982,28
91,92,92,Vijay Singh,70.8,1416,20
92,93,93,Tim Petrovic,70.81,2195,31
93,T94,T94,Bart Bryant,70.82,1204,17
94,T94,T94,Chris Riley,70.82,1558,22
95,96,96,Brett Quigley,70.86,1984,28
96,T97,T97,Ted Purdy,70.87,2126,30
97,T97,T97,Y.E. Yang,70.87,1630,23
98,T99,T99,Rich Beem,70.88,1843,26
99,T99,T99,Scott Sterling,70.88,1134,16
100,T101,T101,Robert Allenby,70.9,1418,20
101,T101,T101,Troy Matteson,70.9,2127,30
102,T101,T101,Bryce Molder,70.9,1489,21
103,T101,T101,D.J. Trahan,70.9,2127,30
104,105,105,Ricky Barnes,70.91,1631,23
105,106,106,Justin Rose,70.95,1490,21
106,T107,T107,Harrison Frazar,70.96,1987,28
107,T107,T107,Freddie Jacobson,70.96,1774,25
108,T107,T107,Bubba Watson,70.96,1632,23
109,110,110,Webb Simpson,70.97,2129,30
110,T111,T111,Brian Bateman,71.0,1633,23
111,T111,T111,Matt Jones,71.0,1207,17
112,T111,T111,Colt Knost,71.0,1704,24
113,T111,T111,Martin Laird,71.0,1704,24
114,T111,T111,John Mallinger,71.0,1917,27
115,116,116,Brendon de Jonge,71.03,2060,29
116,117,117,Jason Bohn,71.04,1776,25
117,118,118,Tom Lehman,71.06,1137,16
118,119,119,Ken Duke,71.07,2061,29
119,120,120,Jarrod Lyle,71.1,1493,21
120,121,121,Tim Herron,71.11,1920,27
121,122,122,Scott Piercy,71.14,1992,28
122,123,123,Brandt Snedeker,71.15,1850,26
123,T124,T124,Alex Cejka,71.16,1779,25
124,T124,T124,Mathew Goggin,71.16,1779,25
125,T124,T124,Nicholas Thompson,71.16,2206,31
126,127,127,Brad Adamonis,71.17,1708,24
127,T128,T128,Davis Love III,71.19,1851,26
128,T128,T128,Bill Lunde,71.19,1922,27
129,T128,T128,James Nitties,71.19,1922,27
130,131,131,Jeff Maggert,71.21,1994,28
131,132,132,Brian Davis,71.22,2279,32
132,133,133,Matt Weibring,71.27,1568,22
133,134,134,Kent Jones,71.29,1711,24
134,135,135,Corey Pavin,71.3,1640,23
135,T136,T136,Stuart Appleby,71.33,1712,24
136,T136,T136,Chez Reavie,71.33,1926,27
137,138,138,Jeff Quinney,71.35,1855,26
138,T139,T139,Bill Haas,71.38,2070,29
139,T139,T139,Todd Hamilton,71.38,2070,29
140,141,141,Mark Brooks,71.41,1214,17
141,142,142,Rory Sabbatini,71.46,1715,24
142,143,143,John Rollins,71.48,1930,27
143,T144,T144,Daniel Chopra,71.5,2002,28
144,T144,T144,Steve Flesch,71.5,1859,26
145,146,146,Matt Bettencourt,71.52,2217,31
146,147,147,Charles Warren,71.55,1431,20
147,148,148,David Mathis,71.56,1932,27
148,149,149,Cameron Beckman,71.58,1861,26
149,150,150,Ángel Cabrera,71.63,1146,16
150,151,151,Ryuji Imada,71.64,1791,25
151,152,152,Glen Day,71.69,1864,26
152,153,153,Jason Gore,71.71,1721,24
153,154,154,Jimmy Walker,71.75,1722,24
154,155,155,Ben Curtis,71.76,1220,17
155,156,156,Peter Lonard,71.77,2153,30
156,157,157,Joe Durant,71.8,1436,20
157,158,158,Casey Wittenberg,71.84,1796,25
158,T159,T159,Fred Couples,71.88,1150,16
159,T159,T159,Ryan Palmer,71.88,1869,26
160,T161,T161,K.J. Choi,71.9,1510,21
161,T161,T161,Darron Stiles,71.9,1438,20
162,163,163,Andres Romero,71.95,1367,19
163,164,164,Brian Vranesh,72.0,1440,20
164,165,165,Gary Woodland,72.06,1297,18
165,166,166,Kris Blanks,72.2,1444,20
166,167,167,Will MacKenzie,72.21,1733,24
167,168,168,Ernie Els,72.28,1301,18
168,T169,T169,Aaron Baddeley,72.32,1591,22
169,T169,T169,Derek Fathauer,72.32,1808,25
170,171,171,David Duval,72.36,1592,22
171,172,172,Rick Price,72.43,1521,21
172,173,173,Adam Scott,72.5,1305,18
173,174,174,Marc Turnesa,72.55,2104,29
174,175,175,Billy Mayfair,72.61,2033,28
175,176,176,Parker McLachlin,72.72,1818,25
176,T177,T177,J.B. Holmes,72.76,1819,25
177,T177,T177,Carl Pettersson,72.76,2110,29
178,179,179,Peter Tomasulo,72.96,1824,25
179,180,180,Greg Kraft,73.43,1542,21
180,181,181,Brad Faxon,73.57,1692,23
