,Eagles_Holes_per_RANK THIS WEEK,Eagles_Holes_per_RANK LAST WEEK,Eagles_Holes_per_PLAYER NAME,Eagles_Holes_per_ROUNDS,Eagles_Holes_per_FREQUENCY,Eagles_Holes_per_# OF HOLES,Eagles_Holes_per_# OF EAGLES
0,1,1,Bubba Watson,73,77.3,1314,17
1,2,2,Retief Goosen,74,82.1,1314,16
2,3,3,Tag Ridings,50,90.0,900,10
3,4,4,Kevin Stadler,65,97.5,1170,12
4,5,5,Pat Perez,74,108.0,1296,12
5,6,6,Jimmy Walker,74,111.0,1332,12
6,7,7,Tiger Woods,64,111.6,1116,10
7,8,8,Phil Mickelson,66,113.4,1134,10
8,9,9,Chris Riley,77,115.5,1386,12
9,10,10,Dustin Johnson,85,116.3,1512,13
10,11,11,Zach Johnson,94,118.3,1656,14
11,12,12,John Senden,100,120.0,1800,15
12,13,13,Chris Stroud,88,121.8,1584,13
13,14,14,Robert Garrigus,83,124.5,1494,12
14,15,15,Matt Jones,56,126.0,1008,8
15,16,16,Andres Romero,58,128.3,1026,8
16,17,17,Nick Watney,86,129.0,1548,12
17,18,18,Martin Laird,72,129.6,1296,10
18,19,19,Aaron Baddeley,66,130.0,1170,9
19,20,20,Sergio Garcia,59,130.5,1044,8
20,21,21,Camilo Villegas,76,131.4,1314,10
21,22,22,Charley Hoffman,97,134.3,1746,13
22,23,23,Bill Lunde,83,135.8,1494,11
23,24,24,Steve Elkington,70,140.0,1260,9
24,25,25,Jonathan Byrd,89,145.6,1602,11
25,26,26,Matt Weibring,65,146.3,1170,8
26,27,27,Y.E. Yang,83,149.4,1494,10
27,28,28,Mike Weir,85,151.2,1512,10
28,T29,T29,Ben Crane,93,152.2,1674,11
29,T29,T29,Harrison Frazar,93,152.2,1674,11
30,31,31,Leif Olson,51,153.0,918,6
31,32,32,Rich Beem,77,154.0,1386,9
32,T33,T33,Cameron Beckman,87,156.6,1566,10
33,T33,T33,Davis Love III,89,156.6,1566,10
34,T35,T35,Jason Day,61,156.9,1098,7
35,T35,T35,Peter Tomasulo,61,156.9,1098,7
36,T37,T37,Michael Letzig,96,157.1,1728,11
37,T37,T37,Nicholas Thompson,96,157.1,1728,11
38,T37,T37,D.J. Trahan,96,157.1,1728,11
39,T40,T40,Brad Adamonis,70,157.5,1260,8
40,T40,T40,Robert Allenby,71,157.5,1260,8
41,42,42,J.J. Henry,97,158.7,1746,11
42,43,43,Daniel Chopra,89,160.2,1602,10
43,T44,T44,John Mallinger,90,162.0,1620,10
44,T44,T44,Johnson Wagner,81,162.0,1458,9
45,46,46,Kevin Na,91,163.8,1638,10
46,47,47,Stewart Cink,79,164.3,1314,8
47,48,48,John Rollins,92,165.6,1656,10
48,49,49,Webb Simpson,94,169.2,1692,10
49,50,50,Ernie Els,70,169.7,1188,7
50,51,51,Troy Matteson,95,171.0,1710,10
51,T52,T52,Bob Estes,78,175.5,1404,8
52,T52,T52,Ryan Palmer,78,175.5,1404,8
53,54,54,Chad Campbell,90,180.0,1620,9
54,T55,T55,Bill Haas,91,182.0,1638,9
55,T55,T55,Marc Leishman,91,182.0,1638,9
56,T55,T55,John Merrick,91,182.0,1638,9
57,58,58,Brian Vranesh,51,183.6,918,5
58,59,59,Brett Quigley,92,184.0,1656,9
59,60,60,Derek Fathauer,63,189.0,1134,6
60,61,61,Carl Pettersson,86,193.5,1548,8
61,62,62,Greg Owen,97,194.0,1746,9
62,63,63,Fred Couples,54,194.4,972,5
63,64,64,Sean O'Hair,80,195.4,1368,7
64,T65,T65,Ken Duke,87,195.8,1566,8
65,T65,T65,Tim Herron,87,195.8,1566,8
66,67,67,Briny Baird,89,200.3,1602,8
67,68,68,Ricky Barnes,67,201.0,1206,6
68,69,69,David Duval,56,201.6,1008,5
69,70,70,Rocco Mediate,79,203.1,1422,7
70,71,71,Rory Sabbatini,81,205.7,1440,7
71,T72,T72,Jeff Overton,92,207.0,1656,8
72,T72,T72,Charlie Wi,92,207.0,1656,8
73,74,74,George McNeill,82,210.9,1476,7
74,75,75,Casey Wittenberg,71,213.0,1278,6
75,76,76,Todd Hamilton,83,213.4,1494,7
76,T77,T77,Heath Slocum,95,213.8,1710,8
77,T77,T77,Kevin Sutherland,96,213.8,1710,8
78,T79,T79,Kris Blanks,60,216.0,1080,5
79,T79,T79,Kirk Triplett,60,216.0,1080,5
80,81,81,Kevin Streelman,97,218.3,1746,8
81,82,82,Michael Allen,73,219.0,1314,6
82,T83,T83,Matt Bettencourt,98,220.5,1764,8
83,T83,T83,David Toms,98,220.5,1764,8
84,85,85,James Nitties,86,221.1,1548,7
85,T86,T86,Mathew Goggin,76,222.0,1332,6
86,T86,T86,Anthony Kim,76,222.0,1332,6
87,88,88,D.A. Points,99,222.8,1782,8
88,T89,T89,Stephen Ames,77,225.0,1350,6
89,T89,T89,Bo Van Pelt,100,225.0,1800,8
90,T91,T91,Vaughn Taylor,88,226.3,1584,7
91,T91,T91,Scott Verplank,88,226.3,1584,7
92,93,93,Charles Warren,63,226.8,1134,5
93,94,94,Ted Purdy,101,227.3,1818,8
94,95,95,Steve Flesch,77,231.0,1386,6
95,96,96,Nick O'Hern,90,231.4,1620,7
96,T97,T97,Tim Clark,81,234.0,1404,6
97,T97,T97,Padraig Harrington,66,234.0,1170,5
98,T97,T97,Jarrod Lyle,65,234.0,1170,5
99,T97,T97,Darron Stiles,52,234.0,936,4
100,T101,T101,Paul Goydos,79,237.0,1422,6
101,T101,T101,Steve Stricker,81,237.0,1422,6
102,103,103,Chez Reavie,81,243.0,1458,6
103,104,104,Tom Pernice Jr.,82,246.0,1476,6
104,T105,T105,Bryce Molder,69,248.4,1242,5
105,T105,T105,Vijay Singh,71,248.4,1242,5
106,T107,T107,Steve Lowery,83,249.0,1494,6
107,T107,T107,Billy Mayfair,83,249.0,1494,6
108,T109,T109,Steve Marino,98,252.0,1764,7
109,T109,T109,Justin Rose,71,252.0,1260,5
110,T111,T111,Joe Ogilvie,85,255.0,1530,6
111,T111,T111,Scott Piercy,85,255.0,1530,6
112,113,113,Rod Pampling,72,255.6,1278,5
113,114,114,Corey Pavin,73,262.8,1314,5
114,115,115,Jason Bohn,88,264.0,1584,6
115,116,116,Jason Gore,74,266.4,1332,5
116,117,117,Jason Dufner,90,270.0,1620,6
117,T118,T118,Scott McCarron,91,273.0,1638,6
118,T118,T118,Kenny Perry,92,273.0,1638,6
119,120,120,Brandt Snedeker,81,291.6,1458,5
120,121,121,Mark Wilson,99,297.0,1782,6
121,122,122,Jim Furyk,86,298.8,1494,5
122,123,123,Woody Austin,84,302.4,1512,5
123,T124,T124,Greg Chalmers,85,306.0,1530,5
124,T124,T124,Patrick Sheehan,51,306.0,918,3
125,126,126,Jay Williamson,69,310.5,1242,4
126,127,127,Adam Scott,53,312.0,936,3
127,128,128,Brendon Todd,53,318.0,954,3
128,129,129,Colt Knost,71,319.5,1278,4
129,130,130,Aron Price,89,320.4,1602,5
130,T131,T131,Jerry Kelly,90,324.0,1620,5
131,T131,T131,Geoff Ogilvy,78,324.0,1296,4
132,T131,T131,Rick Price,54,324.0,972,3
133,134,134,Justin Leonard,95,327.6,1638,5
134,135,135,Kent Jones,73,328.5,1314,4
135,136,136,Mark Brooks,55,330.0,990,3
136,T137,T137,J.B. Holmes,74,333.0,1332,4
137,T137,T137,Lee Janzen,74,333.0,1332,4
138,139,139,Boo Weekley,79,346.5,1386,4
139,140,140,Tommy Armour III,58,348.0,1044,3
140,141,141,Chris DiMarco,97,349.2,1746,5
141,142,142,Jeff Quinney,78,351.0,1404,4
142,143,143,Glen Day,79,355.5,1422,4
143,144,144,Dean Wilson,81,364.5,1458,4
144,T145,T145,Alex Cejka,82,369.0,1476,4
145,T145,T145,Matt Kuchar,82,369.0,1476,4
146,T145,T145,David Mathis,82,369.0,1476,4
147,148,148,Brian Davis,103,370.8,1854,5
148,149,149,Ben Curtis,63,372.0,1116,3
149,150,150,Peter Lonard,86,387.0,1548,4
150,151,151,Ryan Moore,89,400.5,1602,4
151,152,152,Hunter Mahan,94,414.0,1656,4
152,T153,T153,Eric Axley,71,426.0,1278,3
153,T153,T153,Parker McLachlin,71,426.0,1278,3
154,155,155,Tim Petrovic,97,436.5,1746,4
155,156,156,Spencer Levin,75,450.0,1350,3
156,157,157,Nathan Green,104,468.0,1872,4
157,158,158,Jeff Maggert,79,474.0,1422,3
158,159,159,Gary Woodland,53,477.0,954,2
159,160,160,Ángel Cabrera,55,486.0,972,2
160,161,161,Brian Bateman,55,495.0,990,2
161,162,162,Ian Poulter,59,504.0,1008,2
162,163,163,Ryuji Imada,85,510.0,1530,3
163,164,164,Bart Bryant,58,522.0,1044,2
164,165,165,Brad Faxon,59,531.0,1062,2
165,166,166,Joe Durant,62,558.0,1116,2
166,167,167,Jeff Klauk,97,582.0,1746,3
167,168,168,Charles Howell III,99,594.0,1782,3
168,169,169,Will MacKenzie,69,621.0,1242,2
169,170,170,Mark Calcavecchia,72,648.0,1296,2
170,171,171,Luke Donald,79,684.0,1368,2
171,172,172,Marc Turnesa,77,693.0,1386,2
172,T173,T173,Stuart Appleby,79,702.0,1404,2
173,T173,T173,Cliff Kresge,78,702.0,1404,2
174,175,175,Richard Johnson,85,765.0,1530,2
175,176,176,Brendon de Jonge,90,810.0,1620,2
176,177,177,Lucas Glover,93,837.0,1674,2
177,178,178,Scott Sterling,51,918.0,918,1
178,179,179,Tom Lehman,55,990.0,990,1
179,180,180,Bob Heintz,59,1062.0,1062,1
180,181,181,K.J. Choi,65,1152.0,1152,1
181,182,182,Brian Gay,96,1728.0,1728,1
