,Back_9_Round_2_Scoring_Average_RANK THIS WEEK,Back_9_Round_2_Scoring_Average_RANK LAST WEEK,Back_9_Round_2_Scoring_Average_PLAYER NAME,Back_9_Round_2_Scoring_Average_AVG,Back_9_Round_2_Scoring_Average_TOTAL STROKES,Back_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Tag Ridings,34.2,513,15
1,2,2,Tim Clark,34.52,725,21
2,3,3,Michael Letzig,34.54,898,26
3,4,4,Tiger Woods,34.56,553,16
4,T5,T5,Troy Matteson,34.57,1037,30
5,T5,T5,Bryce Molder,34.57,726,21
6,7,7,David Toms,34.63,935,27
7,8,8,Y.E. Yang,34.65,797,23
8,9,9,John Senden,34.66,1005,29
9,10,10,Freddie Jacobson,34.72,868,25
10,T11,T11,Ryan Moore,34.78,939,27
11,T11,T11,Gary Woodland,34.78,626,18
12,13,13,J.J. Henry,34.86,976,28
13,14,14,Jason Gore,34.87,802,23
14,15,15,Mark Brooks,34.88,558,16
15,16,16,Steve Stricker,34.9,733,21
16,17,17,Mike Weir,34.91,803,23
17,T18,T18,Jason Bohn,34.92,873,25
18,T18,T18,Hunter Mahan,34.92,838,24
19,20,20,Webb Simpson,34.93,1048,30
20,21,21,Ángel Cabrera,34.94,559,16
21,T22,T22,Fred Couples,35.0,560,16
22,T22,T22,Bob Heintz,35.0,700,20
23,T22,T22,Charley Hoffman,35.0,945,27
24,T22,T22,Anthony Kim,35.0,735,21
25,T22,T22,Justin Leonard,35.0,875,25
26,T22,T22,Davis Love III,35.0,875,25
27,T22,T22,Rocco Mediate,35.0,770,22
28,T29,T29,Daniel Chopra,35.04,911,26
29,T29,T29,Zach Johnson,35.04,876,25
30,T29,T29,Rory Sabbatini,35.04,841,24
31,T29,T29,Scott Verplank,35.04,841,24
32,T29,T29,Bubba Watson,35.04,806,23
33,T34,T34,Jim Furyk,35.05,771,22
34,T34,T34,Retief Goosen,35.05,666,19
35,36,36,Matt Jones,35.06,561,16
36,T37,T37,Chad Campbell,35.08,877,25
37,T37,T37,Jason Dufner,35.08,912,26
38,T37,T37,Jerry Kelly,35.08,877,25
39,40,40,Robert Allenby,35.1,702,20
40,T41,T41,Bill Lunde,35.12,913,26
41,T41,T41,Scott McCarron,35.12,913,26
42,43,43,Kenny Perry,35.13,808,23
43,44,44,Harrison Frazar,35.14,984,28
44,T45,T45,Greg Chalmers,35.15,914,26
45,T45,T45,Jeff Maggert,35.15,914,26
46,T45,T45,Tom Pernice Jr.,35.15,914,26
47,T48,T48,Rich Beem,35.16,879,25
48,T48,T48,Geoff Ogilvy,35.16,668,19
49,T50,T50,Bill Haas,35.17,1020,29
50,T50,T50,D.A. Points,35.17,1020,29
51,T52,T52,Jason Day,35.18,598,17
52,T52,T52,Joe Ogilvie,35.18,985,28
53,T54,T54,Cameron Beckman,35.19,915,26
54,T54,T54,Lucas Glover,35.19,915,26
55,T54,T54,Aron Price,35.19,915,26
56,T57,T57,Steve Marino,35.21,1021,29
57,T57,T57,John Merrick,35.21,986,28
58,T59,T59,Ernie Els,35.22,634,18
59,T59,T59,John Rollins,35.22,951,27
60,T59,T59,Chris Stroud,35.22,951,27
61,62,62,Chris Riley,35.23,775,22
62,63,63,Ryuji Imada,35.24,881,25
63,T64,T64,Kris Blanks,35.25,705,20
64,T64,T64,Robert Garrigus,35.25,846,24
65,T64,T64,Matt Kuchar,35.25,846,24
66,T64,T64,Ian Poulter,35.25,564,16
67,T64,T64,Vaughn Taylor,35.25,987,28
68,69,69,Dustin Johnson,35.26,811,23
69,70,70,Heath Slocum,35.27,1058,30
70,71,71,Spencer Levin,35.28,882,25
71,72,72,Sean O'Hair,35.29,741,21
72,73,73,Bo Van Pelt,35.3,1059,30
73,74,74,Brian Gay,35.31,918,26
74,T75,T75,Ben Crane,35.35,919,26
75,T75,T75,Jimmy Walker,35.35,813,23
76,T75,T75,Charles Warren,35.35,707,20
77,T78,T78,Tom Lehman,35.38,566,16
78,T78,T78,Jarrod Lyle,35.38,743,21
79,T78,T78,Casey Wittenberg,35.38,849,24
80,81,81,Marc Leishman,35.39,991,28
81,82,82,Glen Day,35.4,885,25
82,T83,T83,Michael Allen,35.41,779,22
83,T83,T83,David Mathis,35.41,956,27
84,T85,T85,Alex Cejka,35.42,850,24
85,T85,T85,George McNeill,35.42,921,26
86,87,87,Richard Johnson,35.44,886,25
87,T88,T88,Jeff Overton,35.46,922,26
88,T88,T88,Scott Piercy,35.46,922,26
89,T90,T90,Padraig Harrington,35.47,674,19
90,T90,T90,Patrick Sheehan,35.47,532,15
91,T92,T92,Greg Owen,35.48,1029,29
92,T92,T92,Boo Weekley,35.48,745,21
93,T94,T94,Bob Estes,35.5,781,22
94,T94,T94,Will MacKenzie,35.5,852,24
95,T94,T94,Kevin Sutherland,35.5,923,26
96,T97,T97,Stuart Appleby,35.54,853,24
97,T97,T97,Briny Baird,35.54,995,28
98,99,99,Jonathan Byrd,35.56,889,25
99,T100,T100,Woody Austin,35.58,854,24
100,T100,T100,Nick Watney,35.58,854,24
101,T102,T102,Brian Davis,35.6,1068,30
102,T102,T102,Luke Donald,35.6,712,20
103,T102,T102,Nathan Green,35.6,1068,30
104,T102,T102,Ted Purdy,35.6,1068,30
105,T106,T106,Ryan Palmer,35.62,926,26
106,T106,T106,Johnson Wagner,35.62,926,26
107,T108,T108,J.B. Holmes,35.63,855,24
108,T108,T108,John Mallinger,35.63,962,27
109,T110,T110,Paul Goydos,35.64,891,25
110,T110,T110,Peter Tomasulo,35.64,891,25
111,T112,T112,Leif Olson,35.65,713,20
112,T112,T112,Nicholas Thompson,35.65,1105,31
113,114,114,Chris DiMarco,35.66,1034,29
114,T115,T115,Martin Laird,35.67,856,24
115,T115,T115,D.J. Trahan,35.67,1070,30
116,T117,T117,Billy Mayfair,35.68,999,28
117,T117,T117,Charlie Wi,35.68,999,28
118,T117,T117,Mark Wilson,35.68,999,28
119,120,120,Scott Sterling,35.69,571,16
120,T121,T121,Joe Durant,35.7,714,20
121,T121,T121,Tim Herron,35.7,964,27
122,T121,T121,Kevin Stadler,35.7,714,20
123,T124,T124,Ben Curtis,35.71,607,17
124,T124,T124,Steve Flesch,35.71,857,24
125,T124,T124,Phil Mickelson,35.71,607,17
126,T124,T124,Kevin Na,35.71,857,24
127,128,128,Rod Pampling,35.73,786,22
128,T129,T129,Ricky Barnes,35.74,822,23
129,T129,T129,Brad Faxon,35.74,822,23
130,T129,T129,Chez Reavie,35.74,965,27
131,T132,T132,Brett Quigley,35.75,1001,28
132,T132,T132,Kirk Triplett,35.75,715,20
133,T134,T134,Stephen Ames,35.77,787,22
134,T134,T134,Peter Lonard,35.77,1073,30
135,T134,T134,Tim Petrovic,35.77,1109,31
136,T134,T134,Matt Weibring,35.77,787,22
137,138,138,Cliff Kresge,35.78,966,27
138,139,139,Camilo Villegas,35.79,680,19
139,140,140,Brendon de Jonge,35.83,1039,29
140,T141,T141,James Nitties,35.85,968,27
141,T141,T141,Brian Vranesh,35.85,717,20
142,T143,T143,Brad Adamonis,35.88,861,24
143,T143,T143,Tommy Armour III,35.88,610,17
144,T143,T143,Sergio Garcia,35.88,574,16
145,T143,T143,Parker McLachlin,35.88,897,25
146,T143,T143,Jeff Quinney,35.88,897,25
147,T143,T143,Dean Wilson,35.88,933,26
148,149,149,Carl Pettersson,35.89,969,27
149,T150,T150,Brian Bateman,35.91,826,23
150,T150,T150,Lee Janzen,35.91,826,23
151,152,152,Charles Howell III,35.93,1042,29
152,T153,T153,Mark Calcavecchia,35.96,827,23
153,T153,T153,Jeff Klauk,35.96,1007,28
154,T155,T155,Corey Pavin,36.0,828,23
155,T155,T155,Pat Perez,36.0,756,21
156,T155,T155,Andres Romero,36.0,648,18
157,T155,T155,Justin Rose,36.0,756,21
158,T155,T155,Kevin Streelman,36.0,1044,29
159,160,160,Matt Bettencourt,36.07,1082,30
160,161,161,Derek Fathauer,36.08,866,24
161,162,162,Jay Williamson,36.09,794,22
162,T163,T163,Aaron Baddeley,36.1,722,20
163,T163,T163,Stewart Cink,36.1,758,21
164,165,165,Nick O'Hern,36.11,975,27
165,166,166,Steve Lowery,36.12,939,26
166,167,167,Mathew Goggin,36.13,831,23
167,168,168,Kent Jones,36.17,868,24
168,169,169,Bart Bryant,36.18,615,17
169,T170,T170,Rick Price,36.19,760,21
170,T170,T170,Brandt Snedeker,36.19,941,26
171,T170,T170,Brendon Todd,36.19,760,21
172,173,173,Steve Elkington,36.23,797,22
173,T174,T174,Ken Duke,36.28,1052,29
174,T174,T174,Marc Turnesa,36.28,1052,29
175,T176,T176,David Duval,36.29,762,21
176,T176,T176,Greg Kraft,36.29,762,21
177,178,178,Todd Hamilton,36.31,1053,29
178,179,179,Eric Axley,36.32,1017,28
179,180,180,Darron Stiles,36.37,691,19
180,181,181,Vijay Singh,36.4,728,20
181,182,182,Colt Knost,36.42,874,24
182,183,183,K.J. Choi,36.57,768,21
183,184,184,Adam Scott,37.17,669,18
