,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
0,1,1,David Toms,27
1,2,2,Bo Van Pelt,30
2,T3,T3,Zach Johnson,26
3,T3,T3,Tim Petrovic,31
4,T5,T5,Charles Howell III,29
5,T5,T5,Jeff Klauk,29
6,T5,T5,Steve Marino,29
7,T5,T5,Ted Purdy,30
8,T9,T9,Jonathan Byrd,25
9,T9,T9,Charley Hoffman,27
10,T9,T9,Greg Owen,30
11,T9,T9,John Senden,29
12,T9,T9,Mark Wilson,28
13,T14,T14,Chad Campbell,26
14,T14,T14,Ben Crane,27
15,T14,T14,Justin Leonard,26
16,T14,T14,Kevin Na,26
17,T18,T18,Brian Davis,32
18,T18,T18,Hunter Mahan,25
19,T18,T18,Scott Verplank,24
20,T21,T21,Jim Furyk,23
21,T21,T21,Brian Gay,27
22,T21,T21,Ryan Moore,27
23,T21,T21,Kenny Perry,24
24,T21,T21,D.A. Points,29
25,T21,T21,Heath Slocum,30
26,T21,T21,Kevin Streelman,29
27,T21,T21,Steve Stricker,22
28,T29,T29,Greg Chalmers,26
29,T29,T29,Lucas Glover,26
30,T29,T29,Nathan Green,30
31,T32,T32,Chris DiMarco,29
32,T32,T32,Bill Haas,29
33,T32,T32,J.J. Henry,28
34,T32,T32,Michael Letzig,28
35,T32,T32,Troy Matteson,30
36,T32,T32,Brett Quigley,28
37,T32,T32,Kevin Sutherland,27
38,T39,T39,Tim Clark,23
39,T39,T39,Jerry Kelly,26
40,T39,T39,Scott Piercy,28
41,T42,T42,Briny Baird,28
42,T42,T42,Jason Bohn,25
43,T42,T42,Jason Dufner,26
44,T42,T42,Robert Garrigus,25
45,T42,T42,Tim Herron,27
46,T42,T42,Chris Riley,22
47,T42,T42,D.J. Trahan,30
48,T42,T42,Tiger Woods,17
49,T50,T50,Harrison Frazar,28
50,T50,T50,Matt Kuchar,24
51,T50,T50,Scott McCarron,27
52,T50,T50,Nick O'Hern,27
53,T50,T50,Webb Simpson,30
54,T50,T50,Chris Stroud,28
55,T50,T50,Vaughn Taylor,28
56,T57,T57,Stephen Ames,23
57,T57,T57,Woody Austin,24
58,T57,T57,Matt Bettencourt,31
59,T57,T57,Nick Watney,24
60,T61,T61,Dustin Johnson,25
61,T61,T61,Davis Love III,27
62,T61,T61,Jeff Overton,28
63,T61,T61,Brandt Snedeker,26
64,65,65,Charlie Wi,28
65,T66,T66,Freddie Jacobson,25
66,T66,T66,Sean O'Hair,23
67,T66,T66,Joe Ogilvie,29
68,T66,T66,John Rollins,27
69,T66,T66,Dean Wilson,29
70,T71,T71,Cameron Beckman,26
71,T71,T71,Luke Donald,21
72,T71,T71,Bob Estes,23
73,T71,T71,Bill Lunde,27
74,T71,T71,John Mallinger,27
75,T71,T71,George McNeill,26
76,T71,T71,James Nitties,27
77,T71,T71,Tom Pernice Jr.,26
78,T71,T71,Nicholas Thompson,31
79,T80,T80,Daniel Chopra,28
80,T80,T80,Brendon de Jonge,29
81,T80,T80,Spencer Levin,25
82,T80,T80,Rory Sabbatini,25
83,T80,T80,Johnson Wagner,26
84,T85,T85,Michael Allen,22
85,T85,T85,Alex Cejka,25
86,T85,T85,John Merrick,28
87,T85,T85,Corey Pavin,23
88,T85,T85,Kevin Stadler,20
89,T85,T85,Mike Weir,24
90,T85,T85,Y.E. Yang,23
91,T92,T92,Rich Beem,26
92,T92,T92,Steve Elkington,23
93,T92,T92,Marc Leishman,28
94,T92,T92,Rocco Mediate,22
95,T92,T92,Bryce Molder,21
96,T92,T92,Rod Pampling,23
97,T92,T92,Justin Rose,22
98,T92,T92,Boo Weekley,22
99,T100,T100,Mark Calcavecchia,23
100,T100,T100,Jason Day,18
101,T100,T100,Ken Duke,29
102,T100,T100,Martin Laird,24
103,T100,T100,Steve Lowery,27
104,T100,T100,Geoff Ogilvy,20
105,T100,T100,Jeff Quinney,26
106,T100,T100,Jimmy Walker,24
107,T100,T100,Matt Weibring,22
108,T109,T109,Richard Johnson,26
109,T109,T109,Ryan Palmer,26
110,T109,T109,Carl Pettersson,29
111,T109,T109,Aron Price,27
112,T113,T113,Mathew Goggin,26
113,T113,T113,Ryuji Imada,25
114,T113,T113,Jeff Maggert,28
115,T113,T113,David Mathis,27
116,T113,T113,Chez Reavie,27
117,T118,T118,Glen Day,26
118,T118,T118,Retief Goosen,20
119,T118,T118,Jason Gore,24
120,T118,T118,Paul Goydos,25
121,T118,T118,Lee Janzen,23
122,T118,T118,Matt Jones,17
123,T118,T118,Anthony Kim,22
124,T118,T118,Charles Warren,20
125,T126,T126,Ernie Els,19
126,T126,T126,Steve Flesch,27
127,T126,T126,Todd Hamilton,29
128,T126,T126,Kent Jones,24
129,T126,T126,Bubba Watson,24
130,T131,T131,Robert Allenby,21
131,T131,T131,Bob Heintz,20
132,T131,T131,Cliff Kresge,28
133,T131,T131,Billy Mayfair,28
134,T135,T135,Aaron Baddeley,23
135,T135,T135,Peter Lonard,30
136,T135,T135,Will MacKenzie,24
137,T135,T135,Phil Mickelson,18
138,T135,T135,Pat Perez,22
139,T135,T135,Patrick Sheehan,15
140,T135,T135,Camilo Villegas,21
141,T142,T142,Fred Couples,16
142,T142,T142,Padraig Harrington,20
143,T142,T142,Ian Poulter,17
144,T142,T142,Jay Williamson,22
145,T142,T142,Casey Wittenberg,25
146,T147,T147,Stuart Appleby,25
147,T147,T147,Joe Durant,20
148,T149,T149,Brad Adamonis,25
149,T149,T149,K.J. Choi,22
150,T149,T149,Ben Curtis,18
151,T149,T149,Colt Knost,24
152,T149,T149,Jarrod Lyle,21
153,T149,T149,Kirk Triplett,20
154,155,155,Kris Blanks,20
155,T156,T156,Tommy Armour III,19
156,T156,T156,Sergio Garcia,17
157,T156,T156,J.B. Holmes,25
158,T156,T156,Tag Ridings,16
159,T156,T156,Vijay Singh,21
160,T156,T156,Scott Sterling,16
161,T162,T162,Ángel Cabrera,17
162,T162,T162,Stewart Cink,22
163,T162,T162,Andres Romero,20
164,165,165,Mark Brooks,17
165,T166,T166,Ricky Barnes,23
166,T166,T166,Parker McLachlin,25
167,T168,T168,Bart Bryant,17
168,T168,T168,Tom Lehman,16
169,T168,T168,Marc Turnesa,30
170,T171,T171,Brian Bateman,25
171,T171,T171,Michael Bradley,17
172,T171,T171,Derek Fathauer,25
173,T171,T171,Jonathan Kaye,17
174,T171,T171,Jeev Milkha Singh,15
175,T171,T171,Roland Thatcher,16
176,T171,T171,Brian Vranesh,20
177,T171,T171,Gary Woodland,18
178,T179,T179,Eric Axley,30
179,T179,T179,James Driscoll,17
180,T179,T179,Tommy Gainey,15
181,T179,T179,Peter Tomasulo,25
182,T179,T179,Aaron Watkins,18
183,T184,T184,Paul Casey,12
184,T184,T184,Leif Olson,21
185,T186,T186,J.P. Hayes,15
186,T186,T186,Danny Lee,12
187,T186,T186,Rick Price,21
188,T186,T186,Adam Scott,19
189,T190,T190,"David Berganio, Jr.",15
190,T190,T190,David Duval,22
191,T190,T190,Mathias Grönberg,13
192,T190,T190,John Huston,13
193,T190,T190,Martin Kaymer,11
194,T190,T190,Darron Stiles,20
195,T196,T196,Wil Collins,18
196,T196,T196,Frank Lickliter II,14
197,T196,T196,Tim Wilkinson,14
198,T199,T199,Brad Faxon,23
199,T199,T199,Carlos Franco,10
200,T199,T199,Graeme McDowell,11
201,T199,T199,Shaun Micheel,16
202,T199,T199,Jesper Parnevik,14
203,T204,T204,Scott Gutschewski,19
204,T204,T204,Brandt Jobe,8
205,T204,T204,Lee Westwood,8
206,T207,T207,Matthew Borchert,19
207,T207,T207,Dudley Hart,13
208,T207,T207,Trevor Immelman,13
209,T207,T207,Rory McIlroy,11
210,T207,T207,James Oh,21
211,T207,T207,Henrik Stenson,10
212,T207,T207,Brendon Todd,21
213,T214,T214,Rickie Fowler,6
214,T214,T214,Greg Kraft,21
215,T214,T214,Dicky Pride,10
216,T214,T214,Omar Uresti,9
217,T218,T218,Ross Fisher,10
218,T218,T218,Soren Hansen,8
219,T218,T218,Troy Kelly,17
220,T218,T218,Paul Stankowski,9
221,T218,T218,Kyle Stanley,7
222,T218,T218,Bob Tway,13
223,T224,T224,Billy Andrade,17
224,T224,T224,Arjun Atwal,12
225,T224,T224,Chris Couch,8
226,T224,T224,Søren Kjeldsen,7
227,T228,T228,Tyler Aldridge,17
228,T228,T228,Notah Begay III,15
229,T228,T228,Miguel Angel Jiménez,8
230,T228,T228,Robert Karlsson,6
231,T228,T228,Jamie Lovemark,5
232,T228,T228,Shigeki Maruyama,5
233,T228,T228,Garrett Willis,6
234,T235,T235,Ronnie Black,3
235,T235,T235,Guy Boros,7
236,T235,T235,Neal Lancaster,6
237,T235,T235,Alvaro Quiros,9
238,T239,T239,Steve Allan,17
239,T239,T239,Darren Clarke,7
240,T239,T239,Jay Delsing,7
241,T239,T239,Mark Hensby,5
242,T239,T239,Arron Oberholser,4
243,T239,T239,David Peoples,6
244,T239,T239,Oliver Wilson,9
245,T246,T246,Thomas Aiken,3
246,T246,T246,Chris Baryla,3
247,T246,T246,Olin Browne,9
248,T246,T246,Tadd Fujikawa,4
249,T246,T246,José María Olazábal,4
250,T246,T246,Loren Roberts,3
251,T246,T246,Charl Schwartzel,6
252,T246,T246,Chris Smith,3
253,T254,T254,Craig Barlow,5
254,T254,T254,Marco Dawson,6
255,T254,T254,Shingo Katayama,6
256,T254,T254,Prayad Marksaeng,6
257,T254,T254,Jeff Sluman,2
258,T259,T259,Paul Azinger,8
259,T259,T259,Tom Byrum,4
260,T259,T259,Bobby Clampett,2
261,T259,T259,Robert Damron,5
262,T259,T259,Gonzalo Fernandez-Castaño,5
263,T259,T259,Todd Fischer,3
264,T259,T259,Robert Gamez,11
265,T259,T259,Stephen Leaney,11
266,T259,T259,Francesco Molinari,4
267,T259,T259,Greg Norman,3
268,T259,T259,Tom Scherrer,2
269,T259,T259,Richard Sterne,8
270,T271,T271,Felipe Aguilar,1
271,T271,T271,Rich Barcelo,1
272,T271,T271,José Coceres,6
273,T271,T271,John Daly,6
274,T271,T271,Robin Freeman,5
275,T271,T271,Ernie Gonzalez,1
276,T271,T271,Peter Hanson,5
277,T271,T271,Matt Harmon,1
278,T271,T271,Matt Hill,3
279,T271,T271,Thongchai Jaidee,4
280,T271,T271,Skip Kendall,3
281,T271,T271,James Kingston,2
282,T271,T271,Derek Lamely,2
283,T271,T271,José Manuel Lara,2
284,T271,T271,J.L. Lewis,4
285,T271,T271,Mike Miles,3
286,T271,T271,Jack Newman,2
287,T271,T271,Louis Oosthuizen,6
288,T271,T271,Steve Pate,4
289,T271,T271,"Wes Short, Jr.",3
290,T271,T271,Michael Sim,3
291,T271,T271,Azuma Yano,4
