,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Steve Stricker,68.55,754,11
1,2,2,Tiger Woods,69.0,483,7
2,T3,T3,Charles Warren,69.2,692,10
3,T3,T3,Nick Watney,69.2,692,10
4,5,5,Kevin Sutherland,69.25,831,12
5,6,6,Kenny Perry,69.29,970,14
6,7,7,Troy Matteson,69.39,1249,18
7,8,8,Camilo Villegas,69.4,347,5
8,9,9,Bill Lunde,69.42,833,12
9,10,10,Dustin Johnson,69.45,764,11
10,11,11,Matt Kuchar,69.5,834,12
11,12,12,Justin Leonard,69.54,904,13
12,13,13,Michael Letzig,69.55,765,11
13,T14,T14,Tommy Armour III,69.6,348,5
14,T14,T14,Kris Blanks,69.6,696,10
15,T14,T14,Tim Clark,69.6,696,10
16,T14,T14,Jason Gore,69.6,696,10
17,T14,T14,Davis Love III,69.6,696,10
18,T19,T19,Ernie Els,69.67,627,9
19,T19,T19,Retief Goosen,69.67,627,9
20,T19,T19,Scott Piercy,69.67,836,12
21,22,22,Bryce Molder,69.7,697,10
22,T23,T23,Brad Faxon,69.78,628,9
23,T23,T23,Rod Pampling,69.78,628,9
24,25,25,Joe Ogilvie,69.8,698,10
25,26,26,Aron Price,69.81,1117,16
26,27,27,Heath Slocum,69.87,1048,15
27,28,28,George McNeill,69.91,769,11
28,29,29,Brandt Snedeker,69.93,979,14
29,30,30,Charley Hoffman,69.94,1189,17
30,T31,T31,Briny Baird,70.0,770,11
31,T31,T31,Alex Cejka,70.0,980,14
32,T31,T31,Ben Crane,70.0,630,9
33,T31,T31,Joe Durant,70.0,770,11
34,T31,T31,Ryan Palmer,70.0,910,13
35,T31,T31,Pat Perez,70.0,770,11
36,T31,T31,Kevin Stadler,70.0,840,12
37,38,38,Zach Johnson,70.07,1051,15
38,39,39,Jim Furyk,70.08,841,12
39,T40,T40,Bill Haas,70.13,1122,16
40,T40,T40,Scott Verplank,70.13,561,8
41,42,42,Jimmy Walker,70.15,912,13
42,43,43,Will MacKenzie,70.2,702,10
43,44,44,John Senden,70.21,983,14
44,45,45,Jason Day,70.22,632,9
45,T46,T46,Brian Davis,70.23,913,13
46,T46,T46,Jason Dufner,70.23,913,13
47,T48,T48,Luke Donald,70.25,562,8
48,T48,T48,Vaughn Taylor,70.25,843,12
49,T50,T50,Jason Bohn,70.27,773,11
50,T50,T50,Nathan Green,70.27,1054,15
51,T50,T50,Billy Mayfair,70.27,773,11
52,53,53,Charlie Wi,70.29,1195,17
53,54,54,Robert Allenby,70.3,703,10
54,55,55,Bob Estes,70.31,914,13
55,56,56,Patrick Sheehan,70.38,563,8
56,57,57,Daniel Chopra,70.4,1056,15
57,58,58,Ted Purdy,70.41,1197,17
58,59,59,J.J. Henry,70.42,1338,19
59,60,60,Chad Campbell,70.43,986,14
60,T61,T61,Stuart Appleby,70.44,634,9
61,T61,T61,Harrison Frazar,70.44,1127,16
62,T61,T61,Darron Stiles,70.44,634,9
63,T64,T64,Anthony Kim,70.45,775,11
64,T64,T64,Bo Van Pelt,70.45,775,11
65,T66,T66,Jonathan Byrd,70.5,846,12
66,T66,T66,Mark Calcavecchia,70.5,705,10
67,T66,T66,Freddie Jacobson,70.5,846,12
68,T66,T66,Scott McCarron,70.5,705,10
69,T66,T66,James Nitties,70.5,987,14
70,T66,T66,Chris Stroud,70.5,987,14
71,72,72,Nick O'Hern,70.53,1058,15
72,T73,T73,Rich Beem,70.54,917,13
73,T73,T73,Mark Wilson,70.54,917,13
74,75,75,Aaron Baddeley,70.55,776,11
75,76,76,Matt Jones,70.57,494,7
76,77,77,D.A. Points,70.58,847,12
77,78,78,Matt Weibring,70.6,706,10
78,79,79,Chez Reavie,70.62,918,13
79,T80,T80,Stewart Cink,70.64,777,11
80,T80,T80,Corey Pavin,70.64,777,11
81,T82,T82,Robert Garrigus,70.67,848,12
82,T82,T82,Paul Goydos,70.67,848,12
83,T82,T82,Marc Leishman,70.67,1060,15
84,T82,T82,Geoff Ogilvy,70.67,636,9
85,T82,T82,Tim Petrovic,70.67,1272,18
86,87,87,Derek Fathauer,70.69,919,13
87,88,88,Cameron Beckman,70.73,778,11
88,T89,T89,David Mathis,70.76,1203,17
89,T89,T89,Ryan Moore,70.76,1203,17
90,T89,T89,Nicholas Thompson,70.76,1203,17
91,92,92,Chris DiMarco,70.77,920,13
92,T93,T93,Parker McLachlin,70.78,637,9
93,T93,T93,Sean O'Hair,70.78,637,9
94,T95,T95,Mark Brooks,70.8,708,10
95,T95,T95,Jeff Klauk,70.8,1062,15
96,T95,T95,Colt Knost,70.8,708,10
97,T95,T95,Kevin Streelman,70.8,1062,15
98,99,99,Chris Riley,70.85,921,13
99,100,100,John Mallinger,70.86,992,14
100,101,101,Mike Weir,70.89,638,9
101,102,102,Ángel Cabrera,70.91,780,11
102,T103,T103,Richard Johnson,70.92,851,12
103,T103,T103,Kevin Na,70.92,922,13
104,T103,T103,John Rollins,70.92,922,13
105,106,106,Greg Chalmers,70.93,1064,15
106,T107,T107,Sergio Garcia,71.0,497,7
107,T107,T107,Charles Howell III,71.0,1065,15
108,T107,T107,Hunter Mahan,71.0,639,9
109,T107,T107,Rory Sabbatini,71.0,781,11
110,T107,T107,David Toms,71.0,923,13
111,T107,T107,Bubba Watson,71.0,852,12
112,T107,T107,Y.E. Yang,71.0,852,12
113,114,114,Lucas Glover,71.07,995,14
114,T115,T115,Ryuji Imada,71.08,853,12
115,T115,T115,Kent Jones,71.08,853,12
116,T115,T115,Peter Tomasulo,71.08,924,13
117,T118,T118,Ken Duke,71.09,782,11
118,T118,T118,Phil Mickelson,71.09,782,11
119,T118,T118,Gary Woodland,71.09,782,11
120,T121,T121,Woody Austin,71.1,711,10
121,T121,T121,Rocco Mediate,71.1,711,10
122,T123,T123,Brendon de Jonge,71.12,1209,17
123,T123,T123,Greg Owen,71.12,1209,17
124,125,125,Spencer Levin,71.15,925,13
125,T126,T126,Fred Couples,71.17,427,6
126,T126,T126,Tim Herron,71.17,854,12
127,T128,T128,Glen Day,71.2,1068,15
128,T128,T128,Leif Olson,71.2,712,10
129,130,130,D.J. Trahan,71.23,926,13
130,T131,T131,Mathew Goggin,71.25,855,12
131,T131,T131,Brett Quigley,71.25,1140,16
132,T131,T131,Jay Williamson,71.25,855,12
133,134,134,Boo Weekley,71.3,713,10
134,T135,T135,Jerry Kelly,71.31,927,13
135,T135,T135,Jarrod Lyle,71.31,927,13
136,T135,T135,Johnson Wagner,71.31,1141,16
137,T138,T138,Michael Allen,71.33,1070,15
138,T138,T138,Brian Gay,71.33,856,12
139,140,140,Jeff Maggert,71.35,1213,17
140,141,141,Bart Bryant,71.36,785,11
141,142,142,Steve Flesch,71.42,857,12
142,143,143,Scott Sterling,71.44,643,9
143,144,144,Vijay Singh,71.45,786,11
144,T145,T145,Brad Adamonis,71.5,858,12
145,T145,T145,Tom Pernice Jr.,71.5,858,12
146,T145,T145,Jeff Quinney,71.5,1001,14
147,T145,T145,Brian Vranesh,71.5,858,12
148,149,149,Ian Poulter,71.55,787,11
149,150,150,K.J. Choi,71.58,859,12
150,151,151,Steve Lowery,71.6,716,10
151,T152,T152,Matt Bettencourt,71.63,1361,19
152,T152,T152,Steve Marino,71.63,1146,16
153,T152,T152,Casey Wittenberg,71.63,1146,16
154,T155,T155,Tag Ridings,71.67,430,6
155,T155,T155,Andres Romero,71.67,860,12
156,157,157,Cliff Kresge,71.79,1005,14
157,T158,T158,Webb Simpson,71.88,1150,16
158,T158,T158,Kirk Triplett,71.88,575,8
159,160,160,Lee Janzen,71.9,719,10
160,161,161,Jeff Overton,71.92,863,12
161,162,162,John Merrick,71.93,1079,15
162,163,163,Todd Hamilton,72.06,1153,16
163,164,164,Steve Elkington,72.08,937,13
164,T165,T165,Stephen Ames,72.1,721,10
165,T165,T165,Padraig Harrington,72.1,721,10
166,T167,T167,Justin Rose,72.13,577,8
167,T167,T167,Marc Turnesa,72.13,1082,15
168,169,169,Ricky Barnes,72.15,938,13
169,170,170,J.B. Holmes,72.21,1011,14
170,171,171,Bob Heintz,72.22,650,9
171,172,172,Tom Lehman,72.25,578,8
172,173,173,Eric Axley,72.29,1229,17
173,174,174,Carl Pettersson,72.3,723,10
174,175,175,Brendon Todd,72.42,869,12
175,T176,T176,Ben Curtis,72.44,652,9
176,T176,T176,Dean Wilson,72.44,652,9
177,178,178,Martin Laird,72.57,508,7
178,179,179,Brian Bateman,72.75,873,12
179,180,180,Greg Kraft,72.91,802,11
180,T181,T181,Rick Price,73.0,657,9
181,T181,T181,Adam Scott,73.0,730,10
182,183,183,Peter Lonard,73.14,1024,14
183,184,184,David Duval,73.67,442,6
