,Round_4_Scoring_Average_RANK THIS WEEK,Round_4_Scoring_Average_RANK LAST WEEK,Round_4_Scoring_Average_PLAYER NAME,Round_4_Scoring_Average_AVG,Round_4_Scoring_Average_TOTAL STROKES,Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,68.4,1026,15
1,2,2,Tim Petrovic,68.69,1099,16
2,3,3,Greg Chalmers,69.06,1105,16
3,4,4,Matt Weibring,69.2,692,10
4,5,5,Justin Rose,69.21,969,14
5,6,6,Hunter Mahan,69.33,1456,21
6,7,7,Tim Clark,69.35,1179,17
7,8,8,Aaron Baddeley,69.36,763,11
8,9,9,Steve Stricker,69.39,1249,18
9,10,10,Brian Vranesh,69.4,347,5
10,11,11,Mathew Goggin,69.42,833,12
11,12,12,Tag Ridings,69.44,625,9
12,13,13,Ben Crane,69.47,1320,19
13,14,14,Bill Haas,69.5,1112,16
14,15,15,Ernie Els,69.53,1043,15
15,16,16,Brian Gay,69.57,1461,21
16,17,17,Chris DiMarco,69.61,1253,18
17,T18,T18,Tim Herron,69.63,1114,16
18,T18,T18,Kevin Streelman,69.63,1323,19
19,T20,T20,Harrison Frazar,69.67,1254,18
20,T20,T20,Dean Wilson,69.67,836,12
21,T22,T22,Jim Furyk,69.68,1324,19
22,T22,T22,Jerry Kelly,69.68,1324,19
23,24,24,Rory Sabbatini,69.75,1116,16
24,T25,T25,Kris Blanks,69.78,628,9
25,T25,T25,Greg Owen,69.78,1256,18
26,27,27,Jay Williamson,69.82,768,11
27,T28,T28,Nick O'Hern,69.83,1257,18
28,T28,T28,Kevin Stadler,69.83,838,12
29,30,30,Corey Pavin,69.85,908,13
30,31,31,Brandt Snedeker,69.86,978,14
31,32,32,Stephen Ames,69.87,1048,15
32,T33,T33,Dustin Johnson,69.94,1189,17
33,T33,T33,D.J. Trahan,69.94,1189,17
34,35,35,Brian Davis,69.95,1399,20
35,T36,T36,Bob Heintz,70.0,630,9
36,T36,T36,Matt Jones,70.0,770,11
37,T36,T36,Jeff Quinney,70.0,910,13
38,T36,T36,Andres Romero,70.0,700,10
39,T36,T36,John Senden,70.0,1400,20
40,41,41,Charles Howell III,70.05,1401,20
41,T42,T42,Chris Riley,70.06,1121,16
42,T42,T42,Nick Watney,70.06,1261,18
43,44,44,Jimmy Walker,70.08,841,12
44,45,45,Zach Johnson,70.1,1472,21
45,46,46,J.J. Henry,70.11,1332,19
46,47,47,David Toms,70.14,1473,21
47,T48,T48,Glen Day,70.15,912,13
48,T48,T48,Scott Verplank,70.15,1403,20
49,T50,T50,Rich Beem,70.17,842,12
50,T50,T50,Steve Elkington,70.17,842,12
51,52,52,Martin Laird,70.18,772,11
52,T53,T53,Kevin Na,70.2,1404,20
53,T53,T53,Casey Wittenberg,70.2,702,10
54,55,55,Scott Sterling,70.22,632,9
55,56,56,Jason Day,70.23,913,13
56,57,57,Ryan Moore,70.24,1194,17
57,58,58,Jason Bohn,70.28,1265,18
58,T59,T59,Brett Quigley,70.29,1195,17
59,T59,T59,Vijay Singh,70.29,984,14
60,T61,T61,K.J. Choi,70.3,703,10
61,T61,T61,Fred Couples,70.3,703,10
62,63,63,Matt Kuchar,70.31,1125,16
63,T64,T64,Spencer Levin,70.33,844,12
64,T64,T64,Chris Stroud,70.33,1055,15
65,T66,T66,Steve Lowery,70.38,915,13
66,T66,T66,David Mathis,70.38,915,13
67,T66,T66,Adam Scott,70.38,563,8
68,69,69,Bo Van Pelt,70.42,1338,19
69,70,70,Johnson Wagner,70.43,986,14
70,T71,T71,Robert Garrigus,70.44,1127,16
71,T71,T71,Nicholas Thompson,70.44,1127,16
72,73,73,Ángel Cabrera,70.45,775,11
73,T74,T74,Ken Duke,70.46,916,13
74,T74,T74,Bryce Molder,70.46,916,13
75,T74,T74,Bubba Watson,70.46,916,13
76,77,77,Jeff Klauk,70.47,1339,19
77,T78,T78,Peter Lonard,70.5,846,12
78,T78,T78,James Nitties,70.5,1128,16
79,T80,T80,Carl Pettersson,70.53,1058,15
80,T80,T80,Charlie Wi,70.53,1199,17
81,T82,T82,Steve Flesch,70.54,917,13
82,T82,T82,Sergio Garcia,70.54,917,13
83,T82,T82,Joe Ogilvie,70.54,917,13
84,T85,T85,Scott McCarron,70.56,1270,18
85,T85,T85,Sean O'Hair,70.56,1129,16
86,87,87,Mark Wilson,70.57,1482,21
87,88,88,Jeff Maggert,70.58,847,12
88,89,89,Alex Cejka,70.6,1059,15
89,90,90,Mike Weir,70.61,1271,18
90,91,91,Chad Campbell,70.63,1342,19
91,92,92,George McNeill,70.67,1060,15
92,T93,T93,Cliff Kresge,70.7,707,10
93,T93,T93,Justin Leonard,70.7,1414,20
94,T93,T93,Patrick Sheehan,70.7,707,10
95,96,96,Cameron Beckman,70.71,1202,17
96,97,97,Luke Donald,70.72,1273,18
97,T98,T98,Robert Allenby,70.73,1061,15
98,T98,T98,Brendon de Jonge,70.73,1061,15
99,T98,T98,Bob Estes,70.73,1061,15
100,T101,T101,Ian Poulter,70.75,849,12
101,T101,T101,Webb Simpson,70.75,1132,16
102,103,103,Davis Love III,70.76,1203,17
103,104,104,Lee Janzen,70.77,920,13
104,105,105,Steve Marino,70.79,1345,19
105,106,106,Mark Calcavecchia,70.82,779,11
106,107,107,Ryan Palmer,70.83,850,12
107,108,108,Kevin Sutherland,70.85,1417,20
108,109,109,Pat Perez,70.86,992,14
109,110,110,Camilo Villegas,70.88,1205,17
110,111,111,Ted Purdy,70.9,1418,20
111,112,112,Kenny Perry,70.91,1560,22
112,T113,T113,Ricky Barnes,71.0,710,10
113,T113,T113,Jason Dufner,71.0,1278,18
114,T113,T113,Joe Durant,71.0,710,10
115,T113,T113,Todd Hamilton,71.0,852,12
116,T113,T113,Troy Matteson,71.0,1136,16
117,T113,T113,Scott Piercy,71.0,1065,15
118,T113,T113,Chez Reavie,71.0,923,13
119,120,120,D.A. Points,71.05,1421,20
120,T121,T121,Heath Slocum,71.06,1208,17
121,T121,T121,Y.E. Yang,71.06,1279,18
122,T123,T123,Bill Lunde,71.07,995,14
123,T123,T123,Vaughn Taylor,71.07,1066,15
124,125,125,Tommy Armour III,71.09,782,11
125,126,126,Brad Adamonis,71.1,711,10
126,127,127,Jonathan Byrd,71.11,1351,19
127,T128,T128,Phil Mickelson,71.14,996,14
128,T128,T128,Tom Pernice Jr.,71.14,996,14
129,130,130,Michael Allen,71.15,925,13
130,131,131,Ryuji Imada,71.18,1210,17
131,T132,T132,Woody Austin,71.24,1211,17
132,T132,T132,John Mallinger,71.24,1211,17
133,T132,T132,Boo Weekley,71.24,1211,17
134,T135,T135,Lucas Glover,71.25,1425,20
135,T135,T135,Greg Kraft,71.25,285,4
136,137,137,Mark Brooks,71.3,713,10
137,138,138,Jason Gore,71.31,927,13
138,139,139,Brian Bateman,71.33,214,3
139,140,140,Marc Leishman,71.35,1213,17
140,141,141,Kent Jones,71.42,857,12
141,142,142,Freddie Jacobson,71.44,1143,16
142,T143,T143,Derek Fathauer,71.5,429,6
143,T143,T143,Brad Faxon,71.5,429,6
144,T143,T143,Charley Hoffman,71.5,1430,20
145,T143,T143,Will MacKenzie,71.5,715,10
146,147,147,John Merrick,71.53,1216,17
147,148,148,Rod Pampling,71.54,930,13
148,149,149,Briny Baird,71.56,1145,16
149,150,150,Daniel Chopra,71.59,1217,17
150,151,151,Colt Knost,71.6,716,10
151,152,152,Padraig Harrington,71.62,931,13
152,153,153,Michael Letzig,71.65,1433,20
153,154,154,Matt Bettencourt,71.67,1290,18
154,155,155,Aron Price,71.76,1220,17
155,T156,T156,Stewart Cink,71.8,1077,15
156,T156,T156,Rick Price,71.8,359,5
157,T156,T156,Peter Tomasulo,71.8,359,5
158,159,159,Jeff Overton,71.83,1293,18
159,160,160,Richard Johnson,71.88,1150,16
160,161,161,Kirk Triplett,71.89,647,9
161,162,162,Anthony Kim,71.94,1151,16
162,T163,T163,Ben Curtis,72.0,1008,14
163,T163,T163,Rocco Mediate,72.0,1224,17
164,T163,T163,Geoff Ogilvy,72.0,1224,17
165,T163,T163,Leif Olson,72.0,288,4
166,T163,T163,Marc Turnesa,72.0,648,9
167,168,168,Nathan Green,72.05,1513,21
168,169,169,Tom Lehman,72.09,793,11
169,170,170,John Rollins,72.16,1371,19
170,171,171,Jarrod Lyle,72.18,794,11
171,172,172,Darron Stiles,72.33,434,6
172,173,173,Paul Goydos,72.36,1013,14
173,174,174,Charles Warren,72.45,797,11
174,T175,T175,David Duval,72.5,435,6
175,T175,T175,Parker McLachlin,72.5,725,10
176,177,177,Retief Goosen,72.53,1233,17
177,178,178,Bart Bryant,72.58,871,12
178,179,179,Brendon Todd,72.6,363,5
179,180,180,Eric Axley,72.67,436,6
180,181,181,Billy Mayfair,72.85,947,13
181,182,182,Stuart Appleby,72.87,1093,15
182,183,183,J.B. Holmes,73.08,877,12
183,184,184,Gary Woodland,73.71,516,7
