,Early_Par_5_Scoring_Average_RANK THIS WEEK,Early_Par_5_Scoring_Average_RANK LAST WEEK,Early_Par_5_Scoring_Average_PLAYER NAME,Early_Par_5_Scoring_Average_ROUNDS,Early_Par_5_Scoring_Average_AVG,Early_Par_5_Scoring_Average_TOTAL STROKES,Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Nick Watney,86,4.37,537,123
1,2,2,Tiger Woods,64,4.44,253,57
2,3,3,Steve Stricker,81,4.48,435,97
3,4,4,Tim Clark,81,4.51,487,108
4,T5,T5,Stephen Ames,77,4.52,493,109
5,T5,T5,Robert Garrigus,83,4.52,570,126
6,7,7,Scott Piercy,85,4.53,544,120
7,8,8,Bill Haas,91,4.55,619,136
8,9,9,Chris Stroud,88,4.56,584,128
9,T10,T10,Matt Kuchar,82,4.57,471,103
10,T10,T10,Tim Petrovic,97,4.57,649,142
11,T12,T12,Stewart Cink,79,4.58,495,108
12,T12,T12,Charley Hoffman,97,4.58,692,151
13,T12,T12,Justin Leonard,95,4.58,572,125
14,T12,T12,John Senden,100,4.58,683,149
15,T12,T12,Bubba Watson,73,4.58,531,116
16,T17,T17,Jonathan Byrd,89,4.59,656,143
17,T17,T17,Retief Goosen,74,4.59,496,108
18,T17,T17,Matt Jones,56,4.59,477,104
19,T17,T17,Scott McCarron,91,4.59,762,166
20,T17,T17,Geoff Ogilvy,78,4.59,459,100
21,T22,T22,Brandt Snedeker,81,4.6,603,131
22,T22,T22,D.J. Trahan,96,4.6,740,161
23,T22,T22,Matt Weibring,65,4.6,465,101
24,T22,T22,Y.E. Yang,83,4.6,579,126
25,T26,T26,Woody Austin,84,4.61,655,142
26,T26,T26,Brian Davis,103,4.61,793,172
27,T26,T26,Luke Donald,79,4.61,544,118
28,T26,T26,Sergio Garcia,59,4.61,383,83
29,T26,T26,Charles Howell III,99,4.61,724,157
30,T26,T26,Zach Johnson,94,4.61,567,123
31,T26,T26,Dustin Johnson,85,4.61,563,122
