,First_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_1_Scoring_Average_AVG,First_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Lee Janzen,67.0,201,3
1,T1,T1,Kirk Triplett,67.0,67,1
2,3,3,Michael Letzig,68.0,204,3
3,4,4,Tiger Woods,68.14,477,7
4,T5,T5,Ryan Moore,68.4,342,5
5,T5,T5,Camilo Villegas,68.4,342,5
6,7,7,Patrick Sheehan,68.67,206,3
7,8,8,Jim Furyk,68.71,481,7
8,9,9,Tommy Armour III,68.8,344,5
9,10,10,Jason Day,68.83,413,6
10,T11,T11,Luke Donald,69.0,138,2
11,T11,T11,Heath Slocum,69.0,345,5
12,13,13,Briny Baird,69.13,553,8
13,14,14,Justin Leonard,69.22,623,9
14,T15,T15,Rod Pampling,69.25,277,4
15,T15,T15,Corey Pavin,69.25,277,4
16,T15,T15,John Senden,69.25,277,4
17,T18,T18,Sergio Garcia,69.29,485,7
18,T18,T18,Scott Verplank,69.29,485,7
19,20,20,Bryce Molder,69.4,347,5
20,21,21,George McNeill,69.44,625,9
21,T22,T22,Robert Garrigus,69.5,417,6
22,T22,T22,David Toms,69.5,556,8
23,T22,T22,Dean Wilson,69.5,278,4
24,25,25,Zach Johnson,69.55,765,11
25,26,26,Nathan Green,69.56,626,9
26,27,27,Rich Beem,69.57,487,7
27,28,28,John Mallinger,69.6,348,5
28,T29,T29,Michael Allen,69.71,488,7
29,T29,T29,Padraig Harrington,69.71,488,7
30,31,31,Jonathan Byrd,69.75,279,4
31,32,32,Kenny Perry,69.77,907,13
32,33,33,Kevin Na,69.86,489,7
33,T34,T34,Chad Campbell,69.88,559,8
34,T34,T34,Steve Marino,69.88,559,8
35,36,36,Dustin Johnson,69.89,629,9
36,37,37,Lucas Glover,69.9,699,10
37,38,38,Jeff Klauk,69.91,769,11
38,T39,T39,Colt Knost,70.0,280,4
39,T39,T39,Scott McCarron,70.0,280,4
40,T39,T39,Parker McLachlin,70.0,350,5
41,T39,T39,Rocco Mediate,70.0,490,7
42,T39,T39,Kevin Sutherland,70.0,490,7
43,T39,T39,Jay Williamson,70.0,350,5
44,45,45,Greg Owen,70.11,631,9
45,46,46,Nick O'Hern,70.13,561,8
46,T47,T47,Matt Kuchar,70.14,491,7
47,T47,T47,Marc Turnesa,70.14,491,7
48,T49,T49,Charley Hoffman,70.2,351,5
49,T49,T49,Richard Johnson,70.2,351,5
50,51,51,Vijay Singh,70.22,632,9
51,T52,T52,Steve Flesch,70.25,281,4
52,T52,T52,Mike Weir,70.25,281,4
53,54,54,Hunter Mahan,70.29,492,7
54,T55,T55,Stuart Appleby,70.33,422,6
55,T55,T55,Matt Bettencourt,70.33,422,6
56,T55,T55,Ted Purdy,70.33,633,9
57,T55,T55,Nicholas Thompson,70.33,422,6
58,T55,T55,Charlie Wi,70.33,633,9
59,60,60,Chris Stroud,70.36,774,11
60,61,61,Vaughn Taylor,70.4,352,5
61,62,62,Retief Goosen,70.43,493,7
62,63,63,Jeff Overton,70.44,634,9
63,T64,T64,Jason Dufner,70.5,282,4
64,T64,T64,Tom Lehman,70.5,423,6
65,T64,T64,John Merrick,70.5,564,8
66,T64,T64,Joe Ogilvie,70.5,564,8
67,T64,T64,Scott Piercy,70.5,846,12
68,T64,T64,Chris Riley,70.5,282,4
69,T64,T64,Matt Weibring,70.5,282,4
70,T71,T71,Brian Davis,70.56,635,9
71,T71,T71,D.A. Points,70.56,635,9
72,T73,T73,Ricky Barnes,70.57,494,7
73,T73,T73,Mathew Goggin,70.57,494,7
74,T73,T73,J.J. Henry,70.57,988,14
75,T73,T73,Troy Matteson,70.57,494,7
76,T73,T73,Bo Van Pelt,70.57,494,7
77,78,78,Steve Elkington,70.6,706,10
78,79,79,Steve Stricker,70.63,565,8
79,T80,T80,Brian Bateman,70.67,424,6
80,T80,T80,Ben Crane,70.67,212,3
81,T82,T82,Geoff Ogilvy,70.71,495,7
82,T82,T82,Kevin Streelman,70.71,495,7
83,T84,T84,Mark Calcavecchia,70.75,283,4
84,T84,T84,Chris DiMarco,70.75,283,4
85,T84,T84,Paul Goydos,70.75,283,4
86,T84,T84,Kent Jones,70.75,283,4
87,T84,T84,Sean O'Hair,70.75,566,8
88,T84,T84,Charles Warren,70.75,283,4
89,90,90,Tim Petrovic,70.78,637,9
90,91,91,Ian Poulter,70.83,425,6
91,92,92,Ryuji Imada,70.86,496,7
92,93,93,Jeff Maggert,70.9,709,10
93,T94,T94,Stephen Ames,71.0,284,4
94,T94,T94,Mark Brooks,71.0,213,3
95,T94,T94,Greg Chalmers,71.0,426,6
96,T94,T94,Tim Clark,71.0,284,4
97,T94,T94,Glen Day,71.0,426,6
98,T94,T94,David Duval,71.0,142,2
99,T94,T94,Ernie Els,71.0,568,8
100,T94,T94,Brian Gay,71.0,355,5
101,T94,T94,Bob Heintz,71.0,355,5
102,T94,T94,Steve Lowery,71.0,284,4
103,T94,T94,Tom Pernice Jr.,71.0,497,7
104,T94,T94,Brett Quigley,71.0,568,8
105,T94,T94,Jeff Quinney,71.0,497,7
106,T94,T94,John Rollins,71.0,284,4
107,T94,T94,Scott Sterling,71.0,497,7
108,T94,T94,Nick Watney,71.0,426,6
109,T94,T94,Boo Weekley,71.0,284,4
110,T94,T94,Mark Wilson,71.0,355,5
111,112,112,Webb Simpson,71.09,782,11
112,113,113,Phil Mickelson,71.11,640,9
113,114,114,Jarrod Lyle,71.14,498,7
114,T115,T115,Stewart Cink,71.17,427,6
115,T115,T115,Joe Durant,71.17,427,6
116,T115,T115,Freddie Jacobson,71.17,427,6
117,118,118,Aron Price,71.2,712,10
118,T119,T119,Harrison Frazar,71.25,570,8
119,T119,T119,Jason Gore,71.25,285,4
120,T119,T119,Darron Stiles,71.25,570,8
121,122,122,Will MacKenzie,71.29,499,7
122,T123,T123,Alex Cejka,71.33,428,6
123,T123,T123,Rory Sabbatini,71.33,214,3
124,T125,T125,Cliff Kresge,71.38,571,8
125,T125,T125,Martin Laird,71.38,571,8
126,T125,T125,Andres Romero,71.38,571,8
127,128,128,Aaron Baddeley,71.43,500,7
128,129,129,Davis Love III,71.5,286,4
129,T130,T130,Brandt Snedeker,71.57,501,7
130,T130,T130,D.J. Trahan,71.57,501,7
131,T132,T132,Carl Pettersson,71.6,358,5
132,T132,T132,Johnson Wagner,71.6,716,10
133,134,134,Kevin Stadler,71.63,573,8
134,135,135,Todd Hamilton,71.64,788,11
135,T136,T136,Jerry Kelly,71.67,215,3
136,T136,T136,Peter Lonard,71.67,430,6
137,T136,T136,Y.E. Yang,71.67,430,6
138,139,139,Anthony Kim,71.7,717,10
139,140,140,Charles Howell III,71.71,502,7
140,T141,T141,Jason Bohn,71.75,287,4
141,T141,T141,Marc Leishman,71.75,574,8
142,T141,T141,David Mathis,71.75,861,12
143,T141,T141,Ryan Palmer,71.75,287,4
144,T141,T141,Pat Perez,71.75,287,4
145,146,146,Kris Blanks,71.8,359,5
146,T147,T147,Bart Bryant,71.83,431,6
147,T147,T147,Brendon de Jonge,71.83,431,6
148,T147,T147,Bill Lunde,71.83,431,6
149,T150,T150,Daniel Chopra,72.0,576,8
150,T150,T150,Ben Curtis,72.0,288,4
151,T150,T150,Tim Herron,72.0,504,7
152,T150,T150,James Nitties,72.0,576,8
153,T150,T150,Chez Reavie,72.0,432,6
154,T150,T150,Tag Ridings,72.0,72,1
155,156,156,Brian Vranesh,72.2,361,5
156,157,157,Eric Axley,72.22,650,9
157,T158,T158,Robert Allenby,72.25,289,4
158,T158,T158,Bob Estes,72.25,289,4
159,T158,T158,Adam Scott,72.25,578,8
160,161,161,Billy Mayfair,72.29,506,7
161,162,162,Bill Haas,72.36,796,11
162,163,163,Peter Tomasulo,72.44,652,9
163,164,164,K.J. Choi,72.5,435,6
164,165,165,Bubba Watson,72.6,363,5
165,166,166,Derek Fathauer,72.71,509,7
166,167,167,Gary Woodland,72.8,364,5
167,T168,T168,Woody Austin,73.0,73,1
168,T168,T168,Cameron Beckman,73.0,365,5
169,T168,T168,Ken Duke,73.0,219,3
170,T168,T168,J.B. Holmes,73.0,511,7
171,T168,T168,Spencer Levin,73.0,365,5
172,173,173,Casey Wittenberg,73.22,659,9
173,174,174,Matt Jones,73.33,220,3
174,175,175,Greg Kraft,73.4,367,5
175,T176,T176,Brad Adamonis,73.67,442,6
176,T176,T176,Rick Price,73.67,442,6
177,178,178,Brendon Todd,73.86,517,7
178,T179,T179,Brad Faxon,74.0,370,5
179,T179,T179,Justin Rose,74.0,222,3
180,181,181,Ángel Cabrera,74.67,224,3
181,T182,T182,Fred Couples,76.0,380,5
182,T182,T182,Leif Olson,76.0,456,6
