,Tenth_Tee_Early_Round_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_5_Scoring_Average_AVG,Tenth_Tee_Early_Round_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_5_Scoring_Average_TOTAL ROUNDS
0,1,1,Stephen Ames,63.0,63,1
1,2,2,Chad Campbell,64.0,64,1
2,3,3,Brad Adamonis,65.0,65,1
3,4,4,Brian Gay,66.0,66,1
4,T5,T5,Bill Haas,67.0,67,1
5,T5,T5,Colt Knost,67.0,67,1
6,7,7,Ken Duke,68.0,68,1
7,T8,T8,Jerry Kelly,69.0,69,1
8,T8,T8,Cliff Kresge,69.0,69,1
9,T8,T8,Justin Leonard,69.0,69,1
10,T11,T11,Woody Austin,70.0,70,1
11,T11,T11,Martin Laird,70.0,70,1
12,T13,T13,Fred Couples,71.0,71,1
13,T13,T13,Heath Slocum,71.0,71,1
14,T13,T13,Dean Wilson,71.0,71,1
15,16,16,Rick Price,72.0,72,1
16,17,17,Jeff Klauk,73.0,73,1
17,T18,T18,Peter Lonard,74.0,74,1
18,T18,T18,Steve Lowery,74.0,74,1
19,20,20,Kirk Triplett,75.0,75,1
20,21,21,Glen Day,77.0,77,1
