,Front_9_Round_5_Scoring_Average_RANK THIS WEEK,Front_9_Round_5_Scoring_Average_RANK LAST WEEK,Front_9_Round_5_Scoring_Average_PLAYER NAME,Front_9_Round_5_Scoring_Average_AVG,Front_9_Round_5_Scoring_Average_TOTAL STROKES,Front_9_Round_5_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Stephen Ames,31.0,31,1
1,T1,T1,Matt Kuchar,31.0,31,1
2,T3,T3,Brad Adamonis,32.0,32,1
3,T3,T3,Chad Campbell,32.0,32,1
4,T3,T3,Steve Marino,32.0,32,1
5,T3,T3,John Merrick,32.0,32,1
6,T3,T3,Nick Watney,32.0,32,1
7,T8,T8,Rich Beem,33.0,33,1
8,T8,T8,Ken Duke,33.0,33,1
9,T8,T8,Brian Gay,33.0,33,1
10,T8,T8,Colt Knost,33.0,33,1
11,T8,T8,Bill Lunde,33.0,33,1
12,T8,T8,Tom Pernice Jr.,33.0,33,1
13,T8,T8,Tim Petrovic,33.0,33,1
14,T8,T8,John Senden,33.0,33,1
15,T8,T8,Webb Simpson,33.0,33,1
16,T8,T8,Chris Stroud,33.0,33,1
17,T8,T8,Kevin Sutherland,33.0,33,1
18,T8,T8,Bo Van Pelt,33.0,33,1
19,T8,T8,Mike Weir,33.0,33,1
20,T21,T21,Cameron Beckman,34.0,34,1
21,T21,T21,Joe Durant,34.0,34,1
22,T21,T21,Cliff Kresge,34.0,34,1
23,T21,T21,John Mallinger,34.0,34,1
24,T21,T21,David Mathis,34.0,34,1
25,T21,T21,Ryan Palmer,34.0,34,1
26,T21,T21,David Toms,34.0,34,1
27,T28,T28,Briny Baird,35.0,35,1
28,T28,T28,Alex Cejka,35.0,35,1
29,T28,T28,Tim Clark,35.0,35,1
30,T28,T28,Ben Crane,35.0,35,1
31,T28,T28,Chris DiMarco,35.0,35,1
32,T28,T28,Robert Garrigus,35.0,35,1
33,T28,T28,Lucas Glover,35.0,35,1
34,T28,T28,Charley Hoffman,35.0,35,1
35,T28,T28,Ryuji Imada,35.0,35,1
36,T28,T28,Michael Letzig,35.0,35,1
37,T28,T28,Scott McCarron,35.0,35,1
38,T28,T28,Pat Perez,35.0,35,1
39,T28,T28,Scott Piercy,35.0,35,1
40,T28,T28,Rick Price,35.0,35,1
41,T28,T28,Heath Slocum,35.0,35,1
42,T28,T28,Nicholas Thompson,35.0,35,1
43,T28,T28,D.J. Trahan,35.0,35,1
44,T28,T28,Charlie Wi,35.0,35,1
45,T28,T28,Casey Wittenberg,35.0,35,1
46,T47,T47,Michael Allen,36.0,36,1
47,T47,T47,Jason Bohn,36.0,36,1
48,T47,T47,Fred Couples,36.0,36,1
49,T47,T47,Glen Day,36.0,36,1
50,T47,T47,Jeff Klauk,36.0,36,1
51,T47,T47,Martin Laird,36.0,36,1
52,T47,T47,Joe Ogilvie,36.0,36,1
53,T47,T47,Bubba Watson,36.0,36,1
54,T47,T47,Dean Wilson,36.0,36,1
55,T56,T56,Jason Dufner,37.0,37,1
56,T56,T56,Bob Estes,37.0,37,1
57,T56,T56,Bill Haas,37.0,37,1
58,T56,T56,Richard Johnson,37.0,37,1
59,T56,T56,Jerry Kelly,37.0,37,1
60,T56,T56,Justin Leonard,37.0,37,1
61,T56,T56,Steve Lowery,37.0,37,1
62,T56,T56,Chez Reavie,37.0,37,1
63,T56,T56,Vaughn Taylor,37.0,37,1
64,T65,T65,Woody Austin,38.0,38,1
65,T65,T65,Mathew Goggin,38.0,38,1
66,T65,T65,Dustin Johnson,38.0,38,1
67,T65,T65,Peter Lonard,38.0,38,1
68,T65,T65,Steve Stricker,38.0,38,1
69,70,70,Brendon de Jonge,39.0,39,1
70,71,71,Kirk Triplett,40.0,40,1
