,First_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_2_Scoring_Average_AVG,First_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,John Mallinger,67.67,406,6
1,2,2,Ángel Cabrera,68.0,136,2
2,3,3,Stephen Ames,68.17,409,6
3,4,4,J.J. Henry,68.2,341,5
4,T5,T5,Bill Haas,68.25,273,4
5,T5,T5,Tim Herron,68.25,273,4
6,7,7,Scott Sterling,68.4,342,5
7,8,8,Tim Clark,68.5,411,6
8,9,9,Chris Riley,68.57,480,7
9,10,10,Jason Gore,68.6,343,5
10,T11,T11,Jason Dufner,68.67,412,6
11,T11,T11,Marc Turnesa,68.67,206,3
12,T11,T11,Mark Wilson,68.67,618,9
13,T14,T14,Matt Jones,68.75,275,4
14,T14,T14,Rocco Mediate,68.75,275,4
15,T14,T14,Jimmy Walker,68.75,275,4
16,17,17,Ryan Moore,68.8,344,5
17,18,18,Jeff Overton,68.88,551,8
18,19,19,Tom Pernice Jr.,68.91,758,11
19,T20,T20,Anthony Kim,69.0,483,7
20,T20,T20,Matt Kuchar,69.0,276,4
21,T20,T20,Jeff Maggert,69.0,345,5
22,T20,T20,Bo Van Pelt,69.0,276,4
23,T24,T24,Jerry Kelly,69.2,346,5
24,T24,T24,Tom Lehman,69.2,346,5
25,T26,T26,David Toms,69.22,623,9
26,T26,T26,D.J. Trahan,69.22,623,9
27,T28,T28,Ben Curtis,69.25,277,4
28,T28,T28,Jason Day,69.25,277,4
29,30,30,Brian Davis,69.29,485,7
30,31,31,Harrison Frazar,69.33,624,9
31,32,32,Freddie Jacobson,69.4,347,5
32,T33,T33,Michael Allen,69.5,278,4
33,T33,T33,Mark Brooks,69.5,139,2
34,T33,T33,Bob Estes,69.5,278,4
35,T33,T33,Ryuji Imada,69.5,417,6
36,T33,T33,Jarrod Lyle,69.5,278,4
37,38,38,Gary Woodland,69.6,348,5
38,T39,T39,J.B. Holmes,69.67,209,3
39,T39,T39,Brian Vranesh,69.67,209,3
40,41,41,Webb Simpson,69.75,558,8
41,42,42,Phil Mickelson,69.8,349,5
42,43,43,Corey Pavin,69.83,419,6
43,T44,T44,Davis Love III,69.86,489,7
44,T44,T44,Chez Reavie,69.86,489,7
45,T44,T44,Kevin Streelman,69.86,489,7
