,First_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_2_Scoring_Average_AVG,First_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Kevin Stadler,65.67,197,3
1,2,2,Justin Leonard,67.25,269,4
2,3,3,Dustin Johnson,67.33,202,3
3,T4,T4,Scott Piercy,67.5,135,2
4,T4,T4,Steve Stricker,67.5,270,4
5,T6,T6,Bryce Molder,68.0,340,5
6,T6,T6,Bo Van Pelt,68.0,204,3
7,8,8,Luke Donald,68.4,342,5
8,T9,T9,Kenny Perry,68.5,274,4
9,T9,T9,Chris Stroud,68.5,274,4
10,T9,T9,Charles Warren,68.5,411,6
11,12,12,Ben Crane,68.67,412,6
12,13,13,Aron Price,68.86,482,7
13,T14,T14,Robert Allenby,69.17,415,6
14,T14,T14,Davis Love III,69.17,415,6
15,16,16,Joe Durant,69.2,346,5
16,T17,T17,Fred Couples,69.33,208,3
17,T17,T17,Will MacKenzie,69.33,208,3
18,T19,T19,Patrick Sheehan,69.5,278,4
19,T19,T19,Camilo Villegas,69.5,139,2
20,21,21,Michael Letzig,69.56,626,9
21,T22,T22,Matt Kuchar,69.57,487,7
22,T22,T22,Vaughn Taylor,69.57,487,7
23,T24,T24,Bart Bryant,69.6,348,5
24,T24,T24,Bill Haas,69.6,348,5
25,T24,T24,Scott McCarron,69.6,348,5
26,T27,T27,Ernie Els,69.67,209,3
27,T27,T27,Retief Goosen,69.67,209,3
28,T27,T27,Ryan Palmer,69.67,627,9
29,30,30,Heath Slocum,69.73,767,11
30,T31,T31,Brian Davis,69.75,279,4
31,T31,T31,Brad Faxon,69.75,279,4
32,T33,T33,Rocco Mediate,69.8,349,5
33,T33,T33,Rod Pampling,69.8,349,5
34,T33,T33,Peter Tomasulo,69.8,349,5
35,36,36,Derek Fathauer,69.83,419,6
36,37,37,Tim Clark,69.86,489,7
37,T38,T38,Tommy Armour III,70.0,140,2
38,T38,T38,Cameron Beckman,70.0,490,7
39,T38,T38,Jason Gore,70.0,490,7
40,T38,T38,Parker McLachlin,70.0,280,4
41,T38,T38,Darron Stiles,70.0,140,2
42,T38,T38,David Toms,70.0,280,4
43,T38,T38,Scott Verplank,70.0,210,3
44,45,45,Pat Perez,70.13,561,8
45,46,46,Jimmy Walker,70.15,912,13
