,First_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_3_Scoring_Average_ROUNDS,First_Tee_Late_Par_3_Scoring_Average_AVG,First_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,T1,T1,Patrick Sheehan,51,2.9,142,49
1,T1,T1,Jimmy Walker,74,2.9,139,48
2,T1,T1,Gary Woodland,53,2.9,145,50
3,4,4,Phil Mickelson,66,2.92,327,112
4,5,5,Jason Day,61,2.94,285,97
5,6,6,Lee Janzen,74,2.95,280,95
6,T7,T7,Jeff Klauk,97,2.96,385,130
7,T7,T7,Kevin Stadler,65,2.96,266,90
8,T9,T9,Ángel Cabrera,55,2.97,190,64
9,T9,T9,Corey Pavin,73,2.97,235,79
10,T9,T9,Scott Sterling,51,2.97,202,68
11,T9,T9,Tiger Woods,64,2.97,499,168
12,13,13,Freddie Jacobson,83,2.98,286,96
13,T14,T14,Steve Flesch,77,2.99,233,78
14,T14,T14,Paul Goydos,79,2.99,227,76
15,T14,T14,Richard Johnson,85,2.99,245,82
16,T14,T14,John Mallinger,90,2.99,281,94
17,T14,T14,Chez Reavie,81,2.99,239,80
18,T14,T14,Heath Slocum,95,2.99,344,115
19,T20,T20,Eric Axley,71,3.0,162,54
20,T20,T20,Jeff Overton,92,3.0,450,150
21,T20,T20,D.A. Points,99,3.0,378,126
22,T20,T20,Matt Weibring,65,3.0,216,72
23,T24,T24,Brian Gay,96,3.01,337,112
24,T24,T24,J.J. Henry,97,3.01,403,134
25,T24,T24,Matt Kuchar,82,3.01,394,131
26,T24,T24,Tom Lehman,55,3.01,214,71
27,T24,T24,Billy Mayfair,83,3.01,229,76
28,T24,T24,Jeff Quinney,78,3.01,238,79
29,T24,T24,David Toms,98,3.01,539,179
30,T31,T31,Harrison Frazar,93,3.02,383,127
31,T31,T31,Matt Jones,56,3.02,184,61
32,T31,T31,Greg Kraft,51,3.02,169,56
33,T31,T31,Davis Love III,89,3.02,296,98
34,T31,T31,Bryce Molder,69,3.02,293,97
35,T31,T31,Ryan Moore,89,3.02,356,118
36,T31,T31,Kenny Perry,92,3.02,544,180
37,T31,T31,Kirk Triplett,60,3.02,178,59
38,T31,T31,Mike Weir,85,3.02,353,117
39,T40,T40,Stephen Ames,77,3.03,336,111
40,T40,T40,Brian Bateman,55,3.03,176,58
41,T40,T40,Mark Brooks,55,3.03,112,37
42,T40,T40,Greg Chalmers,85,3.03,360,119
43,T40,T40,Mathew Goggin,76,3.03,306,101
44,T40,T40,Jerry Kelly,90,3.03,339,112
45,T40,T40,Cliff Kresge,78,3.03,306,101
46,T40,T40,Tom Pernice Jr.,82,3.03,352,116
47,T40,T40,Chris Riley,77,3.03,261,86
48,T40,T40,Steve Stricker,81,3.03,545,180
49,T40,T40,Scott Verplank,88,3.03,391,129
50,T40,T40,Dean Wilson,81,3.03,209,69
51,T40,T40,Casey Wittenberg,71,3.03,264,87
52,T53,T53,Rich Beem,77,3.04,258,85
53,T53,T53,Matt Bettencourt,98,3.04,283,93
54,T53,T53,Brian Davis,103,3.04,374,123
55,T53,T53,Luke Donald,79,3.04,292,96
56,T53,T53,Jason Dufner,90,3.04,310,102
57,T53,T53,Justin Leonard,95,3.04,513,169
58,T53,T53,Nick O'Hern,90,3.04,325,107
59,T53,T53,Brett Quigley,92,3.04,249,82
60,T53,T53,Tag Ridings,50,3.04,167,55
61,T53,T53,Kevin Sutherland,96,3.04,316,104
62,T53,T53,Johnson Wagner,81,3.04,295,97
63,T53,T53,Y.E. Yang,83,3.04,319,105
64,T65,T65,Briny Baird,89,3.05,510,167
65,T65,T65,Chad Campbell,90,3.05,305,100
66,T65,T65,K.J. Choi,65,3.05,262,86
67,T65,T65,Brendon de Jonge,90,3.05,256,84
68,T65,T65,Ernie Els,70,3.05,369,121
69,T65,T65,Retief Goosen,74,3.05,387,127
70,T65,T65,Michael Letzig,96,3.05,339,111
71,T65,T65,Darron Stiles,52,3.05,198,65
72,T65,T65,Marc Turnesa,77,3.05,180,59
73,T74,T74,Woody Austin,84,3.06,248,81
74,T74,T74,Aaron Baddeley,66,3.06,147,48
75,T74,T74,Alex Cejka,82,3.06,334,109
76,T74,T74,Tim Clark,81,3.06,349,114
77,T74,T74,Joe Durant,62,3.06,211,69
78,T74,T74,Tim Herron,87,3.06,312,102
79,T74,T74,Ryuji Imada,85,3.06,297,97
80,T74,T74,Jarrod Lyle,65,3.06,236,77
81,T74,T74,Ryan Palmer,78,3.06,257,84
82,T74,T74,Tim Petrovic,97,3.06,431,141
83,T74,T74,Ted Purdy,101,3.06,380,124
84,T74,T74,Rory Sabbatini,81,3.06,407,133
85,T86,T86,Jason Gore,74,3.07,178,58
86,T86,T86,Hunter Mahan,94,3.07,494,161
87,T86,T86,David Mathis,82,3.07,301,98
88,T86,T86,Scott McCarron,91,3.07,289,94
89,T86,T86,James Nitties,86,3.07,399,130
90,T86,T86,Sean O'Hair,80,3.07,378,123
91,T86,T86,Aron Price,89,3.07,267,87
92,T86,T86,Chris Stroud,88,3.07,430,140
93,T86,T86,Nick Watney,86,3.07,448,146
94,T95,T95,Brad Adamonis,70,3.08,151,49
95,T95,T95,Robert Allenby,71,3.08,320,104
96,T95,T95,Zach Johnson,94,3.08,564,183
97,T95,T95,Colt Knost,71,3.08,237,77
98,T95,T95,Martin Laird,72,3.08,320,104
99,T95,T95,John Merrick,91,3.08,401,130
100,T95,T95,Rod Pampling,72,3.08,323,105
101,T95,T95,Carl Pettersson,86,3.08,197,64
102,T95,T95,John Senden,100,3.08,397,129
103,T95,T95,Camilo Villegas,76,3.08,385,125
104,T105,T105,Michael Allen,73,3.09,309,100
105,T105,T105,Jim Furyk,86,3.09,510,165
106,T105,T105,Robert Garrigus,83,3.09,361,117
107,T105,T105,Bob Heintz,59,3.09,198,64
108,T105,T105,Peter Lonard,86,3.09,250,81
109,T105,T105,Jeff Maggert,79,3.09,362,117
110,T105,T105,Parker McLachlin,71,3.09,241,78
111,T105,T105,Kevin Na,91,3.09,448,145
112,T113,T113,Tommy Armour III,58,3.1,189,61
113,T113,T113,Glen Day,79,3.1,270,87
114,T113,T113,Chris DiMarco,97,3.1,217,70
115,T113,T113,Charles Howell III,99,3.1,356,115
116,T113,T113,Marc Leishman,91,3.1,341,110
117,T113,T113,Vijay Singh,71,3.1,344,111
118,T113,T113,Peter Tomasulo,61,3.1,276,89
119,T113,T113,Jay Williamson,69,3.1,152,49
120,T121,T121,Bart Bryant,58,3.11,165,53
121,T121,T121,Daniel Chopra,89,3.11,274,88
122,T121,T121,Stewart Cink,79,3.11,345,111
123,T121,T121,Ben Curtis,63,3.11,224,72
124,T121,T121,Nathan Green,104,3.11,364,117
125,T121,T121,Bill Haas,91,3.11,411,132
126,T121,T121,Dustin Johnson,85,3.11,461,148
127,T121,T121,Steve Marino,98,3.11,467,150
128,T121,T121,Rocco Mediate,79,3.11,249,80
129,T121,T121,Scott Piercy,85,3.11,429,138
130,T121,T121,D.J. Trahan,96,3.11,345,111
131,T121,T121,Bo Van Pelt,100,3.11,358,115
