,Lowest_Round_RANK THIS WEEK,Lowest_Round_RANK LAST WEEK,Lowest_Round_PLAYER NAME,Lowest_Round_ROUNDS,Lowest_Round_VALUE,Lowest_Round_TOURN/COURSE,Lowest_Round_ROUND
0,1,1,Zach Johnson,94,60,Texas Open/LaCa,3
1,T2,T2,Troy Matteson,95,61,Frys.com Open/G,3
2,T2,T2,Jesper Parnevik,38,61,50th Bob Hope/P,4
3,T2,T2,Pat Perez,74,61,50th Bob Hope/P,1
4,T2,T2,Kenny Perry,92,61,Travelers Champ,1
5,T2,T2,Steve Stricker,81,61,John Deere Clas,2
6,T2,T2,Mike Weir,85,61,Frys.com Open/G,4
7,T2,T2,Charlie Wi,92,61,50th Bob Hope/P,3
8,T9,T9,Brad Adamonis,70,62,50th Bob Hope/P,2
9,T9,T9,Kris Blanks,60,62,Wyndham Champ./,2
10,T9,T9,Jason Bohn,88,62,Wyndham Champ./,4
11,T9,T9,Chad Campbell,90,62,J. Timberlake/T,2
12,T9,T9,James Driscoll,49,62,Texas Open/LaCa,4
13,T9,T9,Tadd Fujikawa,14,62,Sony Open/Waial,3
14,T9,T9,Jim Furyk,86,62,J. Timberlake/T,4
15,T9,T9,Mathew Goggin,76,62,50th Bob Hope/B,3
16,T9,T9,Bill Haas,91,62,Wyndham Champ./,1
17,T9,T9,J.P. Hayes,43,62,Texas Open/LaCa,2
18,T9,T9,Dustin Johnson,85,62,Texas Open/LaCa,3
19,T9,T9,Anthony Kim,76,62,AT&T National/C,1
20,T9,T9,Martin Laird,72,62,Frys.com Open/G,3
21,T9,T9,Marc Leishman,91,62,Deutsche Bank/T,2
22,T9,T9,Spencer Levin,75,62,J. Timberlake/T,1
23,T9,T9,Bill Lunde,83,62,50th Bob Hope/P,3
24,T9,T9,Hunter Mahan,94,62,AT&T National/C,4
25,T9,T9,John Mallinger,90,62,J. Timberlake/T,2
26,T9,T9,Steve Marino,98,62,Crowne Plaza/Co,3
27,T9,T9,Scott McCarron,91,62,HP Byron Nelson,4
28,T9,T9,Phil Mickelson,66,62,Northern Trust/,3
29,T9,T9,Kevin Na,91,62,Mayakoba/El Cam,2
30,T9,T9,James Nitties,86,62,50th Bob Hope/P,4
31,T9,T9,Joe Ogilvie,85,62,50th Bob Hope/P,4
32,T9,T9,Tom Pernice Jr.,82,62,J. Timberlake/T,1
33,T9,T9,Brett Quigley,92,62,John Deere Clas,3
34,T9,T9,John Rollins,92,62,Reno-Tahoe Open,2
35,T9,T9,Scott Verplank,88,62,Travelers Champ,4
36,T9,T9,Bubba Watson,73,62,50th Bob Hope/P,1
37,T9,T9,Tiger Woods,64,62,BMW Champ/Cog H,3
38,T39,T39,Stephen Ames,77,63,50th Bob Hope/P,5
39,T39,T39,Woody Austin,84,63,Crowne Plaza/Co,1
40,T39,T39,Briny Baird,89,63,Canadian Open/G,2
41,T39,T39,"David Berganio, Jr.",43,63,50th Bob Hope/P,1
42,T39,T39,Tim Clark,81,63,Crowne Plaza/Co,1
43,T39,T39,Chris Couch,21,63,50th Bob Hope/P,2
44,T39,T39,Ben Crane,93,63,50th Bob Hope/P,1
45,T39,T39,Jason Dufner,90,63,Canadian Open/G,2
46,T39,T39,Brian Gay,96,63,50th Bob Hope/P,4
47,T39,T39,Ernie Gonzalez,4,63,J. Timberlake/T,2
48,T39,T39,Paul Goydos,79,63,Travelers Champ,3
49,T39,T39,Bob Heintz,59,63,J. Timberlake/T,1
50,T39,T39,J.J. Henry,97,63,J. Timberlake/T,2
51,T39,T39,Tim Herron,87,63,J. Timberlake/T,2
52,T39,T39,Charley Hoffman,97,63,Texas Open/LaCa,3
53,T39,T39,Charles Howell III,99,63,Wyndham Champ./,4
54,T39,T39,Lee Janzen,74,63,50th Bob Hope/P,3
55,T39,T39,Richard Johnson,85,63,50th Bob Hope/P,1
56,T39,T39,Matt Jones,56,63,John Deere Clas,3
57,T39,T39,Jonathan Kaye,49,63,Texas Open/LaCa,3
58,T39,T39,Colt Knost,71,63,50th Bob Hope/P,4
59,T39,T39,Cliff Kresge,78,63,50th Bob Hope/P,2
60,T39,T39,Justin Leonard,95,63,HP Byron Nelson,2
61,T39,T39,Frank Lickliter II,36,63,Milwaukee/Brown,3
62,T39,T39,Peter Lonard,86,63,Turning Stone/A,4
63,T39,T39,Steve Lowery,83,63,Buick Open/Warw,1
64,T39,T39,Jarrod Lyle,65,63,50th Bob Hope/P,4
65,T39,T39,Jeff Maggert,79,63,Wyndham Champ./,2
66,T39,T39,Graeme McDowell,40,63,St. Jude/TPC So,4
67,T39,T39,George McNeill,82,63,J. Timberlake/T,3
68,T39,T39,John Merrick,91,63,50th Bob Hope/P,4
69,T39,T39,Shaun Micheel,49,63,Texas Open/LaCa,3
70,T39,T39,Bryce Molder,69,63,Frys.com Open/G,4
71,T39,T39,Ryan Moore,89,63,J. Timberlake/T,2
72,T39,T39,Nick O'Hern,90,63,Frys.com Open/G,1
73,T39,T39,Geoff Ogilvy,78,63,Memorial Tourn/,3
74,T39,T39,Ryan Palmer,78,63,Crowne Plaza/Co,2
75,T39,T39,Tim Petrovic,97,63,J. Timberlake/T,4
76,T39,T39,Rick Price,54,63,Travelers Champ,2
77,T39,T39,Dicky Pride,29,63,Milwaukee/Brown,3
78,T39,T39,Chris Riley,77,63,Wyndham Champ./,2
79,T39,T39,Andres Romero,58,63,Frys.com Open/G,4
80,T39,T39,Heath Slocum,95,63,St. Jude/TPC So,2
81,T39,T39,Kevin Stadler,65,63,Wyndham Champ./,2
82,T39,T39,Scott Sterling,51,63,Texas Open/LaCa,2
83,T39,T39,Chris Stroud,88,63,J. Timberlake/T,4
84,T39,T39,Vaughn Taylor,88,63,50th Bob Hope/B,1
85,T39,T39,Bo Van Pelt,100,63,Mayakoba/El Cam,1
86,T39,T39,Camilo Villegas,76,63,Canadian Open/G,1
87,T39,T39,Charles Warren,63,63,Travelers Champ,1
88,T39,T39,Nick Watney,86,63,FBR Open/TPC Sc,2
89,T39,T39,Gary Woodland,53,63,Mayakoba/El Cam,3
90,T91,T91,Robert Allenby,71,64,St. Jude/TPC So,2
91,T91,T91,Tommy Armour III,58,64,50th Bob Hope/P,3
92,T91,T91,Cameron Beckman,87,64,John Deere Clas,3
93,T91,T91,Rich Beem,77,64,J. Timberlake/T,4
94,T91,T91,Bart Bryant,58,64,Sony Open/Waial,4
95,T91,T91,Mark Calcavecchia,72,64,HP Byron Nelson,4
96,T91,T91,Alex Cejka,82,64,Frys.com Open/G,4
