,Front_9_Round_4_Scoring_Average_RANK THIS WEEK,Front_9_Round_4_Scoring_Average_RANK LAST WEEK,Front_9_Round_4_Scoring_Average_PLAYER NAME,Front_9_Round_4_Scoring_Average_AVG,Front_9_Round_4_Scoring_Average_TOTAL STROKES,Front_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Dean Wilson,34.0,408,12
1,T1,T1,Tiger Woods,34.0,510,15
2,3,3,Aaron Baddeley,34.09,375,11
3,4,4,Tim Petrovic,34.13,546,16
4,5,5,Martin Laird,34.18,376,11
5,6,6,Brian Davis,34.3,686,20
6,7,7,Bo Van Pelt,34.32,652,19
7,8,8,Mark Calcavecchia,34.36,378,11
8,9,9,Tag Ridings,34.44,310,9
9,10,10,Steve Lowery,34.46,448,13
10,11,11,Ernie Els,34.47,517,15
11,12,12,Hunter Mahan,34.48,724,21
12,T13,T13,Tim Herron,34.5,552,16
13,T13,T13,Kevin Stadler,34.5,414,12
14,15,15,Jeff Quinney,34.54,449,13
15,T16,T16,Greg Chalmers,34.56,553,16
16,T16,T16,Nick O'Hern,34.56,622,18
17,18,18,Chris DiMarco,34.61,623,18
18,19,19,Bryce Molder,34.62,450,13
19,T20,T20,Brandt Snedeker,34.64,485,14
20,T20,T20,Jay Williamson,34.64,381,11
21,T22,T22,Kris Blanks,34.67,312,9
22,T22,T22,Brian Gay,34.67,728,21
23,T24,T24,Charles Howell III,34.7,694,20
24,T24,T24,Casey Wittenberg,34.7,347,10
25,26,26,Vijay Singh,34.71,486,14
26,27,27,Steve Stricker,34.72,625,18
27,T28,T28,Robert Garrigus,34.75,556,16
28,T28,T28,Bill Haas,34.75,556,16
29,T28,T28,Chris Riley,34.75,556,16
30,31,31,Davis Love III,34.76,591,17
31,32,32,Scott McCarron,34.78,626,18
32,33,33,Jerry Kelly,34.79,661,19
33,T34,T34,Stephen Ames,34.8,522,15
34,T34,T34,Matt Weibring,34.8,348,10
35,T36,T36,Tim Clark,34.82,592,17
36,T36,T36,D.J. Trahan,34.82,592,17
37,38,38,Mathew Goggin,34.83,418,12
38,T39,T39,Corey Pavin,34.85,453,13
39,T39,T39,Bubba Watson,34.85,453,13
40,T41,T41,Jeff Klauk,34.89,663,19
41,T41,T41,Kevin Streelman,34.89,663,19
42,T43,T43,Patrick Sheehan,34.9,349,10
43,T43,T43,Kevin Sutherland,34.9,698,20
44,45,45,Jimmy Walker,34.92,419,12
45,46,46,Carl Pettersson,34.93,524,15
46,T47,T47,Matt Kuchar,34.94,559,16
47,T47,T47,Nicholas Thompson,34.94,559,16
48,T49,T49,Jason Bohn,35.0,630,18
49,T49,T49,Fred Couples,35.0,350,10
50,T49,T49,Harrison Frazar,35.0,630,18
51,T49,T49,Jim Furyk,35.0,665,19
52,T49,T49,Sean O'Hair,35.0,560,16
53,T49,T49,Ryan Palmer,35.0,420,12
54,T55,T55,Ben Crane,35.05,666,19
55,T55,T55,Mark Wilson,35.05,736,21
56,57,57,Nick Watney,35.06,631,18
57,58,58,Alex Cejka,35.07,526,15
58,59,59,Jeff Maggert,35.08,421,12
59,60,60,Zach Johnson,35.1,737,21
60,T61,T61,J.J. Henry,35.11,667,19
61,T61,T61,Scott Sterling,35.11,316,9
62,63,63,Heath Slocum,35.12,597,17
63,T64,T64,Bob Estes,35.13,527,15
64,T64,T64,Adam Scott,35.13,281,8
65,66,66,Justin Rose,35.14,492,14
66,T67,T67,Todd Hamilton,35.17,422,12
67,T67,T67,Spencer Levin,35.17,422,12
68,T67,T67,Peter Lonard,35.17,422,12
69,T70,T70,Cameron Beckman,35.18,598,17
70,T70,T70,Matt Jones,35.18,387,11
71,72,72,Rory Sabbatini,35.19,563,16
72,T73,T73,George McNeill,35.2,528,15
73,T73,T73,John Senden,35.2,704,20
74,T73,T73,Chris Stroud,35.2,528,15
75,T73,T73,Brian Vranesh,35.2,176,5
76,77,77,Chad Campbell,35.21,669,19
77,78,78,Bob Heintz,35.22,317,9
78,T79,T79,Steve Flesch,35.23,458,13
79,T79,T79,Lee Janzen,35.23,458,13
80,T79,T79,David Mathis,35.23,458,13
81,T79,T79,Kenny Perry,35.23,775,22
82,T83,T83,Rich Beem,35.25,423,12
83,T83,T83,Steve Elkington,35.25,423,12
84,T85,T85,Robert Allenby,35.27,529,15
85,T85,T85,Scott Piercy,35.27,529,15
86,87,87,Luke Donald,35.28,635,18
87,T88,T88,Woody Austin,35.29,600,17
88,T88,T88,Phil Mickelson,35.29,494,14
89,T88,T88,David Toms,35.29,741,21
90,T91,T91,Ted Purdy,35.3,706,20
91,T91,T91,Scott Verplank,35.3,706,20
92,93,93,Glen Day,35.31,459,13
93,T94,T94,Daniel Chopra,35.35,601,17
94,T94,T94,Charley Hoffman,35.35,707,20
95,T94,T94,Justin Leonard,35.35,707,20
96,T94,T94,Brett Quigley,35.35,601,17
97,T94,T94,Charlie Wi,35.35,601,17
98,99,99,Johnson Wagner,35.36,495,14
99,T100,T100,Greg Owen,35.39,637,18
100,T100,T100,Mike Weir,35.39,637,18
101,102,102,Peter Tomasulo,35.4,177,5
102,103,103,John Mallinger,35.41,602,17
103,104,104,Steve Marino,35.42,673,19
104,105,105,Kevin Na,35.45,709,20
105,T106,T106,Stuart Appleby,35.47,532,15
106,T106,T106,Ryuji Imada,35.47,603,17
107,T106,T106,Vaughn Taylor,35.47,532,15
108,T109,T109,Brad Adamonis,35.5,355,10
109,T109,T109,Briny Baird,35.5,568,16
110,T109,T109,K.J. Choi,35.5,355,10
111,T109,T109,Greg Kraft,35.5,142,4
112,113,113,Ryan Moore,35.53,604,17
113,T114,T114,Tommy Armour III,35.55,391,11
114,T114,T114,D.A. Points,35.55,711,20
115,T116,T116,Richard Johnson,35.56,569,16
116,T116,T116,Troy Matteson,35.56,569,16
117,T116,T116,James Nitties,35.56,569,16
118,T116,T116,Y.E. Yang,35.56,640,18
119,120,120,Ian Poulter,35.58,427,12
120,T121,T121,Stewart Cink,35.6,534,15
121,T121,T121,Rick Price,35.6,178,5
122,T121,T121,Andres Romero,35.6,356,10
123,T124,T124,Ken Duke,35.62,463,13
124,T124,T124,Chez Reavie,35.62,463,13
125,126,126,Jonathan Byrd,35.63,677,19
126,127,127,Ben Curtis,35.64,499,14
127,T128,T128,Brian Bateman,35.67,107,3
128,T128,T128,Brendon de Jonge,35.67,535,15
129,T128,T128,Brad Faxon,35.67,214,6
130,T128,T128,Nathan Green,35.67,749,21
131,T128,T128,Kent Jones,35.67,428,12
132,T128,T128,Darron Stiles,35.67,214,6
133,134,134,Sergio Garcia,35.69,464,13
134,T135,T135,Mark Brooks,35.7,357,10
135,T135,T135,Lucas Glover,35.7,714,20
136,T137,T137,Dustin Johnson,35.71,607,17
137,T137,T137,Boo Weekley,35.71,607,17
138,139,139,Jason Dufner,35.72,643,18
139,140,140,Webb Simpson,35.75,572,16
140,141,141,Aron Price,35.76,608,17
141,T142,T142,Michael Allen,35.77,465,13
142,T142,T142,Rod Pampling,35.77,465,13
143,144,144,Bill Lunde,35.79,501,14
144,145,145,Jason Gore,35.85,466,13
145,146,146,Marc Leishman,35.88,610,17
146,T147,T147,John Rollins,35.89,682,19
147,T147,T147,Kirk Triplett,35.89,323,9
148,T149,T149,Joe Durant,35.9,359,10
149,T149,T149,Colt Knost,35.9,359,10
150,151,151,Jarrod Lyle,35.91,395,11
151,152,152,Joe Ogilvie,35.92,467,13
152,153,153,Tom Pernice Jr.,35.93,503,14
153,T154,T154,Rocco Mediate,35.94,611,17
154,T154,T154,John Merrick,35.94,611,17
155,T156,T156,Bart Bryant,36.0,432,12
156,T156,T156,Ángel Cabrera,36.0,396,11
157,T156,T156,Jason Day,36.0,468,13
158,T156,T156,Michael Letzig,36.0,720,20
159,T156,T156,Leif Olson,36.0,144,4
160,161,161,Matt Bettencourt,36.06,649,18
161,162,162,Pat Perez,36.07,505,14
162,T163,T163,Ricky Barnes,36.1,361,10
163,T163,T163,Cliff Kresge,36.1,361,10
164,165,165,Padraig Harrington,36.15,470,13
165,166,166,Retief Goosen,36.18,615,17
166,T167,T167,Freddie Jacobson,36.19,579,16
167,T167,T167,Anthony Kim,36.19,579,16
168,169,169,Will MacKenzie,36.2,362,10
169,170,170,J.B. Holmes,36.33,436,12
170,171,171,Paul Goydos,36.43,510,14
171,172,172,Marc Turnesa,36.44,328,9
172,173,173,Geoff Ogilvy,36.47,620,17
173,174,174,Parker McLachlin,36.5,365,10
174,175,175,Tom Lehman,36.55,402,11
175,176,176,Jeff Overton,36.56,658,18
176,177,177,Camilo Villegas,36.59,622,17
177,178,178,Billy Mayfair,36.62,476,13
178,179,179,Charles Warren,36.64,403,11
179,180,180,Derek Fathauer,36.67,220,6
180,181,181,Brendon Todd,36.8,184,5
181,182,182,David Duval,36.83,221,6
182,183,183,Gary Woodland,36.86,258,7
183,184,184,Eric Axley,37.33,224,6
