,First_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_4_Scoring_Average_ROUNDS,First_Tee_Late_Par_4_Scoring_Average_AVG,First_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Jim Furyk,86,3.94,1743,442
1,2,2,Jason Bohn,88,3.95,775,196
2,3,3,Tiger Woods,64,3.96,1804,455
3,T4,T4,Chad Campbell,90,3.97,1097,276
4,T4,T4,Bill Haas,91,3.97,1428,360
5,T4,T4,Zach Johnson,94,3.97,2026,510
6,T4,T4,Joe Ogilvie,85,3.97,1069,269
7,T8,T8,Glen Day,79,3.98,908,228
8,T8,T8,Jeff Klauk,97,3.98,1298,326
9,T8,T8,Justin Leonard,95,3.98,1891,475
10,T8,T8,Michael Letzig,96,3.98,1159,291
11,T8,T8,Bill Lunde,83,3.98,773,194
12,T8,T8,Webb Simpson,94,3.98,1420,357
13,T8,T8,Jimmy Walker,74,3.98,501,126
14,T15,T15,Michael Allen,73,3.99,1106,277
15,T15,T15,Brian Davis,103,3.99,1304,327
16,T15,T15,Jason Day,61,3.99,1037,260
17,T15,T15,Jason Dufner,90,3.99,1077,270
18,T15,T15,Padraig Harrington,66,3.99,1359,341
19,T15,T15,Hunter Mahan,94,3.99,1753,439
20,T15,T15,John Mallinger,90,3.99,930,233
21,T15,T15,George McNeill,82,3.99,1276,320
22,T15,T15,John Merrick,91,3.99,1349,338
23,T15,T15,Ian Poulter,59,3.99,1249,313
24,T15,T15,Chris Riley,77,3.99,933,234
25,T15,T15,Andres Romero,58,3.99,563,141
26,T15,T15,Brandt Snedeker,81,3.99,1148,288
27,T28,T28,Ben Crane,93,4.0,1283,321
28,T28,T28,Jerry Kelly,90,4.0,1152,288
29,T28,T28,Matt Kuchar,82,4.0,1355,339
30,T28,T28,Nick O'Hern,90,4.0,1140,285
31,T28,T28,Justin Rose,71,4.0,965,241
32,T28,T28,Heath Slocum,95,4.0,1243,311
33,T28,T28,Steve Stricker,81,4.0,1897,474
34,T28,T28,David Toms,98,4.0,1923,481
35,T28,T28,D.J. Trahan,96,4.0,1237,309
36,T37,T37,Tim Clark,81,4.01,1236,308
37,T37,T37,Bob Estes,78,4.01,835,208
38,T37,T37,Brian Gay,96,4.01,1260,314
39,T37,T37,Jason Gore,74,4.01,602,150
40,T37,T37,Bob Heintz,59,4.01,689,172
41,T37,T37,Ryan Moore,89,4.01,1280,319
42,T37,T37,Greg Owen,97,4.01,1452,362
43,T37,T37,Kenny Perry,92,4.01,1984,495
44,T37,T37,Kevin Streelman,97,4.01,1348,336
45,T37,T37,Y.E. Yang,83,4.01,1107,276
46,T47,T47,Stephen Ames,77,4.02,1191,296
47,T47,T47,Greg Chalmers,85,4.02,1263,314
48,T47,T47,Luke Donald,79,4.02,1069,266
49,T47,T47,Steve Elkington,70,4.02,799,199
50,T47,T47,Lucas Glover,93,4.02,1809,450
51,T47,T47,Paul Goydos,79,4.02,841,209
