,Back_9_Round_4_Scoring_Average_RANK THIS WEEK,Back_9_Round_4_Scoring_Average_RANK LAST WEEK,Back_9_Round_4_Scoring_Average_PLAYER NAME,Back_9_Round_4_Scoring_Average_AVG,Back_9_Round_4_Scoring_Average_TOTAL STROKES,Back_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Justin Rose,34.07,477,14
1,2,2,Brian Vranesh,34.2,171,5
2,3,3,Jason Day,34.23,445,13
3,4,4,Dustin Johnson,34.24,582,17
4,5,5,Camilo Villegas,34.29,583,17
5,6,6,Greg Owen,34.39,619,18
6,T7,T7,Andres Romero,34.4,344,10
7,T7,T7,Matt Weibring,34.4,344,10
8,T7,T7,Tiger Woods,34.4,516,15
9,10,10,Ben Crane,34.42,654,19
10,11,11,Ángel Cabrera,34.45,379,11
11,12,12,Greg Chalmers,34.5,552,16
12,13,13,Tim Clark,34.53,587,17
13,T14,T14,Tim Petrovic,34.56,553,16
14,T14,T14,Rory Sabbatini,34.56,553,16
15,16,16,Mathew Goggin,34.58,415,12
16,17,17,Cliff Kresge,34.6,346,10
17,18,18,Joe Ogilvie,34.62,450,13
18,T19,T19,Harrison Frazar,34.67,624,18
19,T19,T19,Steve Stricker,34.67,624,18
20,21,21,Jim Furyk,34.68,659,19
21,22,22,Ryan Moore,34.71,590,17
22,23,23,Kevin Streelman,34.74,660,19
23,T24,T24,Bill Haas,34.75,556,16
24,T24,T24,Kevin Na,34.75,695,20
25,26,26,Bob Heintz,34.78,313,9
26,27,27,Pat Perez,34.79,487,14
27,T28,T28,K.J. Choi,34.8,348,10
28,T28,T28,John Senden,34.8,696,20
29,30,30,Matt Jones,34.82,383,11
30,31,31,Derek Fathauer,34.83,209,6
31,T32,T32,Glen Day,34.85,453,13
32,T32,T32,Ken Duke,34.85,453,13
33,T32,T32,Sergio Garcia,34.85,453,13
34,T32,T32,Scott Verplank,34.85,697,20
35,T36,T36,Hunter Mahan,34.86,732,21
36,T36,T36,David Toms,34.86,732,21
37,38,38,Jerry Kelly,34.89,663,19
38,T39,T39,Ricky Barnes,34.9,349,10
39,T39,T39,Brian Gay,34.9,733,21
40,T41,T41,Rich Beem,34.92,419,12
41,T41,T41,Steve Elkington,34.92,419,12
42,T43,T43,James Nitties,34.94,559,16
43,T43,T43,Brett Quigley,34.94,594,17
44,T45,T45,Chris DiMarco,35.0,630,18
45,T45,T45,J.J. Henry,35.0,665,19
46,T45,T45,Zach Johnson,35.0,735,21
47,T45,T45,Corey Pavin,35.0,455,13
48,T45,T45,Tag Ridings,35.0,315,9
49,T45,T45,Webb Simpson,35.0,560,16
50,T45,T45,Nick Watney,35.0,630,18
51,T52,T52,Stephen Ames,35.07,526,15
52,T52,T52,Brendon de Jonge,35.07,526,15
53,T52,T52,Ernie Els,35.07,526,15
54,T52,T52,Johnson Wagner,35.07,491,14
55,56,56,Joe Durant,35.1,351,10
56,T57,T57,Kris Blanks,35.11,316,9
57,T57,T57,Scott Sterling,35.11,316,9
58,59,59,D.J. Trahan,35.12,597,17
59,T60,T60,Tim Herron,35.13,562,16
60,T60,T60,Chris Stroud,35.13,527,15
61,62,62,David Mathis,35.15,457,13
62,T63,T63,Spencer Levin,35.17,422,12
