,Late_Round_5_Scoring_Average_RANK THIS WEEK,Late_Round_5_Scoring_Average_RANK LAST WEEK,Late_Round_5_Scoring_Average_PLAYER NAME,Late_Round_5_Scoring_Average_AVG,Late_Round_5_Scoring_Average_TOTAL STROKES,Late_Round_5_Scoring_Average_TOTAL ROUNDS
0,1,1,Matt Kuchar,64.0,64,1
1,2,2,Nick Watney,65.0,65,1
2,3,3,Cameron Beckman,66.0,66,1
3,T4,T4,Joe Durant,67.0,67,1
4,T4,T4,John Merrick,67.0,67,1
5,T4,T4,Mike Weir,67.0,67,1
6,7,7,Joe Ogilvie,68.0,68,1
7,T8,T8,Alex Cejka,69.0,69,1
8,T8,T8,Tim Clark,69.0,69,1
9,T8,T8,Ben Crane,69.0,69,1
10,T8,T8,Pat Perez,69.0,69,1
11,T8,T8,Tom Pernice Jr.,69.0,69,1
12,T8,T8,Webb Simpson,69.0,69,1
13,T14,T14,Michael Allen,70.0,70,1
14,T14,T14,Richard Johnson,70.0,70,1
15,T14,T14,Nicholas Thompson,70.0,70,1
16,T14,T14,D.J. Trahan,70.0,70,1
17,T18,T18,Rich Beem,71.0,71,1
18,T18,T18,Mathew Goggin,71.0,71,1
19,T18,T18,John Mallinger,71.0,71,1
20,T18,T18,Tim Petrovic,71.0,71,1
21,T18,T18,Chris Stroud,71.0,71,1
22,T23,T23,Bob Estes,72.0,72,1
23,T23,T23,Dustin Johnson,72.0,72,1
24,T23,T23,Michael Letzig,72.0,72,1
25,26,26,Robert Garrigus,73.0,73,1
26,27,27,Bubba Watson,75.0,75,1
27,28,28,Vaughn Taylor,76.0,76,1
28,29,29,Steve Stricker,77.0,77,1
29,30,30,Brendon de Jonge,78.0,78,1
