,Par_3_Scoring_Average_RANK THIS WEEK,Par_3_Scoring_Average_RANK LAST WEEK,Par_3_Scoring_Average_PLAYER NAME,Par_3_Scoring_Average_ROUNDS,Par_3_Scoring_Average_AVG,Par_3_Scoring_Average_TOTAL STROKES,Par_3_Scoring_Average_TOTAL HOLES
0,T1,T1,Patrick Sheehan,51,2.96,612,207
1,T1,T1,Tiger Woods,64,2.96,735,248
2,3,3,Mark Brooks,55,2.97,671,226
3,4,4,Jason Day,61,2.98,736,247
4,5,5,Corey Pavin,73,2.99,898,300
5,T6,T6,Lee Janzen,74,3.0,912,304
6,T6,T6,Matt Jones,56,3.0,686,229
7,T6,T6,Scott Sterling,51,3.0,633,211
8,T6,T6,Steve Stricker,81,3.0,966,322
9,T10,T10,Zach Johnson,94,3.01,1102,366
10,T10,T10,Richard Johnson,85,3.01,1034,343
11,T10,T10,Matt Kuchar,82,3.01,1007,335
12,T10,T10,Spencer Levin,75,3.01,929,309
13,T10,T10,Jeff Quinney,78,3.01,957,318
14,T10,T10,Mike Weir,85,3.01,1020,339
15,T16,T16,Kris Blanks,60,3.02,742,246
16,T16,T16,Bob Heintz,59,3.02,728,241
17,T16,T16,J.J. Henry,97,3.02,1186,393
18,T16,T16,Bill Lunde,83,3.02,1031,341
19,T16,T16,Bryce Molder,69,3.02,836,277
20,T16,T16,Nick O'Hern,90,3.02,1112,368
21,T16,T16,Kenny Perry,92,3.02,1101,365
22,T16,T16,D.A. Points,99,3.02,1214,402
23,T16,T16,Tag Ridings,50,3.02,620,205
24,T16,T16,Dean Wilson,81,3.02,1000,331
25,T16,T16,Casey Wittenberg,71,3.02,878,291
26,T27,T27,Cameron Beckman,87,3.03,1071,354
27,T27,T27,Tim Clark,81,3.03,962,317
28,T27,T27,Harrison Frazar,93,3.03,1148,379
29,T27,T27,Ryuji Imada,85,3.03,1037,342
30,T27,T27,Freddie Jacobson,83,3.03,1010,333
31,T27,T27,Jeff Klauk,97,3.03,1209,399
32,T27,T27,Phil Mickelson,66,3.03,767,253
33,T27,T27,Ryan Moore,89,3.03,1097,362
34,T27,T27,Joe Ogilvie,85,3.03,1065,351
35,T27,T27,Kevin Stadler,65,3.03,802,265
36,T27,T27,David Toms,98,3.03,1210,399
37,T27,T27,Kirk Triplett,60,3.03,761,251
38,T27,T27,Matt Weibring,65,3.03,797,263
39,T40,T40,Briny Baird,89,3.04,1099,362
40,T40,T40,Chad Campbell,90,3.04,1105,364
41,T40,T40,Chris DiMarco,97,3.04,1200,395
42,T40,T40,Brian Gay,96,3.04,1173,386
43,T40,T40,Hunter Mahan,94,3.04,1123,369
44,T40,T40,Rod Pampling,72,3.04,870,286
45,T40,T40,Tom Pernice Jr.,82,3.04,1029,339
46,T40,T40,Brett Quigley,92,3.04,1149,378
47,T40,T40,Chez Reavie,81,3.04,978,322
48,T40,T40,Vaughn Taylor,88,3.04,1087,357
49,T40,T40,Scott Verplank,88,3.04,1072,353
50,T40,T40,Brian Vranesh,51,3.04,630,207
51,T40,T40,Jimmy Walker,74,3.04,918,302
52,T40,T40,Charles Warren,63,3.04,776,255
53,T40,T40,Jay Williamson,69,3.04,855,281
54,T40,T40,Gary Woodland,53,3.04,657,216
55,T56,T56,Robert Allenby,71,3.05,853,280
56,T56,T56,Jason Bohn,88,3.05,1096,359
57,T56,T56,Mark Calcavecchia,72,3.05,890,292
58,T56,T56,Alex Cejka,82,3.05,1017,333
59,T56,T56,Daniel Chopra,89,3.05,1079,354
60,T56,T56,Steve Elkington,70,3.05,884,290
61,T56,T56,Jim Furyk,86,3.05,1028,337
62,T56,T56,Robert Garrigus,83,3.05,1027,337
63,T56,T56,Jerry Kelly,90,3.05,1117,366
64,T56,T56,Davis Love III,89,3.05,1053,345
65,T56,T56,Steve Marino,98,3.05,1209,396
66,T56,T56,Kevin Na,91,3.05,1142,374
67,T56,T56,Geoff Ogilvy,78,3.05,865,284
68,T56,T56,Jeff Overton,92,3.05,1137,373
69,T56,T56,Tim Petrovic,97,3.05,1210,397
70,T56,T56,Johnson Wagner,81,3.05,1001,328
71,T72,T72,Bart Bryant,58,3.06,726,237
72,T72,T72,Ben Curtis,63,3.06,759,248
73,T72,T72,Ken Duke,87,3.06,1086,355
74,T72,T72,Ernie Els,70,3.06,796,260
75,T72,T72,Steve Flesch,77,3.06,973,318
76,T72,T72,Paul Goydos,79,3.06,976,319
77,T72,T72,Tim Herron,87,3.06,1096,358
78,T72,T72,Charley Hoffman,97,3.06,1207,395
79,T72,T72,Dustin Johnson,85,3.06,1026,335
80,T72,T72,Jeff Maggert,79,3.06,990,324
81,T72,T72,James Nitties,86,3.06,1061,347
82,T72,T72,Sean O'Hair,80,3.06,926,303
83,T72,T72,Pat Perez,74,3.06,891,291
84,T72,T72,Aron Price,89,3.06,1116,365
85,T72,T72,Chris Riley,77,3.06,957,313
86,T72,T72,Bo Van Pelt,100,3.06,1257,411
87,T88,T88,Michael Allen,73,3.07,905,295
