,Front_9_Round_1_Scoring_Average_RANK THIS WEEK,Front_9_Round_1_Scoring_Average_RANK LAST WEEK,Front_9_Round_1_Scoring_Average_PLAYER NAME,Front_9_Round_1_Scoring_Average_AVG,Front_9_Round_1_Scoring_Average_TOTAL STROKES,Front_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Jason Day,34.0,578,17
1,2,2,Bob Estes,34.17,786,23
2,3,3,Jim Furyk,34.23,753,22
3,4,4,Scott Verplank,34.25,822,24
4,5,5,Mark Calcavecchia,34.3,789,23
5,6,6,Heath Slocum,34.37,1031,30
6,7,7,Steve Elkington,34.39,791,23
7,8,8,Sergio Garcia,34.5,552,16
8,9,9,Mike Weir,34.57,795,23
9,10,10,Sean O'Hair,34.59,761,22
10,11,11,Kevin Na,34.62,900,26
11,T12,T12,Padraig Harrington,34.63,658,19
12,T12,T12,Greg Owen,34.63,1039,30
13,14,14,Robert Garrigus,34.64,866,25
14,15,15,Dean Wilson,34.66,1005,29
15,16,16,David Toms,34.67,936,27
16,T17,T17,Jeff Klauk,34.69,1006,29
17,T17,T17,Kevin Sutherland,34.69,902,26
18,T17,T17,Tiger Woods,34.69,555,16
19,20,20,Bo Van Pelt,34.73,1042,30
20,T21,T21,Michael Letzig,34.75,973,28
21,T21,T21,Camilo Villegas,34.75,695,20
22,23,23,Paul Goydos,34.76,869,25
23,24,24,Nathan Green,34.77,1043,30
24,25,25,Woody Austin,34.79,835,24
25,26,26,Tim Clark,34.81,731,21
26,T27,T27,Bob Heintz,34.85,697,20
27,T27,T27,Jerry Kelly,34.85,906,26
28,T29,T29,Steve Marino,34.86,1011,29
29,T29,T29,Chris Riley,34.86,767,22
30,T29,T29,Boo Weekley,34.86,732,21
31,32,32,Lee Janzen,34.87,802,23
32,33,33,Ian Poulter,34.88,558,16
33,34,34,Mark Wilson,34.89,977,28
34,35,35,Greg Chalmers,34.92,908,26
35,T36,T36,Briny Baird,34.93,978,28
36,T36,T36,Chris DiMarco,34.93,1013,29
37,T36,T36,Jeff Overton,34.93,978,28
38,T36,T36,Webb Simpson,34.93,1048,30
39,40,40,Bryce Molder,34.95,734,21
