,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
0,1,1,David Toms,27,51
1,2,2,Steve Marino,29,47
2,3,3,Charley Hoffman,27,45
3,T4,T4,Justin Leonard,26,44
4,T4,T4,Bo Van Pelt,30,44
5,T6,T6,Greg Chalmers,26,43
6,T6,T6,Greg Owen,30,43
7,T6,T6,Tim Petrovic,31,43
8,T9,T9,Steve Stricker,22,42
9,T9,T9,Kevin Sutherland,27,42
10,T11,T11,Ben Crane,27,41
11,T11,T11,Lucas Glover,26,41
12,T11,T11,Bill Haas,29,41
13,T11,T11,Zach Johnson,26,41
14,T11,T11,Jerry Kelly,26,41
15,T11,T11,Hunter Mahan,25,41
16,T11,T11,Ryan Moore,27,41
17,T11,T11,Kevin Streelman,29,41
18,T19,T19,Charles Howell III,29,40
19,T19,T19,Jeff Klauk,29,40
20,T19,T19,Brett Quigley,28,40
21,T19,T19,Vaughn Taylor,28,40
22,T19,T19,Mark Wilson,28,40
23,T24,T24,Chris DiMarco,29,39
24,T24,T24,Jim Furyk,23,39
25,T24,T24,Brian Gay,27,39
26,T24,T24,J.J. Henry,28,39
27,T24,T24,Nick O'Hern,27,39
28,T29,T29,Chad Campbell,26,38
29,T29,T29,Nathan Green,30,38
30,T29,T29,Michael Letzig,28,38
31,T29,T29,Ted Purdy,30,38
32,T29,T29,John Senden,29,38
33,T29,T29,Heath Slocum,30,38
34,T29,T29,Chris Stroud,28,38
35,T29,T29,Scott Verplank,24,38
36,T37,T37,Tim Clark,23,37
37,T37,T37,Kevin Na,26,37
38,T37,T37,D.J. Trahan,30,37
39,T40,T40,Harrison Frazar,28,36
40,T40,T40,Matt Kuchar,24,36
41,T40,T40,Troy Matteson,30,36
42,T43,T43,Briny Baird,28,35
43,T43,T43,Jason Bohn,25,35
44,T43,T43,Jonathan Byrd,25,35
45,T43,T43,Brian Davis,32,35
46,T43,T43,Robert Garrigus,25,35
47,T43,T43,Tim Herron,27,35
48,T43,T43,Kenny Perry,24,35
49,T43,T43,Scott Piercy,28,35
50,T43,T43,D.A. Points,29,35
51,T43,T43,Chris Riley,22,35
52,T43,T43,Tiger Woods,17,35
53,T54,T54,Alex Cejka,25,34
54,T54,T54,Jason Dufner,26,34
55,T54,T54,Scott McCarron,27,34
56,T54,T54,George McNeill,26,34
57,T54,T54,Sean O'Hair,23,34
58,T54,T54,Tom Pernice Jr.,26,34
59,T54,T54,Brandt Snedeker,26,34
60,T61,T61,Woody Austin,24,33
61,T61,T61,Matt Bettencourt,31,33
62,T61,T61,Freddie Jacobson,25,33
63,T61,T61,Marc Leishman,28,33
64,65,65,Bryce Molder,21,32
65,T66,T66,Cameron Beckman,26,31
66,T66,T66,Bob Estes,23,31
67,T66,T66,Bill Lunde,27,31
68,T66,T66,James Nitties,27,31
69,T66,T66,Jeff Overton,28,31
70,T66,T66,Rory Sabbatini,25,31
71,T66,T66,Nick Watney,24,31
72,T66,T66,Charlie Wi,28,31
73,T66,T66,Dean Wilson,29,31
74,T75,T75,Stephen Ames,23,30
75,T75,T75,Rich Beem,26,30
76,T75,T75,Dustin Johnson,25,30
77,T75,T75,Cliff Kresge,28,30
78,T75,T75,Mike Weir,24,30
79,T80,T80,Daniel Chopra,28,29
80,T80,T80,Luke Donald,21,29
81,T80,T80,Steve Elkington,23,29
82,T80,T80,Davis Love III,27,29
83,T80,T80,Corey Pavin,23,29
84,T80,T80,Justin Rose,22,29
85,T80,T80,Y.E. Yang,23,29
86,T87,T87,Robert Allenby,21,28
87,T87,T87,Mark Calcavecchia,23,28
88,T87,T87,Brendon de Jonge,29,28
89,T87,T87,Steve Flesch,27,28
90,T87,T87,David Mathis,27,28
91,T87,T87,John Merrick,28,28
92,T87,T87,Geoff Ogilvy,20,28
93,T87,T87,Rod Pampling,23,28
94,T87,T87,Webb Simpson,30,28
95,T87,T87,Nicholas Thompson,31,28
96,T97,T97,Anthony Kim,22,27
97,T97,T97,Jeff Maggert,28,27
98,T97,T97,John Mallinger,27,27
99,T97,T97,Rocco Mediate,22,27
100,T97,T97,Joe Ogilvie,29,27
101,T97,T97,Johnson Wagner,26,27
102,T97,T97,Boo Weekley,22,27
103,T104,T104,Michael Allen,22,26
104,T104,T104,Jason Day,18,26
105,T104,T104,Retief Goosen,20,26
106,T104,T104,Martin Laird,24,26
107,T104,T104,Spencer Levin,25,26
108,T104,T104,Kevin Stadler,20,26
109,T110,T110,Aaron Baddeley,23,25
110,T110,T110,Padraig Harrington,20,25
111,T110,T110,Ryuji Imada,25,25
112,T110,T110,Richard Johnson,26,25
113,T110,T110,Peter Lonard,30,25
114,T110,T110,Steve Lowery,27,25
115,T110,T110,Billy Mayfair,28,25
116,T110,T110,Ryan Palmer,26,25
