,Par_4_Scoring_Average_RANK THIS WEEK,Par_4_Scoring_Average_RANK LAST WEEK,Par_4_Scoring_Average_PLAYER NAME,Par_4_Scoring_Average_ROUNDS,Par_4_Scoring_Average_AVG,Par_4_Scoring_Average_TOTAL STROKES,Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,64,3.97,2683,676
1,T2,T2,Tim Clark,81,3.98,3398,854
2,T2,T2,Jim Furyk,86,3.98,3573,898
3,T2,T2,Justin Leonard,95,3.98,3986,1002
4,T2,T2,David Toms,98,3.98,4285,1076
5,T6,T6,Greg Chalmers,85,3.99,3698,926
6,T6,T6,Zach Johnson,94,3.99,4056,1016
7,T6,T6,Steve Stricker,81,3.99,3400,852
8,T9,T9,Jason Bohn,88,4.0,3786,946
9,T9,T9,Ben Crane,93,4.0,4022,1005
10,T9,T9,Greg Owen,97,4.0,4241,1060
11,T9,T9,Chris Riley,77,4.0,3380,844
12,T9,T9,Brandt Snedeker,81,4.0,3524,880
13,T9,T9,Scott Verplank,88,4.0,3923,980
14,T9,T9,Charlie Wi,92,4.0,3968,992
15,T9,T9,Mark Wilson,99,4.0,4301,1074
16,T17,T17,Stephen Ames,77,4.01,3226,804
17,T17,T17,Jonathan Byrd,89,4.01,3757,938
18,T17,T17,Chad Campbell,90,4.01,3942,982
19,T17,T17,Jason Dufner,90,4.01,3880,968
20,T17,T17,Joe Durant,62,4.01,2614,652
21,T17,T17,Bob Estes,78,4.01,3379,843
22,T17,T17,Bob Heintz,59,4.01,2568,640
23,T17,T17,Charley Hoffman,97,4.01,4165,1038
24,T17,T17,Jerry Kelly,90,4.01,3960,987
25,T17,T17,Matt Kuchar,82,4.01,3511,876
26,T17,T17,Hunter Mahan,94,4.01,4048,1010
27,T17,T17,Troy Matteson,95,4.01,4102,1024
28,T17,T17,Kenny Perry,92,4.01,3995,996
29,T17,T17,Ian Poulter,59,4.01,2431,606
30,T17,T17,Heath Slocum,95,4.01,4178,1042
31,T17,T17,Bo Van Pelt,100,4.01,4310,1076
32,T33,T33,Michael Allen,73,4.02,3143,782
33,T33,T33,Woody Austin,84,4.02,3625,902
34,T33,T33,Glen Day,79,4.02,3414,850
35,T33,T33,Jason Day,61,4.02,2631,654
36,T33,T33,Lucas Glover,93,4.02,4107,1022
37,T33,T33,Bill Haas,91,4.02,3944,982
