,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
0,1,1,Tiger Woods,17,93.33
1,2,2,Justin Rose,22,85.71
2,3,3,Sergio Garcia,17,84.62
3,4,4,Ricky Barnes,23,81.82
4,T5,T5,Mathew Goggin,26,76.92
5,T5,T5,Jeff Quinney,26,76.92
6,7,7,Camilo Villegas,21,76.47
7,T8,T8,Ian Poulter,17,75.0
8,T8,T8,Jay Williamson,22,75.0
9,10,10,Ben Crane,27,73.68
10,T11,T11,K.J. Choi,22,72.73
11,T11,T11,Fred Couples,16,72.73
12,13,13,Ken Duke,29,71.43
13,14,14,Ryan Moore,27,70.59
14,T15,T15,Jim Furyk,23,70.0
15,T15,T15,J.J. Henry,28,70.0
16,T15,T15,Jeff Klauk,29,70.0
17,T15,T15,Andres Romero,20,70.0
18,19,19,Kevin Stadler,20,69.23
19,20,20,Nick Watney,24,68.42
20,T21,T21,Robert Allenby,21,66.67
21,T21,T21,Eric Axley,30,66.67
22,T21,T21,Ernie Els,19,66.67
23,T21,T21,Derek Fathauer,25,66.67
24,T21,T21,Todd Hamilton,29,66.67
25,T21,T21,Charles Howell III,29,66.67
26,T21,T21,Davis Love III,27,66.67
27,T21,T21,Nick O'Hern,27,66.67
28,T21,T21,Steve Stricker,22,66.67
29,T21,T21,Brian Vranesh,20,66.67
30,31,31,Kevin Na,26,65.0
31,T32,T32,Sean O'Hair,23,64.71
32,T32,T32,Tim Petrovic,31,64.71
33,T32,T32,Nicholas Thompson,31,64.71
34,T35,T35,Ben Curtis,18,64.29
35,T35,T35,Jason Day,18,64.29
36,T37,T37,Brad Adamonis,25,63.64
37,T37,T37,Ángel Cabrera,17,63.64
38,T37,T37,Mark Calcavecchia,23,63.64
39,T40,T40,Chad Campbell,26,63.16
40,T40,T40,Chris DiMarco,29,63.16
41,T40,T40,Scott Verplank,24,63.16
42,T43,T43,Brendon de Jonge,29,62.5
43,T43,T43,Bob Estes,23,62.5
44,T43,T43,Rory Sabbatini,25,62.5
45,T43,T43,Adam Scott,19,62.5
46,T47,T47,Brian Gay,27,61.9
47,T47,T47,Zach Johnson,26,61.9
48,T47,T47,Kevin Sutherland,27,61.9
49,50,50,Dean Wilson,29,61.54
50,T51,T51,Tim Clark,23,61.11
51,T51,T51,Dustin Johnson,25,61.11
52,T53,T53,Stephen Ames,23,60.0
53,T53,T53,Paul Goydos,25,60.0
54,T53,T53,Greg Kraft,21,60.0
55,T53,T53,Cliff Kresge,28,60.0
56,T53,T53,Phil Mickelson,18,60.0
57,T53,T53,Pat Perez,22,60.0
58,T53,T53,John Senden,29,60.0
59,60,60,Hunter Mahan,25,59.09
60,61,61,Matt Kuchar,24,58.82
61,T62,T62,Jonathan Byrd,25,57.89
62,T62,T62,Jason Dufner,26,57.89
63,T62,T62,Jerry Kelly,26,57.89
64,T62,T62,Steve Marino,29,57.89
65,T62,T62,Y.E. Yang,23,57.89
66,T67,T67,David Mathis,27,57.14
67,T67,T67,Johnson Wagner,26,57.14
68,T67,T67,Mark Wilson,28,57.14
69,T70,T70,Alex Cejka,25,56.25
70,T70,T70,Bill Haas,29,56.25
71,T72,T72,Kris Blanks,20,55.56
72,T72,T72,Marc Leishman,28,55.56
73,T74,T74,Lucas Glover,26,55.0
74,T74,T74,Nathan Green,30,55.0
75,T74,T74,D.A. Points,29,55.0
76,T77,T77,Tommy Armour III,19,54.55
77,T77,T77,Aaron Baddeley,23,54.55
78,T77,T77,Martin Laird,24,54.55
79,T80,T80,Steve Flesch,27,53.85
80,T80,T80,Spencer Levin,25,53.85
81,T82,T82,Bill Lunde,27,53.33
82,T82,T82,George McNeill,26,53.33
83,T82,T82,Carl Pettersson,29,53.33
84,T82,T82,Vijay Singh,21,53.33
85,T86,T86,Harrison Frazar,28,52.94
86,T86,T86,Ryuji Imada,25,52.94
87,T86,T86,Brett Quigley,28,52.94
88,T86,T86,Boo Weekley,22,52.94
89,T90,T90,Scott McCarron,27,52.63
90,T90,T90,Mike Weir,24,52.63
91,92,92,Ted Purdy,30,52.38
92,93,93,Kenny Perry,24,52.17
93,T94,T94,Michael Allen,22,50.0
94,T94,T94,Mark Brooks,17,50.0
95,T94,T94,Greg Chalmers,26,50.0
96,T94,T94,Glen Day,26,50.0
97,T94,T94,Luke Donald,21,50.0
98,T94,T94,Steve Elkington,23,50.0
99,T94,T94,Bob Heintz,20,50.0
100,T94,T94,Tim Herron,27,50.0
101,T94,T94,Matt Jones,17,50.0
102,T94,T94,Justin Leonard,26,50.0
103,T94,T94,Tag Ridings,16,50.0
104,T94,T94,Scott Sterling,16,50.0
105,T94,T94,Kevin Streelman,29,50.0
106,T94,T94,David Toms,27,50.0
107,T94,T94,D.J. Trahan,30,50.0
108,T94,T94,Marc Turnesa,30,50.0
109,T110,T110,Woody Austin,24,47.06
110,T110,T110,Cameron Beckman,26,47.06
111,T110,T110,Troy Matteson,30,47.06
112,T110,T110,Chris Riley,22,47.06
113,T114,T114,Tom Pernice Jr.,26,46.67
114,T114,T114,Brandt Snedeker,26,46.67
115,T116,T116,Rich Beem,26,46.15
116,T116,T116,J.B. Holmes,25,46.15
117,T116,T116,Lee Janzen,23,46.15
118,T116,T116,Ryan Palmer,26,46.15
119,T116,T116,Jimmy Walker,24,46.15
120,T121,T121,Joe Durant,20,45.45
121,T121,T121,Patrick Sheehan,15,45.45
122,T123,T123,Brian Davis,32,45.0
123,T123,T123,Bo Van Pelt,30,45.0
124,T125,T125,Matt Bettencourt,31,44.44
125,T125,T125,Greg Owen,30,44.44
126,T125,T125,Aron Price,27,44.44
127,T125,T125,Charlie Wi,28,44.44
128,129,129,Chris Stroud,28,43.75
129,T130,T130,Padraig Harrington,20,42.86
130,T130,T130,Charley Hoffman,27,42.86
131,T130,T130,Michael Letzig,28,42.86
132,T130,T130,Steve Lowery,27,42.86
133,134,134,Jason Bohn,25,42.11
134,T135,T135,Peter Lonard,30,41.67
135,T135,T135,Jeff Maggert,28,41.67
136,T135,T135,Charles Warren,20,41.67
137,T138,T138,Freddie Jacobson,25,41.18
138,T138,T138,Rocco Mediate,22,41.18
139,T138,T138,Webb Simpson,30,41.18
140,T138,T138,Heath Slocum,30,41.18
141,T142,T142,Will MacKenzie,24,40.0
142,T142,T142,James Nitties,27,40.0
143,T142,T142,Scott Piercy,28,40.0
144,145,145,John Mallinger,27,38.89
145,T146,T146,Rod Pampling,23,38.46
146,T146,T146,Corey Pavin,23,38.46
147,T146,T146,Bubba Watson,24,38.46
148,T149,T149,Briny Baird,28,37.5
149,T149,T149,Anthony Kim,22,37.5
150,T149,T149,Vaughn Taylor,28,37.5
151,T152,T152,Parker McLachlin,25,36.36
152,T152,T152,Matt Weibring,22,36.36
153,T152,T152,Casey Wittenberg,25,36.36
154,T155,T155,Bryce Molder,21,35.71
155,T155,T155,Joe Ogilvie,29,35.71
156,T157,T157,Daniel Chopra,28,35.29
157,T157,T157,John Merrick,28,35.29
158,T157,T157,Geoff Ogilvy,20,35.29
159,T160,T160,Bart Bryant,17,33.33
160,T160,T160,Stewart Cink,22,33.33
161,T160,T160,David Duval,22,33.33
162,T160,T160,Retief Goosen,20,33.33
163,T160,T160,Tom Lehman,16,33.33
164,T160,T160,Rick Price,21,33.33
165,T160,T160,John Rollins,27,33.33
166,167,167,Jeff Overton,28,31.58
167,T168,T168,Jason Gore,24,30.77
168,T168,T168,Kent Jones,24,30.77
169,170,170,Robert Garrigus,25,29.41
170,171,171,Colt Knost,24,27.27
171,172,172,Billy Mayfair,28,25.0
172,173,173,Richard Johnson,26,23.53
173,174,174,Chez Reavie,27,23.08
174,T175,T175,Stuart Appleby,25,20.0
175,T175,T175,Leif Olson,21,20.0
176,T177,T177,Brad Faxon,23,16.67
177,T177,T177,Brendon Todd,21,16.67
178,179,179,Gary Woodland,18,14.29
179,180,180,Kirk Triplett,20,10.0
180,181,181,Jarrod Lyle,21,9.09
181,T182,T182,Brian Bateman,25,0.0
182,T182,T182,Darron Stiles,20,0.0
183,T182,T182,Peter Tomasulo,25,0.0
