,Tenth_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_1_Scoring_Average_AVG,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Steve Stricker,63.0,63,1
1,2,2,Sergio Garcia,65.0,65,1
2,3,3,Padraig Harrington,65.5,131,2
3,4,4,Bo Van Pelt,66.0,198,3
4,5,5,Camilo Villegas,67.0,67,1
5,6,6,Scott Verplank,67.67,203,3
6,7,7,Boo Weekley,67.83,407,6
7,T8,T8,Fred Couples,68.5,137,2
8,T8,T8,Bubba Watson,68.5,411,6
9,T10,T10,Steve Elkington,68.67,206,3
10,T10,T10,Kevin Stadler,68.67,206,3
11,12,12,Pat Perez,68.71,481,7
12,T13,T13,Briny Baird,69.0,207,3
13,T13,T13,Spencer Levin,69.0,483,7
14,T13,T13,Geoff Ogilvy,69.0,69,1
15,T13,T13,David Toms,69.0,207,3
16,T17,T17,Scott McCarron,69.2,346,5
17,T17,T17,Mike Weir,69.2,346,5
18,T19,T19,Greg Owen,69.29,485,7
19,T19,T19,Vaughn Taylor,69.29,485,7
20,21,21,Chris Riley,69.33,416,6
21,T22,T22,Greg Chalmers,69.5,556,8
22,T22,T22,Brian Gay,69.5,417,6
23,T22,T22,Phil Mickelson,69.5,139,2
24,T25,T25,K.J. Choi,69.6,348,5
25,T25,T25,Justin Rose,69.6,348,5
26,27,27,Jason Dufner,69.64,766,11
27,28,28,Steve Marino,69.67,627,9
28,T29,T29,Jonathan Byrd,69.75,558,8
29,T29,T29,Sean O'Hair,69.75,279,4
30,31,31,Ted Purdy,69.78,628,9
31,T32,T32,Robert Allenby,69.8,349,5
32,T32,T32,Brian Bateman,69.8,349,5
33,T32,T32,Todd Hamilton,69.8,349,5
34,T32,T32,Jerry Kelly,69.8,698,10
35,T36,T36,Mark Calcavecchia,69.83,419,6
36,T36,T36,Richard Johnson,69.83,419,6
37,T36,T36,Johnson Wagner,69.83,419,6
38,T36,T36,Nick Watney,69.83,419,6
39,40,40,Jason Gore,69.86,489,7
40,41,41,John Senden,69.9,699,10
41,T42,T42,Cameron Beckman,70.0,420,6
42,T42,T42,Lee Janzen,70.0,420,6
43,T42,T42,Dustin Johnson,70.0,280,4
44,T42,T42,Matt Jones,70.0,210,3
45,T42,T42,Darron Stiles,70.0,210,3
46,47,47,Y.E. Yang,70.17,421,6
47,T48,T48,Bart Bryant,70.2,351,5
48,T48,T48,Lucas Glover,70.2,351,5
49,T50,T50,Retief Goosen,70.25,281,4
50,T50,T50,Bob Heintz,70.25,281,4
51,T52,T52,Brad Adamonis,70.33,422,6
52,T52,T52,Michael Letzig,70.33,633,9
53,T52,T52,Chez Reavie,70.33,422,6
54,55,55,Matt Weibring,70.4,352,5
55,T56,T56,Nathan Green,70.5,423,6
56,T56,T56,Steve Lowery,70.5,423,6
57,T56,T56,David Mathis,70.5,282,4
58,T56,T56,Rocco Mediate,70.5,282,4
59,T56,T56,Rod Pampling,70.5,282,4
60,T61,T61,Colt Knost,70.57,494,7
61,T61,T61,Cliff Kresge,70.57,494,7
62,T63,T63,Chad Campbell,70.6,353,5
63,T63,T63,Bob Estes,70.6,706,10
64,T63,T63,Tim Herron,70.6,353,5
65,T63,T63,Freddie Jacobson,70.6,353,5
66,T63,T63,Bryce Molder,70.6,353,5
67,68,68,Kent Jones,70.63,565,8
68,T69,T69,Alex Cejka,70.67,424,6
69,T69,T69,Jason Day,70.67,212,3
70,T71,T71,Ben Crane,70.71,495,7
71,T71,T71,Kevin Streelman,70.71,495,7
72,T73,T73,Luke Donald,70.75,283,4
73,T73,T73,Zach Johnson,70.75,283,4
74,T73,T73,Rick Price,70.75,283,4
75,T73,T73,Heath Slocum,70.75,566,8
76,77,77,Charley Hoffman,70.82,779,11
77,T78,T78,John Merrick,70.83,425,6
78,T78,T78,Jay Williamson,70.83,425,6
79,T80,T80,Robert Garrigus,70.86,496,7
80,T80,T80,Aron Price,70.86,496,7
81,T80,T80,Mark Wilson,70.86,496,7
82,83,83,Ryan Palmer,70.88,567,8
83,84,84,Tim Petrovic,70.89,638,9
84,T85,T85,Brendon de Jonge,70.91,780,11
85,T85,T85,Nicholas Thompson,70.91,780,11
86,T87,T87,Kris Blanks,71.0,355,5
87,T87,T87,Stewart Cink,71.0,355,5
88,T87,T87,Matt Kuchar,71.0,426,6
89,T87,T87,Hunter Mahan,71.0,142,2
90,T87,T87,Ryan Moore,71.0,781,11
91,92,92,Michael Allen,71.11,640,9
92,T93,T93,Daniel Chopra,71.14,498,7
93,T93,T93,Dean Wilson,71.14,498,7
94,T95,T95,Ricky Barnes,71.17,427,6
95,T95,T95,Jeff Klauk,71.17,427,6
96,T95,T95,Jarrod Lyle,71.17,427,6
97,T95,T95,Brett Quigley,71.17,427,6
98,99,99,Davis Love III,71.2,356,5
99,T100,T100,Aaron Baddeley,71.25,285,4
100,T100,T100,Ian Poulter,71.25,285,4
101,T102,T102,D.J. Trahan,71.29,499,7
102,T102,T102,Casey Wittenberg,71.29,499,7
103,T104,T104,Andres Romero,71.33,214,3
104,T104,T104,Charles Warren,71.33,428,6
105,T104,T104,Charlie Wi,71.33,428,6
106,T107,T107,Chris DiMarco,71.38,571,8
107,T107,T107,Marc Leishman,71.38,571,8
108,T109,T109,John Rollins,71.4,714,10
109,T109,T109,Patrick Sheehan,71.4,357,5
110,T111,T111,J.B. Holmes,71.43,500,7
111,T111,T111,Tom Pernice Jr.,71.43,500,7
112,T111,T111,Gary Woodland,71.43,500,7
113,T114,T114,Harrison Frazar,71.5,429,6
114,T114,T114,Tom Lehman,71.5,143,2
115,116,116,Woody Austin,71.56,644,9
116,117,117,Kevin Na,71.6,358,5
117,T118,T118,Ken Duke,71.63,573,8
118,T118,T118,Troy Matteson,71.63,573,8
119,T120,T120,Mathew Goggin,71.67,430,6
120,T120,T120,Anthony Kim,71.67,215,3
121,T120,T120,John Mallinger,71.67,430,6
122,T120,T120,Tag Ridings,71.67,430,6
123,T124,T124,Charles Howell III,71.71,502,7
124,T124,T124,Jeff Quinney,71.71,502,7
125,T126,T126,Brian Davis,71.75,287,4
126,T126,T126,D.A. Points,71.75,287,4
127,128,128,Peter Tomasulo,71.8,359,5
128,129,129,Rory Sabbatini,71.86,503,7
129,130,130,Paul Goydos,71.88,575,8
130,T131,T131,Stephen Ames,72.0,504,7
131,T131,T131,Mark Brooks,72.0,432,6
132,T131,T131,Jim Furyk,72.0,216,3
133,T131,T131,J.J. Henry,72.0,432,6
134,T131,T131,Nick O'Hern,72.0,504,7
135,T131,T131,Kenny Perry,72.0,144,2
136,T131,T131,Kevin Sutherland,72.0,288,4
137,138,138,Jimmy Walker,72.07,1009,14
138,139,139,Jason Bohn,72.13,577,8
139,T140,T140,Matt Bettencourt,72.14,1010,14
140,T140,T140,Webb Simpson,72.14,505,7
141,142,142,Kirk Triplett,72.17,433,6
142,143,143,Brendon Todd,72.2,361,5
143,144,144,Steve Flesch,72.25,578,8
144,T145,T145,Rich Beem,72.33,434,6
145,T145,T145,Billy Mayfair,72.33,434,6
146,T145,T145,Parker McLachlin,72.33,217,3
147,148,148,Ángel Cabrera,72.4,362,5
148,149,149,Brian Vranesh,72.43,507,7
149,T150,T150,Stuart Appleby,72.5,290,4
150,T150,T150,Tommy Armour III,72.5,145,2
151,T150,T150,Bill Haas,72.5,290,4
152,153,153,David Duval,72.57,508,7
153,T154,T154,Joe Durant,72.6,363,5
154,T154,T154,Chris Stroud,72.6,363,5
155,156,156,Marc Turnesa,72.67,436,6
156,T157,T157,Ben Curtis,72.75,291,4
157,T157,T157,Glen Day,72.75,582,8
158,T157,T157,Brad Faxon,72.75,291,4
159,T157,T157,Jeff Overton,72.75,291,4
160,161,161,James Nitties,72.86,510,7
161,162,162,Brandt Snedeker,72.88,583,8
162,163,163,Adam Scott,73.0,219,3
163,164,164,Bill Lunde,73.14,512,7
164,165,165,Scott Piercy,73.33,220,3
165,T166,T166,Tim Clark,73.5,294,4
166,T166,T166,Joe Ogilvie,73.5,147,2
167,168,168,Greg Kraft,73.6,368,5
168,169,169,Jeff Maggert,73.67,442,6
169,170,170,Peter Lonard,73.71,516,7
170,171,171,Carl Pettersson,73.75,590,8
171,T172,T172,Ernie Els,74.0,148,2
172,T172,T172,Ryuji Imada,74.0,370,5
173,T172,T172,Justin Leonard,74.0,148,2
174,T172,T172,Corey Pavin,74.0,444,6
175,176,176,Derek Fathauer,74.14,519,7
176,177,177,Leif Olson,74.4,372,5
177,T178,T178,Will MacKenzie,74.67,224,3
178,T178,T178,Scott Sterling,74.67,224,3
179,180,180,Eric Axley,74.71,523,7
180,T181,T181,Martin Laird,75.0,75,1
181,T181,T181,George McNeill,75.0,75,1
