,25_Final_Round_Performance_RANK THIS WEEK,25_Final_Round_Performance_RANK LAST WEEK,25_Final_Round_Performance_PLAYER NAME,25_Final_Round_Performance_EVENTS,25_Final_Round_Performance_% TIMES IMPROVED,25_Final_Round_Performance_# OF TIMES IMPROVED
36,T30,T30,Rory Sabbatini,25,75.0,6.0
37,T30,T30,Adam Scott,19,75.0,3.0
38,T39,T39,Tim Petrovic,31,72.7,8.0
39,T39,T39,Nicholas Thompson,31,72.7,8.0
40,T41,T41,Aaron Baddeley,23,71.4,5.0
41,T41,T41,Jason Day,18,71.4,5.0
42,T41,T41,J.J. Henry,28,71.4,10.0
43,T41,T41,Marc Leishman,28,71.4,5.0
44,T41,T41,Nick O'Hern,27,71.4,10.0
45,T41,T41,Scott Piercy,28,71.4,5.0
46,T41,T41,Scott Sterling,16,71.4,5.0
47,T48,T48,Troy Matteson,30,70.0,7.0
48,T48,T48,Carl Pettersson,29,70.0,7.0
49,T50,T50,Eric Axley,30,66.7,4.0
50,T50,T50,Briny Baird,28,66.7,4.0
51,T50,T50,Kris Blanks,20,66.7,4.0
52,T50,T50,Ángel Cabrera,17,66.7,4.0
53,T50,T50,Glen Day,26,66.7,6.0
54,T50,T50,Bob Estes,23,66.7,6.0
55,T50,T50,Derek Fathauer,25,66.7,4.0
56,T50,T50,Jim Furyk,23,66.7,6.0
57,T50,T50,Brian Gay,27,66.7,10.0
58,T50,T50,Bill Haas,29,66.7,4.0
59,T50,T50,Greg Kraft,21,66.7,2.0
60,T50,T50,Chris Riley,22,66.7,8.0
61,T50,T50,Andres Romero,20,66.7,6.0
62,T50,T50,Brian Vranesh,20,66.7,4.0
63,T50,T50,Johnson Wagner,26,66.7,8.0
64,T50,T50,Boo Weekley,22,66.7,8.0
65,T66,T66,Nathan Green,30,64.3,9.0
66,T66,T66,Ted Purdy,30,64.3,9.0
67,T68,T68,Brad Adamonis,25,63.6,7.0
68,T68,T68,Hunter Mahan,25,63.6,7.0
69,T68,T68,David Mathis,27,63.6,7.0
70,T68,T68,Vijay Singh,21,63.6,7.0
71,T68,T68,Scott Verplank,24,63.6,7.0
72,T68,T68,Y.E. Yang,23,63.6,7.0
73,T74,T74,Michael Allen,22,62.5,5.0
74,T74,T74,Rich Beem,26,62.5,5.0
75,T74,T74,Mark Brooks,17,62.5,5.0
76,T74,T74,Tag Ridings,16,62.5,5.0
77,T74,T74,John Senden,29,62.5,5.0
78,T79,T79,Chad Campbell,26,61.5,8.0
79,T79,T79,D.A. Points,29,61.5,8.0
80,T81,T81,Alex Cejka,25,60.0,6.0
81,T81,T81,Greg Chalmers,26,60.0,6.0
82,T81,T81,Chris DiMarco,29,60.0,9.0
83,T81,T81,Steve Elkington,23,60.0,6.0
84,T81,T81,Paul Goydos,25,60.0,6.0
85,T81,T81,Jerry Kelly,26,60.0,6.0
86,T81,T81,Jeff Maggert,28,60.0,3.0
87,T81,T81,Sean O'Hair,23,60.0,3.0
88,T81,T81,Pat Perez,22,60.0,6.0
89,T81,T81,Brett Quigley,28,60.0,6.0
90,T81,T81,Nick Watney,24,60.0,6.0
91,T81,T81,Matt Weibring,22,60.0,3.0
92,T81,T81,Mike Weir,24,60.0,6.0
93,T94,T94,Cameron Beckman,26,58.3,7.0
94,T94,T94,Michael Letzig,28,58.3,7.0
95,T96,T96,Mark Calcavecchia,23,57.1,4.0
96,T96,T96,Joe Durant,20,57.1,4.0
97,T96,T96,Lucas Glover,26,57.1,4.0
98,T96,T96,Bob Heintz,20,57.1,4.0
99,T96,T96,Scott McCarron,27,57.1,8.0
100,T96,T96,Phil Mickelson,18,57.1,4.0
101,T96,T96,Joe Ogilvie,29,57.1,4.0
102,T96,T96,Bubba Watson,24,57.1,4.0
103,T104,T104,Tommy Armour III,19,55.6,5.0
104,T104,T104,Woody Austin,24,55.6,5.0
105,T104,T104,Jason Dufner,26,55.6,5.0
106,T104,T104,Steve Flesch,27,55.6,5.0
107,T104,T104,Lee Janzen,23,55.6,5.0
108,T104,T104,Spencer Levin,25,55.6,5.0
109,T104,T104,Bill Lunde,27,55.6,5.0
110,T104,T104,Corey Pavin,23,55.6,5.0
111,T104,T104,Patrick Sheehan,15,55.6,5.0
112,T104,T104,Marc Turnesa,30,55.6,5.0
113,T104,T104,Bo Van Pelt,30,55.6,5.0
114,T115,T115,Harrison Frazar,28,54.5,6.0
115,T115,T115,Greg Owen,30,54.5,6.0
116,T115,T115,Chris Stroud,28,54.5,6.0
117,T115,T115,D.J. Trahan,30,54.5,6.0
118,119,119,Ryuji Imada,25,53.8,7.0
119,T120,T120,Fred Couples,16,50.0,3.0
120,T120,T120,Robert Garrigus,25,50.0,5.0
121,T120,T120,Padraig Harrington,20,50.0,2.0
122,T120,T120,Zach Johnson,26,50.0,2.0
123,T120,T120,Matt Jones,17,50.0,5.0
124,T120,T120,Martin Laird,24,50.0,3.0
125,T120,T120,Justin Leonard,26,50.0,5.0
126,T120,T120,Steve Lowery,27,50.0,6.0
127,T120,T120,Will MacKenzie,24,50.0,2.0
128,T120,T120,Ryan Palmer,26,50.0,4.0
129,T120,T120,Aron Price,27,50.0,7.0
130,T120,T120,Kevin Streelman,29,50.0,7.0
131,T120,T120,David Toms,27,50.0,5.0
132,T120,T120,Jimmy Walker,24,50.0,5.0
133,T120,T120,Charles Warren,20,50.0,4.0
134,135,135,Rocco Mediate,22,46.7,7.0
135,T136,T136,John Mallinger,27,45.5,5.0
136,T136,T136,Kevin Na,26,45.5,5.0
137,T136,T136,Kenny Perry,24,45.5,5.0
138,T139,T139,Charley Hoffman,27,44.4,4.0
139,T139,T139,Heath Slocum,30,44.4,4.0
140,T139,T139,Charlie Wi,28,44.4,4.0
141,T142,T142,J.B. Holmes,25,42.9,3.0
142,T142,T142,Brandt Snedeker,26,42.9,3.0
143,144,144,Jason Bohn,25,41.7,5.0
144,T145,T145,Bryce Molder,21,40.0,2.0
145,T145,T145,Webb Simpson,30,40.0,4.0
146,T145,T145,Vaughn Taylor,28,40.0,4.0
147,148,148,Matt Bettencourt,31,38.5,5.0
148,T149,T149,Stewart Cink,22,37.5,3.0
149,T149,T149,Colt Knost,24,37.5,3.0
150,T149,T149,Tom Lehman,16,37.5,3.0
151,T149,T149,Casey Wittenberg,25,37.5,3.0
152,T153,T153,Peter Lonard,30,36.4,4.0
153,T153,T153,John Merrick,28,36.4,4.0
154,T155,T155,Daniel Chopra,28,33.3,3.0
155,T155,T155,Retief Goosen,20,33.3,2.0
156,T155,T155,Kent Jones,24,33.3,3.0
157,T155,T155,Geoff Ogilvy,20,33.3,2.0
158,T155,T155,Tom Pernice Jr.,26,33.3,4.0
159,T155,T155,Rick Price,21,33.3,2.0
160,T155,T155,Steve Stricker,22,33.3,1.0
161,T162,T162,Bart Bryant,17,30.0,3.0
162,T162,T162,Freddie Jacobson,25,30.0,3.0
163,T164,T164,Parker McLachlin,25,28.6,2.0
164,T164,T164,James Nitties,27,28.6,2.0
165,166,166,Jason Gore,24,27.3,3.0
166,T167,T167,Stuart Appleby,25,25.0,3.0
167,T167,T167,Brian Davis,32,25.0,3.0
168,T167,T167,Anthony Kim,22,25.0,2.0
169,T167,T167,Billy Mayfair,28,25.0,2.0
170,T171,T171,Richard Johnson,26,22.2,2.0
171,T171,T171,Jeff Overton,28,22.2,2.0
172,T173,T173,David Duval,22,20.0,1.0
173,T173,T173,Chez Reavie,27,20.0,2.0
174,T173,T173,Gary Woodland,18,20.0,1.0
175,176,176,John Rollins,27,18.2,2.0
176,177,177,Brad Faxon,23,16.7,1.0
177,178,178,Kirk Triplett,20,14.3,1.0
178,179,179,Jarrod Lyle,21,12.5,1.0
179,T180,T180,Brian Bateman,25,0.0,
180,T180,T180,Leif Olson,21,0.0,
181,T180,T180,Darron Stiles,20,0.0,
182,T180,T180,Brendon Todd,21,0.0,
183,T180,T180,Peter Tomasulo,25,0.0,
