,Front_9_Round_3_Scoring_Average_RANK THIS WEEK,Front_9_Round_3_Scoring_Average_RANK LAST WEEK,Front_9_Round_3_Scoring_Average_PLAYER NAME,Front_9_Round_3_Scoring_Average_AVG,Front_9_Round_3_Scoring_Average_TOTAL STROKES,Front_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,George McNeill,34.0,510,15
1,T2,T2,Fred Couples,34.09,375,11
2,T2,T2,Joe Durant,34.09,375,11
3,4,4,Brendon Todd,34.17,205,6
4,5,5,Zach Johnson,34.19,718,21
5,6,6,Greg Kraft,34.2,171,5
6,7,7,Steve Stricker,34.22,616,18
7,8,8,Briny Baird,34.25,548,16
8,T9,T9,Lucas Glover,34.35,687,20
9,T9,T9,Justin Leonard,34.35,687,20
10,T11,T11,Tim Clark,34.39,619,18
11,T11,T11,Marc Leishman,34.39,619,18
12,13,13,Tiger Woods,34.47,517,15
13,14,14,Leif Olson,34.5,207,6
14,15,15,Brandt Snedeker,34.53,518,15
15,16,16,David Toms,34.55,760,22
16,17,17,Charlie Wi,34.56,622,18
17,18,18,Bill Lunde,34.6,519,15
18,T19,T19,Jeff Klauk,34.65,693,20
19,T19,T19,Webb Simpson,34.65,589,17
20,21,21,Michael Allen,34.67,520,15
21,T22,T22,Matt Bettencourt,34.68,659,19
22,T22,T22,Jerry Kelly,34.68,659,19
23,T24,T24,Bryce Molder,34.71,486,14
24,T24,T24,Darron Stiles,34.71,243,7
25,26,26,Davis Love III,34.74,660,19
26,27,27,Adam Scott,34.75,278,8
27,28,28,Chris Riley,34.76,591,17
28,29,29,J.B. Holmes,34.77,452,13
29,T30,T30,Nick O'Hern,34.78,626,18
30,T30,T30,Kenny Perry,34.78,800,23
31,32,32,Corey Pavin,34.79,487,14
32,33,33,Scott Piercy,34.8,522,15
33,34,34,Brian Davis,34.81,731,21
34,T35,T35,Charley Hoffman,34.82,766,22
35,T35,T35,Geoff Ogilvy,34.82,592,17
36,37,37,Jason Bohn,34.84,662,19
37,38,38,Kevin Stadler,34.85,453,13
38,T39,T39,David Duval,34.86,244,7
39,T39,T39,Justin Rose,34.86,488,14
40,41,41,Stephen Ames,34.87,523,15
