,6-10_Final_Round_Performance_RANK THIS WEEK,6-10_Final_Round_Performance_RANK LAST WEEK,6-10_Final_Round_Performance_PLAYER NAME,6-10_Final_Round_Performance_EVENTS,6-10_Final_Round_Performance_% TIMES IMPROVED,6-10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Woody Austin,24,100.0,2.0
1,T1,T1,Kris Blanks,20,100.0,1.0
2,T1,T1,Jason Bohn,25,100.0,1.0
3,T1,T1,Greg Chalmers,26,100.0,1.0
4,T1,T1,Daniel Chopra,28,100.0,1.0
5,T1,T1,Fred Couples,16,100.0,1.0
6,T1,T1,Ben Curtis,18,100.0,1.0
7,T1,T1,Brian Davis,32,100.0,2.0
8,T1,T1,Sergio Garcia,17,100.0,1.0
9,T1,T1,Mathew Goggin,26,100.0,1.0
10,T1,T1,Bob Heintz,20,100.0,1.0
11,T1,T1,J.B. Holmes,25,100.0,1.0
12,T1,T1,Charles Howell III,29,100.0,1.0
13,T1,T1,Hunter Mahan,25,100.0,2.0
14,T1,T1,John Mallinger,27,100.0,1.0
15,T1,T1,Billy Mayfair,28,100.0,1.0
16,T1,T1,Phil Mickelson,18,100.0,1.0
17,T1,T1,Kevin Na,26,100.0,5.0
18,T1,T1,Rod Pampling,23,100.0,1.0
19,T1,T1,Pat Perez,22,100.0,1.0
20,T1,T1,Tom Pernice Jr.,26,100.0,1.0
21,T1,T1,Brett Quigley,28,100.0,1.0
22,T1,T1,Adam Scott,19,100.0,1.0
23,T1,T1,Heath Slocum,30,100.0,2.0
24,T1,T1,Steve Stricker,22,100.0,3.0
25,T1,T1,Vaughn Taylor,28,100.0,1.0
26,T1,T1,Nicholas Thompson,31,100.0,1.0
27,T1,T1,Tiger Woods,17,100.0,3.0
28,29,29,Ryan Moore,27,75.0,3.0
29,T30,T30,Ben Crane,27,66.7,2.0
30,T30,T30,Jason Dufner,26,66.7,2.0
31,T30,T30,Jim Furyk,23,66.7,2.0
32,T30,T30,Lucas Glover,26,66.7,2.0
33,34,34,David Toms,27,60.0,3.0
34,T35,T35,Robert Allenby,21,50.0,1.0
35,T35,T35,Mark Calcavecchia,23,50.0,1.0
36,T35,T35,Stewart Cink,22,50.0,1.0
37,T35,T35,Tim Clark,23,50.0,1.0
38,T35,T35,Luke Donald,21,50.0,2.0
39,T35,T35,Bill Haas,29,50.0,1.0
40,T35,T35,J.J. Henry,28,50.0,1.0
41,T35,T35,Zach Johnson,26,50.0,2.0
42,T35,T35,Richard Johnson,26,50.0,1.0
43,T35,T35,Jerry Kelly,26,50.0,2.0
