,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
0,T1,T1,Troy Matteson,95,28
1,T1,T1,Nick O'Hern,90,28
2,T1,T1,Pat Perez,74,28
3,T4,T4,Jonathan Byrd,89,29
4,T4,T4,Bill Haas,91,29
5,T4,T4,J.J. Henry,97,29
6,T4,T4,Marc Leishman,91,29
7,T4,T4,Joe Ogilvie,85,29
8,T4,T4,Tag Ridings,50,29
9,T4,T4,Kevin Streelman,97,29
10,T4,T4,Steve Stricker,81,29
11,T4,T4,Mike Weir,85,29
12,T13,T13,Briny Baird,89,30
13,T13,T13,Cameron Beckman,87,30
14,T13,T13,Matt Bettencourt,98,30
15,T13,T13,Kris Blanks,60,30
16,T13,T13,Jason Bohn,88,30
17,T13,T13,Mark Calcavecchia,72,30
18,T13,T13,Chad Campbell,90,30
19,T13,T13,Greg Chalmers,85,30
20,T13,T13,Daniel Chopra,89,30
21,T13,T13,Fred Couples,54,30
22,T13,T13,Glen Day,79,30
23,T13,T13,Luke Donald,79,30
24,T13,T13,Jason Dufner,90,30
25,T13,T13,Harrison Frazar,93,30
26,T13,T13,Brian Gay,96,30
27,T13,T13,Lucas Glover,93,30
28,T13,T13,Paul Goydos,79,30
29,T13,T13,Padraig Harrington,66,30
30,T13,T13,Charley Hoffman,97,30
31,T13,T13,Freddie Jacobson,83,30
32,T13,T13,Lee Janzen,74,30
33,T13,T13,Zach Johnson,94,30
34,T13,T13,Richard Johnson,85,30
35,T13,T13,Dustin Johnson,85,30
36,T13,T13,Jerry Kelly,90,30
37,T13,T13,Cliff Kresge,78,30
38,T13,T13,Matt Kuchar,82,30
39,T13,T13,Martin Laird,72,30
40,T13,T13,Justin Leonard,95,30
41,T13,T13,Spencer Levin,75,30
42,T13,T13,Jarrod Lyle,65,30
43,T13,T13,Jeff Maggert,79,30
44,T13,T13,Hunter Mahan,94,30
45,T13,T13,John Mallinger,90,30
46,T13,T13,Steve Marino,98,30
47,T13,T13,David Mathis,82,30
48,T13,T13,John Merrick,91,30
49,T13,T13,Phil Mickelson,66,30
50,T13,T13,Bryce Molder,69,30
51,T13,T13,Geoff Ogilvy,78,30
52,T13,T13,D.A. Points,99,30
53,T13,T13,Rick Price,54,30
54,T13,T13,Chris Riley,77,30
55,T13,T13,Andres Romero,58,30
56,T13,T13,Adam Scott,53,30
57,T13,T13,Patrick Sheehan,51,30
58,T13,T13,Nicholas Thompson,96,30
59,T13,T13,D.J. Trahan,96,30
60,T13,T13,Bo Van Pelt,100,30
61,T13,T13,Bubba Watson,73,30
62,T13,T13,Boo Weekley,79,30
63,T13,T13,Charlie Wi,92,30
64,T13,T13,Casey Wittenberg,71,30
65,T13,T13,Tiger Woods,64,30
66,T67,T67,Brad Adamonis,70,31
67,T67,T67,Robert Allenby,71,31
68,T67,T67,Stephen Ames,77,31
69,T67,T67,Stuart Appleby,79,31
70,T67,T67,Tommy Armour III,58,31
71,T67,T67,Woody Austin,84,31
72,T67,T67,Eric Axley,71,31
73,T67,T67,Aaron Baddeley,66,31
74,T67,T67,Brian Bateman,55,31
75,T67,T67,Rich Beem,77,31
76,T67,T67,Bart Bryant,58,31
77,T67,T67,Ángel Cabrera,55,31
78,T67,T67,Alex Cejka,82,31
79,T67,T67,Tim Clark,81,31
80,T67,T67,Ben Crane,93,31
81,T67,T67,Brian Davis,103,31
82,T67,T67,Jason Day,61,31
83,T67,T67,Brendon de Jonge,90,31
84,T67,T67,Chris DiMarco,97,31
85,T67,T67,Ken Duke,87,31
86,T67,T67,David Duval,56,31
87,T67,T67,Derek Fathauer,63,31
88,T67,T67,Brad Faxon,59,31
89,T67,T67,Steve Flesch,77,31
90,T67,T67,Jim Furyk,86,31
91,T67,T67,Sergio Garcia,59,31
92,T67,T67,Robert Garrigus,83,31
93,T67,T67,Retief Goosen,74,31
94,T67,T67,Jason Gore,74,31
95,T67,T67,Bob Heintz,59,31
96,T67,T67,Tim Herron,87,31
