,Front_9_Par_3_Scoring_Average_RANK THIS WEEK,Front_9_Par_3_Scoring_Average_RANK LAST WEEK,Front_9_Par_3_Scoring_Average_PLAYER NAME,Front_9_Par_3_Scoring_Average_ROUNDS,Front_9_Par_3_Scoring_Average_AVG,Front_9_Par_3_Scoring_Average_TOTAL STROKES,Front_9_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Phil Mickelson,66,2.95,372,126
1,T2,T2,Jason Day,61,2.96,361,122
2,T2,T2,Kevin Na,91,2.96,550,186
3,T2,T2,Vaughn Taylor,88,2.96,521,176
4,T5,T5,Nick O'Hern,90,2.97,547,184
5,T5,T5,Scott Sterling,51,2.97,315,106
6,T7,T7,Kris Blanks,60,2.98,369,124
7,T7,T7,Tom Pernice Jr.,82,2.98,501,168
8,T7,T7,Tiger Woods,64,2.98,369,124
9,T10,T10,Lee Janzen,74,2.99,454,152
10,T10,T10,Matt Jones,56,2.99,347,116
11,T10,T10,Davis Love III,89,2.99,520,174
12,T13,T13,James Nitties,86,3.0,516,172
13,T13,T13,Tag Ridings,50,3.0,312,104
14,T13,T13,Jimmy Walker,74,3.0,450,150
15,T16,T16,Steve Elkington,70,3.01,433,144
16,T16,T16,J.J. Henry,97,3.01,583,194
17,T16,T16,Tim Herron,87,3.01,535,178
18,T16,T16,Ryuji Imada,85,3.01,511,170
19,T16,T16,Michael Letzig,96,3.01,589,196
20,T16,T16,John Mallinger,90,3.01,554,184
21,T16,T16,Kenny Perry,92,3.01,547,182
22,T16,T16,Patrick Sheehan,51,3.01,313,104
23,T16,T16,Nick Watney,86,3.01,518,172
24,T16,T16,Mike Weir,85,3.01,505,168
25,T16,T16,Jay Williamson,69,3.01,428,142
26,T16,T16,Casey Wittenberg,71,3.01,440,146
27,T28,T28,Cameron Beckman,87,3.02,537,178
28,T28,T28,Alex Cejka,82,3.02,495,164
29,T28,T28,David Duval,56,3.02,338,112
30,T28,T28,Jeff Klauk,97,3.02,597,198
31,T28,T28,Corey Pavin,73,3.02,453,150
32,T28,T28,D.A. Points,99,3.02,597,198
33,T28,T28,Chris Riley,77,3.02,477,158
34,T28,T28,Bo Van Pelt,100,3.02,617,204
35,T28,T28,Charles Warren,63,3.02,386,128
36,T28,T28,Dean Wilson,81,3.02,496,164
37,T28,T28,Mark Wilson,99,3.02,610,202
38,T39,T39,Michael Allen,73,3.03,442,146
39,T39,T39,Mark Brooks,55,3.03,345,114
40,T39,T39,Chris DiMarco,97,3.03,593,196
41,T39,T39,Zach Johnson,94,3.03,557,184
42,T39,T39,Richard Johnson,85,3.03,515,170
43,T39,T39,Spencer Levin,75,3.03,467,154
44,T39,T39,Scott McCarron,91,3.03,552,182
45,T39,T39,Greg Owen,97,3.03,588,194
46,T39,T39,Pat Perez,74,3.03,437,144
47,T39,T39,Scott Piercy,85,3.03,521,172
48,T39,T39,Rick Price,54,3.03,333,110
49,T39,T39,Jeff Quinney,78,3.03,485,160
50,T39,T39,Justin Rose,71,3.03,424,140
51,T39,T39,Kevin Stadler,65,3.03,406,134
52,T39,T39,Steve Stricker,81,3.03,478,158
53,T39,T39,Kevin Sutherland,96,3.03,575,190
54,T39,T39,David Toms,98,3.03,593,196
55,T56,T56,Robert Allenby,71,3.04,425,140
56,T56,T56,Harrison Frazar,93,3.04,577,190
57,T56,T56,Jim Furyk,86,3.04,504,166
58,T56,T56,Matt Kuchar,82,3.04,499,164
59,T56,T56,Justin Leonard,95,3.04,554,182
60,T56,T56,Steve Marino,98,3.04,595,196
61,T56,T56,George McNeill,82,3.04,511,168
62,T56,T56,Bryce Molder,69,3.04,420,138
63,T56,T56,Chez Reavie,81,3.04,493,162
64,T56,T56,Vijay Singh,71,3.04,419,138
65,T56,T56,Darron Stiles,52,3.04,322,106
66,T67,T67,Briny Baird,89,3.05,543,178
67,T67,T67,K.J. Choi,65,3.05,390,128
68,T67,T67,Stewart Cink,79,3.05,445,146
69,T67,T67,Ben Curtis,63,3.05,378,124
70,T67,T67,Robert Garrigus,83,3.05,507,166
71,T67,T67,Lucas Glover,93,3.05,567,186
72,T67,T67,Jarrod Lyle,65,3.05,397,130
73,T67,T67,Hunter Mahan,94,3.05,561,184
74,T67,T67,Billy Mayfair,83,3.05,507,166
75,T67,T67,John Merrick,91,3.05,556,182
76,T67,T67,Sean O'Hair,80,3.05,464,152
77,T67,T67,Jeff Overton,92,3.05,562,184
78,T67,T67,Aron Price,89,3.05,555,182
