,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
89,T88,T88,Brett Quigley,92,35.4,3257,92
90,T91,T91,Lee Janzen,74,35.41,2620,74
91,T91,T91,George McNeill,82,35.41,2904,82
92,T91,T91,Tim Petrovic,97,35.41,3435,97
93,T91,T91,Scott Sterling,51,35.41,1806,51
94,T95,T95,Joe Durant,62,35.42,2196,62
95,T95,T95,Sean O'Hair,80,35.42,2692,76
96,97,97,Jarrod Lyle,65,35.43,2303,65
97,T98,T98,Briny Baird,89,35.44,3154,89
98,T98,T98,Alex Cejka,82,35.44,2906,82
99,T98,T98,Tom Pernice Jr.,82,35.44,2906,82
100,T98,T98,Bubba Watson,73,35.44,2587,73
101,T102,T102,Woody Austin,84,35.45,2978,84
102,T102,T102,Kirk Triplett,60,35.45,2127,60
103,104,104,Robert Garrigus,83,35.46,2943,83
104,105,105,Justin Rose,71,35.47,2483,70
105,106,106,Johnson Wagner,81,35.48,2874,81
106,T107,T107,Andres Romero,58,35.49,2023,57
107,T107,T107,Nicholas Thompson,96,35.49,3407,96
108,T109,T109,Tommy Armour III,58,35.5,2059,58
109,T109,T109,Steve Elkington,70,35.5,2485,70
110,T111,T111,Nick O'Hern,90,35.51,3196,90
111,T111,T111,Brandt Snedeker,81,35.51,2876,81
112,113,113,John Rollins,92,35.52,3268,92
113,T114,T114,Mark Brooks,55,35.53,1954,55
114,T114,T114,Chris DiMarco,97,35.53,3446,97
115,T114,T114,Heath Slocum,95,35.53,3375,95
116,117,117,Charles Howell III,99,35.54,3518,99
117,118,118,Aron Price,89,35.55,3164,89
118,T119,T119,Ken Duke,87,35.57,3095,87
119,T119,T119,Martin Laird,72,35.57,2561,72
120,T119,T119,John Mallinger,90,35.57,3201,90
121,T122,T122,Brendon de Jonge,90,35.58,3202,90
122,T122,T122,Ernie Els,70,35.58,2348,66
123,T122,T122,Paul Goydos,79,35.58,2811,79
124,T122,T122,Scott Piercy,85,35.58,3024,85
125,T122,T122,Casey Wittenberg,71,35.58,2526,71
126,T127,T127,Robert Allenby,71,35.59,2491,70
127,T127,T127,Brian Davis,103,35.59,3666,103
128,T129,T129,Daniel Chopra,89,35.61,3169,89
129,T129,T129,Glen Day,79,35.61,2813,79
130,T129,T129,Steve Flesch,77,35.61,2742,77
131,T129,T129,Tim Herron,87,35.61,3098,87
132,T129,T129,Colt Knost,71,35.61,2528,71
133,T129,T129,Rocco Mediate,79,35.61,2813,79
134,T129,T129,Boo Weekley,79,35.61,2742,77
135,136,136,Chez Reavie,81,35.64,2887,81
136,T137,T137,Brian Bateman,55,35.65,1961,55
137,T137,T137,James Nitties,86,35.65,3066,86
138,T137,T137,Jeff Overton,92,35.65,3280,92
139,T140,T140,Matt Bettencourt,98,35.67,3496,98
140,T140,T140,Kevin Sutherland,96,35.67,3389,95
141,T140,T140,Dean Wilson,81,35.67,2889,81
142,T143,T143,Phil Mickelson,66,35.68,2248,63
143,T143,T143,Gary Woodland,53,35.68,1891,53
144,T145,T145,Ricky Barnes,67,35.69,2391,67
145,T145,T145,Bob Estes,78,35.69,2784,78
146,T145,T145,Steve Lowery,83,35.69,2962,83
147,148,148,Peter Lonard,86,35.7,3070,86
148,T149,T149,Brad Adamonis,70,35.71,2500,70
149,T149,T149,Ryan Palmer,78,35.71,2785,78
150,T151,T151,Jeff Klauk,97,35.73,3466,97
151,T151,T151,Brian Vranesh,51,35.73,1822,51
152,T153,T153,Nathan Green,104,35.74,3717,104
153,T153,T153,Jeff Quinney,78,35.74,2788,78
154,T155,T155,Stewart Cink,79,35.75,2610,73
155,T155,T155,Ryuji Imada,85,35.75,3039,85
156,157,157,Jimmy Walker,74,35.76,2646,74
157,158,158,Jay Williamson,69,35.78,2469,69
158,T159,T159,Will MacKenzie,69,35.83,2472,69
159,T159,T159,Vijay Singh,71,35.83,2472,69
160,161,161,Bart Bryant,58,35.84,2079,58
161,162,162,Kent Jones,73,35.88,2619,73
162,163,163,Billy Mayfair,83,35.92,2981,83
163,164,164,Aaron Baddeley,66,35.95,2337,65
164,T165,T165,Derek Fathauer,63,35.98,2267,63
165,T165,T165,Todd Hamilton,83,35.98,2986,83
166,167,167,Carl Pettersson,86,35.99,3095,86
167,168,168,Leif Olson,51,36.02,1837,51
168,T169,T169,K.J. Choi,65,36.03,2306,64
169,T169,T169,Peter Tomasulo,61,36.03,2198,61
170,171,171,Darron Stiles,52,36.04,1874,52
171,172,172,J.B. Holmes,74,36.05,2668,74
172,173,173,Mark Calcavecchia,72,36.06,2596,72
173,174,174,Ben Curtis,63,36.08,2237,62
174,175,175,Stuart Appleby,79,36.13,2818,78
175,T176,T176,Parker McLachlin,71,36.14,2566,71
176,T176,T176,Marc Turnesa,77,36.14,2783,77
177,178,178,Brendon Todd,53,36.19,1918,53
178,179,179,David Duval,56,36.3,2033,56
179,180,180,Brad Faxon,59,36.32,2143,59
180,181,181,Rick Price,54,36.39,1965,54
181,182,182,Adam Scott,53,36.44,1895,52
182,183,183,Greg Kraft,51,36.51,1862,51
183,184,184,Eric Axley,71,36.65,2602,71
