,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,64,34.31,2127,62
1,2,2,Steve Stricker,81,34.66,2738,79
2,T3,T3,Zach Johnson,94,34.78,3200,92
3,T3,T3,Tag Ridings,50,34.78,1739,50
4,T3,T3,David Toms,98,34.78,3408,98
5,6,6,Tim Clark,81,34.85,2718,78
6,T7,T7,Jim Furyk,86,34.92,2898,83
7,T7,T7,Steve Marino,98,34.92,3422,98
8,T7,T7,John Senden,100,34.92,3492,100
9,10,10,Jonathan Byrd,89,34.93,3109,89
10,11,11,Spencer Levin,75,34.96,2622,75
11,12,12,Scott Verplank,88,34.98,3078,88
12,13,13,Dustin Johnson,85,34.99,2939,84
13,14,14,Greg Chalmers,85,35.01,2976,85
14,T15,T15,Justin Leonard,95,35.02,3187,91
15,T15,T15,Y.E. Yang,83,35.02,2907,83
16,T17,T17,Bill Haas,91,35.03,3188,91
17,T17,T17,Ryan Moore,89,35.03,3118,89
18,T19,T19,Matt Jones,56,35.04,1962,56
19,T19,T19,Joe Ogilvie,85,35.04,2978,85
20,T21,T21,Jason Day,61,35.05,2138,61
21,T21,T21,Harrison Frazar,93,35.05,3260,93
22,23,23,Bob Heintz,59,35.07,2069,59
23,T24,T24,D.A. Points,99,35.08,3473,99
24,T24,T24,Patrick Sheehan,51,35.08,1789,51
25,26,26,Chad Campbell,90,35.09,3158,90
26,T27,T27,Matt Kuchar,82,35.1,2878,82
27,T27,T27,Hunter Mahan,94,35.1,3229,92
28,T29,T29,Brian Gay,96,35.11,3371,96
29,T29,T29,Jerry Kelly,90,35.11,3160,90
30,T29,T29,Mike Weir,85,35.11,2949,84
31,32,32,Bill Lunde,83,35.12,2915,83
32,33,33,Ben Crane,93,35.13,3267,93
33,34,34,Geoff Ogilvy,78,35.14,2530,72
34,35,35,Ángel Cabrera,55,35.15,1898,54
35,T36,T36,Jason Bohn,88,35.17,3095,88
36,T36,T36,Fred Couples,54,35.17,1899,54
37,T36,T36,Luke Donald,79,35.17,2673,76
38,T36,T36,Lucas Glover,93,35.17,3271,93
39,T40,T40,Jason Dufner,90,35.18,3166,90
40,T40,T40,Greg Owen,97,35.18,3412,97
41,T40,T40,Rory Sabbatini,81,35.18,2814,80
42,T43,T43,Vaughn Taylor,88,35.19,3097,88
43,T43,T43,Camilo Villegas,76,35.19,2569,73
44,45,45,Rich Beem,77,35.22,2712,77
45,46,46,Kenny Perry,92,35.23,3206,91
46,T47,T47,Freddie Jacobson,83,35.24,2925,83
47,T47,T47,Nick Watney,86,35.24,3031,86
48,T49,T49,Bryce Molder,69,35.25,2432,69
49,T49,T49,Kevin Streelman,97,35.25,3419,97
50,T49,T49,Charlie Wi,92,35.25,3243,92
51,52,52,Matt Weibring,65,35.26,2292,65
52,T53,T53,Charley Hoffman,97,35.27,3421,97
53,T53,T53,Jeff Maggert,79,35.27,2786,79
54,T53,T53,Troy Matteson,95,35.27,3351,95
55,T56,T56,Michael Letzig,96,35.28,3387,96
56,T56,T56,D.J. Trahan,96,35.28,3387,96
57,58,58,Scott McCarron,91,35.29,3211,91
58,59,59,Kevin Na,91,35.3,3212,91
59,60,60,Tom Lehman,55,35.31,1942,55
60,T61,T61,Michael Allen,73,35.32,2578,73
61,T61,T61,Retief Goosen,74,35.32,2578,73
62,T61,T61,Jason Gore,74,35.32,2614,74
63,T61,T61,Davis Love III,89,35.32,3073,87
64,T61,T61,David Mathis,82,35.32,2896,82
65,T61,T61,Chris Stroud,88,35.32,3108,88
66,T67,T67,Stephen Ames,77,35.33,2650,75
67,T67,T67,Sergio Garcia,59,35.33,2049,58
68,T67,T67,J.J. Henry,97,35.33,3427,97
69,T67,T67,Marc Leishman,91,35.33,3215,91
70,T71,T71,Mathew Goggin,76,35.34,2615,74
71,T71,T71,Richard Johnson,85,35.34,3004,85
72,T71,T71,Bo Van Pelt,100,35.34,3534,100
73,T74,T74,Kris Blanks,60,35.35,2121,60
74,T74,T74,Charles Warren,63,35.35,2227,63
75,T74,T74,Mark Wilson,99,35.35,3500,99
76,T77,T77,John Merrick,91,35.36,3218,91
77,T77,T77,Ian Poulter,59,35.36,1980,56
78,T77,T77,Chris Riley,77,35.36,2723,77
79,T80,T80,Cameron Beckman,87,35.37,3077,87
80,T80,T80,Cliff Kresge,78,35.37,2759,78
81,T80,T80,Kevin Stadler,65,35.37,2299,65
82,T83,T83,Anthony Kim,76,35.38,2618,74
83,T83,T83,Webb Simpson,94,35.38,3326,94
84,T85,T85,Rod Pampling,72,35.39,2513,71
85,T85,T85,Pat Perez,74,35.39,2548,72
86,T85,T85,Ted Purdy,101,35.39,3574,101
87,T88,T88,Padraig Harrington,66,35.4,2301,65
88,T88,T88,Corey Pavin,73,35.4,2584,73
