,First_Tee_Late_Lowest_Round_RANK THIS WEEK,First_Tee_Late_Lowest_Round_RANK LAST WEEK,First_Tee_Late_Lowest_Round_PLAYER NAME,First_Tee_Late_Lowest_Round_ROUNDS,First_Tee_Late_Lowest_Round_LOW RND
0,1,1,Zach Johnson,94,60
1,2,2,Kenny Perry,92,61
2,T3,T3,Bill Haas,91,62
3,T3,T3,Hunter Mahan,94,62
4,T3,T3,John Mallinger,90,62
5,T3,T3,Steve Marino,98,62
6,T3,T3,Troy Matteson,95,62
7,T3,T3,Scott McCarron,91,62
8,T3,T3,Phil Mickelson,66,62
9,T3,T3,Steve Stricker,81,62
10,T3,T3,Scott Verplank,88,62
11,T3,T3,Tiger Woods,64,62
12,T13,T13,Briny Baird,89,63
13,T13,T13,Jason Dufner,90,63
14,T13,T13,Jim Furyk,86,63
15,T13,T13,Ernie Gonzalez,4,63
16,T13,T13,Paul Goydos,79,63
17,T13,T13,Tim Herron,87,63
18,T13,T13,Richard Johnson,85,63
19,T13,T13,Justin Leonard,95,63
20,T13,T13,Frank Lickliter II,36,63
21,T13,T13,Jeff Maggert,79,63
22,T13,T13,Nick O'Hern,90,63
23,T13,T13,Tom Pernice Jr.,82,63
24,T13,T13,Rick Price,54,63
25,T13,T13,Scott Sterling,51,63
26,T13,T13,Camilo Villegas,76,63
27,T13,T13,Bubba Watson,73,63
28,T29,T29,Stephen Ames,77,64
29,T29,T29,Greg Chalmers,85,64
30,T29,T29,Tim Clark,81,64
31,T29,T29,Ben Curtis,63,64
32,T29,T29,Brian Davis,103,64
33,T29,T29,Steve Elkington,70,64
34,T29,T29,Rickie Fowler,20,64
35,T29,T29,Sergio Garcia,59,64
36,T29,T29,Brian Gay,96,64
37,T29,T29,Retief Goosen,74,64
38,T29,T29,John Huston,39,64
39,T29,T29,Lee Janzen,74,64
40,T29,T29,Miguel Angel Jiménez,28,64
41,T29,T29,Jerry Kelly,90,64
42,T29,T29,Jeff Klauk,97,64
43,T29,T29,Jamie Lovemark,14,64
44,T29,T29,Bryce Molder,69,64
45,T29,T29,Ryan Moore,89,64
46,T29,T29,Chris Riley,77,64
47,T29,T29,Rory Sabbatini,81,64
48,T29,T29,Adam Scott,53,64
49,T29,T29,John Senden,100,64
50,T29,T29,Webb Simpson,94,64
51,T29,T29,Vijay Singh,71,64
52,T29,T29,Jeev Milkha Singh,49,64
53,T29,T29,Heath Slocum,95,64
54,T29,T29,Darron Stiles,52,64
55,T29,T29,Kevin Streelman,97,64
56,T29,T29,Bo Van Pelt,100,64
57,T29,T29,Jimmy Walker,74,64
58,T29,T29,Casey Wittenberg,71,64
59,T60,T60,Thomas Aiken,10,65
60,T60,T60,Michael Allen,73,65
61,T60,T60,Robert Allenby,71,65
62,T60,T60,Matt Bettencourt,98,65
63,T60,T60,Ángel Cabrera,55,65
64,T60,T60,Mark Calcavecchia,72,65
65,T60,T60,Chad Campbell,90,65
66,T60,T60,Glen Day,79,65
67,T60,T60,Jason Day,61,65
68,T60,T60,Steve Flesch,77,65
69,T60,T60,Harrison Frazar,93,65
70,T60,T60,Robert Garrigus,83,65
71,T60,T60,Lucas Glover,93,65
72,T60,T60,Mathew Goggin,76,65
73,T60,T60,Charley Hoffman,97,65
74,T60,T60,Dustin Johnson,85,65
75,T60,T60,Kenichi Kuboya,4,65
76,T60,T60,Martin Laird,72,65
77,T60,T60,Tom Lehman,55,65
78,T60,T60,Steve Lowery,83,65
79,T60,T60,Shigeki Maruyama,15,65
80,T60,T60,George McNeill,82,65
81,T60,T60,John Merrick,91,65
82,T60,T60,Kevin Na,91,65
