,Late_Round_3_Scoring_Average_RANK THIS WEEK,Late_Round_3_Scoring_Average_RANK LAST WEEK,Late_Round_3_Scoring_Average_PLAYER NAME,Late_Round_3_Scoring_Average_AVG,Late_Round_3_Scoring_Average_TOTAL STROKES,Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Peter Lonard,66.0,66,1
1,2,2,Fred Couples,67.17,403,6
2,T3,T3,Joe Durant,67.33,202,3
3,T3,T3,Brandt Snedeker,67.33,404,6
4,5,5,Jeff Klauk,67.83,407,6
5,6,6,Joe Ogilvie,68.17,409,6
6,7,7,George McNeill,68.33,410,6
7,8,8,Tiger Woods,68.5,959,14
8,9,9,Zach Johnson,68.67,824,12
9,10,10,D.J. Trahan,68.71,481,7
10,11,11,Luke Donald,68.75,550,8
11,12,12,Martin Laird,68.83,413,6
12,T13,T13,Briny Baird,69.0,828,12
13,T13,T13,Bill Haas,69.0,552,8
14,T13,T13,Patrick Sheehan,69.0,276,4
15,T13,T13,Darron Stiles,69.0,138,2
16,T13,T13,Nicholas Thompson,69.0,345,5
17,18,18,Jason Bohn,69.17,415,6
18,19,19,Jimmy Walker,69.2,346,5
19,T20,T20,Padraig Harrington,69.25,554,8
20,T20,T20,Justin Leonard,69.25,831,12
21,T20,T20,Steve Stricker,69.25,831,12
22,T23,T23,Matt Kuchar,69.27,762,11
23,T23,T23,Kevin Streelman,69.27,762,11
24,25,25,Freddie Jacobson,69.33,416,6
25,26,26,Brian Gay,69.4,694,10
26,27,27,Charlie Wi,69.45,764,11
27,28,28,Kenny Perry,69.47,1042,15
28,T29,T29,Leif Olson,69.5,139,2
29,T29,T29,Chris Riley,69.5,695,10
30,T29,T29,Justin Rose,69.5,417,6
31,T29,T29,Heath Slocum,69.5,556,8
32,33,33,Paul Goydos,69.57,487,7
33,34,34,Lucas Glover,69.58,835,12
34,35,35,Brett Quigley,69.6,696,10
35,36,36,Phil Mickelson,69.63,557,8
36,T37,T37,Jerry Kelly,69.64,766,11
37,T37,T37,Scott Piercy,69.64,766,11
38,T39,T39,Tom Lehman,69.67,209,3
39,T39,T39,Billy Mayfair,69.67,209,3
40,41,41,Tim Clark,69.7,697,10
41,T42,T42,Mark Brooks,69.75,279,4
42,T42,T42,Cliff Kresge,69.75,558,8
43,T42,T42,John Mallinger,69.75,558,8
44,T42,T42,Charles Warren,69.75,279,4
45,46,46,David Toms,69.77,907,13
46,47,47,Michael Letzig,69.78,628,9
47,48,48,Nick O'Hern,69.83,419,6
48,T49,T49,Brian Davis,69.86,489,7
49,T49,T49,Jason Day,69.86,489,7
50,51,51,Marc Leishman,69.88,559,8
51,T52,T52,Jonathan Byrd,69.89,629,9
52,T52,T52,Nathan Green,69.89,629,9
53,54,54,Steve Marino,69.91,769,11
54,T55,T55,Brad Adamonis,70.0,210,3
55,T55,T55,Michael Allen,70.0,630,9
56,T55,T55,Mark Calcavecchia,70.0,280,4
57,T55,T55,Bob Estes,70.0,420,6
58,T55,T55,Retief Goosen,70.0,560,8
59,T55,T55,Bob Heintz,70.0,210,3
60,T55,T55,J.B. Holmes,70.0,420,6
61,T55,T55,Richard Johnson,70.0,420,6
62,T55,T55,Spencer Levin,70.0,350,5
63,T55,T55,Ryan Moore,70.0,770,11
64,T55,T55,Ryan Palmer,70.0,560,8
65,T55,T55,Tag Ridings,70.0,280,4
66,T55,T55,Webb Simpson,70.0,490,7
67,68,68,John Senden,70.08,841,12
68,T69,T69,Dustin Johnson,70.1,701,10
69,T69,T69,Davis Love III,70.1,701,10
70,T69,T69,Kevin Stadler,70.1,701,10
71,T72,T72,Woody Austin,70.14,491,7
72,T72,T72,Kent Jones,70.14,491,7
73,74,74,Harrison Frazar,70.17,842,12
74,T75,T75,Brendon de Jonge,70.2,351,5
75,T75,T75,Ted Purdy,70.2,702,10
76,77,77,Jim Furyk,70.21,983,14
77,78,78,Stephen Ames,70.22,632,9
78,T79,T79,Cameron Beckman,70.25,562,8
79,T79,T79,Chad Campbell,70.25,562,8
80,T79,T79,Kirk Triplett,70.25,281,4
81,T82,T82,Anthony Kim,70.27,773,11
82,T82,T82,Tim Petrovic,70.27,773,11
83,84,84,John Rollins,70.3,703,10
84,85,85,John Merrick,70.36,774,11
85,T86,T86,Sean O'Hair,70.38,563,8
86,T86,T86,Bo Van Pelt,70.38,563,8
87,88,88,Matt Bettencourt,70.43,493,7
88,T89,T89,Bryce Molder,70.44,634,9
89,T89,T89,Rod Pampling,70.44,634,9
90,T91,T91,Greg Chalmers,70.45,775,11
91,T91,T91,Kevin Na,70.45,775,11
92,T91,T91,Rory Sabbatini,70.45,775,11
93,T94,T94,Ben Crane,70.5,564,8
94,T94,T94,Mathew Goggin,70.5,282,4
95,96,96,D.A. Points,70.55,776,11
96,97,97,Glen Day,70.56,635,9
97,T98,T98,Bill Lunde,70.6,353,5
98,T98,T98,Chris Stroud,70.6,706,10
99,100,100,Kevin Sutherland,70.63,565,8
100,101,101,Hunter Mahan,70.64,777,11
101,T102,T102,Rich Beem,70.67,424,6
102,T102,T102,Bart Bryant,70.67,424,6
103,T102,T102,Stewart Cink,70.67,636,9
104,T102,T102,Ian Poulter,70.67,636,9
105,T106,T106,Steve Elkington,70.71,495,7
