,First_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_3_Scoring_Average_AVG,First_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Brandt Snedeker,67.4,337,5
1,T2,T2,Fred Couples,67.5,270,4
2,T2,T2,Carl Pettersson,67.5,135,2
3,4,4,Jeff Klauk,67.83,407,6
4,T5,T5,Brendon de Jonge,68.0,204,3
5,T5,T5,Tom Lehman,68.0,136,2
6,T5,T5,Chris Riley,68.0,340,5
7,8,8,George McNeill,68.33,410,6
8,T9,T9,Joe Durant,68.5,137,2
9,T9,T9,Joe Ogilvie,68.5,274,4
10,11,11,Tiger Woods,68.54,891,13
11,T12,T12,Zach Johnson,68.67,824,12
12,T12,T12,Charlie Wi,68.67,412,6
13,T14,T14,Briny Baird,69.0,759,11
14,T14,T14,Jason Bohn,69.0,138,2
15,T14,T14,Luke Donald,69.0,483,7
16,T14,T14,Bob Estes,69.0,276,4
17,T14,T14,Bill Haas,69.0,552,8
18,T14,T14,Billy Mayfair,69.0,69,1
19,T14,T14,Brett Quigley,69.0,276,4
20,T14,T14,Heath Slocum,69.0,483,7
21,22,22,Kenny Perry,69.15,899,13
22,23,23,Cliff Kresge,69.17,415,6
23,24,24,Glen Day,69.2,346,5
24,T25,T25,Padraig Harrington,69.25,554,8
25,T25,T25,Steve Stricker,69.25,831,12
26,T25,T25,Jimmy Walker,69.25,277,4
27,28,28,Matt Kuchar,69.27,762,11
28,T29,T29,Paul Goydos,69.33,416,6
29,T29,T29,Freddie Jacobson,69.33,416,6
30,T29,T29,Bryce Molder,69.33,416,6
31,T29,T29,Kevin Streelman,69.33,624,9
32,33,33,D.J. Trahan,69.4,347,5
33,T34,T34,Leif Olson,69.5,139,2
34,T34,T34,Justin Rose,69.5,417,6
35,36,36,Marc Leishman,69.57,487,7
36,T37,T37,Michael Allen,69.63,557,8
37,T37,T37,Michael Letzig,69.63,557,8
38,T37,T37,Phil Mickelson,69.63,557,8
39,40,40,Patrick Sheehan,69.67,209,3
40,T41,T41,Jerry Kelly,69.7,697,10
41,T41,T41,Scott Piercy,69.7,697,10
42,43,43,Charles Warren,69.75,279,4
43,44,44,David Toms,69.77,907,13
44,45,45,Tim Clark,69.78,628,9
45,T46,T46,Justin Leonard,69.82,768,11
46,T46,T46,John Senden,69.82,768,11
47,T48,T48,Brian Davis,69.86,489,7
48,T48,T48,Jason Day,69.86,489,7
49,T48,T48,Davis Love III,69.86,489,7
50,T48,T48,John Rollins,69.86,489,7
51,52,52,Kevin Stadler,69.88,559,8
52,T53,T53,Lucas Glover,69.91,769,11
53,T53,T53,Steve Marino,69.91,769,11
54,T55,T55,Cameron Beckman,70.0,350,5
55,T55,T55,Retief Goosen,70.0,560,8
56,T55,T55,Tag Ridings,70.0,280,4
57,T55,T55,Webb Simpson,70.0,490,7
58,T55,T55,Darron Stiles,70.0,70,1
59,T60,T60,Dustin Johnson,70.1,701,10
60,T60,T60,Ryan Moore,70.1,701,10
61,T62,T62,Stephen Ames,70.13,561,8
62,T62,T62,Brian Gay,70.13,561,8
63,64,64,Woody Austin,70.14,491,7
64,T65,T65,Anthony Kim,70.2,702,10
