,Par_5_Eagle_Leaders_RANK THIS WEEK,Par_5_Eagle_Leaders_RANK LAST WEEK,Par_5_Eagle_Leaders_PLAYER NAME,Par_5_Eagle_Leaders_ROUNDS,Par_5_Eagle_Leaders_TOTAL,Par_5_Eagle_Leaders_TOTAL PAR 5 HOLES,Par_5_Eagle_Leaders_TOTAL HOLE OUTS
0,1,1,Retief Goosen,74,16,229,2.0
1,2,2,John Senden,100,14,310,1.0
2,3,3,Bubba Watson,73,13,240,2.0
3,T4,T4,Robert Garrigus,83,12,261,5.0
4,T4,T4,Pat Perez,74,12,233,1.0
5,T4,T4,Chris Stroud,88,12,262,2.0
6,T4,T4,Nick Watney,86,12,281,2.0
7,T8,T8,Zach Johnson,94,11,274,2.0
8,T8,T8,Kevin Stadler,65,11,203,4.0
9,T10,T10,Cameron Beckman,87,10,262,2.0
10,T10,T10,Harrison Frazar,93,10,273,2.0
11,T10,T10,Charley Hoffman,97,10,313,1.0
12,T10,T10,Dustin Johnson,85,10,273,2.0
13,T10,T10,Michael Letzig,96,10,302,1.0
14,T10,T10,Kevin Na,91,10,290,1.0
15,T10,T10,Chris Riley,77,10,229,5.0
16,T10,T10,D.J. Trahan,96,10,303,3.0
17,T18,T18,Jonathan Byrd,89,9,302,1.0
18,T18,T18,Daniel Chopra,89,9,288,2.0
19,T18,T18,J.J. Henry,97,9,279,2.0
20,T18,T18,Martin Laird,72,9,224,
21,T18,T18,Bill Lunde,83,9,245,
22,T18,T18,John Mallinger,90,9,289,2.0
23,T18,T18,Phil Mickelson,66,9,203,1.0
24,T18,T18,John Rollins,92,9,303,2.0
25,T18,T18,Nicholas Thompson,96,9,313,1.0
26,T18,T18,Johnson Wagner,81,9,254,1.0
27,T18,T18,Jimmy Walker,74,9,233,
28,T18,T18,Mike Weir,85,9,253,
29,T18,T18,Y.E. Yang,83,9,261,
30,T31,T31,Brad Adamonis,70,8,221,1.0
31,T31,T31,Robert Allenby,71,8,208,3.0
32,T31,T31,Aaron Baddeley,66,8,208,
33,T31,T31,Rich Beem,77,8,243,2.0
34,T31,T31,Ben Crane,93,8,291,3.0
35,T31,T31,Sergio Garcia,59,8,168,
36,T31,T31,Davis Love III,89,8,269,3.0
37,T31,T31,Brett Quigley,92,8,290,2.0
38,T31,T31,Tag Ridings,50,8,147,2.0
39,T31,T31,David Toms,98,8,289,2.0
40,T31,T31,Camilo Villegas,76,8,241,3.0
41,T31,T31,Tiger Woods,64,8,192,1.0
42,T43,T43,Matt Bettencourt,98,7,306,
