,Tenth_Tee_Late_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Late_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Late_Lowest_Round_PLAYER NAME,Tenth_Tee_Late_Lowest_Round_ROUNDS,Tenth_Tee_Late_Lowest_Round_LOW RND
0,T1,T1,Troy Matteson,95,61
1,T1,T1,Pat Perez,74,61
2,T3,T3,Chad Campbell,90,62
3,T3,T3,Martin Laird,72,62
4,T3,T3,Spencer Levin,75,62
5,T3,T3,Kevin Na,91,62
6,T3,T3,Brett Quigley,92,62
7,T3,T3,Bubba Watson,73,62
8,T9,T9,Stephen Ames,77,63
9,T9,T9,Jason Dufner,90,63
10,T9,T9,Charles Howell III,99,63
11,T9,T9,Colt Knost,71,63
12,T9,T9,Justin Leonard,95,63
13,T9,T9,Ryan Moore,89,63
14,T9,T9,Steve Stricker,81,63
15,T9,T9,Chris Stroud,88,63
16,T9,T9,Bo Van Pelt,100,63
17,T18,T18,Robert Allenby,71,64
18,T18,T18,Rich Beem,77,64
19,T18,T18,"David Berganio, Jr.",43,64
20,T18,T18,Fred Couples,54,64
21,T18,T18,Glen Day,79,64
22,T18,T18,Ken Duke,87,64
23,T18,T18,Derek Fathauer,63,64
24,T18,T18,Robert Garrigus,83,64
25,T18,T18,Brian Gay,96,64
26,T18,T18,Lucas Glover,93,64
27,T18,T18,Scott Gutschewski,47,64
28,T18,T18,Padraig Harrington,66,64
29,T18,T18,Bob Heintz,59,64
30,T18,T18,J.J. Henry,97,64
31,T18,T18,J.B. Holmes,74,64
32,T18,T18,Freddie Jacobson,83,64
33,T18,T18,Richard Johnson,85,64
34,T18,T18,Matt Jones,56,64
35,T18,T18,Matt Kuchar,82,64
36,T18,T18,Sean O'Hair,80,64
37,T18,T18,Ted Purdy,101,64
38,T18,T18,John Rollins,92,64
39,T18,T18,John Senden,100,64
40,T18,T18,Nicholas Thompson,96,64
41,T18,T18,D.J. Trahan,96,64
42,T18,T18,Boo Weekley,79,64
43,T18,T18,Mike Weir,85,64
44,T18,T18,Charlie Wi,92,64
45,T46,T46,Ricky Barnes,67,65
46,T46,T46,Matt Bettencourt,98,65
47,T46,T46,Kris Blanks,60,65
48,T46,T46,Jason Bohn,88,65
49,T46,T46,Michael Bradley,45,65
50,T46,T46,Bart Bryant,58,65
51,T46,T46,Mark Calcavecchia,72,65
52,T46,T46,Daniel Chopra,89,65
