,Tenth_Tee_Early_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Early_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Early_Lowest_Round_PLAYER NAME,Tenth_Tee_Early_Lowest_Round_ROUNDS,Tenth_Tee_Early_Lowest_Round_LOW RND
0,T1,T1,Steve Stricker,81,61
1,T1,T1,Mike Weir,85,61
2,T3,T3,Kris Blanks,60,62
3,T3,T3,Jim Furyk,86,62
4,T3,T3,Mathew Goggin,76,62
5,T3,T3,J.P. Hayes,43,62
6,T3,T3,Anthony Kim,76,62
7,T3,T3,Marc Leishman,91,62
8,T3,T3,James Nitties,86,62
9,T3,T3,Tom Pernice Jr.,82,62
10,T11,T11,Stephen Ames,77,63
11,T11,T11,Briny Baird,89,63
12,T11,T11,Tim Clark,81,63
13,T11,T11,Ben Crane,93,63
14,T11,T11,Brian Gay,96,63
15,T11,T11,J.J. Henry,97,63
16,T11,T11,Cliff Kresge,78,63
17,T11,T11,Steve Lowery,83,63
18,T11,T11,Jarrod Lyle,65,63
19,T11,T11,Hunter Mahan,94,63
20,T11,T11,Scott McCarron,91,63
21,T11,T11,John Merrick,91,63
22,T11,T11,Phil Mickelson,66,63
23,T11,T11,Kevin Na,91,63
24,T11,T11,Kenny Perry,92,63
25,T11,T11,Tim Petrovic,97,63
26,T11,T11,Andres Romero,58,63
27,T11,T11,Chris Stroud,88,63
28,T11,T11,Vaughn Taylor,88,63
29,T11,T11,Nick Watney,86,63
30,T11,T11,Gary Woodland,53,63
31,T11,T11,Tiger Woods,64,63
32,T33,T33,Tommy Armour III,58,64
33,T33,T33,Cameron Beckman,87,64
34,T33,T33,Mark Calcavecchia,72,64
35,T33,T33,Chad Campbell,90,64
36,T33,T33,Greg Chalmers,85,64
37,T33,T33,James Driscoll,49,64
38,T33,T33,Rickie Fowler,20,64
39,T33,T33,Sergio Garcia,59,64
40,T33,T33,Charley Hoffman,97,64
41,T33,T33,John Huston,39,64
42,T33,T33,Zach Johnson,94,64
43,T33,T33,Matt Jones,56,64
44,T33,T33,Matt Kuchar,82,64
45,T33,T33,Justin Leonard,95,64
46,T33,T33,Troy Matteson,95,64
47,T33,T33,Sean O'Hair,80,64
48,T33,T33,D.A. Points,99,64
49,T33,T33,Rick Price,54,64
50,T33,T33,Chez Reavie,81,64
51,T33,T33,Rory Sabbatini,81,64
52,T33,T33,John Senden,100,64
53,T33,T33,Vijay Singh,71,64
54,T33,T33,Jeev Milkha Singh,49,64
55,T33,T33,Brandt Snedeker,81,64
56,T33,T33,Kevin Streelman,97,64
57,T33,T33,Kevin Sutherland,96,64
58,T33,T33,Scott Verplank,88,64
59,T33,T33,Charlie Wi,92,64
60,T33,T33,Mark Wilson,99,64
61,T62,T62,Brad Adamonis,70,65
62,T62,T62,Michael Allen,73,65
63,T62,T62,Stuart Appleby,79,65
64,T62,T62,Aaron Baddeley,66,65
65,T62,T62,Rich Beem,77,65
66,T62,T62,Notah Begay III,41,65
67,T62,T62,Stewart Cink,79,65
68,T62,T62,Brian Davis,103,65
69,T62,T62,Jason Day,61,65
70,T62,T62,Joe Durant,62,65
71,T62,T62,Steve Elkington,70,65
72,T62,T62,Bob Estes,78,65
73,T62,T62,Harrison Frazar,93,65
74,T62,T62,Robert Garrigus,83,65
75,T62,T62,Lucas Glover,93,65
76,T62,T62,Retief Goosen,74,65
77,T62,T62,Paul Goydos,79,65
78,T62,T62,Mathias Grönberg,37,65
79,T62,T62,Bob Heintz,59,65
80,T62,T62,Lee Janzen,74,65
81,T62,T62,Richard Johnson,85,65
82,T62,T62,Dustin Johnson,85,65
83,T62,T62,Kent Jones,73,65
84,T62,T62,Jeff Klauk,97,65
85,T62,T62,Colt Knost,71,65
86,T62,T62,Michael Letzig,96,65
87,T62,T62,Peter Lonard,86,65
88,T62,T62,Bill Lunde,83,65
89,T62,T62,Jeff Maggert,79,65
90,T62,T62,John Mallinger,90,65
91,T62,T62,David Mathis,82,65
92,T62,T62,George McNeill,82,65
93,T62,T62,Ryan Moore,89,65
94,T62,T62,Greg Owen,97,65
95,T62,T62,Rod Pampling,72,65
96,T62,T62,Pat Perez,74,65
97,T62,T62,Carl Pettersson,86,65
98,T62,T62,Scott Piercy,85,65
99,T62,T62,Ted Purdy,101,65
100,T62,T62,Jeff Quinney,78,65
101,T62,T62,Chris Riley,77,65
102,T62,T62,"Wes Short, Jr.",7,65
103,T62,T62,Heath Slocum,95,65
104,T62,T62,Darron Stiles,52,65
105,T62,T62,Brendon Todd,53,65
106,T62,T62,D.J. Trahan,96,65
107,T62,T62,Kirk Triplett,60,65
108,T62,T62,Y.E. Yang,83,65
109,T110,T110,Billy Andrade,40,66
110,T110,T110,Ricky Barnes,67,66
111,T110,T110,"David Berganio, Jr.",43,66
112,T110,T110,Jason Bohn,88,66
113,T110,T110,Jonathan Byrd,89,66
114,T110,T110,Paul Casey,42,66
115,T110,T110,Alex Cejka,82,66
116,T110,T110,Daniel Chopra,89,66
