,Tenth_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_4_Scoring_Average_AVG,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Tim Petrovic,63.0,63,1
1,T1,T1,Andres Romero,63.0,63,1
2,T3,T3,George McNeill,65.0,65,1
3,T3,T3,Scott Piercy,65.0,65,1
4,T3,T3,John Senden,65.0,130,2
5,T6,T6,Kris Blanks,66.0,66,1
6,T6,T6,Zach Johnson,66.0,66,1
7,T6,T6,Matt Jones,66.0,132,2
8,T6,T6,David Mathis,66.0,132,2
9,10,10,Chris Riley,66.5,133,2
10,11,11,Brian Gay,66.67,200,3
11,T12,T12,Woody Austin,67.0,134,2
12,T12,T12,Chad Campbell,67.0,67,1
13,T12,T12,Tim Clark,67.0,67,1
14,T12,T12,Ken Duke,67.0,67,1
15,T12,T12,Lucas Glover,67.0,67,1
16,T12,T12,Bill Haas,67.0,67,1
17,T12,T12,Nick O'Hern,67.0,67,1
18,T12,T12,Rory Sabbatini,67.0,67,1
19,T12,T12,Mark Wilson,67.0,134,2
20,21,21,Jim Furyk,67.33,202,3
21,T22,T22,Rod Pampling,67.5,135,2
22,T22,T22,Kevin Streelman,67.5,270,4
23,T24,T24,Robert Garrigus,67.67,203,3
24,T24,T24,Chez Reavie,67.67,203,3
25,T26,T26,Brad Adamonis,68.0,68,1
26,T26,T26,Stewart Cink,68.0,68,1
27,T26,T26,Mathew Goggin,68.0,68,1
28,T26,T26,Paul Goydos,68.0,136,2
29,T26,T26,Padraig Harrington,68.0,68,1
30,T26,T26,Greg Owen,68.0,68,1
31,T26,T26,Tag Ridings,68.0,68,1
32,T26,T26,Casey Wittenberg,68.0,68,1
33,34,34,Harrison Frazar,68.25,273,4
34,35,35,Chris Stroud,68.33,205,3
35,T36,T36,Bob Heintz,68.5,137,2
36,T36,T36,J.J. Henry,68.5,274,4
37,T36,T36,Jarrod Lyle,68.5,137,2
38,T36,T36,Ted Purdy,68.5,137,2
39,T36,T36,David Toms,68.5,137,2
40,41,41,D.J. Trahan,68.6,343,5
41,T42,T42,Bill Lunde,68.67,206,3
42,T42,T42,Johnson Wagner,68.67,206,3
43,T44,T44,Robert Allenby,69.0,69,1
44,T44,T44,Eric Axley,69.0,69,1
45,T44,T44,Jason Day,69.0,138,2
46,T44,T44,Bob Estes,69.0,69,1
47,T44,T44,Jeff Klauk,69.0,138,2
48,T44,T44,Hunter Mahan,69.0,138,2
49,T44,T44,Troy Matteson,69.0,69,1
50,T44,T44,John Merrick,69.0,138,2
51,T44,T44,Kevin Na,69.0,138,2
52,T44,T44,James Nitties,69.0,276,4
53,T44,T44,Corey Pavin,69.0,69,1
54,T44,T44,Vijay Singh,69.0,69,1
55,T56,T56,Aaron Baddeley,69.5,139,2
56,T56,T56,Daniel Chopra,69.5,278,4
57,T56,T56,Ryan Palmer,69.5,139,2
58,T56,T56,Jeff Quinney,69.5,278,4
59,T56,T56,Patrick Sheehan,69.5,278,4
60,61,61,Charles Howell III,69.67,209,3
61,62,62,Chris DiMarco,69.75,279,4
62,T63,T63,Cameron Beckman,70.0,280,4
63,T63,T63,Greg Chalmers,70.0,70,1
64,T63,T63,Ernie Els,70.0,70,1
65,T63,T63,Tom Lehman,70.0,140,2
66,T63,T63,John Mallinger,70.0,140,2
67,T63,T63,Steve Marino,70.0,210,3
68,T63,T63,Pat Perez,70.0,210,3
69,T63,T63,Carl Pettersson,70.0,210,3
70,T63,T63,Adam Scott,70.0,70,1
71,T63,T63,Kevin Sutherland,70.0,70,1
