,Early_Round_1_Scoring_Average_RANK THIS WEEK,Early_Round_1_Scoring_Average_RANK LAST WEEK,Early_Round_1_Scoring_Average_PLAYER NAME,Early_Round_1_Scoring_Average_AVG,Early_Round_1_Scoring_Average_TOTAL STROKES,Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Retief Goosen,68.5,548,8
1,2,2,Jim Furyk,68.58,823,12
2,3,3,Scott Sterling,68.83,413,6
3,4,4,Tim Clark,68.85,895,13
4,5,5,Steve Stricker,69.0,828,12
5,T6,T6,J.J. Henry,69.13,553,8
6,T6,T6,Anthony Kim,69.13,553,8
7,8,8,Jonathan Byrd,69.23,900,13
8,9,9,Sean O'Hair,69.3,693,10
9,T10,T10,Paul Goydos,69.38,902,13
10,T10,T10,Kenny Perry,69.38,555,8
11,12,12,Tag Ridings,69.44,625,9
12,T13,T13,Steve Elkington,69.5,695,10
13,T13,T13,Johnson Wagner,69.5,695,10
14,15,15,Jerry Kelly,69.54,904,13
15,T16,T16,David Toms,69.56,1113,16
16,T16,T16,Mark Wilson,69.56,1113,16
17,18,18,Mike Weir,69.57,974,14
18,19,19,Charles Howell III,69.6,1044,15
19,20,20,Brandt Snedeker,69.64,766,11
20,T21,T21,Greg Chalmers,69.67,836,12
21,T21,T21,Marc Leishman,69.67,836,12
22,T21,T21,Steve Marino,69.67,836,12
23,T21,T21,James Nitties,69.67,836,12
24,T21,T21,Ian Poulter,69.67,418,6
25,T21,T21,Tiger Woods,69.67,627,9
26,27,27,Woody Austin,69.71,976,14
27,28,28,Kevin Sutherland,69.8,1047,15
28,29,29,Stephen Ames,69.82,768,11
29,30,30,Michael Allen,69.83,419,6
30,T31,T31,Kevin Na,69.86,978,14
31,T31,T31,Patrick Sheehan,69.86,489,7
32,33,33,Jason Day,69.88,559,8
33,34,34,Bob Heintz,69.91,769,11
34,35,35,Robert Garrigus,69.92,839,12
35,36,36,Bill Lunde,69.93,979,14
36,T37,T37,Ángel Cabrera,70.0,560,8
37,T37,T37,Mark Calcavecchia,70.0,910,13
38,T37,T37,Stewart Cink,70.0,700,10
39,T37,T37,Scott Verplank,70.0,980,14
40,T41,T41,Brian Gay,70.06,1121,16
41,T41,T41,D.A. Points,70.06,1121,16
42,T43,T43,Spencer Levin,70.08,911,13
43,T43,T43,Nick O'Hern,70.08,841,12
44,45,45,Geoff Ogilvy,70.09,771,11
45,46,46,Aron Price,70.1,701,10
46,47,47,Kevin Stadler,70.11,631,9
47,48,48,Justin Leonard,70.14,982,14
48,49,49,Jason Bohn,70.15,912,13
49,50,50,Webb Simpson,70.17,842,12
50,51,51,Chris DiMarco,70.18,1193,17
51,52,52,Jeff Overton,70.2,1053,15
52,53,53,Briny Baird,70.24,1194,17
53,T54,T54,Sergio Garcia,70.25,562,8
54,T54,T54,Jeff Maggert,70.25,843,12
55,T54,T54,Tom Pernice Jr.,70.25,843,12
56,57,57,Richard Johnson,70.27,1054,15
57,T58,T58,Bill Haas,70.29,984,14
58,T58,T58,Greg Owen,70.29,984,14
59,T60,T60,Brad Adamonis,70.33,844,12
60,T60,T60,Bart Bryant,70.33,422,6
61,T60,T60,Fred Couples,70.33,633,9
62,T60,T60,Bob Estes,70.33,633,9
63,T60,T60,John Senden,70.33,1055,15
64,T60,T60,Chris Stroud,70.33,844,12
65,T60,T60,Nick Watney,70.33,844,12
66,T67,T67,Matt Kuchar,70.36,774,11
67,T67,T67,Camilo Villegas,70.36,985,14
68,T69,T69,Kirk Triplett,70.38,915,13
69,T69,T69,Charlie Wi,70.38,915,13
70,71,71,Lee Janzen,70.43,986,14
71,72,72,D.J. Trahan,70.44,1127,16
72,T73,T73,Rocco Mediate,70.45,775,11
73,T73,T73,Bo Van Pelt,70.45,1409,20
74,75,75,Nathan Green,70.47,1057,15
75,T76,T76,Ken Duke,70.5,1269,18
76,T76,T76,John Merrick,70.5,987,14
77,T76,T76,Phil Mickelson,70.5,423,6
78,T76,T76,Vaughn Taylor,70.5,1128,16
79,80,80,Martin Laird,70.53,1058,15
80,81,81,Cliff Kresge,70.54,917,13
81,82,82,Charley Hoffman,70.55,776,11
82,T83,T83,Michael Letzig,70.56,1129,16
83,T83,T83,Joe Ogilvie,70.56,1270,18
84,85,85,Harrison Frazar,70.57,988,14
85,86,86,Ben Crane,70.59,1200,17
86,87,87,Hunter Mahan,70.6,1059,15
87,88,88,Dean Wilson,70.61,1271,18
88,T89,T89,Lucas Glover,70.64,777,11
89,T89,T89,Matt Jones,70.64,777,11
90,T89,T89,Brett Quigley,70.64,989,14
91,92,92,Troy Matteson,70.67,1060,15
92,93,93,Corey Pavin,70.69,919,13
93,T94,T94,Ryan Moore,70.73,778,11
94,T94,T94,Kevin Streelman,70.73,1061,15
95,T94,T94,Jay Williamson,70.73,778,11
96,T97,T97,Brendon de Jonge,70.75,849,12
97,T97,T97,Jeff Klauk,70.75,849,12
98,99,99,Steve Lowery,70.76,1203,17
99,T100,T100,Tim Petrovic,70.77,920,13
100,T100,T100,Justin Rose,70.77,920,13
101,102,102,Luke Donald,70.79,991,14
102,103,103,Y.E. Yang,70.82,779,11
103,104,104,Rod Pampling,70.86,992,14
104,105,105,Tim Herron,70.87,1063,15
105,T106,T106,George McNeill,70.88,1134,16
106,T106,T106,Heath Slocum,70.88,1205,17
107,108,108,Casey Wittenberg,70.89,638,9
108,109,109,Pat Perez,70.9,709,10
109,T110,T110,Robert Allenby,70.91,780,11
110,T110,T110,Derek Fathauer,70.91,780,11
111,T112,T112,Rich Beem,70.92,922,13
112,T112,T112,Chad Campbell,70.92,922,13
113,114,114,Scott McCarron,70.94,1206,17
114,T115,T115,Ricky Barnes,71.0,710,10
115,T115,T115,Freddie Jacobson,71.0,994,14
116,T115,T115,Peter Lonard,71.0,1207,17
117,T115,T115,Jarrod Lyle,71.0,568,8
118,119,119,Davis Love III,71.12,1209,17
119,120,120,Mark Brooks,71.13,569,8
120,121,121,Ryuji Imada,71.15,925,13
121,122,122,John Mallinger,71.19,1139,16
122,123,123,Zach Johnson,71.2,712,10
123,124,124,Ben Curtis,71.22,641,9
124,125,125,Scott Piercy,71.23,926,13
125,126,126,Mathew Goggin,71.25,855,12
126,T127,T127,Tommy Armour III,71.27,784,11
127,T127,T127,Vijay Singh,71.27,784,11
128,T127,T127,Boo Weekley,71.27,784,11
129,130,130,Rory Sabbatini,71.29,998,14
130,T131,T131,Padraig Harrington,71.3,713,10
131,T131,T131,Jimmy Walker,71.3,713,10
132,133,133,Alex Cejka,71.31,927,13
133,T134,T134,Glen Day,71.33,856,12
134,T134,T134,Jeff Quinney,71.33,856,12
135,136,136,Matt Bettencourt,71.36,785,11
136,T137,T137,Daniel Chopra,71.38,928,13
137,T137,T137,Tom Lehman,71.38,571,8
138,139,139,Brian Davis,71.42,1357,19
139,T140,T140,Stuart Appleby,71.43,1000,14
140,T140,T140,Steve Flesch,71.43,1000,14
141,142,142,Jason Dufner,71.45,786,11
142,143,143,Chez Reavie,71.47,1072,15
143,T144,T144,Brian Vranesh,71.5,572,8
144,T144,T144,Bubba Watson,71.5,858,12
145,146,146,Colt Knost,71.54,930,13
146,147,147,Dustin Johnson,71.64,788,11
147,T148,T148,Brian Bateman,71.67,860,12
148,T148,T148,Chris Riley,71.67,860,12
149,150,150,John Rollins,71.69,932,13
150,151,151,Nicholas Thompson,71.71,1004,14
151,T152,T152,Cameron Beckman,71.73,1076,15
152,T152,T152,David Mathis,71.73,789,11
