,Early_Round_1_Scoring_Average_RANK THIS WEEK,Early_Round_1_Scoring_Average_RANK LAST WEEK,Early_Round_1_Scoring_Average_PLAYER NAME,Early_Round_1_Scoring_Average_AVG,Early_Round_1_Scoring_Average_TOTAL STROKES,Early_Round_1_Scoring_Average_TOTAL ROUNDS
153,T152,T152,Bryce Molder,71.73,789,11
154,155,155,Todd Hamilton,71.77,933,13
155,156,156,Joe Durant,71.78,646,9
156,157,157,Matt Weibring,71.85,934,13
157,158,158,Kent Jones,71.92,863,12
158,159,159,Charles Warren,72.0,720,10
159,160,160,Ted Purdy,72.08,865,12
160,161,161,Will MacKenzie,72.14,1010,14
161,162,162,Gary Woodland,72.17,433,6
162,163,163,Rick Price,72.36,796,11
163,164,164,David Duval,72.46,942,13
164,165,165,Ryan Palmer,72.5,1015,14
165,166,166,Adam Scott,72.57,508,7
166,167,167,Carl Pettersson,72.63,1162,16
167,168,168,K.J. Choi,72.7,727,10
168,169,169,Andres Romero,72.75,582,8
169,170,170,Jason Gore,72.85,947,13
170,171,171,Billy Mayfair,72.87,1093,15
171,T172,T172,Kris Blanks,73.0,730,10
172,T172,T172,Leif Olson,73.0,730,10
173,174,174,Darron Stiles,73.11,658,9
174,175,175,Ernie Els,73.13,585,8
175,176,176,Aaron Baddeley,73.27,806,11
176,177,177,Greg Kraft,73.36,807,11
177,178,178,J.B. Holmes,73.45,808,11
178,179,179,Marc Turnesa,73.56,1177,16
179,180,180,Parker McLachlin,73.59,1251,17
180,181,181,Brad Faxon,73.64,1031,14
181,182,182,Peter Tomasulo,73.91,813,11
182,183,183,Eric Axley,74.14,1038,14
183,184,184,Brendon Todd,74.56,671,9
