,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,64,34.53,2141,62
1,2,2,Chris Riley,77,34.77,2677,77
2,3,3,Bo Van Pelt,100,34.78,3478,100
3,4,4,Bob Estes,78,34.79,2714,78
4,5,5,Tim Clark,81,34.83,2717,78
5,6,6,Jeff Klauk,97,34.84,3379,97
6,T7,T7,Stephen Ames,77,34.85,2614,75
7,T7,T7,Steve Stricker,81,34.85,2753,79
8,9,9,Mark Wilson,99,34.86,3451,99
9,10,10,Bryce Molder,69,34.87,2406,69
10,11,11,Nick O'Hern,90,34.88,3139,90
11,12,12,Justin Leonard,95,34.89,3175,91
12,13,13,Jerry Kelly,90,34.9,3141,90
13,T14,T14,Kevin Na,91,34.91,3177,91
14,T14,T14,Kenny Perry,92,34.91,3177,91
15,16,16,Brian Davis,103,34.94,3599,103
16,T17,T17,Chris DiMarco,97,34.96,3391,97
17,T17,T17,Robert Garrigus,83,34.96,2902,83
18,T19,T19,Briny Baird,89,34.98,3113,89
19,T19,T19,Greg Chalmers,85,34.98,2973,85
20,T19,T19,Tim Herron,87,34.98,3043,87
21,T19,T19,David Toms,98,34.98,3428,98
22,T23,T23,Matt Kuchar,82,35.0,2870,82
23,T23,T23,George McNeill,82,35.0,2870,82
24,T23,T23,Heath Slocum,95,35.0,3325,95
25,T26,T26,Hunter Mahan,94,35.01,3221,92
26,T26,T26,Tim Petrovic,97,35.01,3396,97
27,T26,T26,Scott Verplank,88,35.01,3081,88
28,T29,T29,James Nitties,86,35.02,3012,86
29,T29,T29,Dean Wilson,81,35.02,2837,81
30,T31,T31,Jason Day,61,35.03,2137,61
31,T31,T31,Zach Johnson,94,35.03,3223,92
32,T31,T31,Sean O'Hair,80,35.03,2662,76
33,T31,T31,Kevin Sutherland,96,35.03,3328,95
34,35,35,Charley Hoffman,97,35.05,3400,97
35,T36,T36,Brandt Snedeker,81,35.06,2840,81
36,T36,T36,Kevin Stadler,65,35.06,2279,65
37,T38,T38,Mark Calcavecchia,72,35.08,2526,72
38,T38,T38,Charles Howell III,99,35.08,3473,99
39,40,40,Scott Sterling,51,35.1,1790,51
40,T41,T41,Jim Furyk,86,35.11,2914,83
41,T41,T41,J.J. Henry,97,35.11,3406,97
42,T43,T43,Scott Piercy,85,35.12,2985,85
43,T43,T43,Matt Weibring,65,35.12,2283,65
44,T45,T45,Harrison Frazar,93,35.14,3268,93
45,T45,T45,Phil Mickelson,66,35.14,2214,63
46,T45,T45,Greg Owen,97,35.14,3409,97
47,T45,T45,Nick Watney,86,35.14,3022,86
48,T49,T49,Lucas Glover,93,35.17,3271,93
49,T49,T49,Steve Marino,98,35.17,3447,98
50,T51,T51,Ernie Els,70,35.18,2322,66
51,T51,T51,Corey Pavin,73,35.18,2568,73
52,T53,T53,Steve Elkington,70,35.19,2463,70
53,T53,T53,Jimmy Walker,74,35.19,2604,74
54,T53,T53,Jay Williamson,69,35.19,2428,69
55,T56,T56,John Mallinger,90,35.2,3168,90
56,T56,T56,Chris Stroud,88,35.2,3098,88
57,58,58,Charlie Wi,92,35.21,3239,92
58,T59,T59,Chad Campbell,90,35.22,3170,90
59,T59,T59,Ben Crane,93,35.22,3275,93
60,T59,T59,D.J. Trahan,96,35.22,3381,96
61,T62,T62,Robert Allenby,71,35.23,2466,70
62,T62,T62,Woody Austin,84,35.23,2959,84
63,T62,T62,Brian Gay,96,35.23,3382,96
64,T62,T62,Michael Letzig,96,35.23,3382,96
65,T66,T66,Jason Bohn,88,35.24,3101,88
66,T66,T66,Anthony Kim,76,35.24,2608,74
67,T68,T68,John Senden,100,35.26,3526,100
68,T68,T68,Kevin Streelman,97,35.26,3420,97
69,T70,T70,Marc Leishman,91,35.27,3210,91
70,T70,T70,Scott McCarron,91,35.27,3210,91
71,T70,T70,Jeff Quinney,78,35.27,2751,78
72,T70,T70,Boo Weekley,79,35.27,2716,77
73,74,74,Brett Quigley,92,35.28,3246,92
74,T75,T75,Sergio Garcia,59,35.29,2047,58
75,T75,T75,Matt Jones,56,35.29,1976,56
76,T75,T75,Troy Matteson,95,35.29,3353,95
77,T78,T78,Luke Donald,79,35.3,2683,76
78,T78,T78,Jason Dufner,90,35.3,3177,90
79,T78,T78,Ted Purdy,101,35.3,3565,101
80,T78,T78,Chez Reavie,81,35.3,2859,81
81,T78,T78,Vijay Singh,71,35.3,2436,69
82,T83,T83,Cameron Beckman,87,35.31,3072,87
83,T83,T83,Nathan Green,104,35.31,3672,104
84,T83,T83,Lee Janzen,74,35.31,2613,74
85,T83,T83,Bill Lunde,83,35.31,2931,83
86,T83,T83,Justin Rose,71,35.31,2472,70
87,T83,T83,Vaughn Taylor,88,35.31,3107,88
88,T83,T83,Mike Weir,85,35.31,2966,84
89,T90,T90,Bill Haas,91,35.33,3215,91
90,T90,T90,Kent Jones,73,35.33,2579,73
91,T90,T90,Webb Simpson,94,35.33,3321,94
92,93,93,Stewart Cink,79,35.34,2580,73
93,T94,T94,Aaron Baddeley,66,35.35,2298,65
94,T94,T94,Kris Blanks,60,35.35,2121,60
95,T94,T94,Joe Durant,62,35.35,2192,62
96,T94,T94,Tom Pernice Jr.,82,35.35,2899,82
97,98,98,Brendon de Jonge,90,35.36,3182,90
98,T99,T99,Alex Cejka,82,35.37,2900,82
99,T99,T99,Davis Love III,89,35.37,3077,87
100,T101,T101,Jonathan Byrd,89,35.38,3149,89
101,T101,T101,Glen Day,79,35.38,2795,79
102,T101,T101,Martin Laird,72,35.38,2547,72
103,T101,T101,Bubba Watson,73,35.38,2583,73
104,105,105,Bob Heintz,59,35.39,2088,59
105,T106,T106,Retief Goosen,74,35.4,2584,73
106,T106,T106,Ryan Palmer,78,35.4,2761,78
107,T108,T108,Ryuji Imada,85,35.41,3010,85
108,T108,T108,Freddie Jacobson,83,35.41,2939,83
109,T108,T108,Patrick Sheehan,51,35.41,1806,51
110,111,111,Michael Allen,73,35.42,2586,73
111,T112,T112,Daniel Chopra,89,35.43,3153,89
112,T112,T112,Steve Flesch,77,35.43,2728,77
113,T112,T112,Ryan Moore,89,35.43,3153,89
114,T112,T112,Pat Perez,74,35.43,2551,72
115,T116,T116,Rory Sabbatini,81,35.44,2835,80
116,T116,T116,Johnson Wagner,81,35.44,2871,81
117,T118,T118,Jeff Overton,92,35.45,3261,92
118,T118,T118,Rod Pampling,72,35.45,2517,71
119,T120,T120,Paul Goydos,79,35.46,2801,79
120,T120,T120,Casey Wittenberg,71,35.46,2518,71
121,122,122,John Merrick,91,35.47,3228,91
122,T123,T123,Bart Bryant,58,35.48,2058,58
123,T123,T123,K.J. Choi,65,35.48,2271,64
124,T123,T123,Fred Couples,54,35.48,1916,54
125,T123,T123,Spencer Levin,75,35.48,2661,75
126,T123,T123,Ian Poulter,59,35.48,1987,56
127,T123,T123,Darron Stiles,52,35.48,1845,52
128,T129,T129,Dustin Johnson,85,35.49,2981,84
129,T129,T129,Cliff Kresge,78,35.49,2768,78
130,T129,T129,Steve Lowery,83,35.49,2946,83
131,T129,T129,Aron Price,89,35.49,3159,89
132,T133,T133,Rich Beem,77,35.52,2735,77
133,T133,T133,Carl Pettersson,86,35.52,3055,86
134,T133,T133,Charles Warren,63,35.52,2238,63
135,T136,T136,Richard Johnson,85,35.54,3021,85
136,T136,T136,Geoff Ogilvy,78,35.54,2559,72
137,T136,T136,Tag Ridings,50,35.54,1777,50
138,T139,T139,Matt Bettencourt,98,35.55,3484,98
139,T139,T139,Ben Curtis,63,35.55,2204,62
140,T139,T139,Joe Ogilvie,85,35.55,3022,85
141,142,142,Brad Adamonis,70,35.56,2489,70
142,T143,T143,Todd Hamilton,83,35.57,2952,83
143,T143,T143,Jeff Maggert,79,35.57,2810,79
144,T143,T143,Nicholas Thompson,96,35.57,3415,96
145,146,146,Mark Brooks,55,35.58,1957,55
146,T147,T147,Tommy Armour III,58,35.59,2064,58
147,T147,T147,Colt Knost,71,35.59,2527,71
148,149,149,Adam Scott,53,35.62,1852,52
149,T150,T150,Ricky Barnes,67,35.63,2387,67
150,T150,T150,Camilo Villegas,76,35.63,2601,73
151,T152,T152,Stuart Appleby,79,35.65,2781,78
152,T152,T152,Padraig Harrington,66,35.65,2317,65
153,T152,T152,Rocco Mediate,79,35.65,2816,79
154,T152,T152,D.A. Points,99,35.65,3529,99
155,T152,T152,John Rollins,92,35.65,3280,92
156,T152,T152,Kirk Triplett,60,35.65,2139,60
157,T158,T158,Jarrod Lyle,65,35.69,2320,65
158,T158,T158,Rick Price,54,35.69,1927,54
159,160,160,Y.E. Yang,83,35.7,2963,83
160,161,161,Brian Vranesh,51,35.71,1821,51
161,162,162,Will MacKenzie,69,35.72,2465,69
162,163,163,Mathew Goggin,76,35.73,2644,74
163,164,164,Ken Duke,87,35.75,3110,87
164,165,165,David Mathis,82,35.76,2932,82
165,166,166,Peter Lonard,86,35.81,3080,86
166,T167,T167,David Duval,56,35.93,2012,56
167,T167,T167,Jason Gore,74,35.93,2659,74
168,T167,T167,J.B. Holmes,74,35.93,2659,74
169,T167,T167,Andres Romero,58,35.93,2048,57
170,171,171,Peter Tomasulo,61,35.95,2193,61
171,172,172,Billy Mayfair,83,35.98,2986,83
172,173,173,Ángel Cabrera,55,36.0,1944,54
173,174,174,Derek Fathauer,63,36.05,2271,63
174,175,175,Marc Turnesa,77,36.09,2779,77
175,176,176,Parker McLachlin,71,36.1,2563,71
176,177,177,Tom Lehman,55,36.11,1986,55
177,178,178,Brian Bateman,55,36.15,1988,55
178,179,179,Leif Olson,51,36.22,1847,51
179,T180,T180,Greg Kraft,51,36.25,1849,51
180,T180,T180,Gary Woodland,53,36.25,1921,53
181,182,182,Eric Axley,71,36.28,2576,71
182,183,183,Brad Faxon,59,36.39,2147,59
183,184,184,Brendon Todd,53,36.55,1937,53
