,Tenth_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_4_Scoring_Average_AVG,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Tim Clark,81,3.89,576,148
1,2,2,Paul Goydos,79,3.9,433,111
2,T3,T3,Colt Knost,71,3.91,578,148
3,T3,T3,Steve Stricker,81,3.91,618,158
4,T3,T3,Mark Wilson,99,3.91,805,206
5,6,6,Brandt Snedeker,81,3.92,568,145
6,T7,T7,Tommy Armour III,58,3.93,377,96
7,T7,T7,Jim Furyk,86,3.93,759,193
8,T7,T7,Charlie Wi,92,3.93,813,207
9,10,10,Tiger Woods,64,3.94,555,141
10,T11,T11,Jonathan Byrd,89,3.95,668,169
11,T11,T11,Brian Gay,96,3.95,688,174
12,T11,T11,Marc Leishman,91,3.95,632,160
13,T11,T11,Hunter Mahan,94,3.95,865,219
14,T11,T11,Troy Matteson,95,3.95,758,192
15,T11,T11,Rod Pampling,72,3.95,580,147
16,T11,T11,Vaughn Taylor,88,3.95,814,206
17,T11,T11,David Toms,98,3.95,937,237
18,19,19,J.J. Henry,97,3.96,1188,300
19,T20,T20,Briny Baird,89,3.97,938,236
20,T20,T20,Charles Howell III,99,3.97,798,201
21,T20,T20,Chris Riley,77,3.97,837,211
22,T20,T20,Andres Romero,58,3.97,437,110
23,T24,T24,Joe Durant,62,3.98,640,161
24,T24,T24,Bob Estes,78,3.98,414,104
25,T24,T24,Lucas Glover,93,3.98,725,182
26,T24,T24,Mathew Goggin,76,3.98,649,163
27,T24,T24,Zach Johnson,94,3.98,736,185
28,T24,T24,Anthony Kim,76,3.98,581,146
29,T24,T24,Chez Reavie,81,3.98,756,190
30,T24,T24,Kevin Sutherland,96,3.98,859,216
31,T24,T24,Nick Watney,86,3.98,637,160
32,T33,T33,Aaron Baddeley,66,3.99,483,121
33,T33,T33,Chris DiMarco,97,3.99,743,186
34,T33,T33,Harrison Frazar,93,3.99,1184,297
35,T33,T33,Bill Haas,91,3.99,775,194
36,T33,T33,Matt Kuchar,82,3.99,427,107
37,T33,T33,Bill Lunde,83,3.99,735,184
38,T33,T33,Jarrod Lyle,65,3.99,699,175
39,T33,T33,Corey Pavin,73,3.99,595,149
40,T33,T33,Tim Petrovic,97,3.99,898,225
41,T33,T33,Jeff Quinney,78,3.99,986,247
42,T33,T33,Patrick Sheehan,51,3.99,611,153
43,T33,T33,D.J. Trahan,96,3.99,937,235
44,T33,T33,Scott Verplank,88,3.99,626,157
45,T46,T46,Stephen Ames,77,4.0,340,85
46,T46,T46,Kris Blanks,60,4.0,464,116
47,T46,T46,Ángel Cabrera,55,4.0,308,77
48,T46,T46,Greg Chalmers,85,4.0,692,173
49,T46,T46,Justin Rose,71,4.0,468,117
50,T46,T46,Scott Sterling,51,4.0,580,145
51,T46,T46,Kevin Streelman,97,4.0,993,248
52,T46,T46,Nicholas Thompson,96,4.0,833,208
53,T46,T46,Camilo Villegas,76,4.0,564,141
54,T55,T55,Jason Day,61,4.01,614,153
55,T55,T55,Robert Garrigus,83,4.01,839,209
56,T55,T55,Lee Janzen,74,4.01,573,143
57,T55,T55,Spencer Levin,75,4.01,429,107
58,T55,T55,Kenny Perry,92,4.01,745,186
59,T55,T55,John Senden,100,4.01,545,136
60,T61,T61,Woody Austin,84,4.02,422,105
61,T61,T61,Chad Campbell,90,4.02,836,208
62,T61,T61,Brian Davis,103,4.02,1004,250
63,T61,T61,Ernie Els,70,4.02,527,131
64,T61,T61,Tim Herron,87,4.02,719,179
65,T61,T61,Charley Hoffman,97,4.02,458,114
66,T61,T61,Matt Jones,56,4.02,434,108
67,T61,T61,David Mathis,82,4.02,972,242
68,T61,T61,Kevin Na,91,4.02,724,180
69,T61,T61,Nick O'Hern,90,4.02,837,208
70,T61,T61,Pat Perez,74,4.02,438,109
71,T61,T61,Tag Ridings,50,4.02,450,112
72,T61,T61,Heath Slocum,95,4.02,796,198
73,T61,T61,Mike Weir,85,4.02,648,161
74,T75,T75,Ken Duke,87,4.03,597,148
75,T75,T75,Steve Elkington,70,4.03,918,228
76,T75,T75,Brad Faxon,59,4.03,520,129
77,T75,T75,Freddie Jacobson,83,4.03,669,166
78,T75,T75,Tom Lehman,55,4.03,564,140
79,T75,T75,James Nitties,86,4.03,722,179
80,T75,T75,Carl Pettersson,86,4.03,500,124
81,T75,T75,D.A. Points,99,4.03,834,207
82,T75,T75,Marc Turnesa,77,4.03,540,134
83,T75,T75,Bubba Watson,73,4.03,528,131
84,T85,T85,Ricky Barnes,67,4.04,590,146
85,T85,T85,Cameron Beckman,87,4.04,658,163
86,T85,T85,Daniel Chopra,89,4.04,868,215
87,T85,T85,Stewart Cink,79,4.04,460,114
88,T85,T85,Glen Day,79,4.04,767,190
89,T85,T85,Retief Goosen,74,4.04,654,162
90,T85,T85,Justin Leonard,95,4.04,784,194
91,T85,T85,Michael Letzig,96,4.04,788,195
92,T85,T85,Joe Ogilvie,85,4.04,825,204
93,T85,T85,Greg Owen,97,4.04,982,243
94,T85,T85,Ryan Palmer,78,4.04,639,158
95,T85,T85,Webb Simpson,94,4.04,1070,265
96,T97,T97,Jason Bohn,88,4.05,519,128
97,T97,T97,Jason Dufner,90,4.05,514,127
98,T97,T97,Dustin Johnson,85,4.05,688,170
99,T97,T97,Jeff Klauk,97,4.05,1001,247
100,T97,T97,Davis Love III,89,4.05,607,150
101,T97,T97,Steve Marino,98,4.05,616,152
102,T97,T97,Scott McCarron,91,4.05,874,216
103,T97,T97,George McNeill,82,4.05,855,211
104,T97,T97,Phil Mickelson,66,4.05,615,152
105,T97,T97,Ian Poulter,59,4.05,458,113
106,T97,T97,Rory Sabbatini,81,4.05,619,153
107,T97,T97,Bo Van Pelt,100,4.05,693,171
108,T109,T109,Brian Bateman,55,4.06,695,171
109,T109,T109,Steve Flesch,77,4.06,588,145
110,T109,T109,Nathan Green,104,4.06,918,226
111,T109,T109,Bob Heintz,59,4.06,666,164
112,T109,T109,Steve Lowery,83,4.06,699,172
113,T109,T109,Will MacKenzie,69,4.06,702,173
114,T109,T109,John Mallinger,90,4.06,787,194
115,T109,T109,John Merrick,91,4.06,886,218
116,T109,T109,Sean O'Hair,80,4.06,211,52
117,T109,T109,Scott Piercy,85,4.06,711,175
118,T109,T109,John Rollins,92,4.06,625,154
119,T109,T109,Chris Stroud,88,4.06,1060,261
120,T109,T109,Johnson Wagner,81,4.06,951,234
121,T109,T109,Casey Wittenberg,71,4.06,719,177
122,T109,T109,Y.E. Yang,83,4.06,515,127
123,T124,T124,Brad Adamonis,70,4.07,602,148
124,T124,T124,Michael Allen,73,4.07,493,121
125,T124,T124,Stuart Appleby,79,4.07,679,167
126,T124,T124,Mark Brooks,55,4.07,448,110
127,T124,T124,Derek Fathauer,63,4.07,550,135
128,T124,T124,Sergio Garcia,59,4.07,545,134
