,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
73,T61,T61,Will MacKenzie,24,50.0,1.0
74,T61,T61,Bryce Molder,21,50.0,2.0
75,T61,T61,Ryan Moore,27,50.0,3.0
76,T61,T61,James Nitties,27,50.0,1.0
77,T61,T61,Nick O'Hern,27,50.0,1.0
78,T61,T61,D.A. Points,29,50.0,1.0
79,T61,T61,Ian Poulter,17,50.0,2.0
80,T61,T61,Rory Sabbatini,25,50.0,2.0
81,T61,T61,Brandt Snedeker,26,50.0,2.0
82,T61,T61,Kevin Stadler,20,50.0,1.0
83,T61,T61,Nicholas Thompson,31,50.0,1.0
84,T61,T61,Scott Verplank,24,50.0,2.0
85,T61,T61,Charlie Wi,28,50.0,2.0
86,T87,T87,Luke Donald,21,40.0,2.0
87,T87,T87,Freddie Jacobson,25,40.0,2.0
88,T87,T87,George McNeill,26,40.0,2.0
89,T90,T90,Stephen Ames,23,33.3,1.0
90,T90,T90,Matt Bettencourt,31,33.3,1.0
91,T90,T90,Stewart Cink,22,33.3,1.0
92,T90,T90,Ernie Els,19,33.3,1.0
93,T90,T90,Bill Haas,29,33.3,1.0
94,T90,T90,Todd Hamilton,29,33.3,1.0
95,T90,T90,Charley Hoffman,27,33.3,2.0
96,T90,T90,Lee Janzen,23,33.3,1.0
97,T90,T90,Steve Marino,29,33.3,2.0
98,T90,T90,Troy Matteson,30,33.3,1.0
99,T90,T90,John Merrick,28,33.3,1.0
100,T90,T90,Joe Ogilvie,29,33.3,1.0
101,T90,T90,Greg Owen,30,33.3,1.0
102,T90,T90,John Senden,29,33.3,2.0
103,T90,T90,Mike Weir,24,33.3,1.0
104,T105,T105,Briny Baird,28,25.0,1.0
105,T105,T105,Rod Pampling,23,25.0,1.0
106,T105,T105,Webb Simpson,30,25.0,1.0
107,T105,T105,Vaughn Taylor,28,25.0,1.0
108,T105,T105,Bo Van Pelt,30,25.0,1.0
109,T105,T105,Bubba Watson,24,25.0,1.0
110,T111,T111,Jonathan Byrd,25,20.0,1.0
111,T111,T111,Geoff Ogilvy,20,20.0,1.0
112,T113,T113,Stuart Appleby,25,0.0,
113,T113,T113,Aaron Baddeley,23,0.0,
114,T113,T113,Cameron Beckman,26,0.0,
115,T113,T113,Rich Beem,26,0.0,
116,T113,T113,Mark Brooks,17,0.0,
117,T113,T113,Alex Cejka,25,0.0,
118,T113,T113,Glen Day,26,0.0,
119,T113,T113,Brendon de Jonge,29,0.0,
120,T113,T113,Joe Durant,20,0.0,
121,T113,T113,Bob Estes,23,0.0,
122,T113,T113,Steve Flesch,27,0.0,
123,T113,T113,Robert Garrigus,25,0.0,
124,T113,T113,Jason Gore,24,0.0,
125,T113,T113,Ryuji Imada,25,0.0,
126,T113,T113,Kent Jones,24,0.0,
127,T113,T113,Colt Knost,24,0.0,
128,T113,T113,Cliff Kresge,28,0.0,
129,T113,T113,Tom Lehman,16,0.0,
130,T113,T113,Michael Letzig,28,0.0,
131,T113,T113,Jarrod Lyle,21,0.0,
132,T113,T113,Jeff Maggert,28,0.0,
133,T113,T113,Scott McCarron,27,0.0,
134,T113,T113,Rocco Mediate,22,0.0,
135,T113,T113,Jeff Overton,28,0.0,
136,T113,T113,Carl Pettersson,29,0.0,
137,T113,T113,Scott Piercy,28,0.0,
138,T113,T113,Aron Price,27,0.0,
139,T113,T113,Ted Purdy,30,0.0,
140,T113,T113,Chez Reavie,27,0.0,
141,T113,T113,Tag Ridings,16,0.0,
142,T113,T113,Chris Riley,22,0.0,
143,T113,T113,Vijay Singh,21,0.0,
144,T113,T113,Scott Sterling,16,0.0,
145,T113,T113,Darron Stiles,20,0.0,
146,T113,T113,Kevin Streelman,29,0.0,
147,T113,T113,Chris Stroud,28,0.0,
148,T113,T113,Kevin Sutherland,27,0.0,
149,T113,T113,Peter Tomasulo,25,0.0,
150,T113,T113,D.J. Trahan,30,0.0,
151,T113,T113,Johnson Wagner,26,0.0,
152,T113,T113,Jimmy Walker,24,0.0,
153,T113,T113,Charles Warren,20,0.0,
154,T113,T113,Boo Weekley,22,0.0,
155,T113,T113,Matt Weibring,22,0.0,
156,T113,T113,Jay Williamson,22,0.0,
157,T113,T113,Casey Wittenberg,25,0.0,
