,Par_5_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_5_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_5_Birdie_or_Better_Leaders_PLAYER NAME,Par_5_Birdie_or_Better_Leaders_ROUNDS,Par_5_Birdie_or_Better_Leaders_%,Par_5_Birdie_or_Better_Leaders_PAR 5 BIRDIES OR BETTER,Par_5_Birdie_or_Better_Leaders_PAR 5 HOLES
0,1,1,Tiger Woods,64,56.77,109,192
1,2,2,Nick Watney,86,55.16,155,281
2,3,3,Martin Laird,72,51.34,115,224
3,4,4,Stephen Ames,77,49.58,119,240
4,5,5,Anthony Kim,76,49.55,111,224
5,6,6,D.J. Trahan,96,49.5,150,303
6,7,7,Scott Piercy,85,49.28,137,278
7,8,8,Steve Stricker,81,49.19,122,248
8,9,9,Matt Jones,56,49.18,90,183
9,10,10,Bubba Watson,73,49.17,118,240
10,11,11,John Senden,100,48.71,151,310
11,12,12,Dustin Johnson,85,48.35,132,273
12,13,13,Steve Marino,98,48.25,138,286
13,14,14,Chris Stroud,88,48.09,126,262
14,15,15,Jimmy Walker,74,47.64,111,233
15,16,16,Tag Ridings,50,47.62,70,147
16,17,17,Jonathan Byrd,89,47.35,143,302
17,18,18,Harrison Frazar,93,47.25,129,273
18,19,19,Matt Bettencourt,98,47.06,144,306
19,20,20,Phil Mickelson,66,46.8,95,203
20,21,21,Fred Couples,54,46.78,80,171
21,22,22,Jason Day,61,46.7,92,197
22,23,23,George McNeill,82,46.69,113,242
23,24,24,Charles Howell III,99,46.58,143,307
24,25,25,Camilo Villegas,76,46.47,112,241
25,26,26,Jerry Kelly,90,46.44,124,267
26,27,27,Brian Davis,103,46.43,143,308
27,28,28,Robert Garrigus,83,46.36,121,261
28,29,29,Geoff Ogilvy,78,46.02,104,226
29,30,30,Bo Van Pelt,100,46.01,144,313
30,31,31,Retief Goosen,74,45.85,105,229
31,32,32,Daniel Chopra,89,45.83,132,288
32,33,33,Luke Donald,79,45.76,108,236
33,34,34,Davis Love III,89,45.72,123,269
34,35,35,Jeff Overton,92,45.7,133,291
35,36,36,Matt Weibring,65,45.69,90,197
36,37,37,Lucas Glover,93,45.65,126,276
37,38,38,Dean Wilson,81,45.59,119,261
38,39,39,Tim Clark,81,45.49,106,233
39,40,40,Greg Chalmers,85,45.31,116,256
40,41,41,Rory Sabbatini,81,45.2,113,250
41,42,42,Mark Calcavecchia,72,45.18,103,228
42,43,43,Kevin Na,91,45.17,131,290
43,44,44,Boo Weekley,79,45.09,101,224
44,45,45,Ernie Els,70,45.05,91,202
45,46,46,Ángel Cabrera,55,44.87,70,156
46,47,47,Bill Haas,91,44.72,127,284
47,48,48,Mike Weir,85,44.66,113,253
48,49,49,Justin Leonard,95,44.53,122,274
49,T50,T50,Padraig Harrington,66,44.44,92,207
50,T50,T50,Y.E. Yang,83,44.44,116,261
51,52,52,Charley Hoffman,97,44.41,139,313
52,T53,T53,Adam Scott,53,44.23,69,156
53,T53,T53,Gary Woodland,53,44.23,69,156
54,55,55,Charles Warren,63,44.08,93,211
55,56,56,Alex Cejka,82,44.06,115,261
56,57,57,Sean O'Hair,80,44.05,100,227
57,58,58,Hunter Mahan,94,44.04,122,277
58,59,59,Scott Verplank,88,43.82,110,251
59,60,60,Nicholas Thompson,96,43.77,137,313
60,61,61,Ted Purdy,101,43.69,135,309
61,62,62,Freddie Jacobson,83,43.67,107,245
62,63,63,Tom Pernice Jr.,82,43.54,118,271
63,64,64,Leif Olson,51,43.4,69,159
64,65,65,Tim Petrovic,97,43.37,134,309
65,66,66,Pat Perez,74,43.35,101,233
66,67,67,Briny Baird,89,42.96,116,270
67,68,68,J.B. Holmes,74,42.92,100,233
68,69,69,Brendon de Jonge,90,42.86,123,287
69,70,70,Kevin Streelman,97,42.81,122,285
70,71,71,Brian Gay,96,42.75,118,276
71,72,72,Zach Johnson,94,42.7,117,274
72,73,73,Steve Lowery,83,42.64,113,265
73,74,74,Kenny Perry,92,42.6,118,277
74,75,75,Vaughn Taylor,88,42.53,111,261
75,76,76,Ryan Moore,89,42.5,119,280
76,77,77,Jim Furyk,86,42.47,110,259
77,78,78,Webb Simpson,94,42.42,126,297
78,T79,T79,Aaron Baddeley,66,42.31,88,208
79,T79,T79,Mathew Goggin,76,42.31,99,234
80,81,81,Ben Crane,93,42.27,123,291
81,82,82,Sergio Garcia,59,42.26,71,168
82,83,83,Patrick Sheehan,51,42.24,68,161
83,84,84,Greg Owen,97,42.18,124,294
84,85,85,Kevin Sutherland,96,42.17,132,313
85,86,86,Brett Quigley,92,42.07,122,290
86,87,87,Justin Rose,71,41.98,89,212
87,88,88,Matt Kuchar,82,41.89,111,265
88,89,89,Bryce Molder,69,41.88,80,191
89,90,90,Carl Pettersson,86,41.86,108,258
90,91,91,Stewart Cink,79,41.83,87,208
91,92,92,Mark Wilson,99,41.72,126,302
92,93,93,Brad Adamonis,70,41.63,92,221
93,94,94,Rod Pampling,72,41.59,94,226
94,95,95,John Mallinger,90,41.52,120,289
95,96,96,Michael Letzig,96,41.39,125,302
96,97,97,Chad Campbell,90,41.24,113,274
97,98,98,Paul Goydos,79,41.2,96,233
98,99,99,Kris Blanks,60,41.05,78,190
99,100,100,Vijay Singh,71,40.98,84,205
100,101,101,Woody Austin,84,40.67,109,268
101,102,102,Johnson Wagner,81,40.55,103,254
102,103,103,Charlie Wi,92,40.48,117,289
103,104,104,Scott McCarron,91,40.42,116,287
104,105,105,Peter Tomasulo,61,40.21,78,194
105,106,106,Chris Riley,77,40.17,92,229
106,107,107,Joe Ogilvie,85,40.15,108,269
107,108,108,Stuart Appleby,79,40.08,97,242
108,109,109,Andres Romero,58,40.0,72,180
109,110,110,Nathan Green,104,39.94,125,313
110,111,111,Rich Beem,77,39.92,97,243
111,112,112,David Toms,98,39.79,115,289
112,113,113,Tim Herron,87,39.53,102,258
113,114,114,Brian Vranesh,51,39.49,62,157
114,115,115,J.J. Henry,97,39.43,110,279
115,116,116,Kirk Triplett,60,39.38,76,193
116,117,117,Ian Poulter,59,39.33,70,178
117,118,118,Ricky Barnes,67,39.27,75,191
118,119,119,Rocco Mediate,79,39.26,95,242
119,120,120,Parker McLachlin,71,39.24,93,237
120,121,121,Ryan Palmer,78,39.13,99,253
121,T122,T122,Ryuji Imada,85,39.1,104,266
122,T122,T122,D.A. Points,99,39.1,122,312
123,124,124,Jay Williamson,69,39.07,84,215
124,125,125,James Nitties,86,39.04,98,251
125,126,126,David Duval,56,38.98,69,177
126,127,127,Chris DiMarco,97,38.95,111,285
127,128,128,Bob Estes,78,38.93,95,244
128,129,129,Kevin Stadler,65,38.92,79,203
129,130,130,Jason Dufner,90,38.87,110,283
130,131,131,Heath Slocum,95,38.85,108,278
131,132,132,Darron Stiles,52,38.79,64,165
132,133,133,John Merrick,91,38.73,110,284
133,134,134,John Rollins,92,38.61,117,303
134,T135,T135,Jason Gore,74,38.56,91,236
135,T135,T135,Cliff Kresge,78,38.56,91,236
136,137,137,Ben Curtis,63,38.35,79,206
137,138,138,David Mathis,82,38.34,97,253
138,139,139,Billy Mayfair,83,38.31,100,261
139,140,140,Marc Leishman,91,38.29,103,269
140,141,141,Will MacKenzie,69,38.05,86,226
141,142,142,Robert Allenby,71,37.98,79,208
142,143,143,Bill Lunde,83,37.96,93,245
143,144,144,Steve Flesch,77,37.94,96,253
144,145,145,Jeff Quinney,78,37.89,97,256
145,146,146,Casey Wittenberg,71,37.67,84,223
146,147,147,Chez Reavie,81,37.5,93,248
147,148,148,Brandt Snedeker,81,37.45,94,251
148,149,149,Colt Knost,71,37.33,84,225
149,150,150,Steve Elkington,70,37.29,88,236
150,151,151,K.J. Choi,65,37.21,80,215
151,152,152,Rick Price,54,37.16,68,183
152,153,153,Tommy Armour III,58,37.1,69,186
153,154,154,Joe Durant,62,37.07,76,205
154,155,155,Cameron Beckman,87,37.02,97,262
155,156,156,Jason Bohn,88,36.92,103,279
156,157,157,Troy Matteson,95,36.91,110,298
157,158,158,Michael Allen,73,36.71,87,237
158,159,159,Jeff Maggert,79,36.67,88,240
159,160,160,Aron Price,89,36.59,101,276
160,161,161,Ken Duke,87,36.43,106,291
161,162,162,Lee Janzen,74,36.32,85,234
162,163,163,Derek Fathauer,63,36.18,72,199
163,164,164,Jeff Klauk,97,35.69,111,311
164,165,165,Richard Johnson,85,35.52,92,259
165,166,166,Todd Hamilton,83,35.38,92,260
166,167,167,Brian Bateman,55,35.23,62,176
167,168,168,Kent Jones,73,34.93,80,229
168,169,169,Peter Lonard,86,34.48,90,261
169,170,170,Jarrod Lyle,65,34.47,71,206
170,171,171,Bart Bryant,58,34.32,58,169
171,172,172,Nick O'Hern,90,33.97,89,262
172,173,173,Spencer Levin,75,33.91,79,233
173,174,174,Glen Day,79,33.6,83,247
174,175,175,Bob Heintz,59,33.15,60,181
175,176,176,Corey Pavin,73,32.61,75,230
176,177,177,Scott Sterling,51,32.08,51,159
177,178,178,Mark Brooks,55,31.25,55,176
178,179,179,Eric Axley,71,30.87,71,230
179,180,180,Tom Lehman,55,30.67,50,163
180,181,181,Greg Kraft,51,29.45,48,163
181,182,182,Brendon Todd,53,28.57,46,161
182,183,183,Marc Turnesa,77,27.9,65,233
183,184,184,Brad Faxon,59,27.42,51,186
