,Tenth_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_2_Scoring_Average_AVG,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Kevin Sutherland,67.67,406,6
1,2,2,Nick Watney,67.75,271,4
2,3,3,Hunter Mahan,68.0,272,4
3,4,4,Charley Hoffman,68.25,273,4
4,T5,T5,Bill Lunde,68.33,410,6
5,T5,T5,Mike Weir,68.33,205,3
6,T7,T7,Jason Dufner,68.5,137,2
7,T7,T7,Tiger Woods,68.5,411,6
8,9,9,Troy Matteson,68.56,617,9
9,10,10,Kris Blanks,68.6,343,5
10,11,11,Jason Gore,68.67,206,3
11,12,12,Stuart Appleby,68.8,344,5
12,13,13,Ryan Moore,68.83,413,6
13,14,14,Tim Clark,69.0,207,3
14,15,15,Harrison Frazar,69.13,553,8
15,T16,T16,Briny Baird,69.14,484,7
16,T16,T16,Steve Stricker,69.14,484,7
17,T18,T18,Tommy Armour III,69.33,208,3
18,T18,T18,Jason Day,69.33,416,6
19,T18,T18,Camilo Villegas,69.33,208,3
20,T21,T21,Matt Kuchar,69.4,347,5
21,T21,T21,Geoff Ogilvy,69.4,347,5
22,T21,T21,Brandt Snedeker,69.4,347,5
23,T24,T24,Anthony Kim,69.43,486,7
24,T24,T24,James Nitties,69.43,486,7
25,26,26,Charlie Wi,69.44,625,9
26,T27,T27,Charles Howell III,69.5,417,6
27,T27,T27,Michael Letzig,69.5,139,2
28,T27,T27,Rory Sabbatini,69.5,278,4
29,30,30,Zach Johnson,69.56,626,9
30,31,31,Joe Ogilvie,69.57,487,7
31,32,32,Kenny Perry,69.6,696,10
32,T33,T33,Jason Bohn,69.67,209,3
33,T33,T33,Ernie Els,69.67,418,6
34,T33,T33,Bob Estes,69.67,209,3
35,T33,T33,Jim Furyk,69.67,418,6
36,T33,T33,Retief Goosen,69.67,418,6
37,T33,T33,Pat Perez,69.67,209,3
38,39,39,George McNeill,69.7,697,10
39,T40,T40,Mark Brooks,69.75,279,4
40,T40,T40,Alex Cejka,69.75,558,8
41,T40,T40,Colt Knost,69.75,279,4
42,T40,T40,Rod Pampling,69.75,279,4
43,44,44,Nathan Green,69.78,628,9
44,45,45,Brad Faxon,69.8,349,5
45,T46,T46,Billy Mayfair,69.83,419,6
46,T46,T46,Nicholas Thompson,69.83,419,6
47,T48,T48,Jonathan Byrd,70.0,280,4
48,T48,T48,Ángel Cabrera,70.0,280,4
49,T48,T48,Chad Campbell,70.0,490,7
50,T48,T48,Daniel Chopra,70.0,560,8
51,T48,T48,Tim Herron,70.0,490,7
52,T48,T48,Corey Pavin,70.0,350,5
53,T48,T48,John Senden,70.0,280,4
54,T48,T48,Boo Weekley,70.0,140,2
55,T48,T48,Mark Wilson,70.0,350,5
56,57,57,Scott Piercy,70.1,701,10
57,58,58,John Mallinger,70.13,561,8
58,T59,T59,Sergio Garcia,70.17,421,6
59,T59,T59,Robert Garrigus,70.17,421,6
60,61,61,Scott Verplank,70.2,351,5
61,T62,T62,Dustin Johnson,70.25,562,8
62,T62,T62,Kent Jones,70.25,281,4
63,T62,T62,Davis Love III,70.25,281,4
64,T62,T62,Heath Slocum,70.25,281,4
65,T62,T62,Brian Vranesh,70.25,281,4
66,T62,T62,Charles Warren,70.25,281,4
67,68,68,Kevin Na,70.29,492,7
68,69,69,J.J. Henry,70.31,914,13
69,T70,T70,Mathew Goggin,70.33,422,6
70,T70,T70,Paul Goydos,70.33,211,3
