,Tenth_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_1_Scoring_Average_AVG,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Retief Goosen,66.0,198,3
1,2,2,Anthony Kim,67.6,338,5
2,3,3,Paul Goydos,67.75,271,4
3,4,4,David Toms,68.13,545,8
4,5,5,Steve Stricker,68.14,477,7
5,6,6,Mark Wilson,68.3,683,10
6,7,7,Tag Ridings,68.33,205,3
7,8,8,Jim Furyk,68.38,547,8
8,9,9,Steve Marino,68.5,137,2
9,10,10,Scott Verplank,68.6,343,5
10,11,11,Chez Reavie,68.67,412,6
11,T12,T12,Tim Clark,68.86,482,7
12,T12,T12,Tiger Woods,68.86,482,7
13,T14,T14,Stephen Ames,69.0,276,4
14,T14,T14,Steve Elkington,69.0,414,6
15,T14,T14,J.J. Henry,69.0,345,5
16,T14,T14,Tim Herron,69.0,276,4
17,T14,T14,Charles Howell III,69.0,414,6
18,T14,T14,Spencer Levin,69.0,207,3
19,T14,T14,Rocco Mediate,69.0,276,4
20,21,21,Greg Owen,69.13,553,8
21,22,22,Jonathan Byrd,69.14,484,7
22,T23,T23,Kenny Perry,69.2,346,5
23,T23,T23,Scott Sterling,69.2,346,5
24,25,25,Woody Austin,69.25,277,4
25,T26,T26,Marc Leishman,69.33,208,3
26,T26,T26,Patrick Sheehan,69.33,208,3
27,T26,T26,Vaughn Taylor,69.33,624,9
28,T26,T26,Marc Turnesa,69.33,208,3
29,30,30,Nick O'Hern,69.38,555,8
30,31,31,Jeff Quinney,69.43,486,7
31,T32,T32,Mark Calcavecchia,69.5,278,4
32,T32,T32,Phil Mickelson,69.5,278,4
33,T34,T34,Jeff Overton,69.57,487,7
34,T34,T34,Kevin Sutherland,69.57,487,7
35,36,36,Brandt Snedeker,69.6,348,5
36,T37,T37,Rod Pampling,69.67,418,6
37,T37,T37,Kirk Triplett,69.67,418,6
38,T37,T37,Bubba Watson,69.67,418,6
39,40,40,Briny Baird,69.73,767,11
40,T41,T41,Brian Gay,69.75,558,8
41,T41,T41,Brett Quigley,69.75,279,4
42,T43,T43,Jerry Kelly,69.8,349,5
43,T43,T43,Billy Mayfair,69.8,349,5
44,T45,T45,Nathan Green,69.86,489,7
45,T45,T45,Webb Simpson,69.86,489,7
46,47,47,Charlie Wi,69.88,559,8
47,T48,T48,Michael Allen,70.0,210,3
48,T48,T48,Ángel Cabrera,70.0,70,1
49,T48,T48,Sergio Garcia,70.0,350,5
50,T48,T48,Bob Heintz,70.0,350,5
51,T48,T48,Freddie Jacobson,70.0,350,5
52,T48,T48,Lee Janzen,70.0,560,8
53,T48,T48,Matt Jones,70.0,350,5
54,T48,T48,Bill Lunde,70.0,350,5
55,T48,T48,Troy Matteson,70.0,560,8
56,T48,T48,Tom Pernice Jr.,70.0,630,9
57,T48,T48,D.A. Points,70.0,490,7
58,T48,T48,Aron Price,70.0,280,4
59,T60,T60,Greg Chalmers,70.17,421,6
60,T60,T60,Richard Johnson,70.17,421,6
61,T60,T60,John Mallinger,70.17,421,6
62,T60,T60,Johnson Wagner,70.17,421,6
63,64,64,Jarrod Lyle,70.2,351,5
64,65,65,Robert Garrigus,70.22,632,9
65,T66,T66,Jason Day,70.25,281,4
66,T66,T66,Matt Kuchar,70.25,281,4
67,T66,T66,James Nitties,70.25,281,4
68,T66,T66,Ian Poulter,70.25,281,4
69,70,70,Lucas Glover,70.29,492,7
70,T71,T71,Brad Adamonis,70.33,422,6
71,T71,T71,Stewart Cink,70.33,211,3
72,T71,T71,Ben Crane,70.33,844,12
73,T71,T71,Jimmy Walker,70.33,211,3
74,75,75,Harrison Frazar,70.36,774,11
75,76,76,Steve Lowery,70.38,563,8
76,77,77,Jeff Klauk,70.4,352,5
77,T78,T78,Padraig Harrington,70.43,493,7
78,T78,T78,Jeff Maggert,70.43,493,7
79,T80,T80,Ricky Barnes,70.5,282,4
80,T80,T80,Mark Brooks,70.5,141,2
81,T80,T80,Scott McCarron,70.5,564,8
82,T80,T80,Corey Pavin,70.5,423,6
83,T80,T80,D.J. Trahan,70.5,564,8
84,T80,T80,Camilo Villegas,70.5,564,8
85,86,86,Nick Watney,70.57,494,7
86,87,87,Heath Slocum,70.58,847,12
87,T88,T88,Tim Petrovic,70.63,565,8
88,T88,T88,Mike Weir,70.63,565,8
89,T90,T90,Bart Bryant,70.67,212,3
90,T90,T90,Michael Letzig,70.67,636,9
91,T90,T90,Justin Rose,70.67,424,6
92,93,93,Geoff Ogilvy,70.75,566,8
93,94,94,Joe Ogilvie,70.78,637,9
94,T95,T95,Bill Haas,70.8,354,5
95,T95,T95,Dustin Johnson,70.8,354,5
96,T95,T95,Hunter Mahan,70.8,708,10
97,T98,T98,Chris DiMarco,70.83,425,6
98,T98,T98,Cliff Kresge,70.83,425,6
99,T98,T98,Tom Lehman,70.83,425,6
100,101,101,Jason Bohn,70.86,496,7
101,T102,T102,Colt Knost,70.88,567,8
102,T102,T102,John Merrick,70.88,567,8
103,T104,T104,Brendon de Jonge,71.0,568,8
104,T104,T104,Bob Estes,71.0,284,4
105,T104,T104,Mathew Goggin,71.0,355,5
106,T104,T104,David Mathis,71.0,497,7
107,T104,T104,Vijay Singh,71.0,355,5
108,T104,T104,Jay Williamson,71.0,355,5
109,110,110,Justin Leonard,71.14,498,7
110,T111,T111,Cameron Beckman,71.2,356,5
111,T111,T111,Kevin Na,71.2,356,5
112,T113,T113,Tommy Armour III,71.25,285,4
113,T113,T113,Ben Curtis,71.25,285,4
114,T113,T113,Ken Duke,71.25,570,8
115,T113,T113,Joe Durant,71.25,285,4
116,T113,T113,Rory Sabbatini,71.25,570,8
117,T113,T113,Bo Van Pelt,71.25,285,4
118,T113,T113,Y.E. Yang,71.25,285,4
