,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
0,1,1,Mark Brooks,55,18.14,41,226
1,2,2,Kris Blanks,60,17.89,44,246
2,3,3,Gary Woodland,53,17.59,38,216
3,4,4,Phil Mickelson,66,17.0,43,253
4,5,5,Lucas Glover,93,16.76,63,376
5,6,6,Dean Wilson,81,16.62,55,331
6,7,7,Scott Sterling,51,16.59,35,211
7,8,8,Lee Janzen,74,16.45,50,304
8,9,9,Daniel Chopra,89,16.38,58,354
9,10,10,Corey Pavin,73,16.33,49,300
10,11,11,Hunter Mahan,94,16.26,60,369
11,12,12,Tiger Woods,64,16.13,40,248
12,13,13,Bo Van Pelt,100,16.06,66,411
13,14,14,Jeff Quinney,78,16.04,51,318
14,15,15,Patrick Sheehan,51,15.94,33,207
15,16,16,Matt Kuchar,82,15.82,53,335
16,17,17,Robert Allenby,71,15.71,44,280
17,T18,T18,Joe Ogilvie,85,15.67,55,351
18,T18,T18,D.A. Points,99,15.67,63,402
19,20,20,Ryan Moore,89,15.47,56,362
20,21,21,Kevin Streelman,97,15.44,61,395
21,22,22,Jason Day,61,15.38,38,247
22,23,23,Bob Heintz,59,15.35,37,241
23,24,24,Greg Chalmers,85,15.23,53,348
24,25,25,Geoff Ogilvy,78,15.14,43,284
25,26,26,Tim Herron,87,15.08,54,358
26,T27,T27,Stephen Ames,77,15.03,46,306
27,T27,T27,Zach Johnson,94,15.03,55,366
28,29,29,Vijay Singh,71,15.02,41,273
29,30,30,Justin Rose,71,15.0,42,280
30,31,31,Brian Vranesh,51,14.98,31,207
31,32,32,Cameron Beckman,87,14.97,53,354
32,33,33,Johnson Wagner,81,14.94,49,328
33,T34,T34,J.B. Holmes,74,14.92,44,295
34,T34,T34,Justin Leonard,95,14.92,54,362
35,36,36,Steve Stricker,81,14.91,48,322
36,37,37,Steve Marino,98,14.9,59,396
37,38,38,Tim Clark,81,14.83,47,317
38,39,39,Kenny Perry,92,14.79,54,365
39,T40,T40,Steve Flesch,77,14.78,47,318
40,T40,T40,Pat Perez,74,14.78,43,291
41,T40,T40,Mark Wilson,99,14.78,60,406
42,43,43,Matt Bettencourt,98,14.75,59,400
43,44,44,Tag Ridings,50,14.63,30,205
44,45,45,Spencer Levin,75,14.56,45,309
45,46,46,David Toms,98,14.54,58,399
46,47,47,Sean O'Hair,80,14.52,44,303
47,T48,T48,Harrison Frazar,93,14.51,55,379
48,T48,T48,Brian Gay,96,14.51,56,386
49,T50,T50,Tom Pernice Jr.,82,14.45,49,339
50,T50,T50,Scott Verplank,88,14.45,51,353
51,52,52,Kevin Na,91,14.44,54,374
52,T53,T53,Charley Hoffman,97,14.43,57,395
53,T53,T53,Casey Wittenberg,71,14.43,42,291
54,T55,T55,Paul Goydos,79,14.42,46,319
55,T55,T55,Leif Olson,51,14.42,30,208
56,T57,T57,Alex Cejka,82,14.41,48,333
57,T57,T57,James Nitties,86,14.41,50,347
58,T59,T59,Mark Calcavecchia,72,14.38,42,292
59,T59,T59,Chris Riley,77,14.38,45,313
60,T61,T61,Bill Lunde,83,14.37,49,341
61,T61,T61,George McNeill,82,14.37,48,334
62,63,63,Briny Baird,89,14.36,52,362
63,64,64,Kirk Triplett,60,14.34,36,251
64,65,65,Robert Garrigus,83,14.24,48,337
65,66,66,Michael Letzig,96,14.18,56,395
66,67,67,Bryce Molder,69,14.08,39,277
67,68,68,Matt Weibring,65,14.07,37,263
68,69,69,John Mallinger,90,14.02,52,371
69,70,70,Rod Pampling,72,13.99,40,286
70,71,71,Billy Mayfair,83,13.95,47,337
71,72,72,Bart Bryant,58,13.92,33,237
72,73,73,Jason Gore,74,13.91,42,302
73,T74,T74,Jeff Maggert,79,13.89,45,324
74,T74,T74,Camilo Villegas,76,13.89,40,288
75,76,76,Brendon de Jonge,90,13.75,51,371
