,Late_Par_5_Scoring_Average_RANK THIS WEEK,Late_Par_5_Scoring_Average_RANK LAST WEEK,Late_Par_5_Scoring_Average_PLAYER NAME,Late_Par_5_Scoring_Average_ROUNDS,Late_Par_5_Scoring_Average_AVG,Late_Par_5_Scoring_Average_TOTAL STROKES,Late_Par_5_Scoring_Average_TOTAL HOLES
0,T1,T1,Matt Jones,56,4.42,349,79
1,T1,T1,Tiger Woods,64,4.42,597,135
2,3,3,Martin Laird,72,4.49,557,124
3,T4,T4,Pat Perez,74,4.5,554,123
4,T4,T4,John Senden,100,4.5,725,161
5,T6,T6,Jonathan Byrd,89,4.52,718,159
6,T6,T6,Ernie Els,70,4.52,497,110
7,T6,T6,Kirk Triplett,60,4.52,371,82
8,T9,T9,Retief Goosen,74,4.54,549,121
9,T9,T9,Phil Mickelson,66,4.54,440,97
10,11,11,Anthony Kim,76,4.55,583,128
11,T12,T12,Jerry Kelly,90,4.56,634,139
12,T12,T12,George McNeill,82,4.56,520,114
13,T12,T12,Kevin Na,91,4.56,703,154
14,T15,T15,Daniel Chopra,89,4.57,617,135
15,T15,T15,Freddie Jacobson,83,4.57,498,109
16,T15,T15,Steve Marino,98,4.57,726,159
17,T15,T15,Steve Stricker,81,4.57,690,151
18,T19,T19,Brian Gay,96,4.58,573,125
19,T19,T19,Tom Pernice Jr.,82,4.58,605,132
20,T19,T19,Vaughn Taylor,88,4.58,632,138
21,T19,T19,D.J. Trahan,96,4.58,650,142
22,T19,T19,Bo Van Pelt,100,4.58,724,158
23,T19,T19,Jimmy Walker,74,4.58,495,108
24,T19,T19,Boo Weekley,79,4.58,559,122
25,T26,T26,Harrison Frazar,93,4.59,569,124
26,T26,T26,Davis Love III,89,4.59,629,137
27,T26,T26,Geoff Ogilvy,78,4.59,578,126
28,T26,T26,Bubba Watson,73,4.59,569,124
29,T30,T30,Matt Bettencourt,98,4.6,695,151
30,T30,T30,Greg Chalmers,85,4.6,672,146
31,T30,T30,Jason Day,61,4.6,474,103
32,T30,T30,Padraig Harrington,66,4.6,469,102
33,T30,T30,Chris Riley,77,4.6,474,103
34,T30,T30,Chris Stroud,88,4.6,617,134
35,T30,T30,Charles Warren,63,4.6,460,100
36,T30,T30,Mike Weir,85,4.6,556,121
37,T38,T38,Briny Baird,89,4.61,715,155
38,T38,T38,Kris Blanks,60,4.61,452,98
39,T38,T38,Brian Davis,103,4.61,627,136
40,T38,T38,Luke Donald,79,4.61,544,118
41,T38,T38,Jason Dufner,90,4.61,646,140
42,T38,T38,Lucas Glover,93,4.61,737,160
43,T38,T38,Charles Howell III,99,4.61,692,150
