,Tenth_Tee_Late_Round_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_5_Scoring_Average_AVG,Tenth_Tee_Late_Round_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_5_Scoring_Average_TOTAL ROUNDS
0,1,1,Matt Kuchar,64.0,64,1
1,2,2,Nick Watney,65.0,65,1
2,3,3,Cameron Beckman,66.0,66,1
3,4,4,Joe Durant,67.0,67,1
4,5,5,Joe Ogilvie,68.0,68,1
5,T6,T6,Alex Cejka,69.0,69,1
6,T6,T6,Ben Crane,69.0,69,1
7,T8,T8,Michael Allen,70.0,70,1
8,T8,T8,Nicholas Thompson,70.0,70,1
9,10,10,Tim Petrovic,71.0,71,1
10,T11,T11,Bob Estes,72.0,72,1
11,T11,T11,Dustin Johnson,72.0,72,1
12,T11,T11,Michael Letzig,72.0,72,1
13,14,14,Brendon de Jonge,78.0,78,1
