,Tenth_Tee_Early_Par_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_3_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_3_Scoring_Average_AVG,Tenth_Tee_Early_Par_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_3_Scoring_Average_TOTAL HOLES
0,T1,T1,Anthony Kim,76,2.85,148,52
1,T1,T1,Steve Stricker,81,2.85,177,62
2,3,3,Bill Lunde,83,2.86,203,71
3,4,4,Mark Calcavecchia,72,2.87,152,53
4,5,5,Jeff Quinney,78,2.88,268,93
5,T6,T6,Bob Estes,78,2.9,122,42
6,T6,T6,Corey Pavin,73,2.9,171,59
7,T8,T8,Aron Price,89,2.91,227,78
8,T8,T8,Chez Reavie,81,2.91,195,67
9,T8,T8,Kevin Sutherland,96,2.91,236,81
10,11,11,Tim Herron,87,2.92,187,64
11,12,12,Mike Weir,85,2.93,179,61
12,T13,T13,Greg Kraft,51,2.94,147,50
13,T13,T13,Nick O'Hern,90,2.94,229,78
14,T13,T13,Dean Wilson,81,2.94,235,80
15,T16,T16,Michael Allen,73,2.95,130,44
16,T16,T16,Woody Austin,84,2.95,121,41
17,T16,T16,Mark Brooks,55,2.95,118,40
18,T16,T16,Daniel Chopra,89,2.95,233,79
19,T16,T16,Matt Jones,56,2.95,118,40
20,T16,T16,James Nitties,86,2.95,192,65
21,T16,T16,Geoff Ogilvy,78,2.95,177,60
22,T16,T16,Rod Pampling,72,2.95,168,57
23,T24,T24,Ángel Cabrera,55,2.96,83,28
24,T24,T24,Zach Johnson,94,2.96,201,68
25,T24,T24,Rory Sabbatini,81,2.96,169,57
26,T27,T27,Brad Adamonis,70,2.97,172,58
27,T27,T27,Jim Furyk,86,2.97,220,74
28,T27,T27,Jeff Maggert,79,2.97,223,75
29,T30,T30,Briny Baird,89,2.98,268,90
30,T30,T30,Jason Bohn,88,2.98,146,49
31,T30,T30,Jonathan Byrd,89,2.98,194,65
32,T30,T30,Jason Day,61,2.98,167,56
33,T30,T30,Brian Gay,96,2.98,197,66
34,T30,T30,Steve Lowery,83,2.98,194,65
35,T36,T36,Ben Crane,93,2.99,218,73
36,T36,T36,Jeff Klauk,97,2.99,284,95
37,T36,T36,Kenny Perry,92,2.99,206,69
38,T39,T39,Aaron Baddeley,66,3.0,132,44
39,T39,T39,Rich Beem,77,3.0,171,57
40,T39,T39,Paul Goydos,79,3.0,120,40
41,T39,T39,Ryuji Imada,85,3.0,189,63
42,T39,T39,Parker McLachlin,71,3.0,219,73
43,T39,T39,George McNeill,82,3.0,228,76
44,T39,T39,Joe Ogilvie,85,3.0,231,77
45,T39,T39,Pat Perez,74,3.0,120,40
46,T39,T39,Kirk Triplett,60,3.0,153,51
47,T48,T48,Steve Elkington,70,3.01,274,91
48,T48,T48,Harrison Frazar,93,3.01,331,110
49,T48,T48,Cliff Kresge,78,3.01,226,75
50,T48,T48,Hunter Mahan,94,3.01,241,80
51,T48,T48,Troy Matteson,95,3.01,223,74
52,T48,T48,John Merrick,91,3.01,241,80
53,T48,T48,D.A. Points,99,3.01,235,78
54,T48,T48,Vaughn Taylor,88,3.01,235,78
55,T48,T48,D.J. Trahan,96,3.01,253,84
56,T48,T48,Jay Williamson,69,3.01,205,68
57,T58,T58,Ken Duke,87,3.02,175,58
58,T58,T58,Ernie Els,70,3.02,145,48
59,T58,T58,Davis Love III,89,3.02,169,56
60,T58,T58,David Mathis,82,3.02,290,96
61,T58,T58,Phil Mickelson,66,3.02,169,56
62,T58,T58,Bryce Molder,69,3.02,157,52
63,T58,T58,Greg Owen,97,3.02,266,88
64,T58,T58,Ryan Palmer,78,3.02,184,61
65,T58,T58,Scott Piercy,85,3.02,196,65
66,T58,T58,Tag Ridings,50,3.02,124,41
67,T58,T58,John Senden,100,3.02,163,54
68,T58,T58,Darron Stiles,52,3.02,172,57
69,T58,T58,David Toms,98,3.02,269,89
70,T58,T58,Tiger Woods,64,3.02,157,52
71,T72,T72,Robert Allenby,71,3.03,109,36
72,T72,T72,Eric Axley,71,3.03,176,58
73,T72,T72,Kris Blanks,60,3.03,121,40
74,T72,T72,Alex Cejka,82,3.03,230,76
75,T72,T72,Stewart Cink,79,3.03,121,40
76,T72,T72,Lucas Glover,93,3.03,209,69
77,T72,T72,Padraig Harrington,66,3.03,197,65
78,T72,T72,J.J. Henry,97,3.03,330,109
79,T72,T72,Matt Kuchar,82,3.03,121,40
80,T72,T72,John Mallinger,90,3.03,227,75
81,T72,T72,Ian Poulter,59,3.03,121,40
82,T72,T72,Rick Price,54,3.03,212,70
83,T72,T72,Vijay Singh,71,3.03,209,69
84,T85,T85,Chris DiMarco,97,3.04,216,71
85,T85,T85,Robert Garrigus,83,3.04,234,77
86,T85,T85,Jason Gore,74,3.04,158,52
87,T85,T85,Tom Lehman,55,3.04,164,54
88,T85,T85,Steve Marino,98,3.04,173,57
89,T85,T85,Leif Olson,51,3.04,152,50
90,T85,T85,Brandt Snedeker,81,3.04,173,57
91,T85,T85,Johnson Wagner,81,3.04,258,85
92,T85,T85,Jimmy Walker,74,3.04,73,24
93,T85,T85,Mark Wilson,99,3.04,240,79
94,T95,T95,Ben Curtis,63,3.05,122,40
95,T95,T95,Todd Hamilton,83,3.05,250,82
96,T95,T95,Richard Johnson,85,3.05,177,58
97,T95,T95,Marc Leishman,91,3.05,186,61
98,T95,T95,Rocco Mediate,79,3.05,134,44
99,T95,T95,Tom Pernice Jr.,82,3.05,287,94
100,T95,T95,Justin Rose,71,3.05,134,44
101,T95,T95,Scott Verplank,88,3.05,171,56
102,T95,T95,Gary Woodland,53,3.05,174,57
103,T104,T104,Tommy Armour III,58,3.06,110,36
104,T104,T104,Brad Faxon,59,3.06,147,48
105,T104,T104,Sergio Garcia,59,3.06,147,48
106,T104,T104,Lee Janzen,74,3.06,162,53
107,T104,T104,Dustin Johnson,85,3.06,196,64
108,T104,T104,Scott McCarron,91,3.06,245,80
109,T104,T104,Kevin Na,91,3.06,214,70
110,T104,T104,Webb Simpson,94,3.06,312,102
111,T104,T104,Scott Sterling,51,3.06,159,52
112,T104,T104,Charles Warren,63,3.06,159,52
113,T104,T104,Bubba Watson,73,3.06,147,48
114,T115,T115,Retief Goosen,74,3.07,187,61
115,T115,T115,Nathan Green,104,3.07,249,81
116,T115,T115,Bob Heintz,59,3.07,187,61
117,T115,T115,Jerry Kelly,90,3.07,178,58
118,T115,T115,Spencer Levin,75,3.07,126,41
119,T115,T115,Tim Petrovic,97,3.07,264,86
120,T115,T115,Patrick Sheehan,51,3.07,172,56
121,T115,T115,Heath Slocum,95,3.07,224,73
122,T123,T123,Chad Campbell,90,3.08,237,77
123,T123,T123,Tim Clark,81,3.08,160,52
124,T123,T123,Fred Couples,54,3.08,188,61
125,T123,T123,Brendon de Jonge,90,3.08,237,77
126,T123,T123,Jason Dufner,90,3.08,154,50
127,T123,T123,Mathew Goggin,76,3.08,185,60
128,T123,T123,Freddie Jacobson,83,3.08,185,60
129,T123,T123,Martin Laird,72,3.08,191,62
130,T123,T123,Ryan Moore,89,3.08,163,53
131,T123,T123,Ted Purdy,101,3.08,274,89
132,T123,T123,Andres Romero,58,3.08,123,40
133,T123,T123,Kevin Streelman,97,3.08,286,93
134,T123,T123,Chris Stroud,88,3.08,302,98
135,T123,T123,Bo Van Pelt,100,3.08,200,65
136,T123,T123,Nick Watney,86,3.08,185,60
137,T123,T123,Boo Weekley,79,3.08,148,48
138,T123,T123,Casey Wittenberg,71,3.08,197,64
139,T123,T123,Y.E. Yang,83,3.08,154,50
140,T141,T141,Stephen Ames,77,3.09,105,34
141,T141,T141,Bart Bryant,58,3.09,142,46
142,T141,T141,David Duval,56,3.09,139,45
143,T141,T141,Charley Hoffman,97,3.09,142,46
144,T141,T141,Kent Jones,73,3.09,179,58
145,T141,T141,Jarrod Lyle,65,3.09,198,64
146,T141,T141,Brett Quigley,92,3.09,164,53
147,T148,T148,Cameron Beckman,87,3.1,183,59
148,T148,T148,Peter Lonard,86,3.1,326,105
149,T148,T148,Jeff Overton,92,3.1,251,81
150,T148,T148,Marc Turnesa,77,3.1,152,49
151,T152,T152,Stuart Appleby,79,3.11,190,61
152,T152,T152,Joe Durant,62,3.11,190,61
153,T152,T152,Steve Flesch,77,3.11,165,53
154,T152,T152,Brian Vranesh,51,3.11,115,37
155,T156,T156,Matt Bettencourt,98,3.12,181,58
156,T156,T156,Charles Howell III,99,3.12,243,78
157,T156,T156,Justin Leonard,95,3.12,228,73
158,T156,T156,Michael Letzig,96,3.12,231,74
159,T156,T156,Billy Mayfair,83,3.12,187,60
160,T156,T156,Matt Weibring,65,3.12,128,41
161,T156,T156,Charlie Wi,92,3.12,240,77
162,T163,T163,Luke Donald,79,3.13,75,24
163,T163,T163,Chris Riley,77,3.13,238,76
164,T163,T163,Kevin Stadler,65,3.13,125,40
165,T166,T166,Brian Bateman,55,3.14,204,65
166,T166,T166,Bill Haas,91,3.14,229,73
167,T168,T168,K.J. Choi,65,3.15,104,33
168,T168,T168,Sean O'Hair,80,3.15,63,20
169,T168,T168,Camilo Villegas,76,3.15,164,52
170,171,171,Colt Knost,71,3.16,183,58
171,T172,T172,Greg Chalmers,85,3.18,210,66
172,T172,T172,Glen Day,79,3.18,235,74
173,T172,T172,Will MacKenzie,69,3.18,210,66
174,T172,T172,John Rollins,92,3.18,181,57
175,176,176,Derek Fathauer,63,3.19,169,53
176,T177,T177,J.B. Holmes,74,3.22,103,32
177,T177,T177,Brendon Todd,53,3.22,206,64
178,179,179,Brian Davis,103,3.23,300,93
179,T180,T180,Ricky Barnes,67,3.25,169,52
180,T180,T180,Carl Pettersson,86,3.25,143,44
181,182,182,Nicholas Thompson,96,3.26,267,82
182,183,183,Peter Tomasulo,61,3.28,243,74
183,184,184,Adam Scott,53,3.33,160,48
