,Scoring_Average_Before_Cut_RANK THIS WEEK,Scoring_Average_Before_Cut_RANK LAST WEEK,Scoring_Average_Before_Cut_PLAYER NAME,Scoring_Average_Before_Cut_AVG,Scoring_Average_Before_Cut_TOTAL STROKES,Scoring_Average_Before_Cut_TOTAL ROUNDS
0,1,1,Tiger Woods,69.25,2216,32
1,2,2,Steve Stricker,69.32,3050,44
2,T3,T3,Tim Clark,69.69,3136,45
3,T3,T3,Justin Leonard,69.69,3624,52
4,5,5,David Toms,69.7,3973,57
5,6,6,Jim Furyk,69.78,3140,45
6,7,7,Kenny Perry,69.79,3280,47
7,8,8,Jason Day,69.8,2443,35
8,9,9,Scott Verplank,69.82,3491,50
9,10,10,Retief Goosen,69.87,2725,39
10,11,11,Jerry Kelly,69.91,3705,53
11,12,12,Mike Weir,69.92,3426,49
12,13,13,Steve Marino,70.0,4200,60
13,14,14,John Senden,70.02,4201,60
14,15,15,Michael Letzig,70.05,3993,57
15,16,16,Charley Hoffman,70.09,3995,57
16,17,17,Vaughn Taylor,70.15,4139,59
17,18,18,Sean O'Hair,70.16,3087,44
18,19,19,Bo Van Pelt,70.17,4421,63
19,T20,T20,Greg Chalmers,70.18,3860,55
20,T20,T20,Troy Matteson,70.18,4281,61
21,22,22,Nick Watney,70.2,3580,51
22,23,23,Camilo Villegas,70.21,2738,39
23,24,24,Mark Wilson,70.22,4143,59
24,25,25,Jonathan Byrd,70.23,3722,53
25,T26,T26,Matt Jones,70.24,2388,34
26,T26,T26,Scott McCarron,70.24,3863,55
27,T28,T28,Jason Dufner,70.25,3864,55
28,T28,T28,Ryan Moore,70.25,4004,57
29,T30,T30,Briny Baird,70.26,4075,58
30,T30,T30,Kevin Na,70.26,3724,53
31,T32,T32,Chad Campbell,70.28,3725,53
32,T32,T32,Harrison Frazar,70.28,4076,58
33,T32,T32,Zach Johnson,70.28,3514,50
34,35,35,Matt Kuchar,70.29,3585,51
35,T36,T36,Bill Lunde,70.3,3937,56
36,T36,T36,Rocco Mediate,70.3,3093,44
37,38,38,Anthony Kim,70.31,2953,42
38,39,39,J.J. Henry,70.32,4008,57
39,40,40,Robert Garrigus,70.33,3657,52
40,41,41,Lucas Glover,70.35,3799,54
41,42,42,Chris Stroud,70.36,4081,58
42,43,43,Bryce Molder,70.37,3026,43
43,44,44,Kevin Sutherland,70.38,3871,55
44,45,45,Heath Slocum,70.39,4364,62
45,46,46,Bob Estes,70.4,3379,48
46,T47,T47,Stephen Ames,70.41,3239,46
47,T47,T47,Tag Ridings,70.41,2253,32
48,T49,T49,Brian Gay,70.44,3874,55
49,T49,T49,Dustin Johnson,70.44,3522,50
50,T49,T49,Greg Owen,70.44,4367,62
51,52,52,Patrick Sheehan,70.45,2184,31
52,T53,T53,Sergio Garcia,70.47,2255,32
53,T53,T53,Chris Riley,70.47,3171,45
54,T55,T55,Nathan Green,70.48,4370,62
55,T55,T55,Boo Weekley,70.48,2960,42
56,T57,T57,Ben Crane,70.49,3877,55
57,T57,T57,Pat Perez,70.49,3172,45
58,T59,T59,Hunter Mahan,70.51,3455,49
59,T59,T59,Kevin Stadler,70.51,2891,41
60,T61,T61,Jason Bohn,70.53,3738,53
61,T61,T61,Tom Pernice Jr.,70.53,3879,55
62,63,63,Chris DiMarco,70.54,4303,61
63,T64,T64,Luke Donald,70.55,2822,40
64,T64,T64,Jeff Overton,70.55,3880,55
65,T64,T64,Scott Sterling,70.55,2328,33
66,T67,T67,Woody Austin,70.58,3529,50
67,T67,T67,Bill Haas,70.58,4235,60
68,T67,T67,Geoff Ogilvy,70.58,2682,38
69,T70,T70,Freddie Jacobson,70.59,3600,51
70,T70,T70,Lee Janzen,70.59,3459,49
71,T70,T70,Spencer Levin,70.59,3600,51
72,T70,T70,John Merrick,70.59,4094,58
73,T70,T70,Joe Ogilvie,70.59,4165,59
74,T75,T75,Jeff Klauk,70.6,4236,60
75,T75,T75,Bubba Watson,70.6,3389,48
76,T77,T77,James Nitties,70.61,3954,56
77,T77,T77,D.A. Points,70.61,4307,61
78,T79,T79,Paul Goydos,70.63,3602,51
79,T79,T79,Aron Price,70.63,3814,54
80,81,81,Rich Beem,70.65,3815,54
81,82,82,Charlie Wi,70.66,4169,59
82,83,83,Alex Cejka,70.67,3675,52
83,T84,T84,Robert Allenby,70.68,2827,40
84,T84,T84,Bob Heintz,70.68,2898,41
85,T84,T84,John Mallinger,70.68,4029,57
86,T84,T84,Rod Pampling,70.68,3110,44
87,T88,T88,Richard Johnson,70.69,3817,54
88,T88,T88,Ted Purdy,70.69,4312,61
89,90,90,Michael Allen,70.7,3323,47
90,T91,T91,George McNeill,70.71,3677,52
91,T91,T91,Phil Mickelson,70.71,2475,35
92,T93,T93,Charles Howell III,70.73,4173,59
93,T93,T93,Jarrod Lyle,70.73,3183,45
94,95,95,Webb Simpson,70.75,4457,63
95,96,96,Johnson Wagner,70.76,3892,55
96,T97,T97,Kris Blanks,70.77,3043,43
97,T97,T97,Marc Leishman,70.77,4034,57
98,T99,T99,Brian Davis,70.78,4601,65
99,T99,T99,Tim Petrovic,70.78,4601,65
100,T99,T99,Charles Warren,70.78,2902,41
101,102,102,Ryuji Imada,70.79,3681,52
102,103,103,Cameron Beckman,70.8,3823,54
103,T104,T104,D.J. Trahan,70.81,4461,63
104,T104,T104,Kirk Triplett,70.81,3045,43
