,Career_Earnings_RANK THIS WEEK,Career_Earnings_RANK LAST WEEK,Career_Earnings_PLAYER NAME,Career_Earnings_MONEY
597,598,598,Gary McCord,"$662,359"
598,599,599,Thongchai Jaidee,"$650,556"
599,600,600,Bob Goalby,"$645,013"
600,601,601,Victor Regalado,"$628,557"
601,602,602,Paul Claxton,"$622,192"
602,603,603,T.C. Chen,"$616,303"
603,604,604,Tyler Aldridge,"$609,829"
604,605,605,Sung Joon Park,"$597,103"
605,606,606,Max Homa,"$594,271"
606,607,607,Joost Luiten,"$589,625"
607,608,608,Andrew Johnston,"$587,943"
608,609,609,Sebastián Muñoz,"$581,575"
609,610,610,Dale Douglass,"$577,950"
610,611,611,Sam Randolph,"$574,876"
611,612,612,Mark Pfeil,"$573,387"
612,613,613,Jim Dent,"$564,809"
613,614,614,Nick Flanagan,"$564,191"
614,615,615,John Oda,"$559,685"
615,616,616,John Schroeder,"$546,569"
616,617,617,Tim Norris,"$545,531"
617,618,618,Mac McLendon,"$541,908"
618,619,619,Rick Lamb,"$538,508"
619,620,620,Richard Sterne,"$537,067"
620,621,621,Rik Massengale,"$536,254"
621,622,622,Bobby Cole,"$535,130"
622,623,623,Eddie Pepperell,"$534,353"
623,624,624,K.T. Kim,"$530,893"
624,625,625,Forrest Fezler,"$527,325"
625,626,626,Mike Morley,"$526,403"
626,627,627,Brett Rumford,"$517,941"
627,628,628,Ken Brown,"$507,919"
628,629,629,Denny McCarthy,"$498,341"
629,630,630,Sam Burns,"$495,916"
630,631,631,Jim Nelford,"$485,111"
631,632,632,Julian Suri,"$484,737"
632,633,633,Rafael Campos,"$476,135"
633,634,634,Adam Schenk,"$474,923"
634,635,635,Tom Jenkins,"$470,019"
635,636,636,Oscar Fraustro,"$467,940"
636,637,637,Julián Etulain,"$459,475"
637,638,638,Bob Lunn,"$459,182"
638,639,639,Mike Nicolette,"$448,037"
639,640,640,Stephan Jaeger,"$446,561"
640,641,641,WC Liang,"$445,366"
641,642,642,Ben Kohles,"$444,496"
642,643,643,Tom Shaw,"$434,756"
643,644,644,Scott Gardiner,"$428,915"
644,645,645,Matthew Southgate,"$427,404"
645,646,646,Allen Miller,"$426,883"
646,647,647,Phillip Hancock,"$425,154"
647,648,648,Paul Dunne,"$423,604"
648,649,649,Bobby Mitchell,"$421,938"
649,650,650,Xinjun Zhang,"$420,377"
650,651,651,Yuta Ikeda,"$419,954"
651,652,652,Doug Ford,"$419,292"
652,653,653,Larry Hinson,"$413,284"
653,654,654,Bobby Wyatt,"$412,892"
654,655,655,Ryan Brehm,"$410,114"
655,656,656,Wally Armstrong,"$406,269"
656,657,657,Fred Marti,"$404,674"
657,658,658,Terry Diehl,"$404,611"
658,659,659,Dow Finsterwald,"$402,102"
659,660,660,Grégory Bourdy,"$398,975"
660,661,661,Jim Benepe,"$395,214"
661,662,662,Ethan Tracy,"$387,255"
662,663,663,John Fought,"$387,036"
663,664,664,Greg Powers,"$386,086"
664,665,665,Bob Smith,"$385,283"
665,666,666,Curtis Luck,"$381,721"
666,667,667,Bob Shearer,"$378,336"
667,668,668,Billy Maxwell,"$375,648"
668,669,669,Johnny Pott,"$371,396"
669,670,670,Deane Beman,"$370,003"
670,671,671,Steve LeBrun,"$369,136"
671,672,672,Lanto Griffin,"$358,380"
672,673,673,Oliver Wilson,"$355,704"
673,674,674,Dylan Frittelli,"$351,977"
674,675,675,Mike Small,"$350,024"
675,676,676,R.H. Sikes,"$344,387"
676,677,677,Stephen Gangluff,"$342,187"
677,678,678,Tony Jacklin,"$336,530"
678,679,679,Jim Wiechers,"$329,169"
679,680,680,Lyn Lott,"$325,966"
680,681,681,Kevin Johnson,"$323,478"
681,682,682,Jeff Mitchell,"$322,320"
682,683,683,Pat Lindsey,"$318,777"
683,684,684,Dawie van der Walt,"$315,907"
684,685,685,Woody Blackburn,"$310,231"
685,686,686,Jim Jamieson,"$306,618"
686,687,687,Nate Lashley,"$296,650"
687,688,688,Bob Dickson,"$296,640"
688,689,689,Labron Harris,"$295,917"
689,690,690,Brandon Stone,"$295,257"
690,691,691,Michael Johnson,"$292,768"
691,692,692,Bob Sowards,"$282,489"
692,693,693,Ernie Gonzalez,"$275,820"
693,694,694,Dylan Meyer,"$275,109"
694,695,695,DeWitt Weaver,"$273,435"
695,696,696,Marcus Fraser,"$269,009"
696,697,697,Kyle Thompson,"$267,685"
697,698,698,Paul Broadhurst,"$261,542"
698,699,699,Terry Dill,"$255,050"
699,700,700,Jordan L Smith,"$250,000"
700,701,701,Lee Williams,"$240,441"
701,702,702,Yusaku Miyazato,"$238,442"
702,703,703,Brian Campbell,"$237,537"
703,704,704,Roberto Díaz,"$235,635"
704,705,705,Fred Wadsworth,"$235,449"
705,706,706,Ryan Ruffels,"$233,768"
706,707,707,Tommy Jacobs,"$232,720"
707,708,708,Ron Cerrudo,"$228,199"
708,709,709,Chase Seiffert,"$227,047"
709,710,710,Joseph Bramlett,"$224,093"
710,711,711,Chris Paisley,"$216,900"
711,712,712,Ryan Fox,"$212,505"
712,713,713,Shiv Kapur,"$209,832"
713,714,714,Babe Hiskey,"$202,754"
714,715,715,Conrad Shindler,"$201,196"
715,716,716,Dwight Nevil,"$199,935"
716,717,717,Robby Shelton,"$199,142"
717,718,718,Don Iverson,"$198,477"
718,719,719,Jack Newton,"$191,898"
719,720,720,Rodolfo Cazaubón,"$185,904"
720,721,721,Brett Drewitt,"$184,388"
721,722,722,Scott Strohmeyer,"$177,733"
722,723,723,Chan Kim,"$175,333"
723,724,724,James Morrison,"$173,282"
724,725,725,Roger Sloan,"$171,893"
725,726,726,Prayad Marksaeng,"$168,100"
726,727,727,Sam Horsfield,"$165,854"
727,728,728,Roy Pace,"$165,699"
728,729,729,A.J. McInerney,"$164,923"
729,730,730,Marty Fleckman,"$162,141"
730,731,731,Bob Byman,"$161,884"
731,732,732,Bert Weaver,"$161,210"
732,733,733,Alex Kang,"$158,346"
733,734,734,Cameron Davis,"$155,022"
734,735,735,Pat Fitzsimons,"$153,542"
735,736,736,Bunky Henry,"$153,499"
736,737,737,Gary Groh,"$148,753"
737,738,738,Rocky Thompson,"$146,391"
738,739,739,Austin Connelly,"$143,967"
739,740,740,Seungsu Han,"$143,415"
740,741,741,Steve Spray,"$142,045"
741,742,742,Jeunghun Wang,"$141,555"
742,743,743,Chase Koepka,"$140,225"
743,744,744,Young-han Song,"$140,178"
744,745,745,Alexander Levy,"$139,658"
745,746,746,Richie Ramsay,"$131,408"
746,747,747,Tadd Fujikawa,"$130,917"
747,748,748,Bradley Dredge,"$125,358"
748,749,749,Randy Glover,"$123,531"
749,750,750,Zack Sucher,"$120,749"
750,751,751,David Lipsky,"$119,464"
751,752,752,Al Besselink,"$119,183"
752,753,753,Doug Ghim,"$116,527"
753,754,754,Matt Wallace,"$113,125"
754,755,755,Pablo Larrazabal,"$110,500"
755,756,756,Steve Reid,"$110,441"
756,757,757,T.J. Vogel,"$110,021"
757,758,758,Erik van Rooyen,"$109,714"
758,759,759,Matt Atkins,"$109,264"
759,760,760,Jim Ferree,"$106,895"
760,761,761,Bob Toski,"$105,484"
761,762,762,Daisuke Kataoka,"$104,205"
762,763,763,Maverick McNealy,"$103,624"
763,764,764,Bob McCallister,"$101,079"
764,765,765,Mark Foster,"$100,753"
765,766,766,Garrett Osborn,"$100,000"
766,767,767,Tom Nieporte,"$94,555"
767,768,768,Shubhankar Sharma,"$91,357"
768,769,769,Zecheng Dou,"$90,993"
769,770,770,Jay McLuen,"$90,155"
770,771,771,Richard Bland,"$88,000"
771,772,772,Kevin Foley,"$87,738"
772,773,773,Charlie Danielson,"$86,456"
773,774,774,Wyndham Clark,"$85,734"
774,775,775,Chris Wilson,"$85,214"
775,776,776,Sam Adams,"$82,787"
776,777,777,Fabrizio Zanotti,"$82,686"
777,778,778,David Drysdale,"$81,513"
778,779,779,Graeme Storm,"$80,018"
779,780,780,Matthieu Pavon,"$79,200"
780,781,781,Paul Waring,"$75,485"
781,782,782,Kramer Hickok,"$75,300"
782,783,783,Danny Chia,"$75,256"
783,784,784,Gavin Kyle Green,"$73,355"
784,785,785,Joey Garber,"$69,408"
785,786,786,Hyung-Sung Kim,"$69,042"
786,787,787,Jung-gon Hwang,"$66,641"
787,788,788,David Horsey,"$66,485"
788,789,789,Brett Coletta,"$66,410"
789,790,790,Richie Karl,"$61,566"
790,791,791,John Harris,"$61,381"
791,792,792,Jordan Niebrugge,"$58,637"
792,793,793,Cameron Wilson,"$57,259"
793,794,794,Lee McCoy,"$56,667"
794,795,795,Gaganjeet Bhullar,"$56,175"
795,796,796,Ryan Yip,"$55,889"
796,797,797,Nick Hardy,"$54,120"
797,798,798,Haydn Porteous,"$51,489"
798,799,799,Bill Johnston,"$50,707"
799,800,800,Shaun Norris,"$49,817"
800,801,801,Scott Jamieson,"$48,500"
801,802,802,Andrew Dodt,"$46,610"
802,803,803,Laurie Canter,"$45,286"
803,804,804,Wes Homan,"$45,057"
804,805,805,Jack Maguire,"$44,975"
805,806,806,Michael Lorenzo-Vera,"$44,600"
806,807,807,Jinho Choi,"$44,516"
807,808,808,Zander Lombard,"$44,494"
808,809,809,Nicholas Fung,"$42,560"
809,810,810,SSP Chawrasia,"$41,720"
810,811,811,Andrew Yun,"$41,566"
811,812,812,Masahiro Kawamura,"$41,375"
812,813,813,Jesse Mueller,"$39,940"
813,814,814,Kurt Kitayama,"$39,257"
814,815,815,Tyler McCumber,"$39,000"
815,816,816,Dru Love,"$38,093"
816,817,817,Michael Block,"$38,038"
817,818,818,George Cunningham,"$37,743"
818,819,819,Josh Broadaway,"$37,223"
819,820,820,Oliver Goss,"$37,160"
820,821,821,Doc Redman,"$36,841"
821,822,822,Chris Naegel,"$36,762"
822,823,823,Adam Svensson,"$36,374"
823,824,824,Brian Rowell,"$36,250"
824,825,825,Todd Baek,"$35,960"
825,826,826,Robert Dinwiddie,"$35,709"
826,827,827,Matt Dobyns,"$35,471"
827,828,828,Andy Pope,"$34,524"
828,829,829,Matthew Borchert,"$34,324"
829,T830,T830,Sungjae Im,"$33,281"
830,T830,T830,Ben Kern,"$33,281"
831,832,832,Miguel Tabuena,"$33,036"
832,833,833,Juvic Pagunsan,"$32,879"
833,834,834,Alan Morin,"$31,655"
834,835,835,Rod Perry,"$31,608"
835,836,836,David Skinns,"$31,168"
836,837,837,Yi Keun Chang,"$31,070"
837,T838,T838,Sean Crocker,"$31,000"
838,T838,T838,Tom Lewis,"$31,000"
839,840,840,Steven Ihm,"$30,628"
840,841,841,Richard Lee,"$30,077"
841,T842,T842,Jazz Janewattananond,"$28,700"
842,T842,T842,Phachara Khongwatmai,"$28,700"
843,844,844,Jonathan Garrick,"$28,490"
844,845,845,Stuart Deane,"$28,354"
845,846,846,Rikard Karlberg,"$27,300"
846,847,847,Mark Silvers,"$27,272"
847,848,848,Lucas Herbert,"$27,161"
848,849,849,"Rich Berberian, Jr.","$26,284"
849,850,850,Laurie Hammer,"$25,992"
850,851,851,Toby Tree,"$25,843"
851,852,852,Wesley McClain,"$25,744"
852,T853,T853,Dean Burmester,"$25,426"
853,T853,T853,Mickey DeMorat,"$25,426"
854,855,855,Marcus Kinhult,"$25,317"
855,856,856,Scottie Scheffler,"$25,080"
856,857,857,Calum Hill,"$24,692"
857,T858,T858,Jim Knous,"$24,480"
858,T858,T858,Jimmy Stanger,"$24,480"
859,860,860,Rhys Enoch,"$24,250"
860,861,861,Al Johnston,"$24,099"
861,862,862,Kyoung-Hoon Lee,"$23,759"
862,863,863,Kevin Dougherty,"$23,696"
863,864,864,Joseph Dean,"$23,556"
864,865,865,Tyler Light,"$22,971"
865,866,866,Kent Bulle,"$22,850"
866,867,867,José de Jesús Rodríguez,"$22,762"
867,868,868,Chip Deason,"$22,702"
868,869,869,Poom Saksansin,"$22,400"
869,870,870,John VanDerLaan,"$21,700"
870,871,871,Ryan Evans,"$21,365"
871,872,872,Sean McCarty,"$20,642"
872,873,873,Seunghyuk Kim,"$20,628"
873,874,874,Hyungjoon Lee,"$20,350"
874,875,875,Adrian Otaegui,"$20,100"
875,876,876,Matthew Millar,"$19,845"
876,877,877,Andrew Dorn,"$19,046"
877,878,878,Kodai Ichihara,"$18,529"
878,879,879,Junghwan Lee,"$18,038"
879,880,880,Phil Schmitt,"$18,004"
880,881,881,Matt Hill,"$17,237"
881,882,882,Steve Scott,"$16,640"
882,883,883,Justin Lower,"$16,425"
883,884,884,Matthew Griffin,"$16,356"
884,885,885,Alex Moon,"$15,375"
885,886,886,Greyson Sigg,"$15,302"
886,887,887,Sulman Raza,"$15,300"
887,888,888,Daniel Obremski,"$14,981"
888,889,889,Will Zalatoris,"$14,874"
889,890,890,Andrew Novak,"$14,850"
890,891,891,Zach Wright,"$14,632"
891,892,892,Ryan Hogue,"$14,348"
892,893,893,Shugo Imahira,"$14,198"
893,894,894,Grant Hirschman,"$14,190"
894,T895,T895,Wade Ormsby,"$14,070"
895,T895,T895,Chan Shih-chang,"$14,070"
896,897,897,Curtis Reed,"$14,012"
897,898,898,Soomin Lee,"$13,020"
898,899,899,Joshua Creel,"$12,958"
899,900,900,Kenny Pigman,"$12,586"
900,901,901,Daniel Miernicki,"$12,348"
901,902,902,Tom Whitney,"$12,095"
902,903,903,Jared Sawada,"$12,000"
903,904,904,Cameron Champ,"$11,966"
904,905,905,Chris Evans,"$11,890"
905,T906,T906,Matt Gilchrest,"$11,326"
906,T906,T906,Grant Leaver,"$11,326"
907,908,908,Anders Albertson,"$11,280"
908,909,909,Eric Dugas,"$10,304"
909,910,910,Darren Fichardt,"$10,133"
910,911,911,Kevin Hayashi,"$9,900"
911,912,912,Taylor Moore,"$9,861"
912,913,913,Marcelo Rozo,"$9,628"
913,914,914,Brady Schnell,"$9,102"
914,915,915,Santiago Rivas,"$8,784"
915,916,916,Grady Brame Jr.,"$8,686"
916,917,917,Chase Wright,"$8,360"
917,T918,T918,Will Cannon,"$7,840"
918,T918,T918,Cooper Musselman,"$7,840"
919,920,920,Sebastián Vázquez,"$7,700"
920,921,921,Chip McDaniel,"$7,595"
921,922,922,Vince India,"$7,305"
922,923,923,Todd Fanning,"$7,208"
923,924,924,Grant Booth,"$7,174"
924,925,925,Cody Blick,"$7,128"
925,926,926,Augusto Núñez,"$6,480"
926,927,927,John Chin,"$6,262"
927,928,928,Jake Sarnoff,"$6,180"
928,929,929,Cyril Bouniol,"$5,790"
929,930,930,Julio Santos,"$5,760"
930,931,931,Scott Hebert,"$3,960"
931,932,932,Greg Gregory,"$3,400"
