,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
114,115,115,Sam Saunders,26,"$981,936",
115,116,116,Ryan Blaum,28,"$980,877",
116,117,117,John Huh,29,"$974,538",
117,118,118,Vaughn Taylor,25,"$965,691",
118,119,119,Tyler Duncan,31,"$944,021",
119,120,120,J.T. Poston,22,"$940,661",
120,121,121,William McGirt,26,"$933,327",
121,122,122,Bud Cauley,17,"$900,591",
122,123,123,Nick Taylor,30,"$899,373",
123,124,124,Sergio Garcia,15,"$878,354",
124,125,125,Martin Piller,28,"$847,304",
125,126,126,Thomas Pieters,11,"$813,227",
126,127,127,Chad Campbell,28,"$801,960",
127,128,128,Harris English,31,"$799,450",
128,129,129,Ben Silverman,28,"$793,140",
129,130,130,Seamus Power,28,"$791,018",
130,131,131,Lucas Glover,18,"$789,382",
131,132,132,Tyrone Van Aswegen,31,"$763,584",
132,133,133,Corey Conners,28,"$728,296",
133,134,134,Aaron Baddeley,27,"$725,928",
134,135,135,Derek Fathauer,28,"$708,712",
135,136,136,Robert Garrigus,27,"$702,030",
136,137,137,Tom Lovelady,28,"$700,783",
137,138,138,Shane Lowry,19,"$696,897",
138,139,139,Jim Furyk,15,"$660,010",
139,140,140,Johnson Wagner,21,"$656,322",
140,141,141,Talor Gooch,27,"$654,200",
141,142,142,Bill Haas,25,"$638,414",
142,143,143,David Hearn,21,"$622,383",
143,144,144,Ben Crane,21,"$620,646",
144,145,145,David Lingmerth,26,"$616,758",
145,146,146,Nicholas Lindheim,26,"$593,842",
146,147,147,Steve Stricker,12,"$582,566",
147,148,148,Graeme McDowell,20,"$581,024",
148,149,149,Hudson Swafford,22,"$569,391",
149,150,150,Chris Stroud,27,"$565,466",
150,151,151,Michael Thompson,19,"$563,972",
151,152,152,Retief Goosen,20,"$545,364",
152,153,153,Matt Jones,23,"$538,681",
153,154,154,Ben Martin,20,"$532,936",
154,155,155,Shawn Stefani,25,"$523,204",
155,156,156,Mackenzie Hughes,28,"$518,476",
156,157,157,Denny McCarthy,22,"$498,341",
157,158,158,Wesley Bryan,23,"$498,166",
158,159,159,J.J. Henry,28,"$482,052",
159,160,160,Adam Schenk,28,"$474,923",
160,161,161,Hunter Mahan,21,"$457,337",
161,162,162,Jonathan Randolph,25,"$453,328",
162,163,163,Martin Flores,29,"$449,266",
163,164,164,Fabián Gómez,28,"$437,032",
164,165,165,Stephan Jaeger,26,"$422,260",
165,166,166,Xinjun Zhang,28,"$420,377",
166,167,167,Peter Malnati,28,"$420,001",
167,168,168,Ross Fisher,13,"$412,954",
168,169,169,Robert Streb,29,"$411,606",
169,170,170,Blayne Barber,22,"$398,137",
170,171,171,Dominic Bozzelli,20,"$391,634",
171,172,172,Cameron Percy,16,"$387,612",
172,173,173,D.A. Points,25,"$377,265",
173,174,174,Jonas Blixt,23,"$368,518",
174,175,175,Ethan Tracy,23,"$364,493",
175,176,176,Lanto Griffin,26,"$358,380",
176,177,177,Ricky Barnes,22,"$340,591",
177,178,178,Zac Blair,20,"$330,507",
178,179,179,Steve Wheatcroft,20,"$309,656",
179,180,180,Brett Stegmaier,21,"$305,607",
180,181,181,Cody Gribble,25,"$302,593",
181,182,182,Matt Every,30,"$299,162",
182,183,183,Nate Lashley,17,"$296,650",
183,184,184,Greg Chalmers,20,"$288,023",
184,185,185,Rob Oppenheim,26,"$279,019",
185,186,186,Jonathan Byrd,24,"$267,055",
186,187,187,Graham DeLaet,3,"$251,630",
187,188,188,Roberto Díaz,25,"$235,635",
188,189,189,Daniel Summerhays,19,"$234,510",
189,190,190,Camilo Villegas,14,"$229,439",
190,191,191,K.J. Choi,14,"$219,405",
191,192,192,Tim Herron,12,"$209,216",
192,193,193,Andres Romero,6,"$206,764",
193,194,194,Smylie Kaufman,22,"$201,136",
194,195,195,Conrad Shindler,20,"$187,399",
195,196,196,Sangmoon Bae,17,"$184,057",
196,197,197,Rod Pampling,20,"$183,806",
197,198,198,Cameron Tringale,26,"$179,459",
198,199,199,Stuart Appleby,12,"$175,235",
199,200,200,Parker McLachlin,11,"$174,039",
200,201,201,Morgan Hoffmann,9,"$170,673",
201,202,202,Billy Hurley III,27,"$145,725",
202,203,203,Bernhard Langer,2,"$130,200",
203,204,204,John Merrick,11,"$119,407",
204,205,205,Martin Kaymer,11,"$115,379",
205,206,206,Brendon de Jonge,14,"$110,276",
206,207,207,Jerry Kelly,3,"$108,500",
207,208,208,Ernie Els,15,"$102,868",
208,209,209,Davis Love III,12,"$97,920",
209,210,210,Vijay Singh,10,"$95,334",
210,211,211,Geoff Ogilvy,18,"$93,947",
211,212,212,Padraig Harrington,16,"$93,260",
212,213,213,George McNeill,10,"$91,100",
213,214,214,Zecheng Dou,23,"$90,993",
214,215,215,Matt Atkins,21,"$89,104",
215,216,216,D.J. Trahan,8,"$85,595",
216,217,217,Ken Duke,15,"$82,161",
217,218,218,Luke Donald,9,"$81,989",
218,219,219,Brandon Hagy,3,"$76,817",
219,220,220,Steve Marino,6,"$76,616",
220,221,221,Eric Axley,7,"$69,125",
221,222,222,John Senden,7,"$68,604",
222,223,223,Brian Davis,12,"$60,851",
223,224,224,Jim Herman,9,"$46,962",
224,225,225,Fred Couples,1,"$46,200",
225,226,226,Seung-Yul Noh,1,"$44,516",
226,227,227,Jason Bohn,9,"$43,620",
227,228,228,Colt Knost,10,"$43,134",
228,229,229,Dicky Pride,11,"$42,810",
229,230,230,Andrew Yun,22,"$41,566",
230,231,231,Tommy Gainey,10,"$39,508",
231,232,232,Troy Matteson,7,"$39,000",
232,233,233,Heath Slocum,5,"$37,814",
233,234,234,Mark Wilson,11,"$33,348",
234,235,235,Kyle Thompson,22,"$24,878",
235,236,236,Andrew Johnston,2,"$24,448",
236,237,237,Charlie Beljan,9,"$21,344",
237,238,238,Omar Uresti,10,"$21,278",
238,T239,T239,Ángel Cabrera,5,"$20,353",
239,T239,T239,Derek Ernst,3,"$20,353",
240,241,241,Robert Allenby,8,"$19,970",
241,242,242,Kris Blanks,6,"$18,998",
242,243,243,John Daly,7,"$18,362",
243,244,244,Paul Goydos,1,"$18,067",
244,245,245,John Rollins,9,"$15,598",
245,246,246,Bob Estes,8,"$15,431",
246,247,247,Rick Lamb,10,"$14,136",
247,248,248,Chris Couch,5,"$13,000",
248,249,249,Cameron Beckman,6,"$12,694",
249,250,250,Arjun Atwal,6,"$12,006",
250,251,251,Charlie Wi,6,"$10,878",
251,252,252,Daniel Chopra,6,"$8,784",
252,T253,T253,Jay Don Blake,1,"$7,595",
253,T253,T253,Michael Bradley,1,"$7,595",
254,255,255,Olin Browne,1,"$7,385",
255,256,256,Jonathan Kaye,3,"$7,004",
256,T257,T257,Neal Lancaster,1,"$6,930",
257,T257,T257,Shaun Micheel,4,"$6,930",
258,259,259,Mike Weir,6,"$5,760",
259,260,260,Trevor Immelman,2,"$5,520",
