,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
48,T41,T41,Matt Kuchar,24,4,,,
49,T41,T41,Anirban Lahiri,24,4,,,
50,T41,T41,Hideki Matsuyama,21,4,,,
51,T41,T41,Keith Mitchell,29,4,,1.0,1.0
52,T41,T41,Kevin Na,26,4,1.0,1.0,
53,T41,T41,Joaquin Niemann,13,4,,,
54,T41,T41,Pat Perez,23,4,1.0,1.0,
55,T41,T41,Ian Poulter,20,4,1.0,,
56,T41,T41,Sam Saunders,26,4,,,
57,T41,T41,Brandt Snedeker,25,4,1.0,,1.0
58,T41,T41,J.J. Spaun,27,4,,1.0,2.0
59,T41,T41,Peter Uihlein,26,4,,,
60,T41,T41,Jimmy Walker,23,4,,1.0,
61,T41,T41,Aaron Wise,29,4,1.0,1.0,
62,T63,T63,Ryan Armour,32,3,1.0,1.0,
63,T63,T63,Stewart Cink,25,3,,1.0,
64,T63,T63,Austin Cook,29,3,1.0,,
65,T63,T63,Joel Dahmen,28,3,,1.0,
66,T63,T63,Sergio Garcia,15,3,,,
67,T63,T63,Adam Hadwin,25,3,,,1.0
68,T63,T63,Brandon Harkins,30,3,,,
69,T63,T63,Russell Henley,23,3,,,
70,T63,T63,Tom Hoge,31,3,,,1.0
71,T63,T63,J.B. Holmes,24,3,,1.0,1.0
72,T63,T63,Whee Kim,30,3,,2.0,
73,T63,T63,Russell Knox,27,3,,,
74,T63,T63,Kelly Kraft,31,3,,1.0,1.0
75,T63,T63,Martin Laird,22,3,,,
76,T63,T63,Danny Lee,30,3,,,
77,T63,T63,Jamie Lovemark,26,3,,,
78,T63,T63,William McGirt,26,3,,,
79,T63,T63,Troy Merritt,27,3,1.0,,
80,T63,T63,Trey Mullinax,24,3,,1.0,
81,T63,T63,Alex Noren,18,3,,1.0,2.0
82,T63,T63,Louis Oosthuizen,17,3,,,1.0
83,T63,T63,Ryan Palmer,22,3,,1.0,
84,T63,T63,Chez Reavie,28,3,,2.0,
85,T63,T63,Patrick Rodgers,30,3,,,
86,T63,T63,Sam Ryder,26,3,,1.0,
87,T63,T63,Ollie Schniederjans,27,3,,,1.0
88,T63,T63,Charl Schwartzel,20,3,,1.0,1.0
89,T63,T63,Adam Scott,21,3,,,1.0
90,T63,T63,Brendan Steele,22,3,1.0,,1.0
91,T63,T63,Brian Stuard,32,3,,,
92,T63,T63,Vaughn Taylor,25,3,,,
93,T63,T63,Kevin Tway,31,3,,,
94,T63,T63,Harold Varner III,27,3,,,
95,T63,T63,Gary Woodland,27,3,1.0,,
96,T97,T97,Kiradech Aphibarnrat,14,2,,,
97,T97,T97,Ryan Blaum,28,2,,,
98,T97,T97,Scott Brown,32,2,,,
99,T97,T97,Bronson Burgoon,24,2,,1.0,
100,T97,T97,Chad Campbell,28,2,,1.0,
101,T97,T97,Bud Cauley,17,2,,,
102,T97,T97,Alex Cejka,24,2,,1.0,
103,T97,T97,Jason Dufner,22,2,,1.0,
104,T97,T97,Tyler Duncan,31,2,,,
105,T97,T97,Paul Dunne,8,2,,,
106,T97,T97,Harris English,31,2,,,
107,T97,T97,Jim Furyk,15,2,,,
108,T97,T97,Brice Garnett,30,2,1.0,,
109,T97,T97,Branden Grace,18,2,,,1.0
110,T97,T97,David Hearn,21,2,,,
111,T97,T97,John Huh,29,2,,,1.0
112,T97,T97,Zach Johnson,25,2,,,
113,T97,T97,Sung Kang,29,2,,,2.0
114,T97,T97,Tom Lovelady,28,2,,1.0,
115,T97,T97,Grayson Murray,22,2,,,
116,T97,T97,Sean O'Hair,22,2,,1.0,
117,T97,T97,John Oda,7,2,,,1.0
118,T97,T97,C.T. Pan,30,2,,1.0,
119,T97,T97,Cameron Percy,16,2,,,
120,T97,T97,Scott Piercy,26,2,1.0,,
121,T97,T97,Martin Piller,28,2,,,1.0
122,T97,T97,J.T. Poston,22,2,,,
123,T97,T97,Seamus Power,28,2,,,
124,T97,T97,Ben Silverman,28,2,,,
125,T97,T97,Scott Stallings,30,2,,,
126,T97,T97,Nick Taylor,30,2,,,
127,T97,T97,Richy Werenski,32,2,,1.0,
128,T129,T129,Aaron Baddeley,27,1,,,
129,T129,T129,Ricky Barnes,22,1,,,
130,T129,T129,Daniel Berger,23,1,,,
131,T129,T129,Sam Burns,11,1,,,
132,T129,T129,Greg Chalmers,20,1,,,
133,T129,T129,K.J. Choi,14,1,,,
134,T129,T129,Corey Conners,28,1,,,
135,T129,T129,Ben Crane,21,1,,,
136,T129,T129,Brendon de Jonge,14,1,,,
137,T129,T129,Graham DeLaet,3,1,,,
138,T129,T129,Matt Every,30,1,,,
139,T129,T129,Derek Fathauer,28,1,,,
140,T129,T129,Matthew Fitzpatrick,13,1,,,
141,T129,T129,Robert Garrigus,27,1,,,
142,T129,T129,Lucas Glover,18,1,,,
143,T129,T129,Retief Goosen,20,1,,,
144,T129,T129,Bill Haas,25,1,,,
145,T129,T129,James Hahn,26,1,,1.0,
146,T129,T129,Seungsu Han,3,1,,,
147,T129,T129,J.J. Henry,28,1,,,
148,T129,T129,Mackenzie Hughes,28,1,,,
149,T129,T129,Alex Kang,2,1,,,
150,T129,T129,Smylie Kaufman,22,1,,,
151,T129,T129,Michael Kim,27,1,1.0,,
152,T129,T129,Satoshi Kodaira,18,1,1.0,,
153,T129,T129,Nicholas Lindheim,26,1,,,
154,T129,T129,Hunter Mahan,21,1,,,
155,T129,T129,Ben Martin,20,1,,,
156,T129,T129,Denny McCarthy,22,1,,,
157,T129,T129,Graeme McDowell,20,1,,,
158,T129,T129,A.J. McInerney,4,1,,,
159,T129,T129,Thorbjørn Olesen,5,1,,,1.0
160,T129,T129,Chris Paisley,4,1,,,
161,T129,T129,Eddie Pepperell,2,1,,,
162,T129,T129,Thomas Pieters,11,1,,,
163,T129,T129,D.A. Points,25,1,,,
164,T129,T129,"Ted Potter, Jr.",28,1,1.0,,
165,T129,T129,Jonathan Randolph,25,1,,,1.0
166,T129,T129,Andres Romero,6,1,,,
167,T129,T129,Rory Sabbatini,27,1,,,
168,T129,T129,Adam Schenk,28,1,,,
169,T129,T129,Chase Seiffert,2,1,,,
170,T129,T129,Shubhankar Sharma,11,1,,,
171,T129,T129,Shawn Stefani,25,1,,,
172,T129,T129,Robert Streb,29,1,,,
173,T129,T129,Scott Strohmeyer,3,1,,,
174,T129,T129,Chris Stroud,27,1,,,
175,T129,T129,Daniel Summerhays,19,1,,,
176,T129,T129,Julian Suri,10,1,,,
177,T129,T129,Tyrone Van Aswegen,31,1,,,
178,T129,T129,Jhonattan Vegas,27,1,,,
179,T129,T129,Nick Watney,26,1,,1.0,
180,T129,T129,Steve Wheatcroft,20,1,,,
181,T129,T129,Bernd Wiesberger,5,1,,,
182,T129,T129,Xinjun Zhang,28,1,,,
