,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
367,T366,T366,Jesse Mueller,2,0.11,"$15,028","$13,700,000"
368,T366,T366,Cameron Tringale,26,0.11,"$179,458","$162,300,000"
369,T370,T370,Steve Allan,2,0.1,"$12,338","$12,400,000"
370,T370,T370,Derek Ernst,3,0.1,"$20,353","$19,400,000"
371,T370,T370,Troy Matteson,7,0.1,"$39,000","$40,900,000"
372,T370,T370,Sulman Raza,2,0.1,"$15,300","$15,400,000"
373,T374,T374,Jason Bohn,9,0.09,"$43,620","$46,700,000"
374,T374,T374,Brian Davis,12,0.09,"$60,851","$67,700,000"
375,T374,T374,Ken Duke,15,0.09,"$82,161","$87,700,000"
376,T374,T374,Ernie Els,15,0.09,"$102,867","$116,100,000"
377,T374,T374,Taylor Moore,2,0.09,"$9,861","$11,100,000"
378,T374,T374,David Skinns,2,0.09,"$9,861","$10,500,000"
379,T380,T380,Padraig Harrington,16,0.08,"$93,260","$116,100,000"
380,T380,T380,Billy Hurley III,27,0.08,"$145,723","$174,600,000"
381,T380,T380,Vince India,2,0.08,"$7,305","$8,800,000"
382,T380,T380,Geoff Ogilvy,18,0.08,"$93,947","$121,400,000"
383,T380,T380,Doc Redman,6,0.08,"$36,841","$48,600,000"
384,T385,T385,Matt Atkins,21,0.07,"$89,104","$126,900,000"
385,T385,T385,Tommy Gainey,10,0.07,"$39,508","$53,800,000"
386,T385,T385,Jim Herman,9,0.07,"$46,962","$63,150,000"
387,T385,T385,Jonathan Kaye,3,0.07,"$7,004","$9,900,000"
388,T385,T385,Dru Love,7,0.07,"$27,305","$37,200,000"
389,T385,T385,Dicky Pride,11,0.07,"$42,810","$60,000,000"
390,T391,T391,Ángel Cabrera,5,0.06,"$20,353","$33,400,000"
391,T391,T391,Zecheng Dou,23,0.06,"$90,993","$146,050,000"
392,T391,T391,Colt Knost,10,0.06,"$43,134","$66,800,000"
393,T391,T391,Sean McCarty,2,0.06,"$10,730","$16,800,000"
394,T391,T391,Tom Whitney,3,0.06,"$12,095","$20,400,000"
395,T391,T391,Mark Wilson,11,0.06,"$33,348","$59,700,000"
396,T397,T397,Robert Allenby,8,0.05,"$19,970","$41,600,000"
397,T397,T397,Arjun Atwal,6,0.05,"$12,006","$26,000,000"
398,T397,T397,Kris Blanks,6,0.05,"$18,998","$36,100,000"
399,T397,T397,Shugo Imahira,3,0.05,"$14,198","$26,950,000"
400,T401,T401,Cameron Beckman,6,0.04,"$12,694","$30,000,000"
401,T401,T401,Charlie Beljan,9,0.04,"$21,344","$54,400,000"
402,T401,T401,Chris Couch,5,0.04,"$13,000","$29,800,000"
403,T401,T401,John Daly,7,0.04,"$18,362","$47,200,000"
404,T401,T401,Trevor Immelman,2,0.04,"$5,520","$14,000,000"
405,T401,T401,Omar Uresti,10,0.04,"$21,278","$58,800,000"
406,T401,T401,Charlie Wi,6,0.04,"$10,878","$30,400,000"
407,T408,T408,Cameron Champ,6,0.03,"$11,966","$39,100,000"
408,T408,T408,Daniel Chopra,6,0.03,"$8,784","$30,000,000"
409,T408,T408,Bob Estes,8,0.03,"$15,431","$55,400,000"
410,T408,T408,Shaun Micheel,4,0.03,"$6,930","$21,800,000"
411,T408,T408,John Rollins,9,0.03,"$15,598","$47,700,000"
412,T408,T408,Andrew Yun,22,0.03,"$41,566","$134,000,000"
413,T408,T408,Will Zalatoris,6,0.03,"$14,874","$48,900,000"
414,T415,T415,Rick Lamb,10,0.02,"$14,136","$64,300,000"
415,T415,T415,Kyle Thompson,22,0.02,"$24,878","$134,600,000"
416,T415,T415,Mike Weir,6,0.02,"$5,760","$36,900,000"
