,Percentage_of_potential_money_won_RANK THIS WEEK,Percentage_of_potential_money_won_RANK LAST WEEK,Percentage_of_potential_money_won_PLAYER NAME,Percentage_of_potential_money_won_EVENTS,Percentage_of_potential_money_won_%,Percentage_of_potential_money_won_OFFICIAL MONEY WON,Percentage_of_potential_money_won_POTENTIAL MONEY
61,62,62,Louis Oosthuizen,17,6.36,"$1,731,492","$27,232,800"
62,63,63,Graham DeLaet,3,6.23,"$251,630","$4,041,000"
63,64,64,Jimmy Walker,23,6.15,"$2,027,312","$32,986,800"
64,65,65,Austin Cook,29,6.08,"$2,448,920","$40,256,000"
65,66,66,Alex Kang,2,6.02,"$150,733","$2,502,000"
66,67,67,Ryan Armour,32,5.86,"$2,485,202","$42,418,800"
67,68,68,Erik van Rooyen,1,5.8,"$109,714","$1,890,000"
68,69,69,J.J. Spaun,27,5.71,"$1,978,905","$34,678,800"
69,70,70,Chris Paisley,4,5.53,"$289,900","$5,238,800"
70,71,71,Satoshi Kodaira,18,5.48,"$1,581,712","$28,860,000"
71,72,72,Brian Gay,30,5.47,"$2,152,500","$39,376,800"
72,73,73,Stewart Cink,25,5.46,"$1,887,208","$34,551,000"
73,T74,T74,Ashun Wu,1,5.44,"$90,250","$1,660,000"
74,T74,T74,Scott Piercy,26,5.44,"$1,882,336","$34,570,800"
75,76,76,Kiradech Aphibarnrat,14,5.4,"$1,275,483","$23,608,000"
76,77,77,Charl Schwartzel,20,5.38,"$1,710,178","$31,781,800"
77,78,78,Ryan Palmer,22,5.37,"$1,484,444","$27,640,800"
78,79,79,Zach Johnson,25,5.36,"$1,957,634","$36,494,800"
79,80,80,Charles Howell III,28,5.34,"$2,179,724","$40,845,000"
80,81,81,Bernd Wiesberger,5,5.21,"$428,632","$8,228,000"
81,82,82,Branden Grace,18,5.15,"$1,529,288","$29,701,000"
82,83,83,Adam Hadwin,25,5.08,"$1,932,487","$38,027,000"
83,84,84,Si Woo Kim,31,5.04,"$2,276,113","$45,137,000"
84,85,85,Ryan Yip,1,5.01,"$55,888","$1,116,000"
85,86,86,"Ted Potter, Jr.",28,5.0,"$1,976,197","$39,500,000"
86,87,87,Whee Kim,30,4.93,"$1,920,339","$38,935,800"
87,88,88,Daniel Berger,23,4.92,"$1,721,763","$34,967,800"
88,89,89,Chris Kirk,29,4.9,"$1,824,111","$37,225,800"
89,90,90,C.T. Pan,30,4.87,"$1,881,787","$38,629,800"
90,91,91,Peter Uihlein,26,4.84,"$1,797,715","$37,128,800"
91,92,92,J.B. Holmes,24,4.82,"$1,595,941","$33,103,800"
92,93,93,Hyun-woo Ryu,1,4.79,"$79,500","$1,660,000"
93,94,94,Matt Kuchar,24,4.76,"$1,720,097","$36,146,800"
94,95,95,Thomas Pieters,11,4.63,"$813,227","$17,579,000"
95,96,96,Jason Kokrak,29,4.61,"$1,794,430","$38,934,000"
96,97,97,Jason Dufner,22,4.6,"$1,497,654","$32,534,800"
97,98,98,Kevin Chappell,23,4.59,"$1,608,338","$35,052,000"
98,T99,T99,Joel Dahmen,28,4.55,"$1,476,838","$32,428,800"
99,T99,T99,Keith Mitchell,29,4.55,"$1,641,260","$36,100,800"
100,101,101,Abraham Ancer,30,4.43,"$1,676,694","$37,872,800"
101,102,102,Kevin Streelman,27,4.35,"$1,523,642","$35,010,000"
102,103,103,Russell Henley,23,4.3,"$1,516,437","$35,273,000"
103,104,104,Joost Luiten,1,4.29,"$73,000","$1,700,000"
104,105,105,David Lipsky,3,4.22,"$194,950","$4,620,000"
105,106,106,Andres Romero,6,4.18,"$206,764","$4,942,800"
106,107,107,Anirban Lahiri,24,4.16,"$1,441,204","$34,613,000"
107,108,108,Nick Watney,26,4.12,"$1,402,832","$34,030,800"
108,109,109,Troy Merritt,27,4.1,"$1,326,988","$32,374,800"
109,110,110,Brandon Stone,5,4.09,"$364,939","$8,930,000"
110,111,111,Alex Cejka,24,4.07,"$1,198,540","$29,458,800"
111,T112,T112,Bronson Burgoon,24,4.02,"$1,179,616","$29,322,000"
112,T112,T112,Bud Cauley,17,4.02,"$900,590","$22,429,800"
113,114,114,Trey Mullinax,24,4.01,"$1,184,244","$29,530,800"
114,115,115,Oscar Fraustro,1,3.98,"$50,804","$1,278,000"
115,116,116,Michael Kim,27,3.97,"$1,379,736","$34,750,800"
116,117,117,Jamie Lovemark,26,3.95,"$1,377,286","$34,885,800"
117,118,118,Sean O'Hair,22,3.92,"$1,104,864","$28,162,800"
118,119,119,James Hahn,26,3.9,"$1,386,301","$35,567,000"
119,T120,T120,Paul Dunne,8,3.89,"$468,937","$12,062,000"
120,T120,T120,Haydn Porteous,1,3.89,"$64,500","$1,660,000"
121,T120,T120,Richard Sterne,1,3.89,"$64,500","$1,660,000"
122,T120,T120,Julian Suri,10,3.89,"$562,165","$14,444,000"
123,124,124,Brice Garnett,30,3.85,"$1,466,224","$38,044,800"
124,125,125,Wade Ormsby,2,3.82,"$129,750","$3,400,000"
125,126,126,Matthew Fitzpatrick,13,3.81,"$830,393","$21,808,000"
126,127,127,Sergio Garcia,15,3.79,"$878,353","$23,182,800"
127,128,128,K.T. Kim,1,3.78,"$62,900","$1,665,000"
128,T129,T129,Charley Hoffman,25,3.75,"$1,400,637","$37,330,800"
129,T129,T129,Russell Knox,27,3.75,"$1,424,030","$37,926,800"
130,131,131,J.T. Poston,22,3.72,"$940,660","$25,300,800"
131,132,132,Martin Laird,22,3.68,"$1,017,579","$27,640,800"
132,T133,T133,Matthieu Pavon,1,3.67,"$79,200","$2,160,000"
133,T133,T133,Steve Stricker,12,3.67,"$582,566","$15,886,800"
134,135,135,Kelly Kraft,31,3.65,"$1,496,252","$40,951,800"
135,136,136,Grayson Murray,22,3.61,"$1,056,628","$29,241,000"
136,137,137,Harold Varner III,27,3.58,"$1,223,063","$34,165,800"
137,138,138,A.J. McInerney,4,3.57,"$164,923","$4,626,000"
138,139,139,Ollie Schniederjans,27,3.56,"$1,303,609","$36,621,000"
139,140,140,Kevin Tway,31,3.55,"$1,379,544","$38,845,800"
140,T141,T141,Seungsu Han,3,3.51,"$132,603","$3,780,000"
141,T141,T141,Tom Hoge,31,3.51,"$1,358,542","$38,710,800"
142,143,143,Sam Ryder,26,3.5,"$1,046,166","$29,890,800"
143,144,144,Poom Saksansin,2,3.49,"$101,900","$2,920,000"
144,145,145,John VanDerLaan,1,3.44,"$21,700","$630,000"
145,146,146,Jim Furyk,15,3.41,"$660,009","$19,342,800"
146,T147,T147,Sam Burns,11,3.38,"$495,916","$14,662,800"
147,T147,T147,George Cunningham,1,3.38,"$37,742","$1,116,000"
148,T149,T149,Bernhard Langer,2,3.36,"$130,200","$3,870,000"
149,T149,T149,Patrick Rodgers,30,3.36,"$1,287,040","$38,259,000"
150,T149,T149,Rory Sabbatini,27,3.36,"$1,126,057","$33,472,800"
151,152,152,Danny Lee,30,3.32,"$1,269,386","$38,251,800"
152,153,153,Sung Kang,29,3.27,"$1,243,309","$37,963,800"
153,154,154,Vaughn Taylor,25,3.18,"$965,691","$30,330,000"
154,155,155,Lucas Glover,18,3.14,"$789,381","$25,133,800"
155,T156,T156,Brandon Harkins,30,3.11,"$1,148,114","$36,946,800"
156,T156,T156,Jerry Kelly,3,3.11,"$108,500","$3,484,800"
157,T156,T156,Sam Saunders,26,3.11,"$981,936","$31,564,800"
158,159,159,Scott Stallings,30,3.01,"$1,147,573","$38,062,800"
159,160,160,William McGirt,26,2.97,"$933,326","$31,402,800"
160,T161,T161,SSP Chawrasia,2,2.95,"$86,280","$2,920,000"
161,T161,T161,Phachara Khongwatmai,2,2.95,"$86,200","$2,920,000"
162,163,163,Chan Kim,1,2.91,"$48,250","$1,660,000"
163,164,164,Ryan Blaum,28,2.89,"$980,876","$33,958,800"
164,165,165,Johnson Wagner,21,2.87,"$656,322","$22,906,800"
165,T166,T166,Ryan Fox,4,2.83,"$217,903","$7,690,000"
166,T166,T166,Dylan Meyer,8,2.83,"$275,108","$9,720,000"
167,168,168,Jhonattan Vegas,27,2.82,"$1,137,444","$40,339,000"
168,169,169,Richy Werenski,32,2.81,"$1,081,283","$38,494,800"
169,T170,T170,Dean Burmester,2,2.77,"$106,854","$3,860,000"
170,T170,T170,Brian Stuard,32,2.77,"$1,089,762","$39,394,800"
171,172,172,Matthew Griffin,1,2.75,"$45,625","$1,660,000"
172,T173,T173,Jaco Ahlers,1,2.74,"$46,500","$1,700,000"
173,T173,T173,David Hearn,21,2.74,"$622,382","$22,690,800"
174,T175,T175,John Huh,29,2.69,"$974,537","$36,190,800"
175,T175,T175,Graeme Storm,1,2.69,"$44,625","$1,660,000"
176,T177,T177,Jinho Choi,1,2.67,"$44,515","$1,665,000"
177,T177,T177,Yanwei Liu,1,2.67,"$44,250","$1,660,000"
178,T177,T177,Seung-Yul Noh,1,2.67,"$44,515","$1,665,000"
179,180,180,Ben Crane,21,2.66,"$620,646","$23,320,800"
180,181,181,Ashley Hall,1,2.65,"$44,000","$1,660,000"
181,T182,T182,Andrew Dodt,1,2.64,"$43,750","$1,660,000"
182,T182,T182,Shane Lowry,19,2.64,"$696,897","$26,362,800"
183,184,184,Scott Brown,32,2.62,"$1,076,677","$41,041,800"
184,185,185,Yi Cao,1,2.61,"$43,250","$1,660,000"
185,186,186,HaoTong Li,12,2.6,"$544,005","$20,908,000"
186,187,187,Dylan Frittelli,11,2.59,"$454,676","$17,566,000"
187,188,188,Ryan Brehm,1,2.57,"$13,856","$540,000"
188,189,189,Martin Piller,28,2.56,"$847,304","$33,066,000"
189,190,190,Hideto Tanihara,2,2.54,"$90,250","$3,550,000"
190,191,191,Tyler Duncan,31,2.52,"$944,020","$37,450,800"
191,192,192,Michael Thompson,19,2.5,"$563,971","$22,572,000"
192,193,193,Seamus Power,28,2.49,"$791,017","$31,762,800"
193,194,194,Ben Silverman,28,2.47,"$793,140","$32,140,800"
194,195,195,Nick Taylor,30,2.41,"$899,373","$37,359,000"
195,196,196,Chad Campbell,28,2.4,"$801,959","$33,481,800"
196,197,197,Retief Goosen,20,2.37,"$545,363","$23,014,800"
197,T198,T198,Graeme McDowell,20,2.35,"$581,023","$24,769,800"
198,T198,T198,John Peterson,10,2.35,"$251,924","$10,702,800"
199,200,200,Brandon Hagy,3,2.34,"$76,817","$3,276,000"
200,T201,T201,Fred Couples,1,2.33,"$46,200","$1,980,000"
201,T201,T201,Cameron Percy,16,2.33,"$387,611","$16,624,800"
202,T201,T201,Roger Sloan,1,2.33,"$26,040","$1,116,000"
203,204,204,Corey Conners,28,2.32,"$728,295","$31,348,800"
204,205,205,Josh Teater,2,2.29,"$40,040","$1,746,000"
205,206,206,Robert Garrigus,27,2.28,"$702,030","$30,790,800"
206,207,207,Aaron Baddeley,27,2.27,"$725,927","$31,942,800"
207,208,208,Tom Lovelady,28,2.23,"$700,783","$31,384,800"
208,209,209,Harris English,31,2.2,"$799,449","$36,370,800"
209,210,210,Masahiro Kawamura,1,2.19,"$41,375","$1,890,000"
210,T211,T211,Derek Fathauer,28,2.17,"$708,712","$32,598,000"
211,T211,T211,Brett Rumford,2,2.17,"$77,817","$3,590,000"
212,213,213,Gavin Kyle Green,5,2.14,"$175,284","$8,175,000"
213,214,214,Ben Martin,20,2.13,"$532,936","$25,020,000"
214,215,215,Wyndham Clark,3,2.09,"$68,800","$3,294,000"
215,T216,T216,Scott Hend,2,2.07,"$60,400","$2,920,000"
216,T216,T216,Tyrone Van Aswegen,31,2.07,"$763,584","$36,928,800"
217,218,218,Hudson Swafford,22,2.06,"$569,390","$27,617,800"
218,219,219,Talor Gooch,27,2.05,"$654,200","$31,870,800"
219,220,220,Shubhankar Sharma,11,2.02,"$370,606","$18,366,000"
220,221,221,Denny McCarthy,22,2.01,"$498,340","$24,832,800"
221,T222,T222,Jim Knous,1,2.0,"$24,480","$1,224,000"
222,T222,T222,Nicholas Lindheim,26,2.0,"$593,841","$29,710,800"
223,T222,T222,David Lingmerth,26,2.0,"$616,757","$30,844,800"
224,225,225,Hunter Mahan,21,1.97,"$457,337","$23,220,000"
225,226,226,Matt Jones,23,1.96,"$538,680","$27,424,800"
226,227,227,Bill Haas,25,1.95,"$638,414","$32,782,000"
227,228,228,Ross Fisher,13,1.92,"$412,953","$21,548,800"
228,229,229,Matt Wallace,3,1.88,"$113,125","$6,030,000"
229,230,230,Nick Hardy,3,1.86,"$54,120","$2,916,000"
230,T231,T231,Jung-gon Hwang,1,1.83,"$30,525","$1,665,000"
231,T231,T231,Shawn Stefani,25,1.83,"$523,204","$28,540,800"
232,233,233,Matthew Southgate,3,1.82,"$103,750","$5,710,000"
233,234,234,Michael Lorenzo-Vera,2,1.81,"$65,725","$3,640,000"
234,235,235,Prayad Marksaeng,1,1.78,"$22,400","$1,260,000"
235,236,236,WC Liang,2,1.69,"$64,500","$3,820,000"
236,T237,T237,Wesley Bryan,23,1.68,"$498,166","$29,579,800"
237,T237,T237,Ben Kern,1,1.68,"$33,281","$1,980,000"
238,T237,T237,Chris Wood,3,1.68,"$73,953","$4,410,000"
239,240,240,Chris Stroud,27,1.67,"$565,465","$33,877,800"
240,241,241,Sean Crocker,1,1.64,"$31,000","$1,890,000"
241,T242,T242,Jorge Campillo,3,1.63,"$91,000","$5,570,000"
242,T242,T242,Carlos Ortiz,1,1.63,"$20,788","$1,278,000"
243,T242,T242,Santiago Rivas,1,1.63,"$8,784","$540,000"
244,245,245,Tim Herron,12,1.61,"$209,216","$12,978,000"
245,246,246,Jonathan Randolph,25,1.6,"$453,328","$28,342,800"
246,247,247,Parker McLachlin,11,1.59,"$174,038","$10,980,000"
247,248,248,Richie Ramsay,2,1.58,"$60,500","$3,820,000"
248,249,249,Dominic Bozzelli,20,1.57,"$391,633","$25,020,000"
249,250,250,Zac Blair,20,1.54,"$330,507","$21,484,800"
250,251,251,Nate Lashley,17,1.53,"$296,650","$19,360,800"
251,T252,T252,Blayne Barber,22,1.52,"$398,136","$26,110,800"
252,T252,T252,Yuta Ikeda,8,1.52,"$208,921","$13,714,000"
253,254,254,Adam Schenk,28,1.51,"$474,922","$31,438,800"
254,255,255,Morgan Hoffmann,9,1.5,"$170,673","$11,349,000"
255,T256,T256,J.J. Henry,28,1.49,"$482,051","$32,284,800"
256,T256,T256,Mackenzie Hughes,28,1.49,"$518,476","$34,732,800"
257,258,258,Stephan Jaeger,26,1.46,"$422,260","$28,900,800"
258,259,259,Fabrizio Zanotti,3,1.45,"$59,180","$4,090,000"
259,T260,T260,Ethan Tracy,23,1.44,"$364,492","$25,272,000"
260,T260,T260,Steve Wheatcroft,20,1.44,"$309,656","$21,546,000"
261,T262,T262,Ricky Barnes,22,1.43,"$340,590","$23,842,800"
262,T262,T262,Kyoung-Hoon Lee,1,1.43,"$23,759","$1,665,000"
263,T264,T264,Stuart Appleby,12,1.39,"$175,234","$12,618,000"
264,T264,T264,Fabián Gómez,28,1.39,"$437,032","$31,366,800"
265,T264,T264,Chris Wilson,1,1.39,"$8,732","$630,000"
266,267,267,Greyson Sigg,1,1.37,"$15,301","$1,116,000"
267,T268,T268,Marcus Kinhult,1,1.34,"$25,317","$1,890,000"
268,T268,T268,Richard Lee,1,1.34,"$16,846","$1,260,000"
269,T268,T268,Shaun Norris,1,1.34,"$25,317","$1,890,000"
270,271,271,Martin Flores,29,1.33,"$449,266","$33,904,800"
271,272,272,Brett Stegmaier,21,1.32,"$305,606","$23,212,800"
272,T273,T273,Kodai Ichihara,2,1.31,"$47,000","$3,590,000"
273,T273,T273,Peter Malnati,28,1.31,"$420,001","$32,068,800"
274,T273,T273,Yusaku Miyazato,7,1.31,"$156,336","$11,968,000"
275,T273,T273,Zach Wright,1,1.31,"$14,632","$1,116,000"
276,T277,T277,K.J. Choi,14,1.3,"$219,405","$16,885,800"
277,T277,T277,Mike Hendry,2,1.3,"$46,125","$3,550,000"
278,T277,T277,Xinjun Zhang,28,1.3,"$420,376","$32,324,800"
279,280,280,Camilo Villegas,14,1.29,"$229,438","$17,721,000"
280,T281,T281,Rhys Enoch,1,1.28,"$24,250","$1,890,000"
281,T281,T281,Bobby Gates,1,1.28,"$16,082","$1,260,000"
282,T281,T281,Zander Lombard,1,1.28,"$24,250","$1,890,000"
283,T284,T284,Henrik Norlander,1,1.26,"$14,012","$1,116,000"
284,T284,T284,D.A. Points,25,1.26,"$377,265","$30,016,800"
285,286,286,Greg Chalmers,20,1.25,"$288,022","$23,032,800"
286,T287,T287,Jonas Blixt,23,1.24,"$368,517","$29,773,800"
287,T287,T287,Will Cannon,1,1.24,"$7,840","$630,000"
288,T287,T287,Doug Ghim,7,1.24,"$116,527","$9,414,000"
289,T287,T287,Cooper Musselman,1,1.24,"$7,840","$630,000"
290,T287,T287,Young-han Song,1,1.24,"$20,627","$1,665,000"
291,292,292,Juvic Pagunsan,1,1.23,"$15,540","$1,260,000"
292,T293,T293,Hyungjoon Lee,1,1.22,"$20,350","$1,665,000"
293,T293,T293,Curtis Luck,1,1.22,"$19,491","$1,602,000"
294,T295,T295,Jay Don Blake,1,1.21,"$7,595","$630,000"
295,T295,T295,Michael Bradley,1,1.21,"$7,595","$630,000"
296,T295,T295,Alexander Levy,6,1.21,"$137,500","$11,370,000"
297,T295,T295,Chip McDaniel,1,1.21,"$7,595","$630,000"
298,T299,T299,Lanto Griffin,26,1.2,"$358,380","$29,854,800"
299,T299,T299,Maverick McNealy,7,1.2,"$103,623","$8,640,000"
300,T299,T299,Augusto Núñez,1,1.2,"$6,480","$540,000"
301,T302,T302,Andrew Dorn,1,1.19,"$19,046","$1,602,000"
302,T302,T302,Grant Hirschman,1,1.19,"$14,190","$1,188,000"
303,T302,T302,Ryuko Tokimatsu,3,1.19,"$66,250","$5,570,000"
304,T302,T302,Lee Westwood,2,1.19,"$37,637","$3,150,000"
305,T306,T306,Chris Naegel,1,1.18,"$25,425","$2,160,000"
306,T306,T306,D.J. Trahan,8,1.18,"$85,595","$7,236,000"
307,T308,T308,Grant Booth,1,1.17,"$7,174","$612,000"
308,T308,T308,Olin Browne,1,1.17,"$7,385","$630,000"
309,T308,T308,Danny Chia,1,1.17,"$14,770","$1,260,000"
310,T308,T308,Ryan Hogue,1,1.17,"$14,348","$1,224,000"
311,T312,T312,Joshua Creel,1,1.16,"$12,958","$1,116,000"
312,T312,T312,Robert Streb,29,1.16,"$411,605","$35,613,000"
313,T312,T312,Nicholas Thompson,1,1.16,"$8,944","$774,000"
314,T315,T315,Calum Hill,1,1.14,"$24,692","$2,160,000"
315,T315,T315,Daniel Summerhays,19,1.14,"$234,510","$20,566,800"
316,T317,T317,Paul Goydos,1,1.13,"$18,067","$1,602,000"
317,T317,T317,Dawie van der Walt,1,1.13,"$14,210","$1,260,000"
318,T317,T317,Casey Wittenberg,1,1.13,"$13,464","$1,188,000"
319,T320,T320,Grady Brame Jr.,1,1.12,"$8,686","$774,000"
320,T320,T320,T.J. Vogel,8,1.12,"$110,020","$9,828,000"
321,322,322,Cameron Wilson,1,1.11,"$23,959","$2,160,000"
322,T323,T323,Neal Lancaster,1,1.1,"$6,930","$630,000"
323,T323,T323,John Merrick,11,1.1,"$119,407","$10,900,800"
324,T325,T325,Junghwan Lee,1,1.08,"$18,037","$1,665,000"
325,T325,T325,Tim Wilkinson,3,1.08,"$43,926","$4,068,000"
326,327,327,Julio Santos,1,1.07,"$5,760","$540,000"
327,T328,T328,Alexander Björk,3,1.06,"$59,250","$5,570,000"
328,T328,T328,Jeunghun Wang,1,1.06,"$17,575","$1,665,000"
329,330,330,Nicholas Fung,1,1.04,"$13,160","$1,260,000"
330,331,331,Heath Slocum,5,1.03,"$37,814","$3,672,000"
331,332,332,Adrian Otaegui,1,1.02,"$20,100","$1,980,000"
332,T333,T333,Jonathan Byrd,24,1.0,"$267,054","$26,596,800"
333,T333,T333,Cody Gribble,25,1.0,"$302,592","$30,241,800"
334,T333,T333,Steve Marino,6,1.0,"$76,616","$7,668,000"
335,336,336,Rob Oppenheim,26,0.96,"$279,019","$28,990,800"
336,337,337,Cameron Davis,4,0.93,"$56,555","$6,066,000"
337,338,338,George McNeill,10,0.92,"$91,099","$9,900,000"
338,339,339,Jazz Janewattananond,2,0.91,"$28,700","$3,150,000"
339,T340,T340,Matt Every,30,0.87,"$299,161","$34,210,800"
340,T340,T340,Conrad Shindler,20,0.87,"$187,399","$21,600,000"
341,T340,T340,Jordan L Smith,3,0.87,"$48,250","$5,530,000"
342,T343,T343,Sangmoon Bae,17,0.85,"$184,057","$21,645,000"
343,T343,T343,Roberto Díaz,25,0.85,"$235,635","$27,694,800"
344,345,345,Ryan Ruffels,3,0.82,"$33,393","$4,087,800"
345,T346,T346,Eric Axley,7,0.81,"$69,124","$8,496,000"
346,T346,T346,Scottie Scheffler,3,0.81,"$25,080","$3,096,000"
347,348,348,Sungjae Im,2,0.8,"$33,281","$4,140,000"
348,T349,T349,Mickey DeMorat,2,0.78,"$25,425","$3,240,000"
349,T349,T349,John Senden,7,0.78,"$68,604","$8,748,000"
350,T351,T351,Brendon de Jonge,14,0.77,"$110,276","$14,284,800"
351,T351,T351,Smylie Kaufman,22,0.77,"$201,136","$26,074,800"
352,T351,T351,Tom Lewis,2,0.77,"$31,000","$4,050,000"
353,T351,T351,Jimmy Stanger,3,0.77,"$24,480","$3,168,000"
354,355,355,Andrew Johnston,2,0.75,"$24,448","$3,276,000"
355,T356,T356,Luke Donald,9,0.72,"$81,989","$11,376,000"
356,T356,T356,Rod Pampling,20,0.72,"$183,805","$25,515,000"
357,T356,T356,Danny Willett,6,0.72,"$84,000","$11,592,000"
358,359,359,Davis Love III,12,0.71,"$97,920","$13,788,000"
359,360,360,Seunghyuk Kim,2,0.7,"$20,627","$2,961,000"
360,361,361,Lucas Herbert,2,0.67,"$27,161","$4,050,000"
361,T362,T362,Martin Kaymer,11,0.66,"$115,379","$17,442,000"
362,T362,T362,Spencer Levin,2,0.66,"$9,331","$1,404,000"
363,T364,T364,James Driscoll,2,0.64,"$14,910","$2,340,000"
364,T364,T364,Andrew Novak,2,0.64,"$14,850","$2,304,000"
365,T364,T364,Vijay Singh,10,0.64,"$95,334","$14,832,000"
366,367,367,Sebastián Muñoz,2,0.63,"$17,675","$2,790,000"
367,368,368,Cameron Tringale,26,0.62,"$179,459","$28,954,800"
368,369,369,Jesse Mueller,2,0.61,"$15,028","$2,466,000"
369,370,370,Derek Ernst,3,0.58,"$20,353","$3,492,000"
370,T371,T371,Steve Allan,2,0.55,"$12,338","$2,232,000"
371,T371,T371,Sulman Raza,2,0.55,"$15,300","$2,772,000"
372,373,373,Troy Matteson,7,0.53,"$39,000","$7,362,000"
373,T374,T374,Jason Bohn,9,0.52,"$43,620","$8,406,000"
374,T374,T374,Ken Duke,15,0.52,"$82,161","$15,786,000"
375,T374,T374,David Skinns,2,0.52,"$9,861","$1,890,000"
376,377,377,Brian Davis,12,0.5,"$60,851","$12,186,000"
377,T378,T378,Ernie Els,15,0.49,"$102,867","$20,898,000"
378,T378,T378,Taylor Moore,2,0.49,"$9,861","$1,998,000"
