,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
57,T54,T54,Jon Curran,30,3,,1.0,
58,T54,T54,Graham DeLaet,21,3,,,
59,T54,T54,Harris English,27,3,,1.0,1.0
60,T54,T54,Jim Furyk,14,3,,1.0,
61,T54,T54,Robert Garrigus,21,3,,,
62,T54,T54,Emiliano Grillo,25,3,1.0,1.0,
63,T54,T54,James Hahn,26,3,1.0,,
64,T54,T54,John Huh,28,3,,,
65,T54,T54,Freddie Jacobson,26,3,,,
66,T54,T54,Chris Kirk,28,3,,,
67,T54,T54,Colt Knost,26,3,,,2.0
68,T54,T54,Martin Laird,24,3,,1.0,
69,T54,T54,Peter Malnati,32,3,1.0,,
70,T54,T54,Francesco Molinari,18,3,,,
71,T54,T54,Louis Oosthuizen,17,3,,1.0,
72,T54,T54,Ryan Palmer,23,3,,,1.0
73,T54,T54,Scott Piercy,24,3,,2.0,
74,T54,T54,Jon Rahm,9,3,,1.0,1.0
75,T54,T54,Patrick Rodgers,28,3,,,1.0
76,T54,T54,Brett Stegmaier,29,3,,1.0,
77,T54,T54,Steve Stricker,15,3,,1.0,
78,T54,T54,Johnson Wagner,26,3,,,
79,T54,T54,Danny Willett,9,3,1.0,,2.0
80,T81,T81,Byeong Hun An,14,2,,1.0,
81,T81,T81,Zac Blair,31,2,,,1.0
82,T81,T81,Jonas Blixt,26,2,,,1.0
83,T81,T81,Keegan Bradley,26,2,,,
84,T81,T81,K.J. Choi,22,2,,1.0,
85,T81,T81,Luke Donald,23,2,,2.0,
86,T81,T81,Ken Duke,20,2,,,1.0
87,T81,T81,Tony Finau,28,2,1.0,,
88,T81,T81,Matthew Fitzpatrick,12,2,,,
89,T81,T81,Brice Garnett,15,2,,,
90,T81,T81,Lucas Glover,23,2,,,
91,T81,T81,Adam Hadwin,27,2,,,
92,T81,T81,Brian Harman,31,2,,,
93,T81,T81,Tyrrell Hatton,5,2,,,
94,T81,T81,David Hearn,29,2,,,
95,T81,T81,Jim Herman,29,2,1.0,,
96,T81,T81,Tom Hoge,26,2,,,
97,T81,T81,Billy Hurley III,20,2,1.0,,
98,T81,T81,Sung Kang,29,2,,,
99,T81,T81,Jerry Kelly,23,2,,1.0,
100,T81,T81,Whee Kim,27,2,,,1.0
101,T81,T81,Søren Kjeldsen,12,2,,,
102,T81,T81,Danny Lee,28,2,,,
103,T81,T81,Marc Leishman,25,2,,,
104,T81,T81,Spencer Levin,32,2,,,
105,T81,T81,David Lingmerth,24,2,,1.0,
106,T81,T81,Luke List,27,2,,,
107,T81,T81,Shane Lowry,17,2,,1.0,
108,T81,T81,Steve Marino,24,2,,1.0,
109,T81,T81,Ben Martin,28,2,,1.0,
110,T81,T81,Sean O'Hair,27,2,,1.0,
111,T81,T81,Martin Piller,22,2,,,
112,T81,T81,Chez Reavie,27,2,,,
113,T81,T81,Sam Saunders,24,2,,,
114,T81,T81,Webb Simpson,20,2,,,1.0
115,T81,T81,Vijay Singh,22,2,,1.0,
116,T81,T81,Brendan Steele,25,2,,,1.0
117,T81,T81,Kevin Streelman,26,2,,,1.0
118,T81,T81,Daniel Summerhays,28,2,,,1.0
119,T81,T81,Tyrone Van Aswegen,31,2,,,1.0
120,T81,T81,Boo Weekley,26,2,,,
121,T81,T81,Steve Wheatcroft,26,2,,,
122,T81,T81,Willy Wilcox,23,2,,,
123,T124,T124,Kiradech Aphibarnrat,11,1,,,
124,T124,T124,Blayne Barber,27,1,,,1.0
125,T124,T124,Steven Bowditch,26,1,,,
126,T124,T124,Wesley Bryan,4,1,,,
127,T124,T124,Rafael Campos,2,1,,,
128,T124,T124,Miguel Angel Carballo,18,1,,,
129,T124,T124,Rodolfo Cazaubón,3,1,,,1.0
130,T124,T124,Greg Chalmers,12,1,1.0,,
131,T124,T124,Chad Collins,26,1,,,1.0
132,T124,T124,Ben Crane,27,1,,,
133,T124,T124,Bryson DeChambeau,12,1,,,
134,T124,T124,Jared du Toit,1,1,,,
135,T124,T124,Ernie Els,21,1,,,
136,T124,T124,Derek Fathauer,30,1,,,
137,T124,T124,Ross Fisher,4,1,,,1.0
138,T124,T124,Brian Gay,13,1,,,
139,T124,T124,Andres Gonzales,28,1,,,
140,T124,T124,Luke Guthrie,19,1,,,
141,T124,T124,Padraig Harrington,16,1,,,
142,T124,T124,Tim Herron,14,1,,,
143,T124,T124,Justin Hicks,15,1,,,
144,T124,T124,Charley Hoffman,26,1,1.0,,
145,T124,T124,Morgan Hoffmann,25,1,,,1.0
146,T124,T124,Hiroshi Iwata,29,1,,,
147,T124,T124,Michael Johnson,4,1,,,1.0
148,T124,T124,Andrew Johnston,4,1,,,
149,T124,T124,Martin Kaymer,10,1,,,
150,T124,T124,Kelly Kraft,20,1,,,
151,T124,T124,Anirban Lahiri,21,1,,,
152,T124,T124,Andrew Landry,18,1,,,
153,T124,T124,Richard Lee,11,1,,,
154,T124,T124,HaoTong Li,3,1,,,
155,T124,T124,Will MacKenzie,26,1,,,
156,T124,T124,Lee McCoy,7,1,,,
157,T124,T124,Troy Merritt,26,1,,,1.0
158,T124,T124,Seung-Yul Noh,28,1,,,
159,T124,T124,Geoff Ogilvy,22,1,,,
160,T124,T124,Rob Oppenheim,21,1,,,
161,T124,T124,Jeff Overton,25,1,,,
162,T124,T124,Greg Owen,29,1,,,
163,T124,T124,Ian Poulter,13,1,,,1.0
164,T124,T124,Andres Romero,14,1,,,
165,T124,T124,John Senden,28,1,,,
166,T124,T124,Scott Stallings,27,1,,,
167,T124,T124,Shawn Stefani,29,1,,,
168,T124,T124,Hunter Stewart,8,1,,,
169,T124,T124,Robert Streb,27,1,,,
170,T124,T124,Chris Stroud,27,1,,,
171,T124,T124,Brian Stuard,20,1,1.0,,
172,T124,T124,Hudson Swafford,30,1,,,
173,T124,T124,Vaughn Taylor,24,1,1.0,,
174,T124,T124,Nick Taylor,26,1,,,
175,T124,T124,Michael Thompson,23,1,,,
176,T124,T124,David Toms,19,1,,1.0,
177,T124,T124,D.J. Trahan,14,1,,,
178,T124,T124,Cameron Tringale,25,1,,1.0,
179,T124,T124,Lee Westwood,7,1,,1.0,
180,T124,T124,Tim Wilkinson,22,1,,,
181,T124,T124,Bobby Wyatt,6,1,,,
