,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
0,1,1,Dustin Johnson,22,15,3.0,1.0,2.0
1,2,2,Patrick Reed,28,11,1.0,2.0,
2,T3,T3,Jason Day,20,10,3.0,1.0,1.0
3,T3,T3,Matt Kuchar,26,10,,,3.0
4,T5,T5,Ryan Moore,23,9,1.0,1.0,1.0
5,T5,T5,Adam Scott,20,9,2.0,2.0,
6,T7,T7,Kevin Chappell,27,8,,4.0,1.0
7,T7,T7,Rickie Fowler,23,8,,1.0,
8,T7,T7,Hideki Matsuyama,23,8,1.0,,1.0
9,T7,T7,Rory McIlroy,18,8,2.0,,1.0
10,T7,T7,Kevin Na,26,8,,2.0,2.0
11,T7,T7,Jordan Spieth,21,8,2.0,1.0,1.0
12,T13,T13,Paul Casey,22,7,,2.0,
13,T13,T13,Brooks Koepka,21,7,,2.0,1.0
14,T13,T13,William McGirt,28,7,1.0,1.0,
15,T13,T13,Brandt Snedeker,27,7,1.0,1.0,2.0
16,T13,T13,Justin Thomas,28,7,1.0,,4.0
17,T18,T18,Daniel Berger,26,6,1.0,,
18,T18,T18,Jason Dufner,28,6,1.0,,
19,T18,T18,Branden Grace,18,6,1.0,,
20,T18,T18,Bill Haas,24,6,,1.0,1.0
21,T18,T18,J.B. Holmes,22,6,,,1.0
22,T18,T18,Kevin Kisner,27,6,1.0,1.0,
23,T18,T18,Phil Mickelson,22,6,,3.0,1.0
24,T25,T25,Aaron Baddeley,28,5,1.0,,
25,T25,T25,Billy Horschel,20,5,,,
26,T25,T25,Charles Howell III,25,5,,,
27,T25,T25,Zach Johnson,24,5,,,
28,T25,T25,Si Woo Kim,34,5,1.0,1.0,
29,T25,T25,Patton Kizzire,27,5,,1.0,
30,T25,T25,Jamie Lovemark,27,5,,1.0,
31,T25,T25,Graeme McDowell,21,5,1.0,,1.0
32,T25,T25,Bryce Molder,26,5,,,
33,T25,T25,Kyle Reifers,34,5,,,
34,T25,T25,Justin Rose,18,5,,,1.0
35,T25,T25,Charl Schwartzel,19,5,1.0,,
36,T25,T25,Jhonattan Vegas,27,5,1.0,,
37,T25,T25,Jimmy Walker,25,5,1.0,,1.0
38,T39,T39,Ricky Barnes,29,4,,,
39,T39,T39,Scott Brown,27,4,,,
40,T39,T39,Roberto Castro,27,4,,1.0,1.0
41,T39,T39,Alex Cejka,22,4,,1.0,
42,T39,T39,Sergio Garcia,15,4,1.0,1.0,
43,T39,T39,Fabián Gómez,26,4,1.0,,
44,T39,T39,Russell Henley,25,4,,,
45,T39,T39,Smylie Kaufman,28,4,1.0,,
46,T39,T39,Russell Knox,25,4,2.0,2.0,
47,T39,T39,Jason Kokrak,28,4,,1.0,
48,T39,T39,Andrew Loupe,27,4,,,1.0
49,T39,T39,Henrik Stenson,14,4,1.0,1.0,1.0
50,T39,T39,Harold Varner III,28,4,,,
51,T39,T39,Bubba Watson,19,4,1.0,1.0,
52,T39,T39,Gary Woodland,26,4,,1.0,
53,T54,T54,Jason Bohn,21,3,,2.0,1.0
54,T54,T54,Rafa Cabrera Bello,10,3,,,1.0
55,T54,T54,Chad Campbell,28,3,,,
56,T54,T54,Bud Cauley,14,3,,,
