,Victory_Leaders_RANK THIS WEEK,Victory_Leaders_RANK LAST WEEK,Victory_Leaders_PLAYER NAME,Victory_Leaders_EVENTS,Victory_Leaders_VICTORIES
0,T1,T1,Jason Day,20,3.0
1,T1,T1,Dustin Johnson,22,3.0
2,T3,T3,Russell Knox,25,2.0
3,T3,T3,Rory McIlroy,18,2.0
4,T3,T3,Adam Scott,20,2.0
5,T3,T3,Jordan Spieth,21,2.0
6,T7,T7,Aaron Baddeley,28,1.0
7,T7,T7,Daniel Berger,26,1.0
8,T7,T7,Greg Chalmers,12,1.0
9,T7,T7,Jason Dufner,28,1.0
10,T7,T7,Tony Finau,28,1.0
11,T7,T7,Sergio Garcia,15,1.0
12,T7,T7,Fabián Gómez,26,1.0
13,T7,T7,Branden Grace,18,1.0
14,T7,T7,Emiliano Grillo,25,1.0
15,T7,T7,James Hahn,26,1.0
16,T7,T7,Jim Herman,29,1.0
17,T7,T7,Charley Hoffman,26,1.0
18,T7,T7,Billy Hurley III,20,1.0
19,T7,T7,Smylie Kaufman,28,1.0
20,T7,T7,Si Woo Kim,34,1.0
21,T7,T7,Kevin Kisner,27,1.0
22,T7,T7,Peter Malnati,32,1.0
23,T7,T7,Hideki Matsuyama,23,1.0
24,T7,T7,Graeme McDowell,21,1.0
25,T7,T7,William McGirt,28,1.0
26,T7,T7,Ryan Moore,23,1.0
27,T7,T7,Patrick Reed,28,1.0
28,T7,T7,Charl Schwartzel,19,1.0
29,T7,T7,Brandt Snedeker,27,1.0
30,T7,T7,Henrik Stenson,14,1.0
31,T7,T7,Brian Stuard,20,1.0
32,T7,T7,Vaughn Taylor,24,1.0
33,T7,T7,Justin Thomas,28,1.0
34,T7,T7,Jhonattan Vegas,27,1.0
35,T7,T7,Jimmy Walker,25,1.0
36,T7,T7,Bubba Watson,19,1.0
37,T7,T7,Danny Willett,9,1.0
38,T39,T39,Brad Adamonis,0,
39,T39,T39,Frank Adams III,1,
40,T39,T39,Blake Adams,4,
41,T39,T39,Joe Affrunti,4,
42,T39,T39,Felipe Aguilar,0,
43,T39,T39,Thomas Aiken,23,
44,T39,T39,Tyler Aldridge,28,
45,T39,T39,Steven Alker,1,
46,T39,T39,Robert Allenby,23,
47,T39,T39,Jason Allred,1,
48,T39,T39,Max Alverio,1,
49,T39,T39,Byeong Hun An,14,
50,T39,T39,Abraham Ancer,19,
51,T39,T39,Mark Anderson,1,
52,T39,T39,Billy Andrade,0,
53,T39,T39,Mark Anguiano,1,
54,T39,T39,Kiradech Aphibarnrat,11,
55,T39,T39,Stuart Appleby,23,
56,T39,T39,Connor Arendell,1,
57,T39,T39,Ryan Armour,1,
58,T39,T39,Oskar Arvidsson,1,
59,T39,T39,Ashun Wu,1,
60,T39,T39,Matt Atkins,1,
61,T39,T39,Arjun Atwal,6,
62,T39,T39,Eric Axley,7,
63,T39,T39,Chris Baker,1,
64,T39,T39,Matthew Baldwin,1,
65,T39,T39,Philip Barbaree,1,
66,T39,T39,Blayne Barber,27,
67,T39,T39,Derek Bard,2,
68,T39,T39,Craig Barlow,3,
69,T39,T39,Ricky Barnes,29,
70,T39,T39,Wil Bateman,1,
71,T39,T39,Cameron Beckman,12,
72,T39,T39,Rich Beem,1,
73,T39,T39,Charlie Beljan,13,
74,T39,T39,"Rich Berberian, Jr.",1,
75,T39,T39,Hugo Bernard,1,
76,T39,T39,Nino Bertasio,0,
77,T39,T39,Shane Bertsch,9,
78,T39,T39,Matt Bettencourt,5,
79,T39,T39,Zac Blair,31,
80,T39,T39,Mark Blakefield,1,
81,T39,T39,Ryan Blaum,1,
82,T39,T39,Jonas Blixt,26,
83,T39,T39,Michael Block,1,
84,T39,T39,Jason Bohn,21,
85,T39,T39,Matthew Borchert,1,
86,T39,T39,Grégory Bourdy,3,
87,T39,T39,Steven Bowditch,26,
88,T39,T39,Michael Bradley,8,
89,T39,T39,Keegan Bradley,26,
90,T39,T39,David Bradshaw,1,
91,T39,T39,Josh Broadaway,2,
92,T39,T39,Kristoffer Broberg,3,
93,T39,T39,Mark Brooks,1,
94,T39,T39,Mark Brown,1,
95,T39,T39,Scott Brown,27,
96,T39,T39,Julien Brun,2,
97,T39,T39,Wesley Bryan,4,
98,T39,T39,Kent Bulle,1,
99,T39,T39,Brian Bullington,1,
100,T39,T39,Bronson Burgoon,27,
101,T39,T39,Dean Burmester,1,
102,T39,T39,Sam Burns,1,
103,T39,T39,Jonathan Byrd,6,
104,T39,T39,Ángel Cabrera,22,
105,T39,T39,Rafa Cabrera Bello,10,
106,T39,T39,Mark Calcavecchia,1,
107,T39,T39,Chad Campbell,28,
108,T39,T39,Rafael Campos,2,
109,T39,T39,Yi Cao,1,
110,T39,T39,Frankie Capan,1,
111,T39,T39,Miguel Angel Carballo,18,
112,T39,T39,Jason Caron,0,
113,T39,T39,Paul Casey,22,
114,T39,T39,Roberto Castro,27,
115,T39,T39,Bud Cauley,14,
116,T39,T39,Rodolfo Cazaubón,3,
117,T39,T39,Alex Cejka,22,
118,T39,T39,Derek Chang,1,
119,T39,T39,Paul Chaplet,1,
120,T39,T39,Kevin Chappell,27,
121,T39,T39,SSP Chawrasia,2,
122,T39,T39,Danny Chia,2,
123,T39,T39,K.J. Choi,22,
124,T39,T39,Daniel Chopra,1,
125,T39,T39,Thitiphun Chuayprakong,1,
126,T39,T39,Stewart Cink,19,
127,T39,T39,Tim Clark,7,
128,T39,T39,Darren Clarke,4,
129,T39,T39,Keith Clearwater,1,
130,T39,T39,Case Cochran,1,
131,T39,T39,George Coetzee,7,
132,T39,T39,Gavin Coles,2,
133,T39,T39,Chad Collins,26,
134,T39,T39,Nicolas Colsaerts,2,
135,T39,T39,Erik Compton,24,
136,T39,T39,Austin Connelly,4,
137,T39,T39,Corey Conners,1,
138,T39,T39,Austin Cook,1,
139,T39,T39,Cory Cooper,1,
140,T39,T39,Adam Cornelson,1,
141,T39,T39,Franklin Corpening,1,
142,T39,T39,David Coupland,1,
143,T39,T39,Fred Couples,1,
