,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
152,153,153,Steve Marino,24,"$32,008","$768,200"
153,154,154,Paul Dunne,4,"$31,416","$125,666"
154,155,155,Derek Fathauer,30,"$29,947","$898,430"
155,156,156,Brice Garnett,15,"$29,770","$446,564"
156,157,157,Andy Sullivan,11,"$29,587","$325,462"
157,158,158,Willy Wilcox,23,"$29,427","$676,840"
158,159,159,Zac Blair,31,"$29,143","$903,458"
159,160,160,Daisuke Kataoka,1,"$28,742","$28,742"
160,161,161,Morgan Hoffmann,25,"$28,715","$717,890"
161,162,162,Ian Poulter,13,"$28,481","$370,256"
162,163,163,Blayne Barber,27,"$28,466","$768,584"
163,164,164,Chad Collins,26,"$28,251","$734,547"
164,165,165,Luke List,27,"$27,814","$751,001"
165,166,166,Ernie Els,21,"$26,620","$559,023"
166,167,167,Matt Jones,27,"$26,397","$712,722"
167,168,168,Martin Piller,22,"$25,942","$570,739"
168,169,169,Scott Stallings,27,"$25,830","$697,433"
169,170,170,Whee Kim,27,"$25,283","$682,661"
170,171,171,Lee Slattery,1,"$25,131","$25,131"
171,172,172,Larry Mize,1,"$24,900","$24,900"
172,173,173,Trey Mullinax,2,"$24,817","$49,635"
173,174,174,James Driscoll,1,"$24,800","$24,800"
174,175,175,Brandon Harkins,1,"$24,525","$24,525"
175,176,176,Nick Taylor,26,"$24,182","$628,756"
176,177,177,Shawn Stefani,29,"$24,072","$698,101"
177,178,178,Matt Marshall,1,"$23,938","$23,938"
178,179,179,Seung-Yul Noh,28,"$23,632","$661,711"
179,180,180,Yusaku Miyazato,4,"$23,593","$94,374"
180,181,181,Romain Wattel,1,"$23,497","$23,497"
181,182,182,Chris Wood,8,"$23,198","$185,590"
182,183,183,Steve Wheatcroft,26,"$23,121","$601,163"
183,184,184,Stewart Cink,19,"$23,045","$437,855"
184,185,185,Michael Kim,29,"$22,915","$664,538"
185,186,186,Michael Thompson,23,"$22,694","$521,983"
186,187,187,Joost Luiten,2,"$22,644","$45,288"
187,188,188,Ben Crane,27,"$22,514","$607,891"
188,189,189,Luke Guthrie,19,"$22,496","$427,441"
189,190,190,Chris Stroud,27,"$22,191","$599,175"
190,191,191,Justin Leonard,13,"$22,186","$288,428"
191,192,192,Rob Oppenheim,21,"$22,020","$462,427"
192,193,193,Hiroshi Iwata,29,"$21,891","$634,862"
193,194,194,Stuart Appleby,23,"$21,748","$500,214"
194,195,195,Tom Hoge,26,"$21,598","$561,558"
195,196,196,Brian Gay,13,"$21,586","$280,619"
196,197,197,Yuta Ikeda,3,"$21,536","$64,609"
197,198,198,Mark Hubbard,30,"$21,431","$642,942"
198,199,199,Ryan Evans,1,"$21,364","$21,364"
199,200,200,Sam Saunders,24,"$21,253","$510,078"
200,201,201,Tim Herron,14,"$21,231","$297,238"
201,202,202,Hideto Tanihara,4,"$21,058","$84,234"
202,203,203,Cameron Percy,15,"$20,897","$313,456"
203,204,204,Andrew Landry,18,"$20,776","$373,980"
204,205,205,Kyle Stanley,28,"$20,740","$580,734"
205,206,206,Andres Gonzales,28,"$20,702","$579,666"
206,207,207,Bronson Burgoon,27,"$20,630","$557,020"
207,208,208,Paul Lawrie,1,"$20,573","$20,573"
208,209,209,Scott Hend,5,"$20,462","$102,313"
209,210,210,Zander Lombard,1,"$20,243","$20,243"
210,211,211,Kelly Kraft,20,"$20,171","$403,437"
211,212,212,Cameron Smith,24,"$19,910","$477,843"
212,213,213,Marco Dawson,1,"$19,847","$19,847"
213,214,214,Hunter Stewart,8,"$19,567","$156,537"
214,215,215,Ryan Ruffels,7,"$19,257","$134,802"
215,216,216,Colin Montgomerie,1,"$18,726","$18,726"
216,217,217,Chesson Hadley,27,"$18,666","$503,993"
217,218,218,Nick Mason,1,"$18,661","$18,661"
218,219,219,Kodai Ichihara,1,"$18,529","$18,529"
219,220,220,Tyler Aldridge,28,"$18,490","$517,737"
220,221,221,Thongchai Jaidee,8,"$18,285","$146,283"
221,222,222,Geoff Ogilvy,22,"$18,072","$397,595"
222,223,223,Steven Bowditch,26,"$17,649","$458,891"
223,224,224,Justin Hicks,15,"$17,596","$263,943"
224,225,225,Rich Beem,1,"$17,450","$17,450"
225,226,226,Joey Garber,4,"$17,352","$69,408"
226,227,227,Scott Langley,22,"$17,273","$380,024"
227,228,228,Matteo Manassero,2,"$17,215","$34,430"
228,229,229,D.A. Points,18,"$16,958","$305,250"
229,230,230,Bradley Dredge,1,"$16,900","$16,900"
230,231,231,Greg Owen,29,"$16,722","$484,954"
231,232,232,Camilo Villegas,27,"$16,668","$450,056"
232,233,233,Brandon Hagy,2,"$16,613","$33,226"
233,234,234,Jeff Overton,25,"$16,409","$410,245"
234,235,235,Wes Roach,21,"$16,290","$342,097"
235,236,236,Joe Affrunti,4,"$16,227","$64,909"
236,237,237,D.J. Trahan,14,"$16,125","$225,751"
237,238,238,Will MacKenzie,26,"$16,001","$416,032"
238,239,239,Rocco Mediate,2,"$16,000","$32,000"
239,240,240,Thomas Pieters,5,"$15,996","$79,984"
240,241,241,Tim Clark,7,"$15,765","$110,360"
241,242,242,Prayad Marksaeng,1,"$15,540","$15,540"
242,243,243,Jason Gore,27,"$15,431","$416,653"
243,244,244,Thomas Aiken,23,"$15,116","$347,686"
244,245,245,Davis Love III,15,"$14,828","$222,421"
245,246,246,Ben Leong,1,"$14,630","$14,630"
246,247,247,Mark Wilson,21,"$14,612","$306,866"
247,248,248,Andres Romero,14,"$13,947","$195,261"
248,249,249,Brendon de Jonge,30,"$13,852","$415,582"
249,250,250,Henrik Norlander,21,"$13,851","$290,888"
250,251,251,Conrad Shindler,1,"$13,797","$13,797"
251,252,252,Charlie Danielson,4,"$13,788","$55,153"
252,253,253,John Merrick,12,"$13,580","$162,968"
253,254,254,Mardan Mamat,1,"$13,440","$13,440"
254,255,255,Miguel Angel Carballo,18,"$13,361","$240,509"
255,256,256,Arie Ahmad Irawan,1,"$13,230","$13,230"
256,257,257,Lance Lopez,1,"$13,213","$13,213"
257,258,258,Darren Clarke,4,"$12,872","$51,488"
258,T259,T259,Nicolas Colsaerts,2,"$12,613","$25,227"
259,T259,T259,Richard Sterne,2,"$12,613","$25,227"
260,261,261,Ángel Cabrera,22,"$12,596","$277,117"
261,262,262,Alex Noren,4,"$12,556","$50,227"
262,263,263,Richard Lee,11,"$12,528","$137,812"
263,264,264,George Coetzee,7,"$12,260","$85,822"
264,265,265,Dawie van der Walt,25,"$12,067","$301,696"
265,266,266,Matt Atkins,1,"$11,970","$11,970"
266,267,267,Jin Park,1,"$11,968","$11,968"
267,268,268,Bernd Wiesberger,11,"$11,788","$129,674"
268,269,269,Shane Bertsch,9,"$11,721","$105,492"
269,270,270,J.J. Henry,24,"$11,694","$280,674"
270,271,271,Chase Parker,2,"$11,601","$23,203"
271,272,272,Scott Pinckney,29,"$11,466","$332,532"
272,273,273,Dean Burmester,1,"$11,400","$11,400"
273,274,274,Young-han Song,2,"$11,125","$22,250"
274,275,275,Corey Conners,1,"$10,856","$10,856"
275,276,276,Hunter Mahan,22,"$10,486","$230,693"
276,277,277,Alex Prugh,13,"$10,418","$135,437"
277,278,278,Robby Shelton,4,"$10,407","$41,630"
278,279,279,Ryo Ishikawa,6,"$10,350","$62,102"
279,280,280,Erik Compton,24,"$10,329","$247,902"
280,281,281,Mark O'Meara,2,"$10,286","$20,573"
281,282,282,Eric Axley,7,"$10,223","$71,563"
282,283,283,Ollie Schniederjans,7,"$9,797","$68,585"
283,284,284,Kent Jones,1,"$9,792","$9,792"
284,285,285,Jonathan Byrd,6,"$9,775","$58,655"
285,286,286,Derek Ernst,20,"$9,536","$190,736"
286,287,287,Michael Putnam,7,"$9,371","$65,600"
287,288,288,Matt Every,17,"$9,320","$158,452"
288,289,289,George McNeill,23,"$9,299","$213,894"
289,290,290,Soomin Lee,2,"$9,264","$18,529"
290,291,291,Carlos Ortiz,29,"$9,085","$263,465"
291,292,292,Troy Matteson,3,"$8,749","$26,248"
292,293,293,Abraham Ancer,19,"$8,568","$162,810"
293,294,294,Ben Taylor,2,"$8,484","$16,968"
294,295,295,Marc Turnesa,10,"$8,238","$82,384"
295,296,296,John Rollins,9,"$8,231","$74,083"
296,297,297,D.H. Lee,22,"$7,940","$174,683"
297,298,298,Rod Pampling,18,"$7,912","$142,433"
298,299,299,Rhein Gibson,20,"$7,778","$155,577"
299,T300,T300,Andrew Dodt,2,"$7,770","$15,540"
300,T300,T300,Tom Gillis,12,"$7,770","$93,242"
301,302,302,Jorge Fernández-Valdés,1,"$7,705","$7,705"
302,303,303,Ross Fisher,4,"$7,535","$30,142"
303,304,304,Michael Bradley,8,"$7,514","$60,114"
304,305,305,Rory Sabbatini,20,"$7,511","$150,235"
305,306,306,Victor Dubuisson,5,"$7,400","$37,000"
306,307,307,Danny Chia,2,"$7,070","$14,140"
307,308,308,Curtis Reed,2,"$7,006","$14,012"
308,309,309,SSP Chawrasia,2,"$6,790","$13,580"
309,310,310,Richard Lee,2,"$6,615","$13,230"
310,311,311,Lucas Lee,16,"$6,185","$98,965"
311,312,312,Steve Flesch,6,"$6,010","$36,062"
312,313,313,Jay McLuen,1,"$5,984","$5,984"
313,314,314,Shaun Micheel,3,"$5,920","$17,760"
314,315,315,Adam Hart,2,"$5,880","$11,760"
315,316,316,Ethan Tracy,4,"$5,690","$22,762"
316,317,317,Billy Mayfair,7,"$5,674","$39,720"
317,318,318,Matt Dobyns,7,"$5,067","$35,471"
318,319,319,Cameron Beckman,12,"$4,932","$59,191"
319,320,320,Dicky Pride,21,"$4,831","$101,456"
320,321,321,Arjun Atwal,6,"$4,766","$28,598"
321,322,322,Ted Purdy,9,"$4,669","$42,027"
322,323,323,Fred Funk,4,"$4,665","$18,661"
323,324,324,Wes Homan,3,"$4,422","$13,268"
324,325,325,Pat Perez,11,"$4,349","$47,840"
325,326,326,John Peterson,3,"$4,340","$13,020"
326,327,327,Charlie Wi,5,"$4,111","$20,556"
327,328,328,Adam Svensson,2,"$3,852","$7,705"
328,329,329,Austin Connelly,4,"$3,762","$15,050"
329,330,330,Darron Stiles,17,"$3,541","$60,197"
330,331,331,Marcus Fraser,5,"$3,490","$17,450"
331,332,332,Mark Hensby,5,"$3,468","$17,344"
332,333,333,Blake Adams,4,"$3,441","$13,764"
333,334,334,Satoshi Kodaira,3,"$3,402","$10,208"
334,335,335,Frank Lickliter II,9,"$3,220","$28,985"
335,336,336,K.T. Kim,7,"$3,157","$22,103"
336,T337,T337,Josh Broadaway,2,"$3,097","$6,195"
337,T337,T337,Brian Davis,9,"$3,097","$27,880"
338,339,339,Bo Van Pelt,5,"$3,078","$15,392"
339,340,340,Carl Pettersson,22,"$3,044","$66,986"
340,341,341,Brendon Todd,29,"$2,612","$75,772"
341,342,342,Ben Curtis,5,"$2,538","$12,691"
342,343,343,Tim Petrovic,7,"$2,448","$17,142"
343,344,344,Omar Uresti,4,"$1,977","$7,910"
344,345,345,Tommy Gainey,4,"$1,968","$7,872"
345,346,346,Trevor Immelman,11,"$1,864","$20,509"
346,347,347,Jarrod Lyle,10,"$1,588","$15,884"
347,348,348,Matt Bettencourt,5,"$1,239","$6,195"
348,349,349,Robert Allenby,23,"$1,098","$25,271"
349,350,350,Charlie Beljan,13,$858,"$11,160"
