,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
0,1,1,Sangmoon Bae,81,100.0,25,25
1,2,2,Bo Van Pelt,84,96.67,30,29
2,3,3,Ian Poulter,57,95.83,24,23
3,T4,T4,Luke Donald,63,95.65,23,22
4,T4,T4,Sergio Garcia,57,95.65,23,22
5,6,6,Edward Loar,59,94.44,18,17
6,T7,T7,Brian Harman,101,94.12,51,48
7,T7,T7,John Huh,99,94.12,51,48
8,T7,T7,Kevin Stadler,85,94.12,34,32
9,10,10,Louis Oosthuizen,65,93.75,32,30
10,T11,T11,Jonas Blixt,72,93.55,31,29
11,T11,T11,Brendon Todd,78,93.55,31,29
12,13,13,Gavin Coles,72,93.1,29,27
13,14,14,James Driscoll,83,92.59,27,25
14,T15,T15,Roberto Castro,92,92.31,39,36
15,T15,T15,Derek Lamely,64,92.31,26,24
16,T17,T17,Jim Furyk,85,91.89,37,34
17,T17,T17,Jerry Kelly,84,91.89,37,34
18,T19,T19,Greg Chalmers,88,91.67,36,33
19,T19,T19,William McGirt,96,91.67,48,44
20,T19,T19,"Ted Potter, Jr.",77,91.67,36,33
21,22,22,Jason Day,57,91.3,23,21
22,23,23,Zach Johnson,95,91.11,45,41
23,T24,T24,Ben Crane,73,90.7,43,39
24,T24,T24,Martin Laird,77,90.7,43,39
25,26,26,Charl Schwartzel,56,90.48,21,19
26,27,27,John Daly,50,90.0,20,18
27,T28,T28,Matt Bettencourt,80,89.74,39,35
28,T28,T28,Steve Stricker,73,89.74,39,35
29,T28,T28,Charlie Wi,86,89.74,39,35
30,31,31,Daniel Chopra,55,89.66,29,26
31,32,32,Heath Slocum,93,89.58,48,43
32,33,33,Jimmy Walker,101,89.47,38,34
33,T34,T34,Ryuji Imada,78,89.29,28,25
34,T34,T34,Robert Karlsson,54,89.29,28,25
35,36,36,Bubba Watson,68,89.19,37,33
36,37,37,Erik Compton,81,88.89,36,32
37,T38,T38,Bud Cauley,99,88.68,53,47
38,T38,T38,Ryan Moore,89,88.68,53,47
39,T40,T40,Ángel Cabrera,54,88.46,26,23
40,T40,T40,Johnson Wagner,88,88.46,26,23
41,42,42,Tom Gillis,75,88.1,42,37
42,43,43,Dicky Pride,62,88.0,25,22
43,44,44,J.B. Holmes,90,87.93,58,51
44,45,45,Stuart Appleby,75,87.88,33,29
45,46,46,Cameron Tringale,88,87.8,41,36
46,47,47,John Rollins,81,87.76,49,43
47,T48,T48,Harris English,98,87.5,56,49
48,T48,T48,Lee Westwood,60,87.5,32,28
49,T50,T50,Chris Kirk,93,87.18,39,34
50,T50,T50,Billy Mayfair,90,87.18,39,34
51,T50,T50,Rory Sabbatini,84,87.18,39,34
52,T50,T50,Nick Watney,97,87.18,39,34
53,T54,T54,Graham DeLaet,79,86.27,51,44
54,T54,T54,Hunter Mahan,88,86.27,51,44
55,T56,T56,Tommy Biershenk,74,86.21,29,25
56,T56,T56,Kyle Reifers,86,86.21,29,25
57,T56,T56,Y.E. Yang,64,86.21,29,25
58,59,59,Martin Flores,95,86.11,36,31
59,60,60,Ryan Palmer,81,86.0,50,43
60,T61,T61,Mark Anderson,75,85.71,35,30
61,T61,T61,Brian Gay,91,85.71,42,36
62,T61,T61,Bill Haas,79,85.71,28,24
63,T61,T61,Billy Horschel,63,85.71,28,24
64,T61,T61,Freddie Jacobson,61,85.71,21,18
65,T61,T61,David Mathis,83,85.71,35,30
66,T61,T61,Geoff Ogilvy,73,85.71,35,30
67,T61,T61,Webb Simpson,77,85.71,35,30
68,69,69,Tommy Gainey,98,85.42,48,41
69,70,70,Matt Kuchar,86,85.37,41,35
70,T71,T71,Jason Dufner,83,85.29,34,29
71,T71,T71,J.J. Henry,93,85.29,34,29
72,T71,T71,Richard Lee,71,85.29,34,29
73,T71,T71,George McNeill,85,85.29,34,29
74,T75,T75,Arjun Atwal,79,85.0,40,34
75,T75,T75,Brian Davis,91,85.0,40,34
76,T75,T75,Ernie Els,80,85.0,40,34
77,T75,T75,Steve Wheatcroft,56,85.0,20,17
78,79,79,Jeff Overton,101,84.91,53,45
79,T80,T80,Andres Romero,68,84.85,33,28
80,T80,T80,Brendan Steele,77,84.85,33,28
81,82,82,Kevin Streelman,89,84.78,46,39
82,T83,T83,Will Claxton,99,84.75,59,50
83,T83,T83,Ken Duke,104,84.75,59,50
84,85,85,Tiger Woods,69,84.62,26,22
85,86,86,Charley Hoffman,88,84.44,45,38
86,87,87,John Mallinger,74,84.38,32,27
87,88,88,D.A. Points,88,84.31,51,43
88,T89,T89,Spencer Levin,81,84.21,38,32
89,T89,T89,Jeff Maggert,83,84.21,38,32
90,T89,T89,Phil Mickelson,79,84.21,38,32
91,92,92,Michael Thompson,80,83.87,31,26
92,93,93,Rickie Fowler,84,83.78,37,31
93,94,94,Chris DiMarco,83,83.72,43,36
94,95,95,Marc Leishman,84,83.67,49,41
95,96,96,Brendon de Jonge,115,83.61,61,51
96,T97,T97,Stephen Ames,54,83.33,12,10
97,T97,T97,Keegan Bradley,90,83.33,42,35
98,T97,T97,Marco Dawson,60,83.33,24,20
99,T97,T97,Brandt Jobe,57,83.33,24,20
100,T97,T97,Scott Stallings,78,83.33,36,30
101,T102,T102,John Merrick,83,82.98,47,39
102,T102,T102,Josh Teater,97,82.98,47,39
103,104,104,Rory McIlroy,60,82.93,41,34
104,T105,T105,Cameron Beckman,81,82.86,35,29
105,T105,T105,K.J. Choi,71,82.86,35,29
106,107,107,Miguel Angel Carballo,73,82.76,29,24
107,108,108,Vijay Singh,99,82.69,52,43
108,T109,T109,Blake Adams,107,82.61,46,38
109,T109,T109,Stewart Cink,71,82.61,23,19
110,T111,T111,Ricky Barnes,92,82.5,40,33
111,T111,T111,Garth Mulroy,59,82.5,40,33
112,T113,T113,Hunter Haas,69,82.35,34,28
113,T113,T113,Justin Leonard,79,82.35,34,28
114,T113,T113,Scott Piercy,95,82.35,34,28
115,T113,T113,Mark Wilson,84,82.35,34,28
116,117,117,Carl Pettersson,92,82.22,45,37
117,118,118,Bryce Molder,83,82.05,39,32
118,119,119,Matt Every,80,81.82,33,27
119,120,120,Jason Kokrak,79,81.58,38,31
120,121,121,David Hearn,95,81.4,43,35
