,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
121,122,122,Tim Clark,60,81.25,32,26
122,T123,T123,Jason Bohn,81,80.95,42,34
123,T123,T123,J.J. Killeen,101,80.95,42,34
124,T123,T123,Kevin Na,80,80.95,42,34
125,T123,T123,Roland Thatcher,55,80.95,21,17
126,127,127,Ben Curtis,62,80.77,26,21
127,128,128,Chez Reavie,83,80.65,31,25
128,T129,T129,Robert Allenby,76,80.56,36,29
129,T129,T129,Charles Howell III,98,80.56,36,29
130,T131,T131,Harrison Frazar,56,80.0,25,20
131,T131,T131,Matt Jones,53,80.0,25,20
132,T131,T131,Kevin Kisner,69,80.0,30,24
133,T131,T131,Pat Perez,81,80.0,40,32
134,T131,T131,Brandt Snedeker,81,80.0,30,24
135,136,136,Jonathan Byrd,69,79.55,44,35
136,T137,T137,Nathan Green,73,79.41,34,27
137,T137,T137,Sung Kang,75,79.41,34,27
138,T139,T139,Colt Knost,79,79.17,24,19
139,T139,T139,Seung-Yul Noh,105,79.17,48,38
140,T141,T141,Billy Hurley III,70,78.95,19,15
141,T141,T141,Ryo Ishikawa,54,78.95,19,15
142,143,143,Bobby Gates,87,78.79,33,26
143,T144,T144,Jhonattan Vegas,77,78.57,28,22
144,T144,T144,Gary Woodland,70,78.57,28,22
145,T146,T146,Kevin Chappell,91,78.38,37,29
146,T146,T146,Sean O'Hair,84,78.38,37,29
147,148,148,Kyle Stanley,86,78.33,60,47
148,T149,T149,Bill Lunde,83,77.78,54,42
149,T149,T149,Justin Rose,69,77.78,36,28
150,T149,T149,John Senden,81,77.78,36,28
151,152,152,Bob Estes,78,77.5,40,31
152,153,153,Camilo Villegas,79,77.36,53,41
153,154,154,Charlie Beljan,61,77.27,22,17
154,155,155,Rod Pampling,88,77.14,35,27
155,156,156,Daniel Summerhays,81,76.92,39,30
156,157,157,Scott Brown,65,76.67,30,23
157,158,158,Tim Herron,88,76.09,46,35
158,159,159,Danny Lee,74,75.61,41,31
159,T160,T160,Stephen Gangluff,57,75.0,20,15
160,T160,T160,Dustin Johnson,70,75.0,40,30
161,T160,T160,Adam Scott,59,75.0,20,15
162,T160,T160,David Toms,60,75.0,24,18
163,164,164,Chris Stroud,86,74.36,39,29
164,T165,T165,Kris Blanks,65,74.29,35,26
165,T165,T165,Tom Pernice Jr.,62,74.29,35,26
166,167,167,D.J. Trahan,73,74.19,31,23
167,168,168,Alexandre Rocha,62,73.68,19,14
168,T169,T169,Michael Bradley,63,73.33,30,22
169,T169,T169,Chris Couch,61,73.33,30,22
170,T169,T169,Greg Owen,90,73.33,45,33
171,172,172,Padraig Harrington,67,73.17,41,30
172,173,173,Troy Matteson,100,73.08,52,38
173,174,174,Patrick Sheehan,58,72.73,11,8
174,T175,T175,Scott Dunlap,57,72.22,18,13
175,T175,T175,Trevor Immelman,76,72.22,36,26
176,177,177,Vaughn Taylor,81,71.79,39,28
177,T178,T178,Troy Kelly,68,71.43,28,20
178,T178,T178,Russell Knox,72,71.43,21,15
179,180,180,Graeme McDowell,55,70.37,27,19
180,181,181,Henrik Stenson,51,70.0,20,14
181,182,182,Mathew Goggin,65,69.7,33,23
182,183,183,Aaron Baddeley,73,69.44,36,25
183,184,184,Robert Garrigus,89,69.23,52,36
184,185,185,Gary Christian,91,66.67,27,18
185,186,186,Nick O'Hern,78,65.71,35,23
186,187,187,Chad Campbell,84,65.0,40,26
187,188,188,Davis Love III,64,63.16,38,24
188,189,189,Kyle Thompson,51,62.96,27,17
189,190,190,Rocco Mediate,70,62.5,24,15
190,191,191,Boo Weekley,74,61.54,39,24
